date,title,body,video_id,video_url,playlist,minutes_match
2018-12-04,Special Limited Redevelopment Agency (RDA) Meeting - 12/04/2018,Council,28yTesepe_g,https://www.youtube.com/watch?v=28yTesepe_g,streams,false
2018-11-28,"Planning Commission Meeting - November 28, 2018",PlanningCommission,FXwBCt2i41k,https://www.youtube.com/watch?v=FXwBCt2i41k,streams,false
2018-11-27,Salt Lake City Council Formal Meeting - 11/27/2018,Council,Il_B8B8P1lA,https://www.youtube.com/watch?v=Il_B8B8P1lA,streams,false
2018-11-27,Salt Lake City Council Work Session - 11/27/2018,Council,UylbtVbfexo,https://www.youtube.com/watch?v=UylbtVbfexo,streams,false
2018-11-27,Redevelopment Agency (RDA) Meeting - 11/27/2018,Council,gLjt8_cEcIM,https://www.youtube.com/watch?v=gLjt8_cEcIM,streams,false
2018-11-14,"Planning Commission Meeting - November 14, 2018",PlanningCommission,nwZJo542zPY,https://www.youtube.com/watch?v=nwZJo542zPY,streams,false
2018-11-13,Salt Lake City Council Formal Meeting - 11/13/2018,Council,LjTuBqipCw0,https://www.youtube.com/watch?v=LjTuBqipCw0,streams,false
2018-11-13,Salt Lake City Council Work Session - 11/13/2018,Council,-0-gFItdeQ4,https://www.youtube.com/watch?v=-0-gFItdeQ4,streams,false
2018-11-01,Historic Landmarks Commission - 11/01/2018,Other,Y4zmlwOlwXY,https://www.youtube.com/watch?v=Y4zmlwOlwXY,streams,false
2018-10-30,Salt Lake City Council Special Work Session - 10/30/2018,Council,yHXwe_rPKlA,https://www.youtube.com/watch?v=yHXwe_rPKlA,streams,false
2018-10-30,Salt Lake City Council Limited Formal Meeting - 10/30/2018,Council,cihNs7WfPk8,https://www.youtube.com/watch?v=cihNs7WfPk8,videos,false
2018-10-24,Planning Commission Meeting - 10/24/2018,PlanningCommission,wip0pi7kgQo,https://www.youtube.com/watch?v=wip0pi7kgQo,streams,false
2018-10-16,Salt Lake City Council Work Session - 10/16/2018,Council,LcJynRzkWoE,https://www.youtube.com/watch?v=LcJynRzkWoE,streams,false
2018-10-16,Salt Lake City Formal Meeting - 10/16/2018,Council,EsuSZ1xve7A,https://www.youtube.com/watch?v=EsuSZ1xve7A,videos,false
2018-10-10,Planning Commission Meeting - 10/10/2018,PlanningCommission,k9jSCNZDjik,https://www.youtube.com/watch?v=k9jSCNZDjik,streams,false
2018-10-09,Salt Lake City Council Work Session Only - 10/9/2018,Council,qQdJtYEK1iY,https://www.youtube.com/watch?v=qQdJtYEK1iY,streams,false
2018-10-09,Redevelopment Agency (RDA) Meeting - 10/9/2018,Council,nRbkZdSBdBQ,https://www.youtube.com/watch?v=nRbkZdSBdBQ,streams,false
2018-10-02,Salt Lake City Council Formal Meeting - 10/02/2018,Council,G9DVgPa0a6Y,https://www.youtube.com/watch?v=G9DVgPa0a6Y,streams,false
2018-10-02,Salt Lake City Council Work Session - 10/02/2018,Council,r-2TS1u7hEc,https://www.youtube.com/watch?v=r-2TS1u7hEc,streams,false
2018-09-26,Planning Commission Meeting - 09/26/2018,PlanningCommission,vU8tVv8etio,https://www.youtube.com/watch?v=vU8tVv8etio,streams,false
2018-09-18,Salt Lake City Council Formal Meeting - 9/18/2018,Council,o65DG9LAw84,https://www.youtube.com/watch?v=o65DG9LAw84,streams,false
2018-09-18,Salt Lake City Council Work Session - 9/18/2018,Council,fmNSzagpMss,https://www.youtube.com/watch?v=fmNSzagpMss,streams,false
2018-09-12,Planning Commission Meeting - 09/12/2018,PlanningCommission,HvO4dSD1Chc,https://www.youtube.com/watch?v=HvO4dSD1Chc,streams,false
2018-09-11,Salt Lake City Council Work Session - 9/11/2018,Council,dCT_xCyFTLA,https://www.youtube.com/watch?v=dCT_xCyFTLA,streams,false
2018-09-11,Redevelopment Agency (RDA) Meeting - 9/11/2018,Council,w5_JLWkubdk,https://www.youtube.com/watch?v=w5_JLWkubdk,streams,false
2018-09-06,Historic Landmark Commissions Meeting - 9/6/2018,Other,BK_DEpKLBqQ,https://www.youtube.com/watch?v=BK_DEpKLBqQ,streams,false
2018-09-04,Salt Lake City Council Formal Meeting - 9/4/2018,Council,UcKedGMJL_Y,https://www.youtube.com/watch?v=UcKedGMJL_Y,streams,false
2018-09-04,Salt Lake City Council Work Session - 9/4/2018,Council,hTl33y0omyA,https://www.youtube.com/watch?v=hTl33y0omyA,streams,false
2018-08-22,"Planning Commission Meeting - August 22, 2018",PlanningCommission,cEMxhA5qYMs,https://www.youtube.com/watch?v=cEMxhA5qYMs,streams,false
2018-08-21,Salt Lake City Council Work Session - 8/21/2018,Council,74LFj0zTq2w,https://www.youtube.com/watch?v=74LFj0zTq2w,streams,false
2018-08-21,Redevelopment Agency (RDA) Meeting - 8/21/2018,Council,7Alf8Qic9l0,https://www.youtube.com/watch?v=7Alf8Qic9l0,streams,false
2018-08-21,Salt Lake City Council Formal Meeting - 8/21/2018,Council,VWRxvC1qqk0,https://www.youtube.com/watch?v=VWRxvC1qqk0,videos,false
2018-08-14,Salt Lake City Council Formal Meeting - 8/14/2018,Council,MuVOa26Gsxw,https://www.youtube.com/watch?v=MuVOa26Gsxw,streams,false
2018-08-14,Salt Lake City Council Work Session - 8/14/2018,Council,1_2xQGkVRdU,https://www.youtube.com/watch?v=1_2xQGkVRdU,streams,false
2018-08-08,"Planning Commission Meeting - August 08, 2018",PlanningCommission,YiGpn1BCmi4,https://www.youtube.com/watch?v=YiGpn1BCmi4,streams,false
2018-08-02,"Historic Landmarks Commission Meeting - August 02, 2018",Other,9qqDQrp8i-E,https://www.youtube.com/watch?v=9qqDQrp8i-E,streams,false
2018-07-31,Salt Lake City Council Formal Meeting - 7/31/2018,Council,GXsjD71cuoI,https://www.youtube.com/watch?v=GXsjD71cuoI,streams,false
2018-07-31,Salt Lake City Council Work Session - 7/31/2018,Council,Fdnzbftk7zc,https://www.youtube.com/watch?v=Fdnzbftk7zc,streams,false
2018-07-11,"Planning Commission Meeting for July 11, 2018",PlanningCommission,4wb22Q2wBfc,https://www.youtube.com/watch?v=4wb22Q2wBfc,videos,false
2018-07-10,Salt Lake City Council Formal Meeting - 7/10/2018,Council,MErrWHIGdd0,https://www.youtube.com/watch?v=MErrWHIGdd0,streams,false
2018-07-10,Salt Lake City Council Work Session - 7/10/2018,Council,NY-4u8RqURg,https://www.youtube.com/watch?v=NY-4u8RqURg,streams,false
2018-07-10,Redevelopment Agency (RDA) Meeting - 7/10/2018,Council,jMlKubRfDDY,https://www.youtube.com/watch?v=jMlKubRfDDY,streams,false
2018-06-28,Historic Landmarks Commission Meeting - 6/28/2018,Other,gPTQWr_SFmo,https://www.youtube.com/watch?v=gPTQWr_SFmo,videos,false
2018-06-27,"Planning Commission Meeting - June 27, 2018",PlanningCommission,o1-sLqvQoAc,https://www.youtube.com/watch?v=o1-sLqvQoAc,videos,false
2018-06-12,Salt Lake City Council Formal Meeting - 6/12/2018,Council,298EisJ8v9w,https://www.youtube.com/watch?v=298EisJ8v9w,streams,false
2018-06-12,Salt Lake City Council Work Session - 6/12/18,Council,V4KzpeRSAxo,https://www.youtube.com/watch?v=V4KzpeRSAxo,streams,false
2018-06-12,Redevelopment Agency (RDA) Meeting - 6/12/2018,Council,JW4-7XbqoMU,https://www.youtube.com/watch?v=JW4-7XbqoMU,streams,false
2018-06-05,Salt Lake City Council Work Session Part 2 - 6/5/18,Council,N-2hVFwculc,https://www.youtube.com/watch?v=N-2hVFwculc,streams,false
2018-06-05,Salt Lake City Council Formal Meeting - 6/5/2018,Council,c3q8MB53Y3E,https://www.youtube.com/watch?v=c3q8MB53Y3E,streams,false
2018-06-05,Salt Lake City Council Work Session - 6/5/2018,Council,5O6rPt-PLnI,https://www.youtube.com/watch?v=5O6rPt-PLnI,streams,false
2018-05-29,Salt Lake City Council Work Session - 5/29/2018,Council,TPNh8In_Ts4,https://www.youtube.com/watch?v=TPNh8In_Ts4,streams,false
2018-05-29,Redevelopment Agency (RDA) Meeting - 5/29/2018,Council,LA5GUrg8Rns,https://www.youtube.com/watch?v=LA5GUrg8Rns,streams,false
2018-05-22,Salt Lake City Council Work Session - 5/22/2018,Council,4oXdib0CyOw,https://www.youtube.com/watch?v=4oXdib0CyOw,streams,false
2018-05-15,Salt Lake City Council Formal Meeting - 5/15/18,Council,NutMivHafcw,https://www.youtube.com/watch?v=NutMivHafcw,streams,false
2018-05-15,Salt Lake City Council Work Session - 5/15/18,Council,1FNT3c9Gcuk,https://www.youtube.com/watch?v=1FNT3c9Gcuk,streams,false
2018-05-08,Salt Lake City Council Work Session Only 5/8/18,Council,FIT8RpN2utk,https://www.youtube.com/watch?v=FIT8RpN2utk,streams,false
2018-05-08,Redevelopment Agency (RDA) Meeting 5/8/18,Council,akrib9dpjUQ,https://www.youtube.com/watch?v=akrib9dpjUQ,streams,false
2018-05-01,Salt Lake City Council Formal Meeting 5/1/2018,Council,Uk3SbuCb9x0,https://www.youtube.com/watch?v=Uk3SbuCb9x0,streams,false
2018-05-01,Salt Lake City Council Work Session 5/1/2018,Council,1wC-ZbrIOmk,https://www.youtube.com/watch?v=1wC-ZbrIOmk,streams,false
2018-04-17,Salt Lake City Council Formal Meeting 04/17/2018,Council,71tkNhxBbgk,https://www.youtube.com/watch?v=71tkNhxBbgk,streams,false
2018-04-17,Salt Lake City Council Work Session 4/17/2018,Council,570Hz942V5o,https://www.youtube.com/watch?v=570Hz942V5o,streams,false
2018-04-10,Salt Lake City Council Work Session Only 4/10/2018,Council,VwTKxpkW_tk,https://www.youtube.com/watch?v=VwTKxpkW_tk,streams,false
2018-04-10,Salt Lake City Redevelopment Agency (RDA) 4/10/2018,Council,BXjN5Kem8xA,https://www.youtube.com/watch?v=BXjN5Kem8xA,streams,false
2018-04-03,Salt Lake City Council Formal Meeting 4/3/2018,Council,60hK9MRa_ag,https://www.youtube.com/watch?v=60hK9MRa_ag,streams,false
2018-04-03,Salt Lake City Council Work Session 4/3/2018,Council,XFEEf3PBjg4,https://www.youtube.com/watch?v=XFEEf3PBjg4,streams,false
2018-03-20,Salt Lake City Council Formal Meeting 3/20/18,Council,I-ztNJ7FF0k,https://www.youtube.com/watch?v=I-ztNJ7FF0k,streams,false
2018-03-20,Salt Lake City Council Work Session 3/20/18,Council,2zXgpzS9iVs,https://www.youtube.com/watch?v=2zXgpzS9iVs,streams,false
2018-03-20,Salt Lake City Redevelopment Agency (RDA) 3/20/18,Council,nljDQ4clYWM,https://www.youtube.com/watch?v=nljDQ4clYWM,streams,false
2018-03-06,Salt Lake City Council Formal Meeting 3/6/2018,Council,GYMXOvXHp_Y,https://www.youtube.com/watch?v=GYMXOvXHp_Y,streams,false
2018-03-06,Salt Lake City Council Work Session 3/6/2018,Council,AzYCdpaVp80,https://www.youtube.com/watch?v=AzYCdpaVp80,streams,false
2018-02-28,Salt Lake City Council Special Work Session 2/28/2018,Council,kU4XjCxUmRc,https://www.youtube.com/watch?v=kU4XjCxUmRc,streams,false
2018-02-20,Salt Lake City Formal Meeting 2/20/18,Council,6VZxd0s4_yE,https://www.youtube.com/watch?v=6VZxd0s4_yE,streams,false
2018-02-20,Salt Lake City Council Work Session 2/20/18,Council,CJrBPfo85oA,https://www.youtube.com/watch?v=CJrBPfo85oA,streams,false
2018-02-13,Salt Lake City Council Work Session 2/13/2018,Council,NN4yIEpDTas,https://www.youtube.com/watch?v=NN4yIEpDTas,streams,false
2018-02-13,Salt Lake City Redevelopment Agency (RDA) 2/13/2018,Council,W7SZDMPgulY,https://www.youtube.com/watch?v=W7SZDMPgulY,streams,false
2018-02-06,Salt Lake City Council Formal Meeting 2/6/2018,Council,zJaRUQ5gmhI,https://www.youtube.com/watch?v=zJaRUQ5gmhI,streams,false
2018-02-06,SLC Council Work Session 2/6/18,Council,yhB_aE7UKiM,https://www.youtube.com/watch?v=yhB_aE7UKiM,streams,false
2018-02-06,SLC Council Work Session 2/6/18,Council,q-rM4SnwpZ0,https://www.youtube.com/watch?v=q-rM4SnwpZ0,streams,false
2018-01-16,Salt Lake City Council Formal Meeting 1/16/2018,Council,i61U-o3udfE,https://www.youtube.com/watch?v=i61U-o3udfE,streams,false
2018-01-16,Salt Lake City Council Work Session 1/16/2018,Council,jtccQcUhpus,https://www.youtube.com/watch?v=jtccQcUhpus,streams,false
2018-01-09,Salt Lake City Council Work Session 1/9/2018,Council,yC3DWGlincI,https://www.youtube.com/watch?v=yC3DWGlincI,streams,false
2018-01-09,Salt Lake City Council Limited Formal Meeting 1/9/2018,Council,37_gC8TKOxk,https://www.youtube.com/watch?v=37_gC8TKOxk,streams,false
2018-01-09,Salt Lake City Redevelopment Agency (RDA) Meeting 1/9/2018,Council,bRRohArve4E,https://www.youtube.com/watch?v=bRRohArve4E,streams,false
2018-01-02,Salt Lake City Council Formal Meeting 1/2/2018,Council,OMHpmfg4Kxc,https://www.youtube.com/watch?v=OMHpmfg4Kxc,streams,false
2018-01-02,Salt Lake City Council Work Session 1/2/2018,Council,MUD2cgivpiE,https://www.youtube.com/watch?v=MUD2cgivpiE,streams,false
2017-12-12,Salt Lake City Council Formal Meeting 12/12/2017,Council,zFh-65U8GsQ,https://www.youtube.com/watch?v=zFh-65U8GsQ,streams,false
2017-12-12,Salt Lake City Council Work Session 12/12/2017,Council,0zbkz2TSBEM,https://www.youtube.com/watch?v=0zbkz2TSBEM,streams,false
2017-12-05,Salt Lake City Council Work Session 12/5/2017,Council,sIGs9v_qHQ0,https://www.youtube.com/watch?v=sIGs9v_qHQ0,streams,false
2017-12-05,Council Formal Meeting 12/05/2017,Council,4tE_2lMV65k,https://www.youtube.com/watch?v=4tE_2lMV65k,streams,false
2017-12-05,"Redevelopment Agency (RDA) Meeting - Tuesday, December 5, 2017",Council,U1uq14iT85U,https://www.youtube.com/watch?v=U1uq14iT85U,streams,false
2017-11-28,Salt Lake CityRedevelopment Agency (RDA) Special Meeting 11/28/2017,Council,N7Uq4lcSJ08,https://www.youtube.com/watch?v=N7Uq4lcSJ08,streams,false
2017-11-28,Salt Lake City Council Formal Meeting 11/28/2017,Council,LdPXRuNsrbw,https://www.youtube.com/watch?v=LdPXRuNsrbw,streams,false
2017-11-28,Salt Lake City Council Work Session 11/28/2017,Council,P_FtLb2nYrk,https://www.youtube.com/watch?v=P_FtLb2nYrk,streams,false
2017-11-21,Salt Lake City Council Formal Meeting 11/21/2017,Council,otfLnsDDWN4,https://www.youtube.com/watch?v=otfLnsDDWN4,streams,false
2017-11-21,Salt Lake City Council Work Session 11/21/2017,Council,vLCCcs0z-CY,https://www.youtube.com/watch?v=vLCCcs0z-CY,streams,false
2017-11-14,Council Work Session 11/14/2017,Council,0fRwkU7N9Do,https://www.youtube.com/watch?v=0fRwkU7N9Do,streams,false
2017-11-14,RDA Meeting 11/14/2017,Council,X2ck-T89IPM,https://www.youtube.com/watch?v=X2ck-T89IPM,videos,false
2017-10-24,Salt Lake City Redevelopment Agency (RDA) Special Meeting 10/24/2017,Council,qovZsXS702E,https://www.youtube.com/watch?v=qovZsXS702E,streams,false
2017-10-17,Salt Lake City Council Formal Meeting 10/17/2017,Council,vSmEWZcioBU,https://www.youtube.com/watch?v=vSmEWZcioBU,streams,false
2017-10-17,Salt Lake City Council Work Session 10/17/2017,Council,zN-64A2Gs20,https://www.youtube.com/watch?v=zN-64A2Gs20,streams,false
2017-10-10,Salt Lake City Council Work Session 10/10/2017,Council,GwKfxCrTiuQ,https://www.youtube.com/watch?v=GwKfxCrTiuQ,streams,false
2017-10-10,Salt Lake City Redevelopment Agency (RDA) Meeting 10/10/2017,Council,IYzTX5kHDng,https://www.youtube.com/watch?v=IYzTX5kHDng,streams,false
2017-10-03,Salt Lake City Council Formal Meeting 10/03/2017,Council,wlBLuhGSbBI,https://www.youtube.com/watch?v=wlBLuhGSbBI,streams,false
2017-10-03,Salt Lake City Council Formal Meeting 10/03/2017,Council,hJw3h83q6wA,https://www.youtube.com/watch?v=hJw3h83q6wA,streams,false
2017-10-03,Salt Lake City Council Work Session 10/03/2017,Council,K2MoP-6Zs2o,https://www.youtube.com/watch?v=K2MoP-6Zs2o,streams,false
2017-09-19,Salt Lake City Council Work Session 09/19/2017,Council,JwZzm8BMOcQ,https://www.youtube.com/watch?v=JwZzm8BMOcQ,streams,false
2017-09-19,Salt Lake City Council Formal Meeting 09/19/2017,Council,thqZvHFJm0E,https://www.youtube.com/watch?v=thqZvHFJm0E,streams,false
2017-09-12,Redevelopment Agency (RDA) Meeting 9/12/2017,Council,VIT49StvHdw,https://www.youtube.com/watch?v=VIT49StvHdw,streams,false
2017-09-12,Council Work Session 9/12/2017,Council,LhjxoLqPceU,https://www.youtube.com/watch?v=LhjxoLqPceU,streams,false
2017-09-12,Salt Lake City RDA Meeting 09/12/2017,Council,-uGmi69Fd-w,https://www.youtube.com/watch?v=-uGmi69Fd-w,videos,false
2017-09-05,Council Formal Meeting - 09/05/2017,Council,FzScFGJ--HA,https://www.youtube.com/watch?v=FzScFGJ--HA,streams,false
2017-09-05,Council Work Session 9/05/2017,Council,O1r02hQ-DBc,https://www.youtube.com/watch?v=O1r02hQ-DBc,streams,false
2017-08-29,Salt Lake City Council Formal Meeting 8/29/2017,Council,mxgC7_IsB5A,https://www.youtube.com/watch?v=mxgC7_IsB5A,streams,false
2017-08-29,Salt Lake City Council Work Session 8/29/2017,Council,c1zQtO2QNTE,https://www.youtube.com/watch?v=c1zQtO2QNTE,streams,false
2017-08-08,Salt Lake City Council Formal Meeting 08/08/2017,Council,nQjNJ_nG6OI,https://www.youtube.com/watch?v=nQjNJ_nG6OI,streams,false
2017-07-25,Salt Lake City Council Formal Meeting 07/25/2017,Council,8jEOY6aJyMM,https://www.youtube.com/watch?v=8jEOY6aJyMM,streams,false
2017-07-25,Salt Lake City Council Work Session 07/25/2017,Council,_7gsy6Z1sgA,https://www.youtube.com/watch?v=_7gsy6Z1sgA,streams,false
2017-07-25,Salt Lake City Council Redevelopment Agency (RDA) Meeting 07/25/2017,Council,6tZi1oJR0Zc,https://www.youtube.com/watch?v=6tZi1oJR0Zc,streams,false
2017-07-19,Test Meeting video test 07/19/2017,Other,PPrvd3-WFJg,https://www.youtube.com/watch?v=PPrvd3-WFJg,streams,false
2017-07-11,Salt Lake City Council Formal Meeting 07/11/2017,Council,pTDu6DPK29o,https://www.youtube.com/watch?v=pTDu6DPK29o,streams,false
2017-07-11,Salt Lake City Council Work Session 07/11/2017,Council,fnlruP0-7ec,https://www.youtube.com/watch?v=fnlruP0-7ec,streams,false
2017-06-13,Salt Lake City Council Formal Meeting 06/13/2017,Council,n6ElKiNE-1Y,https://www.youtube.com/watch?v=n6ElKiNE-1Y,streams,false
2017-06-13,Salt Lake City Council Work Session 6/13/2017,Council,XtUScnF3P_k,https://www.youtube.com/watch?v=XtUScnF3P_k,streams,false
2017-06-13,Salt Lake City Redevelopment Agency Meeting 6/13/2017,Council,SXsCfpPu2kE,https://www.youtube.com/watch?v=SXsCfpPu2kE,streams,false
2017-06-06,Salt Lake City Council Work Session 06/06/2017,Council,pb8fZXEMPqc,https://www.youtube.com/watch?v=pb8fZXEMPqc,streams,false
2017-06-06,Salt Lake City Council Formal Meeting 06/06/17,Council,TCH2zKglH6g,https://www.youtube.com/watch?v=TCH2zKglH6g,streams,false
2017-05-30,Salt Lake City Redevelopment Agency Meeting 05/30/2017,Council,rQ9Fd70fI0Q,https://www.youtube.com/watch?v=rQ9Fd70fI0Q,streams,false
2017-05-30,Salt Lake City Council Work Session 05/30/2017,Council,nX8DOjlKTDo,https://www.youtube.com/watch?v=nX8DOjlKTDo,streams,false
2017-05-23,Salt Lake City Council Work Session 5/23/2017,Council,OBqmEaLlPIA,https://www.youtube.com/watch?v=OBqmEaLlPIA,streams,false
2017-05-23,Salt Lake City Council Formal Meeting 05/23/2017,Council,64Aulrn2t58,https://www.youtube.com/watch?v=64Aulrn2t58,streams,false
2017-05-16,Salt Lake City Council Work Session 05/16/2017,Council,P-OPDjXUVvE,https://www.youtube.com/watch?v=P-OPDjXUVvE,streams,false
2017-05-16,RDA Meeting 5/16/2017,Council,wCv4glDLx-Y,https://www.youtube.com/watch?v=wCv4glDLx-Y,streams,false
2017-05-02,Salt Lake City Council Formal Meeting 5/2/2017,Council,rw7gbDvhso8,https://www.youtube.com/watch?v=rw7gbDvhso8,streams,false
2017-05-02,Salt Lake City Council Work Session 5/2/2017,Council,yKddzdUCmwg,https://www.youtube.com/watch?v=yKddzdUCmwg,streams,false
2017-04-18,Salt Lake City Council Work Session 4/18/17,Council,NOkOC3aTs80,https://www.youtube.com/watch?v=NOkOC3aTs80,streams,false
2017-04-18,Salt Lake City Council Work Session 4/18/2017,Council,MO461oLfSNs,https://www.youtube.com/watch?v=MO461oLfSNs,streams,false
2017-04-11,Salt Lake City Redevelopment Agency (RDA) Meeting 4/11/17,Council,v59s3yO7W9E,https://www.youtube.com/watch?v=v59s3yO7W9E,streams,false
2017-04-04,Salt Lake City Council Formal Meeting 4/4/2017,Council,sQp607OSfQA,https://www.youtube.com/watch?v=sQp607OSfQA,streams,false
2017-04-04,Salt Lake City Council Work Session 4/4/2017,Council,CHHTY1osvnI,https://www.youtube.com/watch?v=CHHTY1osvnI,streams,false
2017-03-28,Salt Lake City Redevelopment Agency Meeting (RDA) 3/28/17,Council,WaA7BH9xcEE,https://www.youtube.com/watch?v=WaA7BH9xcEE,streams,false
2017-03-28,Salt Lake City Council Work Session (Revised) 3/28/17,Council,0m2ifSN--3s,https://www.youtube.com/watch?v=0m2ifSN--3s,streams,false
2017-03-21,Salt Lake City Council Formal Meeting 3/21/17,Council,ylfnxUcho4w,https://www.youtube.com/watch?v=ylfnxUcho4w,streams,false
2017-03-21,Salt Lake City Council Work Session 3/21/17,Council,cvdMX0p6mmM,https://www.youtube.com/watch?v=cvdMX0p6mmM,streams,false
2017-03-07,Salt Lake City Council Work Session 3/7/2017,Council,atLOWSCG4nY,https://www.youtube.com/watch?v=atLOWSCG4nY,streams,false
2017-02-21,Salt Lake City Council Formal Meeting 2/21/2017,Council,X83suJEhgWo,https://www.youtube.com/watch?v=X83suJEhgWo,streams,false
2017-02-21,Salt Lake City Council Work Session 2/21/2017,Council,48KFtaVlElI,https://www.youtube.com/watch?v=48KFtaVlElI,streams,false
2017-02-14,Salt Lake City Council Work Session (following RDA meeting) 2/14/17,Council,kXQr8m59s4s,https://www.youtube.com/watch?v=kXQr8m59s4s,streams,false
2017-02-14,Salt Lake City Redevelopment Agency Meeting (RDA) 2/14/17,Council,nNzfrfNIAMg,https://www.youtube.com/watch?v=nNzfrfNIAMg,streams,false
2017-02-08,Salt Lake City Council Work Session 2/8/17,Council,gWHPSZLcjkA,https://www.youtube.com/watch?v=gWHPSZLcjkA,streams,false
2017-02-07,Salt Lake City Council Formal Meeting 2/7/17,Council,rSorUsPr0iw,https://www.youtube.com/watch?v=rSorUsPr0iw,streams,false
2017-01-17,"Salt Lake City Redevelopment Agency Meeting January 17, 2017",Council,uad7_tEiycw,https://www.youtube.com/watch?v=uad7_tEiycw,videos,false
2017-01-10,Council Work Session Only January 10 2017,Council,GKk-CjvWt24,https://www.youtube.com/watch?v=GKk-CjvWt24,streams,false
2017-01-03,Council Formal Meeting January 3 2017,Council,kSOQ5_gxzcQ,https://www.youtube.com/watch?v=kSOQ5_gxzcQ,streams,false
2017-01-03,Council Work Session Meeting January 3 2017,Council,OXOvtNP6jN4,https://www.youtube.com/watch?v=OXOvtNP6jN4,streams,false
2016-11-30,"Planning Commission - November 30, 2016",PlanningCommission,CZDhzmnH1Nc,https://www.youtube.com/watch?v=CZDhzmnH1Nc,videos,false
2016-10-04,"City Council  FORMAL MEETING  Council Work Room  Tuesday, October 4, 2016  7:00 PM",Council,UNwVA37I4Z8,https://www.youtube.com/watch?v=UNwVA37I4Z8,videos,false
2016-10-04,"City Council  WORK SESSION  Council Work Room  Tuesday, October 4, 2016  1:20 PM",Council,BV1_skikbOw,https://www.youtube.com/watch?v=BV1_skikbOw,videos,false
2016-09-20,"City Council  FORMAL MEETING  Council Chambers  Tuesday, September 20, 2016  7:00 PM",Council,q4MPbk2FGGE,https://www.youtube.com/watch?v=q4MPbk2FGGE,videos,false
2016-09-20,"City Council  WORK SESSION  Council Work Room  Tuesday, September 20, 2016  2:00 PM",Council,VjMApcuf31s,https://www.youtube.com/watch?v=VjMApcuf31s,videos,false
2016-08-09,Salt Lake City Council Work Session 8/9/16,Council,C7-clKwoQgM,https://www.youtube.com/watch?v=C7-clKwoQgM,videos,false
2016-07-19,Salt Lake City Council Formal Meeting 7/19/16,Council,vQdwBPKIS04,https://www.youtube.com/watch?v=vQdwBPKIS04,videos,false
2016-07-19,"City Council  WORK SESSION  Council Work Room  Tuesday, July 19, 2016  2:00 PM",Council,6b0gAZFGQuo,https://www.youtube.com/watch?v=6b0gAZFGQuo,videos,false
2016-06-14,"City Council  WORK SESSION FOLLOWING RDA  Council Work Room  Tuesday, June 14, 2016  3:00 PM",Council,ydEhFXwUCUM,https://www.youtube.com/watch?v=ydEhFXwUCUM,videos,false
2016-06-14,Salt Lake City Council Formal Meeting 6/14/16,Council,0rMzyAFGrRc,https://www.youtube.com/watch?v=0rMzyAFGrRc,videos,false
2016-06-07,Salt Lake City Council Work Session 6/7/16,Council,CBFnVPafFLk,https://www.youtube.com/watch?v=CBFnVPafFLk,videos,false
2016-06-07,"City Council  FORMAL MEETING  Council Chambers  Tuesday, June 7, 2016  7:00 PM",Council,vwgrRE6TpJg,https://www.youtube.com/watch?v=vwgrRE6TpJg,videos,false
2016-05-31,"City Council  WORK SESSION  Council Work Room  Tuesday, May 31, 2016  2:00 PM",Council,DoPaLcM82WQ,https://www.youtube.com/watch?v=DoPaLcM82WQ,videos,false
2016-05-24,"City Council  WORK SESSION  Council Work Room  Tuesday, May 24, 2016  1:00 PM",Council,1ulwF6iAAZg,https://www.youtube.com/watch?v=1ulwF6iAAZg,videos,false
2016-05-17,"City Council  WORK SESSION  Council Work Room  Tuesday, May 17, 2016  2:00 PM",Council,R_ntKX--qls,https://www.youtube.com/watch?v=R_ntKX--qls,videos,false
2016-05-10,"City Council  LIMITED FORMAL MEETING  Council Work Room  Tuesday, May 10, 2016  7:20 PM",Council,EB2EO4iOBYE,https://www.youtube.com/watch?v=EB2EO4iOBYE,videos,false
2016-05-10,"City Council  WORK SESSION FOLLOWING RDA  Council Work Room  Tuesday, May 10, 2016  4:30 PM",Council,j9x2hLimTcs,https://www.youtube.com/watch?v=j9x2hLimTcs,videos,false
2016-05-03,Salt Lake City Council Work Session 5/3/16,Council,Cv-nFMjvoeY,https://www.youtube.com/watch?v=Cv-nFMjvoeY,videos,false
2016-05-03,Salt Lake City Council Formal Meeting 5/3/16,Council,52dkOfCRdk0,https://www.youtube.com/watch?v=52dkOfCRdk0,videos,false
2016-04-26,"City Council  FORMAL MEETING  Council Chambers  Tuesday, April 26, 2016  7:00 PM",Council,rolCsY6EcAo,https://www.youtube.com/watch?v=rolCsY6EcAo,videos,false
2016-04-26,"City Council  WORK SESSION  Council Work Room  Tuesday, April 26, 2016  1:00 PM",Council,sG1pBfavJ74,https://www.youtube.com/watch?v=sG1pBfavJ74,videos,false
2016-04-19,"City Council  WORK SESSION  Council Work Room  Tuesday, April 19, 2016  1:00 PM",Council,SsOPVhrYvHU,https://www.youtube.com/watch?v=SsOPVhrYvHU,videos,false
2016-04-19,"City Council  WORK SESSION  Council Work Room  Tuesday, April 19, 2016  1:00 PM",Council,es5ZZ2O6cok,https://www.youtube.com/watch?v=es5ZZ2O6cok,videos,false
2016-04-12,"City Council  LIMITED FORMAL MEETING  Council Work Room  Tuesday, April 12, 2016  7:30 PM",Council,TH8Kuwg0NYk,https://www.youtube.com/watch?v=TH8Kuwg0NYk,videos,false
