referral_id,confidence,match_method,primary_body,related_body,gap_days,related_application_id,related_date,related_title,primary_application_id,primary_date,primary_title,shared_address,subject_score,note
66,high,address+subject,Council,PlanningCommission,26,5605,2023-11-02,"Amendments to Title 21 of the Land Development Code, Chapter 19, Special Development (SD) Districts, Section 20, SD (Carnation) -10600 S. 1000 E.",5627,2023-11-28,"Amendments to Title 21 of the Land Development Code, Chapter 19, Special Development (SD) Districts, Section 20, SD (Carnation) -10600 S. 1000 E.",10600 s 1000 e,1.0,
67,high,address+subject,Council,PlanningCommission,12,5618,2023-11-16,"Olsen Farms Annexation (R-1-10 Zone) 10216 S., 10250 S., and 10254 S. Dimple Dell Road [Community #25]",5634,2023-11-28,Olsen Farms Annexation (R-1-10 Zone) 10216S. 10250 S. and 10254 S. Dimple Dell Road Community #29,10254 s dimple dell,1.0,
77,high,address+subject,Council,PlanningCommission,12,5805,2024-04-04,"FBAC Development Annexation (ID Zone) 8700 S. 700 W. [Community #1, Northwest Exposure]",5829,2024-04-16,"FBAC Development Annexation (ID) Zone 8700 S. 700 W. [Community #1, Northwest Exposure]",8700 s 700 w,1.0,
79,high,address+subject,Council,PlanningCommission,12,5804,2024-04-04,"886 E. 7800 S. Trust Annexation (R-1-10 Zone) 886 E. 7800 S. [Community #6, High Point]",5830,2024-04-16,"886 E. 7800 S. Trust Annexation (R-1-10) 886 E. 7800 S. [Community #6, High Point]",886 e 7800 s,1.0,
85,high,address+subject,Council,PlanningCommission,5,5981,2024-09-19,Glacier Park Place Annexation 9603 - 9643 S. Glacier Park Lane [Community #30],5998,2024-09-24,Glacier Park Place Annexation (PUD(2) Zone) 9603 - 9643 S. Glacier Park Lane [Community #30],9643 s glacier park,1.0,
88,high,address+subject,Council,PlanningCommission,19,6085,2024-11-21,Bay Annexation (R-1-10) 10175 S. Dimple Dell Road (two parcels) [Community #29],6101,2024-12-10,Bay Annexation (R-1-10) 10175 S. Dimple Dell Road [Community #29],10175 s dimple dell,1.0,
91,high,address+subject,Council,PlanningCommission,33,6114,2024-12-19,Orgill Annexation (R-1-10 Zone) 10191 S. Dimple Dell Road [Community #29],6148,2025-01-21,Orgill Annexation (R-1-10 Zone) 10191 S. Dimple Dell Road [Community #29],10191 s dimple dell,1.0,
92,high,address+subject,Council,PlanningCommission,33,6112,2024-12-19,Varney Annexation (R-1-40 Zone) 2182 E. Creek Road [Community #18],6149,2025-01-21,Varney Annexation (R-1-40 Zone) 2182 E. Creek Road [Community #18],2182 e creek,1.0,
93,high,address+subject,Council,PlanningCommission,33,6115,2024-12-19,Oak Haven Annexation (R-1-20 Zone) 2068 E. - 2131 E. Oak Haven Place and 2106 E. - 2136 E. Willow Park Lane [Community #18],6150,2025-01-21,Oak Haven Annexation (R-1-20 Zone) 2068 E. - 2131 E. Oak Haven Place and 2106 E. - 2136 E. Willow Park Lane [Community #18],2136 e willow park,1.0,
95,high,address+subject,Council,PlanningCommission,5,6253,2025-05-15,Hidden Hollow Annexation (R-1-40A Zone) 10665 S. Dimple Dell Road & 3075 E. Deer Hollow Drive [Community #29],6278,2025-05-20,Hidden Hollow Annexation (R-1-40A Zone) 10665 S. Dimple Dell Road and 3075 E. Deer Hollow Drive [Community #29],10665 s dimple dell; 3075 e deer hollow,1.0,
98,high,address+subject,Council,PlanningCommission,19,6352,2025-08-07,Jameson Point Annexation (R-1-15 Zone) 9767 - 9782 S. Jameson Point Cove; 3320 E. Old Wasatch Blvd.; 3332-3342 E. Little Cottonwood Road and 9820 S. Wasatch Blvd. (two parcels) [Community #30],6391,2025-08-26,Jameson Point Annexation (R-1-5) 9767-9782 S. Jameson Point Cove; 3320 E. Old Wasatch Blvd.; 3332-3342 E. Little Cottonwood Road and 9820 S. Wasatch Blvd. (two parcels) [Community #30],3320 e old wasatch; 3342 e little cottonwood; 9820 s wasatch,1.0,
101,high,address+subject,Council,PlanningCommission,12,6430,2025-09-18,Fortner Annexation (R-1-10 and R-2-10 Zones) Homes located at 8564 S. 1000 E. (two parcels) & 8590 S. 1000 E. [Community #17],6434,2025-09-30,Fortner Annexation (R-1-10 and R-2-10 Zones) Homes located at 8564 S. 1000 E. (two parcels) & 8590 S. 1000 E. [Community #17],8564 s 1000 e; 8590 s 1000 e,1.0,
103,high,address+subject,Council,PlanningCommission,5,6526,2026-01-15,Summerhays Annexation (R-1-40A) 2935 E. Dimple Dell Road [Community #29],6527,2026-01-20,Summerhays Annexation (R-1-40A) 2935 E. Dimple Dell Road [Community #29],2935 e dimple dell,1.0,
105,high,address+subject,Council,PlanningCommission,54,6649,2026-03-19,LaCaille Annexation (R-1-40 and CC Zone) 9565 S Wasatch Blvd [Community #30],6796,2026-05-12,"LaCaille 2 Annexation (R-1-40 and CC Zones) 9561, 9563 and remainder of 9565 S Wasatch Blvd parcels [Community #30]",9565 s wasatch,1.0,
106,high,address+subject,Council,PlanningCommission,5,6776,2026-05-07,"LaCaille 2 Annexation (R-1-40 and CC Zones) 9561, 9563 and remainder of 9565 S Wasatch Blvd parcels [Community #30]",6796,2026-05-12,"LaCaille 2 Annexation (R-1-40 and CC Zones) 9561, 9563 and remainder of 9565 S Wasatch Blvd parcels [Community #30]",9565 s wasatch,1.0,
107,high,address+subject,Council,PlanningCommission,12,6777,2026-05-07,Rudelich Annexation (R-1-10) 9521 S KSEL Dr [Community #21],6797,2026-05-19,Rudelich Annexation (R-1-10) 9521 S KSEL Dr. [Community #21],9521 s ksel,1.0,
