date,year,title,body,slug,path,source,source_url,format
2019-09-24,2019,Magna Council Meeting,Council,council-regular,minutes/2019/2019-09-24_council_568119.md,pmn,https://www.utah.gov/pmn/files/568119.pdf,pdf-text
2019-10-08,2019,Magna Council Meeting,Council,council-regular,minutes/2019/2019-10-08_council_568123.md,pmn,https://www.utah.gov/pmn/files/568123.pdf,pdf-text
2019-10-22,2019,Magna Council Meeting,Council,council-regular,minutes/2019/2019-10-22_council_568125.md,pmn,https://www.utah.gov/pmn/files/568125.pdf,pdf-text
2019-11-12,2019,Magna Council Meeting,Council,council-regular,minutes/2019/2019-11-12_council_568127.md,pmn,https://www.utah.gov/pmn/files/568127.pdf,pdf-text
2019-11-19,2019,Magna Council Meeting,Canvassers,canvassers-regular,minutes/2019/2019-11-19_canvassers_568129.md,pmn,https://www.utah.gov/pmn/files/568129.pdf,pdf-text
2019-11-26,2019,Magna Council Meeting,Council,council-regular,minutes/2019/2019-11-26_council_568133.md,pmn,https://www.utah.gov/pmn/files/568133.pdf,pdf-text
2020-01-14,2020,Magna Council Meeting,Council,council-regular,minutes/2020/2020-01-14_council_612093.md,pmn,https://www.utah.gov/pmn/files/612093.pdf,pdf-text
2020-01-28,2020,Magna Council Meeting,Council,council-regular,minutes/2020/2020-01-28_council_612095.md,pmn,https://www.utah.gov/pmn/files/612095.pdf,pdf-text
2020-02-11,2020,Magna Council Meeting,Council,council-regular,minutes/2020/2020-02-11_council_612097.md,pmn,https://www.utah.gov/pmn/files/612097.pdf,pdf-text
2020-02-25,2020,Magna Council Meeting,Council,council-regular,minutes/2020/2020-02-25_council_612115.md,pmn,https://www.utah.gov/pmn/files/612115.pdf,pdf-text
2020-03-24,2020,Magna Council Meeting,Council,council-regular,minutes/2020/2020-03-24_council_612117.md,pmn,https://www.utah.gov/pmn/files/612117.pdf,pdf-text
2020-04-14,2020,Magna Council Meeting,Council,council-regular,minutes/2020/2020-04-14_council_612119.md,pmn,https://www.utah.gov/pmn/files/612119.pdf,pdf-text
2020-04-28,2020,Magna Council Meeting,Council,council-regular,minutes/2020/2020-04-28_council_612121.md,pmn,https://www.utah.gov/pmn/files/612121.pdf,pdf-text
2020-05-12,2020,Magna Council Meeting,Council,council-regular,minutes/2020/2020-05-12_council_612125.md,pmn,https://www.utah.gov/pmn/files/612125.pdf,pdf-text
2020-05-26,2020,Magna Council Meeting,Council,council-regular,minutes/2020/2020-05-26_council_613989.md,pmn,https://www.utah.gov/pmn/files/613989.pdf,pdf-text
2020-06-09,2020,Magna Council Meeting,Council,council-regular,minutes/2020/2020-06-09_council_620093.md,pmn,https://www.utah.gov/pmn/files/620093.pdf,pdf-text
2020-06-23,2020,Magna Council Meeting,Council,council-regular,minutes/2020/2020-06-23_council_620091.md,pmn,https://www.utah.gov/pmn/files/620091.pdf,pdf-text
2020-07-14,2020,Magna Council Meeting,Council,council-regular,minutes/2020/2020-07-14_council_627895.md,pmn,https://www.utah.gov/pmn/files/627895.pdf,pdf-text
2020-11-10,2020,Magna Council Meeting,Council,council-regular,minutes/2020/2020-11-10_council_665985.md,pmn,https://www.utah.gov/pmn/files/665985.pdf,pdf-text
2021-01-12,2021,Magna Council Meeting,Council,council-regular,minutes/2021/2021-01-12_council_679759.md,pmn,https://www.utah.gov/pmn/files/679759.pdf,pdf-text
2021-01-26,2021,Magna Council Meeting,Council,council-regular,minutes/2021/2021-01-26_council_692051.md,pmn,https://www.utah.gov/pmn/files/692051.pdf,pdf-text
2021-02-09,2021,Magna Council Meeting,Council,council-regular,minutes/2021/2021-02-09_council_689999.md,pmn,https://www.utah.gov/pmn/files/689999.pdf,pdf-text
2021-02-23,2021,Magna Council Meeting,Council,council-regular,minutes/2021/2021-02-23_council_715305.md,pmn,https://www.utah.gov/pmn/files/715305.pdf,pdf-text
