referral_id,confidence,match_method,primary_body,related_body,gap_days,related_application_id,related_date,related_title,primary_application_id,primary_date,primary_title,shared_address,subject_score,note
126,medium,subject,Council,PlanningCommission,30,1337,2024-05-14,A motion was made by Planning Commission Member Fisher to recommend approval of Item #1 amending Title 10-10-1 the Airport Vicinity’s Zones as to the CRM.,646,2024-06-13,"A motion was made by Councilmember Larsen to approve Ordinance No. 2024-035 amending Title 10-10-1, Airport Vicinity Zones, of the City Code, to add various permitted uses associated with movie studios to the C-RM (Mixed-use Commercial) and the ASBP (Airport Supporting Business Park) zones.",,0.18,
131,medium,subject,Council,PlanningCommission,352,1337,2024-05-14,A motion was made by Planning Commission Member Fisher to recommend approval of Item #1 amending Title 10-10-1 the Airport Vicinity’s Zones as to the CRM.,728,2025-05-01,"A motion was made by Councilmember Tanner to approve Ordinance No. 2025-034 amending Section 10-10-1 of City Code related to Airport Vicinity Zones: Allowed Uses to include ""warehouse storage"" as a permitted use in the C-RM zone.",,0.19,
75,medium,subject,Council,PlanningCommission,9,1112,2021-10-12,Commissioner Anderson made a motion to recommend approval of the hillside permit for the Temple Springs Park.,316,2021-10-21,A motion was made by Councilmember Smethurst to approve the hillside development permit for Temple Springs Park improvements on approximately 10 acres located on 700 East Street at its terminus north of St. George Boulevard.,,0.303,
117,medium,subject,Council,PlanningCommission,51,1248,2023-03-14,Commissioner Anderson made a motion to recommend approval of the Hillside Permit for Item 1 to City Council.,529,2023-05-04,"A motion was made by Councilmember Hughes to continue the Hillside Development Permit, item #26.",,0.312,
23,medium,subject,Council,PlanningCommission,9,951,2020-10-27,Commissioner Larsen made a motion to recommend approval of Item 5C a twelve (12) lot residential preliminary plat for Auburn Hills Phase 7B.,120,2020-11-05,A motion was made by Councilmember Randall to approve the preliminary plat for Auburn Hills Phase 6.,,0.314,
26,medium,subject,Council,PlanningCommission,9,951,2020-10-27,Commissioner Larsen made a motion to recommend approval of Item 5C a twelve (12) lot residential preliminary plat for Auburn Hills Phase 7B.,123,2020-11-05,A motion was made by Councilmember Randall to approve the preliminary plat for Auburn Hills Phase 18.,,0.314,
64,medium,subject,Council,PlanningCommission,114,1018,2021-04-13,Commissioner West made a motion to recommend approval of item 6B 81 townhomes for Willow Bend Townhomes.,272,2021-08-05,A motion was made by Councilmember McArthur to approve the preliminary plat for Willow Bend Townhomes with the stipulation that all roads within development be private roads.,,0.32,
106,medium,subject,Council,PlanningCommission,275,1116,2021-10-12,Commissioner West made a motion to recommend approval for item 6D a 19-lot residential subdivision for Desert Reserve phase 3 located at the intersection of Desert Canyons Parkway and Castillo Drive.,438,2022-07-14,"A motion was made by Councilmember Tanner to approve the amended preliminary plat for Desert Canyons Town Center West, a 7-lot commercial subdivision located at the intersection of Desert Center Drive and Desert Canyon Parkway.",,0.322,
30,medium,subject,Council,PlanningCommission,9,980,2020-12-08,Commissioner Nelson made a motion to recommend approval of Item 4A a nine (9) lot residential preliminary plat for Desert Solace Phase 3.,156,2020-12-17,A motion was made by Councilmember Hughes to approve the preliminary plat for Desert Solace Phase 3.,,0.323,
25,medium,subject,Council,PlanningCommission,9,951,2020-10-27,Commissioner Larsen made a motion to recommend approval of Item 5C a twelve (12) lot residential preliminary plat for Auburn Hills Phase 7B.,122,2020-11-05,A motion was made by Councilmember Hughes to approve the preliminary plat for Auburn Hills Phase 17.,,0.324,
40,medium,subject,Council,PlanningCommission,219,918,2020-07-28,"Commissioner Draper made a motion to recommend approval of Item 4B a conditional use permit to operate a vacation short term rental from the landmark site, the St. George Whitehead home, including staff comments that the lot lines must be adjusted.",181,2021-03-04,A motion was made by Councilmember Hughes to approve the conditional use permit to operate a short rental out of a designated landmark site to be known as the JJ Milne home.,,0.326,
24,medium,subject,Council,PlanningCommission,9,951,2020-10-27,Commissioner Larsen made a motion to recommend approval of Item 5C a twelve (12) lot residential preliminary plat for Auburn Hills Phase 7B.,121,2020-11-05,A motion was made by Councilmember McArthur to approve the preliminary plat for Auburn Hills Phase 7B.,,0.327,
129,medium,subject,Council,PlanningCommission,389,1314,2024-01-14,A motion was made by Planning Commission Member Anderson to recommend approval of the South Reiver Commercial changing it from FP (Flood Plain) and LDR (Low Density Residential) to COM (Commercial).,701,2025-02-06,A motion was made by Councilmember Tanner to approve Ordinance No. 2025-010 amending the city General Plan future land-use map from FP (Flood Plain) and LDR (Low Density Residential) to COM (Commercial) on approximately 5.43 acres generally located 500 feet west of River Road on the south side of George Washington Boulevard.,,0.334,
125,medium,subject,Council,PlanningCommission,67,1315,2024-01-14,A motion was made by Planning Commission Member Fisher to recommend approval of the General Plan Amendment from MDR (Medium Density Residential) and LDR (Low Density Residential) to COM (Commercial).,632,2024-03-21,A motion was made by Councilmember Kemp to approve Ordinance No. 2024- 018 amending the City General Plan Future Land Use Map from: 1) MDR (Medium Density Residential) to Commercial on 6.56 acres; 2) LDR (Low Density Residential) to Commercial on 1.22 acres; 3) LDR (Low Density Residential) to MDR (Medium Density Residential) on 4.09 acres; 4) PK (Park) to LDR (Low Density Residential) on 4.19 acres; and 5) LDR (Low Density Residential) to PK (Park) on 3.34 acres located on the northwest corner of 2450 South and 3000 East.,,0.341,
1,medium,subject,Council,PlanningCommission,-45,886,2020-02-23,Commissioner Kemp made a motion to recommend approval on Item 4C a request for a Conditional Use Permit to operate a short term (vacation) rental on a designated landmark site. The project is located at 163 South Main based on the conditions that are listed in the review criteria in the packet.,11,2020-01-09,A motion was made by Smethurst to approve the conditional use permit to operate a short-term rental at an existing Landmark Site known as the Samuel Miles Home located at 306 South Main with the conditions of the Planning Commission.,,0.357,
17,medium,subject,Council,PlanningCommission,9,926,2020-08-25,Commissioner Nelson made a motion to recommend approval of item 2B a five (5) lot commercial subdivision for Desert Canyon Town Center West Commercial and include staff comments.,100,2020-09-03,A motion was made by Councilmember Hughes to approve the preliminary plat for Desert Canyons Town Center West Commercial.,,0.36,
38,medium,subject,Council,PlanningCommission,30,995,2021-01-26,"Commissioner West made a motion to recommend approval for Item 6B know as the Auburn Hills Phase 8, 32 lots, 38 units as presented by staff.",179,2021-02-25,A motion was made by Councilmember Hughes to approve the preliminary plat for Auburn Hills Phase 8.,,0.37,
16,medium,subject,Council,PlanningCommission,193,871,2020-02-09,Commissioner Larsen made a motion to recommend approval of item 2A an amendment to the Stone Cliff PD for the development of a landscape facility as presented by staff,95,2020-08-20,A motion was made by Councilmember Randall to approve the preliminary plat for Stone Cliff Phase 17.,,0.373,
39,medium,subject,Council,PlanningCommission,30,995,2021-01-26,"Commissioner West made a motion to recommend approval for Item 6B know as the Auburn Hills Phase 8, 32 lots, 38 units as presented by staff.",180,2021-02-25,A motion was made by Councilmember McArthur to approve the preliminary plat for Auburn Hills Phase 21.,,0.373,
12,medium,subject,Council,PlanningCommission,151,873,2020-02-09,Commissioner Fisher made a motion to recommend approval to the City Council of Item 2C an amendment to the Boulder Creek Crossing PD with all of staff recommendations and comments.,76,2020-07-09,A motion was made by Councilmember McArthur to approve the ordinance for the zone change amendment to the Boulder Creek Crossing Subdivision as discussed.,,0.383,
108,medium,subject,Council,PlanningCommission,9,1235,2022-10-25,Commissioner Kemp made a motion for a positive recommendation for Item 4 a Conditional Use Permit to allow the 8 additional townhomes in the development known as Dixie Center Townhomes.,477,2022-11-03,A motion was made by Councilmember McArthur to approve the conditional use permit to add eight (8) additional units to the existing development to be known as Dixie Center Townhomes on approximately 1.54 acres located at approximately 850 East 600 South.,,0.385,
13,medium,subject,Council,PlanningCommission,179,886,2020-02-23,Commissioner Kemp made a motion to recommend approval on Item 4C a request for a Conditional Use Permit to operate a short term (vacation) rental on a designated landmark site. The project is located at 163 South Main based on the conditions that are listed in the review criteria in the packet.,92,2020-08-20,A motion was made by Councilmember Randall to approve the conditional use permit to operate a vacation (short term) rental out of a designated landmark site located at 241 North 100 West.,,0.388,
128,medium,subject,Council,PlanningCommission,389,1315,2024-01-14,A motion was made by Planning Commission Member Fisher to recommend approval of the General Plan Amendment from MDR (Medium Density Residential) and LDR (Low Density Residential) to COM (Commercial).,700,2025-02-06,A motion was made by Councilmember Larsen to approve Ordinance No. 2025-009 amending the city General Plan future land use map from MDR (Medium Density Residential) and LDR (Low Density Residential) to (COM) Commercial on approximately 7.92 acres generally located on the northwest corner of 2450 South and 3000 East.,,0.407,
9,medium,subject,Council,PlanningCommission,23,902,2020-04-28,"Commissioner Brader made a motion to recommend approval of Item 1 for a Hillside Development Permit to allow development of a single-family housing subdivision to be called Desert Playa, including staff recommendations and comments.",58,2020-05-21,A motion was made by Councilmember Smethurst to approve the Hillside Development permit to allow development of an 18-lot single family housing subdivision to be called Desert Reserve Phase 1 on 3.97 acres located east of the proposed Desert Cliffs residential project.,,0.414,
15,medium,subject,Council,PlanningCommission,23,919,2020-07-28,Commissioner Brager made a motion to recommend approval to City Council of Item 5 preliminary plat for a 6 lot residential subdivision for Desert Reserve Phase 2.,94,2020-08-20,A motion was made by Councilmember Randall to approve the preliminary plat for Desert Reserve Phase 2.,,0.415,
53,medium,subject,Council,PlanningCommission,9,1007,2021-03-23,Commissioner Fisher made a motion to recommend approval to City Council Item 4C a preliminary plat for Webb Acres.,207,2021-04-01,A motion was made by Councilmember Smethurst to approve the preliminary plat for Webb Acres.,,0.428,
5,medium,subject,Council,PlanningCommission,-12,902,2020-04-28,"Commissioner Brader made a motion to recommend approval of Item 1 for a Hillside Development Permit to allow development of a single-family housing subdivision to be called Desert Playa, including staff recommendations and comments.",43,2020-04-16,A motion was made by Councilmember Hughes to approve the hillside permit to allow development of a single-family housing subdivision called Desert Cliffs Phase 1 – 3 with the condition from the Hillside Review Board.,,0.431,
55,medium,subject,Council,PlanningCommission,16,1018,2021-04-13,Commissioner West made a motion to recommend approval of item 6B 81 townhomes for Willow Bend Townhomes.,214,2021-04-29,A motion was made by Councilmember Curtis to approve the Hillside Development Permit to construct the project to be known as Willow Bend Townhomes.,,0.436,
134,medium,subject,Council,PlanningCommission,37,1509,2025-10-28,"A motion was made by Planning Commission Member Casey to forward a positive recommendation to the City Council for the zone change for the St George Downtown Hyatt as presented. Including the staff recommendations that the height is increased to allow the additional height, as requested by the applicant and shown in the staff report. The applicant must combine the lots the site can be approved. And that a 15 foot landscape strip must be provided along the right of way on 600 East. And also that the use list be changed to only include Bar Establishment, Restaurant, Hotel/Motel.",788,2025-12-04,"A motion was made by Councilmember Larkin to approve Ordinance No. 2025-104 amending the City Zoning Map by changing the zone from C-3 (General Commercial) to PD-C (Planned Development Commercial) on approximately 1.86 acres located at 559 East St. George Boulevard, amending the use list: bar establishment, restaurant, hotel/motel and adding retail establishment.",,0.5,
10,medium,subject,Council,PlanningCommission,51,902,2020-04-28,"Commissioner Brader made a motion to recommend approval of Item 1 for a Hillside Development Permit to allow development of a single-family housing subdivision to be called Desert Playa, including staff recommendations and comments.",72,2020-06-18,A motion was made by Councilmember Hughes to approve the preliminary plat for Desert Playa at Desert Canyons.,,0.515,
11,medium,subject,Council,PlanningCommission,51,905,2020-04-28,Commissioner Nelson made a motion to recommend approval of Item 3C Desert Playa a 68 (sixty-eight) lot development including all of staff’s recommendations and comments.,72,2020-06-18,A motion was made by Councilmember Hughes to approve the preliminary plat for Desert Playa at Desert Canyons.,,0.515,
92,medium,subject,Council,PlanningCommission,23,1143,2021-12-14,Commissioner West made a motion to approve Item 4 a preliminary plat request for a 3 residential lot subdivision know as Bloomington Country Club,368,2022-01-06,A motion was made by Councilmember Hughes to approve the preliminary plat for Bloomington Country Club Lot 29.,,0.518,
100,medium,subject,Council,PlanningCommission,9,1196,2022-05-10,Commissioner Kemp made a motion to recommend approval to City Council of Item 6F an eighty-one (81) lot residential subdivision known as Becco Creek at Divario.,415,2022-05-19,"A motion was made by Councilmember Larsen to approve the preliminary plat for Becco Creek at Divario, an 81-lot residential subdivision located at the southwest corner of the intersection of Gap Canyon Parkway and Divario Canyon Drive.",,0.521,
99,medium,subject,Council,PlanningCommission,9,1196,2022-05-10,Commissioner Kemp made a motion to recommend approval to City Council of Item 6F an eighty-one (81) lot residential subdivision known as Becco Creek at Divario.,414,2022-05-19,A motion was made by Councilmember McArthur to approve the Hillside Development Permit to allow construction of 81 townhome units to be known as Becco Creek Hillside Permit on approximately 9.43 acres located generally south of the Gap Canyon Drive and Divario Canyon Drive intersection.,,0.533,
31,medium,subject,Council,PlanningCommission,23,982,2021-01-12,Commissioner Curtis made a motion to recommend approval of Item 3 a general plan amendment from COM to HDR located at 900 South and 250 West intersection.,161,2021-02-04,A motion was made by Councilmember Hughes to the ordinance amending the General Plan map from Commercial to HDR on approximately 1.28 acres generally located southwest of the 900 South and 250 West intersection.,,0.535,
63,medium,subject,Council,PlanningCommission,9,1072,2021-07-27,Commissioner West made a motion to recommend approval to City Council of 5B for a twenty-four (24) lot residential subdivision known as Thorn Tree Court Yards 1550 West Ledges Parkway.,271,2021-08-05,A motion was made by Councilmember Hughes to approve the preliminary plat for Thorn Tree Court Yards at the Ledges with the condition that the plat meets parking requirements as articulated by staff.,,0.538,
83,medium,subject,Council,PlanningCommission,23,1122,2021-10-26,Commissioner Anderson made a motion to recommend approval of the hillside permit on the northwest corner of Blackridge Drive including all of staff comments.,336,2021-11-18,"A motion was made by Councilmember Larkin to approve the ordinance amending the Blackridge Commercial Center PD-C zone to change the zone from R-1-10 to PD-C zone on approximately 1.02 acres, and to amend the PD-C zone on approximately 17.03 acres for the purpose of constructing a new hotel generally located on the northwest corner of Blackridge Drive and 250 West Street to be known as St. George Hotel Commercial Project adopting all of the recommendations as presented.",,0.552,
136,medium,subject,Council,PlanningCommission,9,1533,2026-02-10,"A motion was made by Planning Commission Member Anderson to forward a positive recommendation for Item 2, General Plan Amendment of 1800 North with Staff’s recommendations.",807,2026-02-19,A motion was made by Councilmember Kemp to approve Ordinance No. 2026- 013 amending the City's General Plan by changing the land-use map from AE (Agricultural Estates) to MDR (Medium Density Residential) on approximately 1.95 acres generally located at the northwest corner of 1800 North and 2100 West.,,0.555,
56,medium,subject,Council,PlanningCommission,16,1021,2021-04-13,"Commissioner Kemp made a motion to recommend approval of item 7C a one hundred and twenty-nine (129) lot, residential subdivision known as Cecita Crest at Divario Phase 3 subject to staff’s recommendations and approval of the pump station discussed.",220,2021-04-29,"A motion was made by Councilmember Hughes to approve the preliminary plat for Cecita Crest at Divario Phase 3 with the condition that the pump station is installed, operational, and approved.",,0.557,
94,medium,subject,Council,PlanningCommission,23,1151,2022-01-11,Commissioner Anderson made a motion that we approve the conditional use permit to operate a short-term rental within the Junius and Margaret Ann Barton House with the condition that they meet the City ordinance with the two covered parking spaces at least 18 ft. deep.,370,2022-02-03,A motion was made by Councilmember McArthur to approve the conditional use permit for the short-term rental of a local landmark known as the Junius & Margaret Ann Barton Home on approximately .12 acres located at 179 West 200 North.,,0.558,
68,medium,subject,Council,PlanningCommission,37,1059,2021-07-13,Commissioner Anderson made a motion to move forward with a positive recommendation to City Council of the zone change for Knettas Knoll as presented.,281,2021-08-19,"A motion was made by Councilmember McArthur to approve the hillside permit to allow a single-family, half acre minimum lot size subdivision to be known as Knetta's Knoll on approximately 32.84 acres located at the intersection of Riverside Drive and Foremaster Drive with the following stipulations: 1) There is an enhanced engineering standard used on the roadway construction; 2) A 2-year warranty bond is placed on the road and utilities because of the soil conditions; 3) The setback on all homes on the ridge, whether they be man-made or natural are 30’ from the lip/edge; 4) Staff will work with the applicant to mitigate the aesthetics of the walls, making it blend in; 5) Revegetate the area which the applicant owns to natural state to include previous roads or disturbances and any issues that arise during construction; and 6) The applicant work with processional archaeologist due to existing sacred, native areas.",,0.561,
70,medium,subject,Council,PlanningCommission,37,1059,2021-07-13,Commissioner Anderson made a motion to move forward with a positive recommendation to City Council of the zone change for Knettas Knoll as presented.,282,2021-08-19,"A motion was made by Councilmember McArthur to approve the preliminary plat for Knetta's Knoll, a 21-lot residential subdivision located at the intersection of Foremaster Drive and Riverside Drive with the same contingencies as the previous item.",,0.561,
44,medium,subject,Council,PlanningCommission,375,888,2020-02-23,Commissioner Larsen made a motion to recommend approval of Item 5B the preliminary plat for Crimson Estates.,187,2021-03-04,A motion was made by Councilmember Hughes to approve the preliminary plat for Crimson Estates.,,0.566,
7,medium,subject,Council,PlanningCommission,2,899,2020-04-14,Commissioner Curtis made a motion to recommend approval to city council of Item 6A a preliminary plat for a seven (7) lot residential subdivision for Enclave at Valderra.,48,2020-04-16,A motion was made by Councilmember Hughes to approve the amended preliminary plat for The Enclave at Valderra to include the additional lot.,,0.575,
21,medium,subject,Council,PlanningCommission,44,930,2020-09-22,Commissioner Larsen made a motion to recommend approval of item 1B a zone change from Open Space to R-1-10 Single Family Residential on approximately 0.58 acres located on the south side of Bloomington Dr E at approximately 2800 South.,117,2020-11-05,"A motion was made by Councilmember McArthur to approve the ordinance changing the zone from OS (Open Space) to R-1-10 (Single Family Residential 10,000 sq ft lot sizes) on approximately 0.58 acres located on the south side of Bloomington Dr East at approximately 2800 South.",,0.576,
66,medium,subject,Council,PlanningCommission,-54,1116,2021-10-12,Commissioner West made a motion to recommend approval for item 6D a 19-lot residential subdivision for Desert Reserve phase 3 located at the intersection of Desert Canyons Parkway and Castillo Drive.,274,2021-08-19,A motion was made by Councilmember Smethurst to approve the ordinance amending the Desert Canyons PD-R zone in order to review elevations and site layout on approximately 12.43 acres located at Desert Canyon Parkway along Castillo Drive and Street 9 shown on the plan known as Desert Providence at Desert Canyon.,,0.576,
130,medium,subject,Council,PlanningCommission,16,1443,2025-04-08,"A motion was made by Planning Commission Member Rogers to forward a positive recommendation for item #10, requesting a designation for Historic Landmark for the Miles Romney Home.",715,2025-04-24,A motion was made by Councilmember Larkin to approve the request to designate the Miles Romney Home as a local landmark site.,,0.576,
20,medium,subject,Council,PlanningCommission,23,939,2020-10-13,Commissioner Brager made a motion to recommend approval to City Council of item 4A changing the general plan from FP (Flood Plain) to COM (Commercial) on approximately 12 acres generally located at approximately 1600 East 1450 South.,109,2020-11-05,A motion was made by Councilmember Randall to approve the ordinance changing a portion of FP (Flood Plain) land use designations to COM (Commercial) on property generally located on the north side of 1450 South at approximately 1600 East.,,0.585,
96,medium,subject,Council,PlanningCommission,317,1049,2021-06-22,"Commissioner West, I move to make a motion to recommend a consider request to change the zoning from C-3 to PD-C which is number 2b, to allow the Humane Society of Utah to build a state of the art pet resource center in this location on 2860 East 850 North.",402,2022-05-05,"A motion was made by Councilmember McArthur to approve the ordinance amending the Humane Society Planned Development Commercial (PD-C) zone to allow construction of a medical clinic and pet resource center on approximately 2.35 acres located on the northwest corner of 2860 East and 850 North Street, with the follow through wrought iron fence surrounding the property.",,0.586,
98,medium,subject,Council,PlanningCommission,9,1196,2022-05-10,Commissioner Kemp made a motion to recommend approval to City Council of Item 6F an eighty-one (81) lot residential subdivision known as Becco Creek at Divario.,413,2022-05-19,"A motion was made by Councilmember Tanner to approve the ordinance changing the zone from R-1-10 (Residential Single Family, 10,000 sq ft minimum lots) to PD-R (Planned Development Residential) on approximately 9.43 acres generally located on the southwest corner of Gap Canyon Parkway and Divario Canyon Drive to be known as Becco Creek (Divario PA 18).",,0.59,
45,medium,subject,Council,PlanningCommission,375,890,2020-02-23,Commissioner Larsen made a motion to recommend approval of item 5D a preliminary plat for Rustic Estates.,188,2021-03-04,A motion was made by Councilmember Hughes to approve the preliminary plat for Rustic Estates.,,0.593,
87,medium,subject,Council,PlanningCommission,9,1139,2021-11-23,Commissioner Andrus made a motion to recommend approval to City Council Item 5B a 3- lot residential subdivision known as Brooks Subdivision.,352,2021-12-02,A motion was made by Councilmember Smethurst to approve the preliminary plat for Brooks Subdivision.,,0.599,
133,medium,subject,Council,PlanningCommission,30,1490,2025-08-26,"A motion was made by Planning Commission Member Fisher to recommend approval to City Council for Item number 3, Rockland Townhomes amendment with recommendations.",766,2025-09-25,A motion was made by Councilmember Kemp to approve Ordinance No. 2025-077 amending the Rockland Townhomes (formally known as Rosewood Townhomes) Planned Development Residential (PD-R) zone to reflect the minor changes with the design of the project.,,0.601,
85,medium,subject,Council,PlanningCommission,23,1127,2021-11-09,Commissioner West made a motion to recommend approval of Item 2A a zone change from A-1 to R- 1-8 on approximately 15.647 acres.,348,2021-12-02,A motion was made by Councilmember Smethurst to approve the ordinance changing the zone from A-1 to R-1-8 on approximately 15.647 acres located at 3000 South 3500 East to be known as Red Pine R-1-8.,,0.612,
37,medium,subject,Council,PlanningCommission,-12,1000,2021-03-09,Commissioner Kemp made a motion to recommend for approval to the City Council Item 4A for a two hundred sixty-two (262) lot residential subdivision known as Desert Color Sage Haven Plat B located within the Desert Color Development south of Auburn Hills along the extension of Carnelian Parkway to the south. The property is 58.58 acres and is zoned PD-R.,175,2021-02-25,A motion was made by Councilmember Larkin to approve the ordinance amending the Desert Color Planned Development zone for sixty (60) multi-family units to be known as Auburn Hills Phase 21.,,0.614,
110,medium,subject,Council,PlanningCommission,23,1238,2022-12-13,Commissioner Kemp made a motion to recommend approval of Item 2 Zone change amendment for the Viviano at Red Cliffs with staff recommendations with the added condition that the developer work with staff to add additional elements to the property that backs onto public streets.,497,2023-01-05,"A motion was made by Councilmember McArthur to approve the ordinance amending an approved PD-R (Planned Development Residential) zone on approximately 48.63 acres located east of 3000 East Street and south of Merrill Road, staying with the original home designs and the original home counts, with the recommendations from the Planning Commission, except for #3 – that the developer will work with staff to add additional elements to the structures that backs onto public streets.",,0.615,
97,medium,subject,Council,PlanningCommission,23,1175,2022-04-12,Commissioner West made a motion to recommend for approval to City Council the zone change amendment seeking approval of the design for the medical clinic and pet resource center.,402,2022-05-05,"A motion was made by Councilmember McArthur to approve the ordinance amending the Humane Society Planned Development Commercial (PD-C) zone to allow construction of a medical clinic and pet resource center on approximately 2.35 acres located on the northwest corner of 2860 East and 850 North Street, with the follow through wrought iron fence surrounding the property.",,0.621,
69,medium,subject,Council,PlanningCommission,23,1070,2021-07-27,Commissioner West made a motion to recommend approval to City Council Item number 4 which is a hillside development permit on Knetta’s Knoll.,281,2021-08-19,"A motion was made by Councilmember McArthur to approve the hillside permit to allow a single-family, half acre minimum lot size subdivision to be known as Knetta's Knoll on approximately 32.84 acres located at the intersection of Riverside Drive and Foremaster Drive with the following stipulations: 1) There is an enhanced engineering standard used on the roadway construction; 2) A 2-year warranty bond is placed on the road and utilities because of the soil conditions; 3) The setback on all homes on the ridge, whether they be man-made or natural are 30’ from the lip/edge; 4) Staff will work with the applicant to mitigate the aesthetics of the walls, making it blend in; 5) Revegetate the area which the applicant owns to natural state to include previous roads or disturbances and any issues that arise during construction; and 6) The applicant work with processional archaeologist due to existing sacred, native areas.",,0.642,
76,medium,subject,Council,PlanningCommission,9,1115,2021-10-12,Commissioner Andrus made a motion to recommend approval for item 6C the 86-lot residential subdivision known as Desert Providence with the condition that the lots that are in the floodplain cannot plat until the LOMAR is approved.,317,2021-10-21,A motion was made by Councilmember McArthur to approve the preliminary plat for Desert Providence an 86-lot residential subdivision located at the southwest corner of the intersection of Desert Canyons Parkway and Castillo Drive in the Desert Canyons development with the condition that the lots within the existing floodplain/floodway line cannot plat until they go through the LOMR process with FEMA to get approval.,,0.645,
124,medium,subject,Council,PlanningCommission,23,1308,2023-12-12,Commissioner Andrus made a motion to recommend approval of Item 3 the Lex Ence Property zoning map amendment with staff comments and findings.,614,2024-01-04,"A motion was made by Councilmember Larsen to approve Ordinance No. 2024-003 changing the zone from RE 12.5 (Residential Estates minimum lot size 12,500 sq. ft.) and OS (Open Space) to A-1 (Agriculture 1-acre minimum lot size) on approximately 1.6 acres located at the corner of Quarry Ridge Drive and Knolls Drive to develop a single-family residential lot to be known as the Lex Ence Property.",,0.647,
101,medium,subject,Council,PlanningCommission,9,1191,2022-05-10,Commissioner Kemp made a motion to forward a positive recommendation to City Council based on the findings of the Hillside Review Board and the staff report for a hillside permit at lot 120 Foremaster Ridge.,416,2022-05-19,A motion was made by Councilmember Larkin to approve the Hillside Development Permit to determine the ridge line on lot 120 of Foremaster Ridge for the construction of a residential home on approximately .28 acres approximately located at 445 S. Five Sisters Drive to be known as SG-FORR- 120.,,0.651,
22,medium,subject,Council,PlanningCommission,-33,975,2020-12-08,"Commissioner Curtis made a motion to recommend for approval of Item 2G from R-1-10 (Single Family Residential, 10,000 sq. ft lot sizes) to R-1-7 (Single Family Residential, 7,000 sq. ft lot sizes) as it is consistent with the general plan.",117,2020-11-05,"A motion was made by Councilmember McArthur to approve the ordinance changing the zone from OS (Open Space) to R-1-10 (Single Family Residential 10,000 sq ft lot sizes) on approximately 0.58 acres located on the south side of Bloomington Dr East at approximately 2800 South.",,0.657,
28,medium,subject,Council,PlanningCommission,-5,975,2020-12-08,"Commissioner Curtis made a motion to recommend for approval of Item 2G from R-1-10 (Single Family Residential, 10,000 sq. ft lot sizes) to R-1-7 (Single Family Residential, 7,000 sq. ft lot sizes) as it is consistent with the general plan.",134,2020-12-03,"A motion was made by Councilmember Larkin to approve the ordinance changing the zone from A-20 (Agriculture) to R-1-10 (Single Family Residential 10,000 sq. ft. lot sizes) on approximately 2.377 acres located at 2705 South River Road.",,0.657,
19,medium,subject,Council,PlanningCommission,65,913,2020-07-28,"Commissioner Draper made a motion to recommend approval for item 2A to consider a zone change amendment for the Hillside Professional Offices with all of the recommendations staff has made to make sure that they meet access management policy. They must provide a turning lane and a decel lane, the traffic and site distance issues must meet the satisfaction of the City. The findings for increased height have been met in the staff report and the city ordinances.",105,2020-10-01,A motion was made by Councilmember Randall to approve the Hillside Development Permit for Hillside Professional Offices.,,0.659,
58,medium,subject,Council,PlanningCommission,9,1032,2021-04-27,Commissioner Larsen made a motion to recommend approval of Item 4D a preliminary plat for White Dome Townhomes.,234,2021-05-06,A motion was made by Councilmember Larkin to approve the preliminary plat for White Dome Townhomes.,,0.671,
54,medium,subject,Council,PlanningCommission,23,1003,2021-03-23,Commissioner Kemp made a motion to recommend approval of the Dinosaur Crossing PD (Planned Development) zoning in order to amend their master sign program on their approximately 26 acre property as presented by staff.,212,2021-04-15,A motion was made by Councilmember Smethurst to approve the ordinance amending the Dinosaur Crossing Planned Development Commercial zone in order to amend the master sign plan. The project is known as Dinosaur Crossing PD master sign plan amendment on approximately 26.89 acres located at approximately 639 South Mall Drive.,,0.674,
137,medium,subject,Council,PlanningCommission,156,1511,2025-10-28,"A motion was made by Planning Commission Member Rogers to approve Item 5, preliminary plat for Mojave Crossing.",820,2026-04-02,"A motion was made by Councilmember Larkin to approve Ordinance No. 2026-028 amending the Atkinville Interchange Area Commercial Planned Development Commercial zone on approximately 5.06 acres located at Pioneer Road, south of Nighthawk Drive, in order to modify the previously approved Mojave Crossing Development, including all 16 recommendations and conditions from the Planning Commission.",,0.679,
4,medium,subject,Council,PlanningCommission,-54,903,2020-04-28,"Commissioner Curtis made a motion to recommend approval of Item 3A preliminary plat a 6 (six) lot residential subdivision for Monte Vista Estates, with updates to the plats before council with the rural cross section and the turnaround driveways.",22,2020-03-05,A motion was made by Councilmember Randall to approve the ordinance changing the zone from A-1 to RE-37.5 on approximately 5.75 acres for Monte Vista Estates.,,0.682,
102,medium,subject,Council,PlanningCommission,9,1195,2022-05-10,Commissioner Kemp made a motion to recommend approval of Item 6E a 2-lot subdivision known as Ascesa at Divario.,417,2022-05-19,"A motion was made by Councilmember McArthur to approve the preliminary plat for Ascesa at Divario, a 2-lot subdivision located at the northwest corner of the intersection of Gap Canyon Parkway and Divario Canyon Drive.",,0.685,
72,medium,subject,Council,PlanningCommission,37,1073,2021-07-27,Commissioner Anderson made a motion to recommend approval of this preliminary plat a 123-lot subdivision.,291,2021-09-02,"A motion was made by Councilmember Curtis to approve the preliminary plat for Southern View PD, a 123-lot residential subdivision located on the south side of White Dome Drive at approximately 2500 East subject to the development agreement.",,0.687,
