candidate,office,seat,election_year,filing_date,reporting_period,date,vendor_raw,vendor_normalized,purpose,amount,in_kind,is_incremental,source_filing,document_id,line_no,extraction_confidence,extract_method,needs_review
Jeff Lambson,Council,At-Large,2023,2023-08-29,Primary,2023-08-10,Smith's,Smith's,Candy for Meet and Greet,15.94,False,True,raw/202501_8.29.23-Jeff-Lambson.pdf,1de1e06c,77,low,utah_standard_form/text,1
Jeff Lambson,Council,At-Large,2023,2023-08-29,Primary,2023-08-14,Sendsations,Sendsations,Printing and Mailer,3870.16,False,True,raw/202501_8.29.23-Jeff-Lambson.pdf,1de1e06c,78,low,utah_standard_form/text,1
Jeff Lambson,Council,At-Large,2023,2023-08-29,Primary,2023-08-14,Sendsations,Sendsations,Design for Mailer,75.16,False,True,raw/202501_8.29.23-Jeff-Lambson.pdf,1de1e06c,79,low,utah_standard_form/text,1
Jeff Lambson,Council,At-Large,2023,2023-08-29,Primary,2023-08-23,7-11,7-11,Gas for Truck - Signs,20.00,False,True,raw/202501_8.29.23-Jeff-Lambson.pdf,1de1e06c,80,low,utah_standard_form/text,1
Jeff Lambson,Council,At-Large,2023,2023-10-24,General,2023-09-20,Majority 51,Majority 51,Campaign Signs,668.20,False,True,raw/202501_Jeff-Digital-Financial-Disclosure.xlsx.pdf,52397d0f,33,high,utah_standard_form/text,0
Jeff Lambson,Council,At-Large,2023,2023-10-24,General,2023-10-17,Upper Case Printing,Upper Case Printing,Flyers,86.23,False,True,raw/202501_Jeff-Digital-Financial-Disclosure.xlsx.pdf,52397d0f,34,high,utah_standard_form/text,0
Jeff Lambson,Council,At-Large,2023,2023-11-14,Final,2023-11-13,Anna Greene,Anna Greene,Advertising,350.00,False,True,raw/202501_Updated-Digitial-Expense-Report.xlsx.pdf,b68ae85a,33,high,utah_standard_form/text,0
Jeff Lambson,Council,At-Large,2023,2023-11-14,Final,2023-11-13,MPC,Mpc,Marketing - Email,150.00,False,True,raw/202501_Updated-Digitial-Expense-Report.xlsx.pdf,b68ae85a,34,high,utah_standard_form/text,0
Jeff Lambson,Council,At-Large,2023,2023-11-14,Final,2023-11-13,TIP Utah,Tip Utah,Consulting,685.00,False,True,raw/202501_Updated-Digitial-Expense-Report.xlsx.pdf,b68ae85a,35,high,utah_standard_form/text,0
Jeff Lambson,Council,At-Large,2023,2023-12-21,Post,2023-11-29,Anna Greene,Anna Greene,Advertising,350.00,False,True,raw/202505_Jeff-Lambson-final-disclosure.pdf,48103546,32,high,utah_standard_form/text,0
Jeff Lambson,Council,At-Large,2023,2023-12-21,Post,2023-11-29,TIP Utah,Tip Utah,Consulting,2591.00,False,True,raw/202505_Jeff-Lambson-final-disclosure.pdf,48103546,33,high,utah_standard_form/text,0
Jeff Lambson,Council,At-Large,2023,2023-12-21,Post,2023-12-21,Sendsations,Sendsations,Printing and Mailer,4510.57,False,True,raw/202505_Jeff-Lambson-final-disclosure.pdf,48103546,37,high,utah_standard_form/text,0
Jeff Lambson,Council,At-Large,2023,2024-01-10,Annual 2024,2024-02-20,Marketing Policy Center,Marketing Policy Center,Marketing,200.00,False,True,raw/202501_jeff-digital-expense-Copy.pdf,06bb2ddb,26,high,utah_standard_form/text,0
Jeff Lambson,Council,At-Large,2023,2024-01-10,Annual 2024,2024-02-20,TIP Utah,Tip Utah,Consulting,250.00,False,True,raw/202501_jeff-digital-expense-Copy.pdf,06bb2ddb,27,high,utah_standard_form/text,0
Jeff Lambson,Council,At-Large,2023,2024-01-10,Annual 2024,2024-03-07,TIP Utah,Tip Utah,Consulting,250.00,False,True,raw/202501_jeff-digital-expense-Copy.pdf,06bb2ddb,28,high,utah_standard_form/text,0
Jeff Lambson,Council,At-Large,2023,2024-01-10,Annual 2024,2024-03-16,Marketing Policy Center,Marketing Policy Center,Marketing,150.00,False,True,raw/202501_jeff-digital-expense-Copy.pdf,06bb2ddb,29,high,utah_standard_form/text,0
Jeff Lambson,Council,At-Large,2023,2024-01-10,Annual 2024,2024-04-11,Marketing Policy Center,Marketing Policy Center,Marketing,100.00,False,True,raw/202501_jeff-digital-expense-Copy.pdf,06bb2ddb,30,high,utah_standard_form/text,0
Jenn Gale,Council,At-Large,2023,2023-08-29,Primary,,NameSilo,NameSilo,Domain (JoinJenn.Vote),32.55,False,True,raw/202505_8.29.23-Jenn-Gale.pdf,0357d27b,39,high,utah_standard_form/text,0
Jenn Gale,Council,At-Large,2023,2023-08-29,Primary,,Orem City,Orem City,Parade Entry Fee,100.00,False,True,raw/202505_8.29.23-Jenn-Gale.pdf,0357d27b,40,high,utah_standard_form/text,0
Jenn Gale,Council,At-Large,2023,2023-08-29,Primary,,Orem City,Orem City,Candidate filing,75.00,False,True,raw/202505_8.29.23-Jenn-Gale.pdf,0357d27b,41,high,utah_standard_form/text,0
Jenn Gale,Council,At-Large,2023,2023-08-29,Primary,,Amazon,Amazon,Candy for parade,389.82,False,True,raw/202505_8.29.23-Jenn-Gale.pdf,0357d27b,42,high,utah_standard_form/text,0
Jenn Gale,Council,At-Large,2023,2023-08-29,Primary,,imprint.com,imprint.com,Buttons,76.50,False,True,raw/202505_8.29.23-Jenn-Gale.pdf,0357d27b,43,high,utah_standard_form/text,0
Jenn Gale,Council,At-Large,2023,2023-08-29,Primary,,Zurchers,Zurchers,Balloons (parade),248.02,False,True,raw/202505_8.29.23-Jenn-Gale.pdf,0357d27b,44,high,utah_standard_form/text,0
Jenn Gale,Council,At-Large,2023,2023-08-29,Primary,,McNeil Printing,McNeil Printing,Elevate Orem Banner,81.33,False,True,raw/202505_8.29.23-Jenn-Gale.pdf,0357d27b,45,high,utah_standard_form/text,0
Jenn Gale,Council,At-Large,2023,2023-08-29,Primary,,McNeil Printing,McNeil Printing,Banners for sides of car,132.89,False,True,raw/202505_8.29.23-Jenn-Gale.pdf,0357d27b,47,high,utah_standard_form/text,0
Jenn Gale,Council,At-Large,2023,2023-08-29,Primary,,McNeil Printing,McNeil Printing,20 hand signs,96.86,False,True,raw/202505_8.29.23-Jenn-Gale.pdf,0357d27b,48,high,utah_standard_form/text,0
Jenn Gale,Council,At-Large,2023,2023-08-29,Primary,,Pukrufus,Pukrufus,Graphic Design,2000.00,False,True,raw/202505_8.29.23-Jenn-Gale.pdf,0357d27b,49,high,utah_standard_form/text,0
Jenn Gale,Council,At-Large,2023,2023-08-29,Primary,,TIP Utah,Tip Utah,Consulting,4305.00,False,True,raw/202505_8.29.23-Jenn-Gale.pdf,0357d27b,50,high,utah_standard_form/text,0
Jenn Gale,Council,At-Large,2023,2023-08-29,Primary,,Wright signs,Wright signs,Signs,2550.00,False,True,raw/202505_8.29.23-Jenn-Gale.pdf,0357d27b,51,high,utah_standard_form/text,0
Jenn Gale,Council,At-Large,2023,2023-08-29,Primary,,Wright Signs,Wright Signs,signs,2449.35,False,True,raw/202505_8.29.23-Jenn-Gale.pdf,0357d27b,52,high,utah_standard_form/text,0
Jenn Gale,Council,At-Large,2023,2023-08-29,Primary,,Salt Lake Mailing and PrintingMailer,Salt Lake Mailing and PrintingMailer,,3920.91,False,True,raw/202505_8.29.23-Jenn-Gale.pdf,0357d27b,53,high,utah_standard_form/text,0
Jenn Gale,Council,At-Large,2023,2023-10-24,General,2023-10-06,Peczuh,Peczuh,printing signs,1873.66,False,True,raw/202501_Jenn-Gale-Financial-Disclosure-Oct-24-2023-Update.pdf,74d4793a,40,high,utah_standard_form/text,0
Jenn Gale,Council,At-Large,2023,2023-10-24,General,2023-10-10,Marketing Policy Center,Marketing Policy Center,Digital Marketing,2220.00,False,True,raw/202501_Jenn-Gale-Financial-Disclosure-Oct-24-2023-Update.pdf,74d4793a,41,high,utah_standard_form/text,0
Jenn Gale,Council,At-Large,2023,2023-10-24,General,2023-10-11,Campaign Verify,Campaign Verify,Campaign messaging,95.00,False,True,raw/202501_Jenn-Gale-Financial-Disclosure-Oct-24-2023-Update.pdf,74d4793a,42,high,utah_standard_form/text,0
Jenn Gale,Council,At-Large,2023,2023-10-24,General,2023-10-16,Sendsations,Sendsations,Postcards,53.63,False,True,raw/202501_Jenn-Gale-Financial-Disclosure-Oct-24-2023-Update.pdf,74d4793a,43,high,utah_standard_form/text,0
Jenn Gale,Council,At-Large,2023,2023-11-14,Final,2023-10-26,Salt Lake Mailing,Salt Lake Mailing,Mailers,1179.00,False,True,raw/202501_Nov-14-2023-Financial-Disclosure-Jenn-Gale.pdf,cccbcdef,65,high,utah_standard_form/text,0
Jenn Gale,Council,At-Large,2023,2023-11-14,Final,2023-10-27,Meta ads,Meta ads,Digital Advertising,850.00,False,True,raw/202501_Nov-14-2023-Financial-Disclosure-Jenn-Gale.pdf,cccbcdef,67,high,utah_standard_form/text,0
Jenn Gale,Council,At-Large,2023,2023-11-14,Final,2023-11-03,Peczuh Printing,Peczuh Printing,Yard Signs,842.61,False,True,raw/202501_Nov-14-2023-Financial-Disclosure-Jenn-Gale.pdf,cccbcdef,69,high,utah_standard_form/text,0
Jenn Gale,Council,At-Large,2023,2023-11-14,Final,2023-11-04,Anna Greene,Anna Greene,Marketing,600.00,False,True,raw/202501_Nov-14-2023-Financial-Disclosure-Jenn-Gale.pdf,cccbcdef,71,high,utah_standard_form/text,0
Jenn Gale,Council,At-Large,2023,2023-11-14,Final,2023-11-07,Salt Lake Mailing & Printing,Salt Lake Mailing & Printing,Mailer,5061.49,False,True,raw/202501_Nov-14-2023-Financial-Disclosure-Jenn-Gale.pdf,cccbcdef,73,high,utah_standard_form/text,0
Jenn Gale,Council,At-Large,2023,2023-11-14,Final,2023-11-07,Peerly,Peerly,Text Messages,1957.87,False,True,raw/202501_Nov-14-2023-Financial-Disclosure-Jenn-Gale.pdf,cccbcdef,75,high,utah_standard_form/text,0
Jenn Gale,Council,At-Large,2023,2023-11-14,Final,2023-11-13,TIP Utah,Tip Utah,Consulting,3000.00,False,True,raw/202501_Nov-14-2023-Financial-Disclosure-Jenn-Gale.pdf,cccbcdef,77,high,utah_standard_form/text,0
Jenn Gale,Council,At-Large,2023,2023-12-21,Post,,45245 Peczuh Printing,45245 Peczuh Printing,Signs,1873.66,False,True,raw/202501_Dec-21-2023-Finaicial-Disclosure-Jenn-Gale.xlsx-Sheet1.pdf,9c09a1eb,29,high,utah_standard_form/text,0
Jenn Gale,Council,At-Large,2023,2023-12-21,Post,,45245 Salt Lake Mailing & Printing,45245 Salt Lake Mailing & Printing,Mailer,1412.00,False,True,raw/202501_Dec-21-2023-Finaicial-Disclosure-Jenn-Gale.xlsx-Sheet1.pdf,9c09a1eb,30,high,utah_standard_form/text,0
Jenn Gale,Council,At-Large,2023,2023-12-21,Post,,45245 Peerly,45245 Peerly,Text Messages,1158.84,False,True,raw/202501_Dec-21-2023-Finaicial-Disclosure-Jenn-Gale.xlsx-Sheet1.pdf,9c09a1eb,31,high,utah_standard_form/text,0
Jenn Gale,Council,At-Large,2023,2023-12-21,Post,,45272 TIP Utah,45272 Tip Utah,Consulting,1500.00,False,True,raw/202501_Dec-21-2023-Finaicial-Disclosure-Jenn-Gale.xlsx-Sheet1.pdf,9c09a1eb,32,high,utah_standard_form/text,0
Matt McKell,Council,At-Large,2023,2023-08-29,Primary,2023-06-15,Matt McKell,Matt McKell,City Fees,75.00,False,False,raw/202501_8.29.23-Matt-McKell.pdf,00b69206,v1,medium,utah_standard_form/vision,0
Matt McKell,Council,At-Large,2023,2023-08-29,Primary,2023-07-27,,,Bank Service Charges,35.15,False,False,raw/202501_8.29.23-Matt-McKell.pdf,00b69206,v2,medium,utah_standard_form/vision,0
Matt McKell,Council,At-Large,2023,2023-08-29,Primary,2023-08-23,Veracity Enterprises,Veracity Enterprises,Mailers,5823.15,False,False,raw/202501_8.29.23-Matt-McKell.pdf,00b69206,v3,medium,utah_standard_form/vision,0
Matt McKell,Council,At-Large,2023,2023-08-29,Primary,2023-06-23,Veracity Enterprises,Veracity Enterprises,Management Services,1000.00,False,False,raw/202501_8.29.23-Matt-McKell.pdf,00b69206,v4,medium,utah_standard_form/vision,0
Matt McKell,Council,At-Large,2023,2023-08-29,Primary,2023-07-20,Veracity Enterprises,Veracity Enterprises,Management Services,1000.00,False,False,raw/202501_8.29.23-Matt-McKell.pdf,00b69206,v5,medium,utah_standard_form/vision,0
Matt McKell,Council,At-Large,2023,2023-08-29,Primary,2023-06-23,Veracity Enterprises,Veracity Enterprises,Management Services,1000.00,False,False,raw/202501_8.29.23-Matt-McKell.pdf,00b69206,v6,medium,utah_standard_form/vision,0
Matt McKell,Council,At-Large,2023,2023-08-29,Primary,2023-07-11,Harbor Freight Tools,Harbor Freight Tools,Office Supplies,70.33,False,False,raw/202501_8.29.23-Matt-McKell.pdf,00b69206,v7,medium,utah_standard_form/vision,0
Matt McKell,Council,At-Large,2023,2023-08-29,Primary,2023-08-21,Harbor Freight Tools,Harbor Freight Tools,Office Supplies,11.77,False,False,raw/202501_8.29.23-Matt-McKell.pdf,00b69206,v8,medium,utah_standard_form/vision,0
Matt McKell,Council,At-Large,2023,2023-08-29,Primary,2023-06-15,Matt McKell,Matt McKell,Parade,316.50,False,False,raw/202501_8.29.23-Matt-McKell.pdf,00b69206,v9,medium,utah_standard_form/vision,0
Matt McKell,Council,At-Large,2023,2023-08-29,Primary,2023-06-15,Matt McKell,Matt McKell,Shirts & Signs,616.69,False,False,raw/202501_8.29.23-Matt-McKell.pdf,00b69206,v10,medium,utah_standard_form/vision,0
Matt McKell,Council,At-Large,2023,2023-08-29,Primary,2023-07-27,Speak by Design,Speak by Design,Shirts & Signs,6384.06,False,False,raw/202501_8.29.23-Matt-McKell.pdf,00b69206,v11,medium,utah_standard_form/vision,0
Matt McKell,Council,At-Large,2023,2023-08-29,Primary,2023-08-02,,,Shirts & Signs - Stakes donated by Vern Cotterell,300.00,False,False,raw/202501_8.29.23-Matt-McKell.pdf,00b69206,v12,medium,utah_standard_form/vision,0
Matt McKell,Council,At-Large,2023,2023-08-29,Primary,2023-06-15,Matt McKell,Matt McKell,State Licenses/Fees,22.00,False,False,raw/202501_8.29.23-Matt-McKell.pdf,00b69206,v13,medium,utah_standard_form/vision,0
Matt McKell,Council,At-Large,2023,2023-08-29,Primary,2023-08-23,Veracity Enterprises,Veracity Enterprises,Texting Videos,300.00,False,False,raw/202501_8.29.23-Matt-McKell.pdf,00b69206,v14,medium,utah_standard_form/vision,0
Matt McKell,Council,At-Large,2023,2023-08-29,Primary,2023-06-29,,,Video Production & Photos - Stand for Orem Video,250.00,False,False,raw/202501_8.29.23-Matt-McKell.pdf,00b69206,v15,medium,utah_standard_form/vision,0
Matt McKell,Council,At-Large,2023,2023-08-29,Primary,2023-07-06,,,Video Production & Photos - City of Orem Video,250.00,False,False,raw/202501_8.29.23-Matt-McKell.pdf,00b69206,v16,medium,utah_standard_form/vision,0
Matt McKell,Council,At-Large,2023,2023-08-29,Primary,2023-08-23,Veracity Enterprises,Veracity Enterprises,Video Production & Photos,2500.00,False,False,raw/202501_8.29.23-Matt-McKell.pdf,00b69206,v17,medium,utah_standard_form/vision,0
Matt McKell,Council,At-Large,2023,2023-08-29,Primary,2023-06-15,Matt McKell,Matt McKell,Website/Domains,30.34,False,False,raw/202501_8.29.23-Matt-McKell.pdf,00b69206,v18,medium,utah_standard_form/vision,0
Matt McKell,Council,At-Large,2023,2023-08-29,Primary,2023-08-23,Veracity Enterprises,Veracity Enterprises,Website/Domains,600.00,False,False,raw/202501_8.29.23-Matt-McKell.pdf,00b69206,v19,medium,utah_standard_form/vision,0
Matt McKell,Council,At-Large,2023,2023-10-24,General,2023-07-27,,,Bank Service Charges,35.15,False,False,raw/202501_Financial-Disclosures-for-Matt-McKell-through-10-24-2023.pdf,88fc373d,v1,medium,utah_standard_form/vision,0
Matt McKell,Council,At-Large,2023,2023-10-24,General,2023-06-15,Matt McKell,Matt McKell,City Fees,75.00,False,False,raw/202501_Financial-Disclosures-for-Matt-McKell-through-10-24-2023.pdf,88fc373d,v2,medium,utah_standard_form/vision,0
Matt McKell,Council,At-Large,2023,2023-10-24,General,2023-10-23,Target,Target,Debate Supplies,14.37,False,False,raw/202501_Financial-Disclosures-for-Matt-McKell-through-10-24-2023.pdf,88fc373d,v3,medium,utah_standard_form/vision,0
Matt McKell,Council,At-Large,2023,2023-10-24,General,2023-08-23,Veracity Enterprises,Veracity Enterprises,Mailers,5823.15,False,False,raw/202501_Financial-Disclosures-for-Matt-McKell-through-10-24-2023.pdf,88fc373d,v4,medium,utah_standard_form/vision,0
Matt McKell,Council,At-Large,2023,2023-10-24,General,2023-06-23,Veracity Enterprises,Veracity Enterprises,Management Services,1000.00,False,False,raw/202501_Financial-Disclosures-for-Matt-McKell-through-10-24-2023.pdf,88fc373d,v5,medium,utah_standard_form/vision,0
Matt McKell,Council,At-Large,2023,2023-10-24,General,2023-07-20,Veracity Enterprises,Veracity Enterprises,Management Services,1000.00,False,False,raw/202501_Financial-Disclosures-for-Matt-McKell-through-10-24-2023.pdf,88fc373d,v6,medium,utah_standard_form/vision,0
Matt McKell,Council,At-Large,2023,2023-10-24,General,2023-08-23,Veracity Enterprises,Veracity Enterprises,Management Services,1000.00,False,False,raw/202501_Financial-Disclosures-for-Matt-McKell-through-10-24-2023.pdf,88fc373d,v7,medium,utah_standard_form/vision,0
Matt McKell,Council,At-Large,2023,2023-10-24,General,2023-09-21,Veracity Enterprises,Veracity Enterprises,Management Services,1000.00,False,False,raw/202501_Financial-Disclosures-for-Matt-McKell-through-10-24-2023.pdf,88fc373d,v8,medium,utah_standard_form/vision,0
Matt McKell,Council,At-Large,2023,2023-10-24,General,2023-07-11,Harbor Freight Tools,Harbor Freight Tools,Office Supplies,70.33,False,False,raw/202501_Financial-Disclosures-for-Matt-McKell-through-10-24-2023.pdf,88fc373d,v9,medium,utah_standard_form/vision,0
Matt McKell,Council,At-Large,2023,2023-10-24,General,2023-08-21,Harbor Freight Tools,Harbor Freight Tools,Office Supplies,11.77,False,False,raw/202501_Financial-Disclosures-for-Matt-McKell-through-10-24-2023.pdf,88fc373d,v10,medium,utah_standard_form/vision,0
Matt McKell,Council,At-Large,2023,2023-10-24,General,2023-06-15,Matt McKell,Matt McKell,Parade,316.50,False,False,raw/202501_Financial-Disclosures-for-Matt-McKell-through-10-24-2023.pdf,88fc373d,v11,medium,utah_standard_form/vision,0
Matt McKell,Council,At-Large,2023,2023-10-24,General,2023-06-15,Matt McKell,Matt McKell,Shirts & Signs,616.69,False,False,raw/202501_Financial-Disclosures-for-Matt-McKell-through-10-24-2023.pdf,88fc373d,v12,medium,utah_standard_form/vision,0
Matt McKell,Council,At-Large,2023,2023-10-24,General,2023-07-27,Speak by Design,Speak by Design,Shirts & Signs,6384.06,False,False,raw/202501_Financial-Disclosures-for-Matt-McKell-through-10-24-2023.pdf,88fc373d,v13,medium,utah_standard_form/vision,0
Matt McKell,Council,At-Large,2023,2023-10-24,General,2023-08-02,,,Shirts & Signs - Stakes donated by Vern Cotterell,300.00,False,False,raw/202501_Financial-Disclosures-for-Matt-McKell-through-10-24-2023.pdf,88fc373d,v14,medium,utah_standard_form/vision,0
Matt McKell,Council,At-Large,2023,2023-10-24,General,2023-10-19,Home Depot,Home Depot,Shirts & Signs,117.76,False,False,raw/202501_Financial-Disclosures-for-Matt-McKell-through-10-24-2023.pdf,88fc373d,v15,medium,utah_standard_form/vision,0
Matt McKell,Council,At-Large,2023,2023-10-24,General,2023-10-19,Harbor Freight Tools,Harbor Freight Tools,Shirts & Signs,11.31,False,False,raw/202501_Financial-Disclosures-for-Matt-McKell-through-10-24-2023.pdf,88fc373d,v16,medium,utah_standard_form/vision,0
Matt McKell,Council,At-Large,2023,2023-10-24,General,2023-10-24,Speak by Design,Speak by Design,Shirts & Signs,3761.24,False,False,raw/202501_Financial-Disclosures-for-Matt-McKell-through-10-24-2023.pdf,88fc373d,v17,medium,utah_standard_form/vision,0
Matt McKell,Council,At-Large,2023,2023-10-24,General,2023-06-15,Matt McKell,Matt McKell,State Licenses/Fees,22.00,False,False,raw/202501_Financial-Disclosures-for-Matt-McKell-through-10-24-2023.pdf,88fc373d,v18,medium,utah_standard_form/vision,0
Matt McKell,Council,At-Large,2023,2023-10-24,General,2023-08-23,Veracity Enterprises,Veracity Enterprises,Texting Videos,300.00,False,False,raw/202501_Financial-Disclosures-for-Matt-McKell-through-10-24-2023.pdf,88fc373d,v19,medium,utah_standard_form/vision,0
Matt McKell,Council,At-Large,2023,2023-10-24,General,2023-06-29,,,Video Production & Photos - Stand for Orem Video,250.00,False,False,raw/202501_Financial-Disclosures-for-Matt-McKell-through-10-24-2023.pdf,88fc373d,v20,medium,utah_standard_form/vision,0
Matt McKell,Council,At-Large,2023,2023-10-24,General,2023-07-06,,,Video Production & Photos - City of Orem Video,250.00,False,False,raw/202501_Financial-Disclosures-for-Matt-McKell-through-10-24-2023.pdf,88fc373d,v21,medium,utah_standard_form/vision,0
Matt McKell,Council,At-Large,2023,2023-10-24,General,2023-08-23,Veracity Enterprises,Veracity Enterprises,Video Production & Photos,2500.00,False,False,raw/202501_Financial-Disclosures-for-Matt-McKell-through-10-24-2023.pdf,88fc373d,v22,medium,utah_standard_form/vision,0
Matt McKell,Council,At-Large,2023,2023-10-24,General,2023-06-15,Matt McKell,Matt McKell,Website/Domains,30.34,False,False,raw/202501_Financial-Disclosures-for-Matt-McKell-through-10-24-2023.pdf,88fc373d,v23,medium,utah_standard_form/vision,0
Matt McKell,Council,At-Large,2023,2023-10-24,General,2023-08-23,Veracity Enterprises,Veracity Enterprises,Website/Domains,600.00,False,False,raw/202501_Financial-Disclosures-for-Matt-McKell-through-10-24-2023.pdf,88fc373d,v24,medium,utah_standard_form/vision,0
Matt McKell,Council,At-Large,2023,2023-11-13,Final,2023-07-27,,,Bank Service Charges,35.15,False,False,raw/202501_Matt-McKell-Campaign-Financial-Disclosure-11-13-2023.pdf,66d2ff5b,v1,low,utah_standard_form/vision,1
Matt McKell,Council,At-Large,2023,2023-11-13,Final,2023-06-15,Matt McKell,Matt McKell,City Fees,75.00,False,False,raw/202501_Matt-McKell-Campaign-Financial-Disclosure-11-13-2023.pdf,66d2ff5b,v2,low,utah_standard_form/vision,1
Matt McKell,Council,At-Large,2023,2023-11-13,Final,2023-10-23,Target,Target,Debate Supplies,14.37,False,False,raw/202501_Matt-McKell-Campaign-Financial-Disclosure-11-13-2023.pdf,66d2ff5b,v3,low,utah_standard_form/vision,1
Matt McKell,Council,At-Large,2023,2023-11-13,Final,2023-10-26,Matt McKell,Matt McKell,Debate Supplies,94.10,False,False,raw/202501_Matt-McKell-Campaign-Financial-Disclosure-11-13-2023.pdf,66d2ff5b,v4,low,utah_standard_form/vision,1
Matt McKell,Council,At-Large,2023,2023-11-13,Final,2023-08-23,Veracity Enterprises,Veracity Enterprises,Mailers,5823.15,False,False,raw/202501_Matt-McKell-Campaign-Financial-Disclosure-11-13-2023.pdf,66d2ff5b,v5,low,utah_standard_form/vision,1
Matt McKell,Council,At-Large,2023,2023-11-13,Final,2023-11-02,Hallie McKell,Hallie McKell,Mailers,125.00,False,False,raw/202501_Matt-McKell-Campaign-Financial-Disclosure-11-13-2023.pdf,66d2ff5b,v6,low,utah_standard_form/vision,1
Matt McKell,Council,At-Large,2023,2023-11-13,Final,2023-11-02,James McKell,James McKell,Mailers,375.00,False,False,raw/202501_Matt-McKell-Campaign-Financial-Disclosure-11-13-2023.pdf,66d2ff5b,v7,low,utah_standard_form/vision,1
Matt McKell,Council,At-Large,2023,2023-11-13,Final,2023-06-23,Veracity Enterprises,Veracity Enterprises,Management Services,1000.00,False,False,raw/202501_Matt-McKell-Campaign-Financial-Disclosure-11-13-2023.pdf,66d2ff5b,v8,low,utah_standard_form/vision,1
Matt McKell,Council,At-Large,2023,2023-11-13,Final,2023-07-20,Veracity Enterprises,Veracity Enterprises,Management Services,1000.00,False,False,raw/202501_Matt-McKell-Campaign-Financial-Disclosure-11-13-2023.pdf,66d2ff5b,v9,low,utah_standard_form/vision,1
Matt McKell,Council,At-Large,2023,2023-11-13,Final,2023-08-23,Veracity Enterprises,Veracity Enterprises,Management Services,1000.00,False,False,raw/202501_Matt-McKell-Campaign-Financial-Disclosure-11-13-2023.pdf,66d2ff5b,v10,low,utah_standard_form/vision,1
Matt McKell,Council,At-Large,2023,2023-11-13,Final,2023-09-21,Veracity Enterprises,Veracity Enterprises,Management Services,1000.00,False,False,raw/202501_Matt-McKell-Campaign-Financial-Disclosure-11-13-2023.pdf,66d2ff5b,v11,low,utah_standard_form/vision,1
Matt McKell,Council,At-Large,2023,2023-11-13,Final,2023-07-11,Harbor Freight Tools,Harbor Freight Tools,Office Supplies,70.33,False,False,raw/202501_Matt-McKell-Campaign-Financial-Disclosure-11-13-2023.pdf,66d2ff5b,v12,low,utah_standard_form/vision,1
Matt McKell,Council,At-Large,2023,2023-11-13,Final,2023-08-21,Harbor Freight Tools,Harbor Freight Tools,Office Supplies,11.77,False,False,raw/202501_Matt-McKell-Campaign-Financial-Disclosure-11-13-2023.pdf,66d2ff5b,v13,low,utah_standard_form/vision,1
Matt McKell,Council,At-Large,2023,2023-11-13,Final,2023-06-15,Matt McKell,Matt McKell,Parade,316.50,False,False,raw/202501_Matt-McKell-Campaign-Financial-Disclosure-11-13-2023.pdf,66d2ff5b,v14,low,utah_standard_form/vision,1
Matt McKell,Council,At-Large,2023,2023-11-13,Final,2023-10-30,Veracity Enterprises,Veracity Enterprises,Postage and Delivery,990.00,False,False,raw/202501_Matt-McKell-Campaign-Financial-Disclosure-11-13-2023.pdf,66d2ff5b,v15,low,utah_standard_form/vision,1
Matt McKell,Council,At-Large,2023,2023-11-13,Final,2023-11-02,RNDM Inc,Rndm Inc,Printing and Reproduction,300.00,False,False,raw/202501_Matt-McKell-Campaign-Financial-Disclosure-11-13-2023.pdf,66d2ff5b,v16,low,utah_standard_form/vision,1
Matt McKell,Council,At-Large,2023,2023-11-13,Final,2023-06-15,Matt McKell,Matt McKell,Shirts & Signs,616.69,False,False,raw/202501_Matt-McKell-Campaign-Financial-Disclosure-11-13-2023.pdf,66d2ff5b,v17,low,utah_standard_form/vision,1
Matt McKell,Council,At-Large,2023,2023-11-13,Final,2023-07-27,Speak by Design,Speak by Design,Shirts & Signs,6384.06,False,False,raw/202501_Matt-McKell-Campaign-Financial-Disclosure-11-13-2023.pdf,66d2ff5b,v18,low,utah_standard_form/vision,1
Matt McKell,Council,At-Large,2023,2023-11-13,Final,2023-10-19,Home Depot,Home Depot,Shirts & Signs,117.76,False,False,raw/202501_Matt-McKell-Campaign-Financial-Disclosure-11-13-2023.pdf,66d2ff5b,v19,low,utah_standard_form/vision,1
Matt McKell,Council,At-Large,2023,2023-11-13,Final,2023-10-19,Harbor Freight Tools,Harbor Freight Tools,Shirts & Signs,11.31,False,False,raw/202501_Matt-McKell-Campaign-Financial-Disclosure-11-13-2023.pdf,66d2ff5b,v20,low,utah_standard_form/vision,1
Matt McKell,Council,At-Large,2023,2023-11-13,Final,2023-10-24,Speak by Design,Speak by Design,Shirts & Signs,3761.24,False,False,raw/202501_Matt-McKell-Campaign-Financial-Disclosure-11-13-2023.pdf,66d2ff5b,v21,low,utah_standard_form/vision,1
Matt McKell,Council,At-Large,2023,2023-11-13,Final,2023-06-15,Matt McKell,Matt McKell,State Licenses/Fees,22.00,False,False,raw/202501_Matt-McKell-Campaign-Financial-Disclosure-11-13-2023.pdf,66d2ff5b,v22,low,utah_standard_form/vision,1
Matt McKell,Council,At-Large,2023,2023-11-13,Final,2023-08-23,Veracity Enterprises,Veracity Enterprises,Texting Videos,300.00,False,False,raw/202501_Matt-McKell-Campaign-Financial-Disclosure-11-13-2023.pdf,66d2ff5b,v23,low,utah_standard_form/vision,1
