date,candidate,office,election_year,filing_type,reporting_period,title,source_url,retrieved_date,format,extraction_method,path,date_precision,sha256,source_page,matched_election_candidate,join_confidence
2023-01-10,Dave Young,Mayor,2021,summary,Annual 2023,"Dave Young — Orem City campaign financial statement (Annual report Annual 2023, 2021 cycle)",https://orem.gov/wp-content/uploads/2025/01/Mayor-Young-2023-Financial-Disclosure-2.pdf,2026-07-05,scanned,ocr:tesseract,raw/202501_Mayor-Young-2023-Financial-Disclosure-2.pdf,annual_deadline,51497170ad42f37ce955cea6e6eac7568bf0771963f7c054d9e3f73f3e4dc45f,orem.gov unlinked (Wayback CDX),DAVID A. YOUNG,medium
2023-01-10,David M. Spencer,Council At-Large,2021,summary,Annual 2023,"David M. Spencer — Orem City campaign financial statement (Annual report Annual 2023, 2021 cycle)",https://orem.gov/wp-content/uploads/2025/01/Dave-Spencer-2023-disclosure.pdf,2026-07-05,scanned,ocr:tesseract,raw/202501_Dave-Spencer-2023-disclosure.pdf,annual_deadline,e65e8c004b4ffd801d73af88979a3770f7c2b0d28fc367355585410766abc35f,orem.gov unlinked (Wayback CDX),DAVID M. SPENCER,exact
2024-01-10,LaNae Millett,Council At-Large,2021,summary,Annual 2024,"LaNae Millett — Orem City campaign financial statement (Annual report Annual 2024, 2021 cycle)",https://orem.gov/wp-content/uploads/2025/01/LaNae-Millett.pdf,2026-07-05,scanned,ocr:tesseract,raw/202501_LaNae-Millett.pdf,annual_deadline,1ad8d37bf5a74424f2cc889c8c2bf92186e12b66b3609a08097f98b925a28de4,orem.gov/elections,LANAE MILLETT,exact
2023-01-10,Tom Macdonald,Council At-Large,2021,summary,Annual 2023,"Tom Macdonald — Orem City campaign financial statement (Annual report Annual 2023, 2021 cycle)",https://orem.gov/wp-content/uploads/2025/01/2023-Tom-Macdonald-disclosure.pdf,2026-07-05,scanned,ocr:tesseract,raw/202501_2023-Tom-Macdonald-disclosure.pdf,annual_deadline,cd5a5dd87f3f702d6da7f24395bb34bad2bf26910e7010f71a678a48bb11849d,orem.gov unlinked (Wayback CDX),TOM MACDONALD,exact
2025-01-10,Tom Macdonald,Council At-Large,2021,summary,Annual 2025,"Tom Macdonald — Orem City campaign financial statement (Annual report Annual 2025, 2021 cycle)",https://orem.gov/wp-content/uploads/2025/06/Macdonald-2025-financial.pdf,2026-07-05,scanned,ocr:tesseract,raw/202506_Macdonald-2025-financial.pdf,annual_deadline,7529e8d8ba305573efd347b084bb17d1541a9acf32e63a432919f5d1148e6814,orem.gov unlinked (Wayback CDX),TOM MACDONALD,exact
2023-08-29,Archie Williams,Council At-Large,2023,interim,Primary,"Archie Williams — Orem City campaign financial statement (Primary, 2023 cycle)",https://orem.gov/wp-content/uploads/2025/01/8.29.23-Archie-Williams.pdf,2026-07-05,text,pdftotext -layout,raw/202501_8.29.23-Archie-Williams.pdf,day,ea9722f2628de0dffb2815b251bb9bbbab0117633f5f686fb4a3498ad78e14fa,orem.gov/elections,ARCHIE A. WILLIAMS III,exact
2023-11-14,Archie Williams,Council At-Large,2023,summary,Final,"Archie Williams — Orem City campaign financial statement (Final, 2023 cycle)",https://orem.gov/wp-content/uploads/2025/01/Archie-2023-final-disclosure.pdf,2026-07-05,text,pdftotext -layout,raw/202501_Archie-2023-final-disclosure.pdf,cycle_stage,0308926d666279598ee02c1e947c7b9a17b1479ecf8dd84ed1d995fd36046b87,orem.gov/elections,ARCHIE A. WILLIAMS III,exact
2023-08-29,Chris Killpack,Council At-Large,2023,interim,Primary,"Chris Killpack — Orem City campaign financial statement (Primary, 2023 cycle)",https://orem.gov/wp-content/uploads/2025/03/8.29.23-Chris-Killpack-Orem-Council-Digitial-Expense-Report-signed.pdf,2026-07-05,text,pdftotext -layout,raw/202503_8.29.23-Chris-Killpack-Orem-Council-Digitial-Expense-Report-signed.pdf,day,d314ba55a5de1429d547f7fcbe74575cca48781820a7edfc501098e185b21740,orem.gov/elections,CHRIS KILLPACK,exact
2023-10-24,Chris Killpack,Council At-Large,2023,interim,General,"Chris Killpack — Orem City campaign financial statement (General, 2023 cycle)",https://orem.gov/wp-content/uploads/2025/03/10-24-2023-Chris-Killpack-Orem-Council-Digitial-Expense-Report-signed.pdf,2026-07-05,text,pdftotext -layout,raw/202503_10-24-2023-Chris-Killpack-Orem-Council-Digitial-Expense-Report-signed.pdf,day,eb79cd8c0a73f6e45aa2659499cacbe8748acfbb336b5e0cbd5242558867b131,orem.gov/elections,CHRIS KILLPACK,exact
2023-11-14,Chris Killpack,Council At-Large,2023,summary,Final,"Chris Killpack — Orem City campaign financial statement (Final, 2023 cycle)",https://orem.gov/wp-content/uploads/2025/01/11-14-23-Chris-K-Digital-Financial-Disclosure.pdf,2026-07-05,text,pdftotext -layout,raw/202501_11-14-23-Chris-K-Digital-Financial-Disclosure.pdf,day,75ee606067a5b93ae2fbab691ab02349cf3f83ebf71966766444f578daffe7a9,orem.gov/elections,CHRIS KILLPACK,exact
2023-12-21,Chris Killpack,Council At-Large,2023,summary,Post,"Chris Killpack — Orem City campaign financial statement (Post, 2023 cycle)",https://orem.gov/wp-content/uploads/2025/01/12-21-23-Chris-K-Digital-Financial-Disclosure-.pdf,2026-07-05,text,pdftotext -layout,raw/202501_12-21-23-Chris-K-Digital-Financial-Disclosure-.pdf,day,0abdb32dc20aaa26c625ca890b9b7e3771287f5bfc09351d0dbd09c8d354d277,orem.gov/elections,CHRIS KILLPACK,exact
2024-01-10,Chris Killpack,Council At-Large,2023,summary,Annual 2024,"Chris Killpack — Orem City campaign financial statement (Annual report Annual 2024, 2023 cycle)",https://orem.gov/wp-content/uploads/2025/01/Chris-Killpack.pdf,2026-07-05,scanned,ocr:tesseract,raw/202501_Chris-Killpack.pdf,annual_deadline,9c3d9b903e09bbf4007152bae55e361ad1c8e2d30be758643f95e81f6357d01b,orem.gov/elections,CHRIS KILLPACK,exact
2025-01-10,Chris Killpack,Council At-Large,2023,summary,Annual 2025,"Chris Killpack — Orem City campaign financial statement (Annual report Annual 2025, 2023 cycle)",https://orem.gov/wp-content/uploads/2025/06/Killpack-2025-financial.pdf,2026-07-05,scanned,ocr:tesseract,raw/202506_Killpack-2025-financial.pdf,annual_deadline,65afb345045f9b97dd5e7e177334645711ae962b85e9e42411bf85c079937b03,orem.gov/elections,CHRIS KILLPACK,exact
2026-01-10,Chris Killpack,Council At-Large,2023,summary,Annual 2026,"Chris Killpack — Orem City campaign financial statement (Annual report Annual 2026, 2023 cycle)",https://orem.gov/wp-content/uploads/2026/01/Killpack.pdf,2026-07-05,scanned,ocr:tesseract,raw/202601_Killpack.pdf,annual_deadline,fd50bccbb50c9a08c6fa4b9f93a912f9e136a5af42e783563ce77382e974e8b3,orem.gov/elections,CHRIS KILLPACK,exact
2023-08-29,Crystal Muhlestein,Council At-Large,2023,interim,Primary,"Crystal Muhlestein — Orem City campaign financial statement (Primary, 2023 cycle)",https://orem.gov/wp-content/uploads/2025/01/8.29.23-Crystal-Muhlstein.pdf,2026-07-05,scanned,ocr:tesseract,raw/202501_8.29.23-Crystal-Muhlstein.pdf,day,53fe3ecb55d6c08766f095c13743852d20157023835293372e8ed60eeeed6c1e,orem.gov/elections,CRYSTAL MUHLESTEIN,exact
2023-10-24,Crystal Muhlestein,Council At-Large,2023,interim,General,"Crystal Muhlestein — Orem City campaign financial statement (General, 2023 cycle)",https://orem.gov/wp-content/uploads/2025/01/Crystal-Disclosure.pdf,2026-07-05,scanned,ocr:tesseract,raw/202501_Crystal-Disclosure.pdf,cycle_stage,ba3b145e6ab663f60b143461050e5347908b3d0c424680b4165cc79bdb687fe2,orem.gov/elections,CRYSTAL MUHLESTEIN,exact
2023-11-14,Crystal Muhlestein,Council At-Large,2023,summary,Final,"Crystal Muhlestein — Orem City campaign financial statement (Final, 2023 cycle)",https://orem.gov/wp-content/uploads/2025/01/Amended-Muhlestein.pdf,2026-07-05,scanned,ocr:tesseract,raw/202501_Amended-Muhlestein.pdf,cycle_stage,b66472075a547b749093eeeaf44cc0ad7cf99e6f4ce96fa1606f8609a32a3e70,orem.gov/elections,CRYSTAL MUHLESTEIN,exact
2023-12-21,Crystal Muhlestein,Council At-Large,2023,summary,Post,"Crystal Muhlestein — Orem City campaign financial statement (Post, 2023 cycle)",https://orem.gov/wp-content/uploads/2025/01/Crystal-Muhlestein-Final-Campaign-Finance-Disclosure.pdf,2026-07-05,scanned,ocr:tesseract,raw/202501_Crystal-Muhlestein-Final-Campaign-Finance-Disclosure.pdf,cycle_stage,f8416d6a2f3ad6a562eb26f8bc7a613285d8cae5fd92f3488b0fcdad9a659d45,orem.gov/elections,CRYSTAL MUHLESTEIN,exact
2023-08-29,David Garber,Council At-Large,2023,interim,Primary,"David Garber — Orem City campaign financial statement (Primary, 2023 cycle)",https://orem.gov/wp-content/uploads/2025/01/8.29.23-David-Garber.pdf,2026-07-05,text,pdftotext -layout,raw/202501_8.29.23-David-Garber.pdf,day,7fa810def2674a87efda0c6e079a38b7271230261d217598608c340faf0465a5,orem.gov/elections,DAVID EDWARD GARBER,exact
2023-10-05,David Garber,Council At-Large,2023,summary,Final,"David Garber — Orem City campaign financial statement (Final, 2023 cycle)",https://orem.gov/wp-content/uploads/2025/01/Campaign-Finances-2023-10-05-David-Edward-Garber-for-Orem-City-Councilor.pdf,2026-07-05,text,pdftotext -layout,raw/202501_Campaign-Finances-2023-10-05-David-Edward-Garber-for-Orem-City-Councilor.pdf,day,50dfc6b9e21f4ac6f39981217e7ed75ec5fff242eb7b2c63e022561bb6b1e9e5,orem.gov/elections,DAVID EDWARD GARBER,exact
2023-08-29,Greg Duerden,Council At-Large,2023,interim,Primary,"Greg Duerden — Orem City campaign financial statement (Primary, 2023 cycle)",https://orem.gov/wp-content/uploads/2025/01/8.29.23-Greg-Duerden.pdf,2026-07-05,text,pdftotext -layout,raw/202501_8.29.23-Greg-Duerden.pdf,day,b83d3ed0b5fcda931db7266c6d32fa0e47d966525cdd8ac90c5f035a392d7a09,orem.gov/elections,GREG DUERDEN,exact
2023-10-05,Greg Duerden,Council At-Large,2023,summary,Final,"Greg Duerden — Orem City campaign financial statement (Final, 2023 cycle)",https://orem.gov/wp-content/uploads/2025/01/10.5.2023-Greg-Duerden-disclosure.pdf,2026-07-05,scanned,ocr:tesseract,raw/202501_10.5.2023-Greg-Duerden-disclosure.pdf,day,55d82ef851bc1952ff739f0a7ea5577fd8235d0720ffc5d6789d0dd7dd67c0c9,orem.gov/elections,GREG DUERDEN,exact
2023-08-29,Heather Fry,Council At-Large,2023,interim,Primary,"Heather Fry — Orem City campaign financial statement (Primary, 2023 cycle)",https://orem.gov/wp-content/uploads/2025/01/8.29.23-Heather-Fry.pdf,2026-07-05,scanned,ocr:tesseract,raw/202501_8.29.23-Heather-Fry.pdf,day,35a47498a1fc5158f26ee9c9b2d8aae8db29a96860cb699352f6996273a83e3b,orem.gov/elections,HEATHER M. FRY,exact
2023-11-14,Heather Fry,Council At-Large,2023,summary,Final,"Heather Fry — Orem City campaign financial statement (Final, 2023 cycle)",https://orem.gov/wp-content/uploads/2025/01/Heather-Fry-Final-disclosure.pdf,2026-07-05,scanned,ocr:tesseract,raw/202501_Heather-Fry-Final-disclosure.pdf,cycle_stage,f8e83f6eacfd7a28c7b5c9f8a83e55d7ea27910044a5b9cfaa5df1dd177a0c44,orem.gov/elections,HEATHER M. FRY,exact
2023-08-29,Jeff Lambson,Council At-Large,2023,interim,Primary,"Jeff Lambson — Orem City campaign financial statement (Primary, 2023 cycle)",https://orem.gov/wp-content/uploads/2025/01/8.29.23-Jeff-Lambson.pdf,2026-07-05,text,pdftotext -layout,raw/202501_8.29.23-Jeff-Lambson.pdf,day,1de1e06c6c479d9c4932d851dcb2ec027930eafd9f25e6a4643ea9ceee7f8fc7,orem.gov/elections,JEFFREY K. LAMBSON,medium
2023-10-24,Jeff Lambson,Council At-Large,2023,interim,General,"Jeff Lambson — Orem City campaign financial statement (General, 2023 cycle)",https://orem.gov/wp-content/uploads/2025/01/Jeff-Digital-Financial-Disclosure.xlsx.pdf,2026-07-05,text,pdftotext -layout,raw/202501_Jeff-Digital-Financial-Disclosure.xlsx.pdf,cycle_stage,52397d0fc11fa947fdd0dea1cbe272cd8fb85c1d25efa1c2407a65cefc59bed4,orem.gov/elections,JEFFREY K. LAMBSON,medium
2023-11-14,Jeff Lambson,Council At-Large,2023,summary,Final,"Jeff Lambson — Orem City campaign financial statement (Final, 2023 cycle)",https://orem.gov/wp-content/uploads/2025/01/Updated-Digitial-Expense-Report.xlsx.pdf,2026-07-05,text,pdftotext -layout,raw/202501_Updated-Digitial-Expense-Report.xlsx.pdf,cycle_stage,b68ae85add6a0f8b168f2e7234e548c984d398a72c6a21d4dc7ef3681487679e,orem.gov/elections,JEFFREY K. LAMBSON,medium
2023-12-21,Jeff Lambson,Council At-Large,2023,summary,Post,"Jeff Lambson — Orem City campaign financial statement (Post, 2023 cycle)",https://orem.gov/wp-content/uploads/2025/05/Jeff-Lambson-final-disclosure.pdf,2026-07-05,text,pdftotext -layout,raw/202505_Jeff-Lambson-final-disclosure.pdf,cycle_stage,48103546c58288cddf5203d923f752d51c83452e9105837809c6ab199a4270c0,orem.gov/elections,JEFFREY K. LAMBSON,medium
2024-01-10,Jeff Lambson,Council At-Large,2023,summary,Annual 2024,"Jeff Lambson — Orem City campaign financial statement (Annual report Annual 2024, 2023 cycle)",https://orem.gov/wp-content/uploads/2025/01/jeff-digital-expense-Copy.pdf,2026-07-05,text,pdftotext -layout,raw/202501_jeff-digital-expense-Copy.pdf,annual_deadline,06bb2ddbc69cd0aa71ad20d9c54ebb6d09247e6ea668a967848d3ccfaf8fb8fd,orem.gov/elections,JEFFREY K. LAMBSON,medium
2025-01-10,Jeff Lambson,Council At-Large,2023,summary,Annual 2025,"Jeff Lambson — Orem City campaign financial statement (Annual report Annual 2025, 2023 cycle)",https://orem.gov/wp-content/uploads/2025/06/Lambson-2025-financial.pdf,2026-07-05,scanned,ocr:tesseract,raw/202506_Lambson-2025-financial.pdf,annual_deadline,09c7b643ce5b6f1c5517dd87556848bd2c3f20be69700b053a1eaa768f2f3945,orem.gov/elections,JEFFREY K. LAMBSON,medium
2026-01-10,Jeff Lambson,Council At-Large,2023,summary,Annual 2026,"Jeff Lambson — Orem City campaign financial statement (Annual report Annual 2026, 2023 cycle)",https://orem.gov/wp-content/uploads/2026/01/Lambson.pdf,2026-07-05,scanned,ocr:tesseract,raw/202601_Lambson.pdf,annual_deadline,939fc04b360142e922be8cefed05fe187cd2167073ed5955aa53030a5d23a6b4,orem.gov/elections,JEFFREY K. LAMBSON,medium
2023-08-29,Jenn Gale,Council At-Large,2023,interim,Primary,"Jenn Gale — Orem City campaign financial statement (Primary, 2023 cycle)",https://orem.gov/wp-content/uploads/2025/05/8.29.23-Jenn-Gale.pdf,2026-07-05,text,pdftotext -layout,raw/202505_8.29.23-Jenn-Gale.pdf,day,0357d27b1e5de51fc4378a2e9d17540dbf236a4ec3dbda7cb45d2a21b70736bd,orem.gov/elections,JENN GALE,exact
2023-10-24,Jenn Gale,Council At-Large,2023,interim,General,"Jenn Gale — Orem City campaign financial statement (General, 2023 cycle)",https://orem.gov/wp-content/uploads/2025/01/Jenn-Gale-Financial-Disclosure-Oct-24-2023-Update.pdf,2026-07-05,text,pdftotext -layout,raw/202501_Jenn-Gale-Financial-Disclosure-Oct-24-2023-Update.pdf,day,74d4793a4cadbd23bca48b1f3113826c79a2a901b3c5903b41617f7eaf20a959,orem.gov/elections,JENN GALE,exact
2023-11-14,Jenn Gale,Council At-Large,2023,summary,Final,"Jenn Gale — Orem City campaign financial statement (Final, 2023 cycle)",https://orem.gov/wp-content/uploads/2025/01/Nov-14-2023-Financial-Disclosure-Jenn-Gale.pdf,2026-07-05,text,pdftotext -layout,raw/202501_Nov-14-2023-Financial-Disclosure-Jenn-Gale.pdf,day,cccbcdef8a540efab291e1957287c76650e2190a390fa24fd0d5949f227410a7,orem.gov/elections,JENN GALE,exact
2023-12-21,Jenn Gale,Council At-Large,2023,summary,Post,"Jenn Gale — Orem City campaign financial statement (Post, 2023 cycle)",https://orem.gov/wp-content/uploads/2025/01/Dec-21-2023-Finaicial-Disclosure-Jenn-Gale.xlsx-Sheet1.pdf,2026-07-05,text,pdftotext -layout,raw/202501_Dec-21-2023-Finaicial-Disclosure-Jenn-Gale.xlsx-Sheet1.pdf,day,9c09a1eb7aa683e97d5a7d97fa3929ffbc382fef5afe1cf4c7cf09013114a40a,orem.gov/elections,JENN GALE,exact
2024-01-10,Jenn Gale,Council At-Large,2023,summary,Annual 2024,"Jenn Gale — Orem City campaign financial statement (Annual report Annual 2024, 2023 cycle)",https://orem.gov/wp-content/uploads/2025/01/Jenn-Gale-scaled-1.jpeg,2026-07-05,scanned,ocr:tesseract,raw/202501_Jenn-Gale-scaled-1.jpeg,annual_deadline,f2f23e32d2c18927bf861f52afd5679f9233ca5cc181b819620e5df449989be3,orem.gov/elections,JENN GALE,exact
