application_id,app_key,body_id,name,rep_title
144,PlanningCommission|s|planning_commission/minutes/2020/2020-11-09/2020-11-12_planning-commission-meeting.md|3,2,,Commissioner Newman moved to conditionally approve a Design Review Permit as outlined in PC 20-056 with the conditions for approval as listed below. Commissioner Dickinson seconded the motion.
145,PlanningCommission|s|planning_commission/minutes/2020/2020-11-09/2020-11-12_planning-commission-meeting.md|4,2,,Commissioner Goodlander moved to conditionally approve a Design Review & Conditional Use Permit as outlined in PC 20-057 with the conditions for approval as listed below. Commissioner Ortiz seconded the motion.
146,PlanningCommission|s|planning_commission/minutes/2020/2020-12-07/2020-12-10_planning-commission-meeting.md|2,2,,Commissioner Ortiz moved to conditionally approve a Design Review Permit as outlined in PC 20-058 with the conditions of approval as listed below. Commissioner Newman seconded the motion.
147,PlanningCommission|s|planning_commission/minutes/2020/2020-12-07/2020-12-10_planning-commission-meeting.md|3,2,,Commissioner Newman moved to conditionally approve a Subdivision Permit as outlined in PC 20-059 with the conditions for approval as listed below. Commissioner Goodlander seconded the motion.
148,PlanningCommission|s|planning_commission/minutes/2020/2020-12-07/2020-12-10_planning-commission-meeting.md|5,2,,Commissioner Goodlander moved to conditionally approve a Design Review Permit as outlined in PC 20-062 with the conditions for approval as listed below. Commissioner Ortiz seconded the motion.
149,PlanningCommission|s|planning_commission/minutes/2021/2021-01-11/2021-01-14_planning-commission-meeting.md|2,2,,Commissioner Lucero moved to forward a recommendation for approval to the City Council for a zone change as outlined in PC 21-001 with the findings for approval as listed below. Commissioner Ortiz seconded the motion.
150,PlanningCommission|s|planning_commission/minutes/2021/2021-01-11/2021-01-14_planning-commission-meeting.md|3,2,,Commissioner Goodlander moved to forward a recommendation for approval to the City Council for an amendment to the Land Development Code as outlined in PC 21-003 with one definition for RV parks to not exceed ninety (90) day stays.
151,PlanningCommission|s|planning_commission/minutes/2021/2021-01-25/2021-01-28_planning-commission-meeting.md|2,2,,Commissioner Newman moved to conditionally approve a Design Review Permit as outlined in PC 21-002 with the findings for approval as listed below. Commissioner Lucero seconded the motion.
152,PlanningCommission|s|planning_commission/minutes/2021/2021-02-08/2021-02-11_planning-commission-meeting.md|1,2,,"Commissioner Nielson moved to conditionally approve a Subdivision Permit for PC 21-005 with the conditions of approval as listed below. Commissioner Croshaw seconded the motion. The Commission asked that the Mayor be notified and encouraged to consider the following concerns: 1. Fencing- (concerns raised about color, materials and uniformity) Possible Action: Property Purchase Agreement requiring certain color/type of fencing or default to Logan City LDC compliance 2. Home Design - (concerns raised about height, massing, grading, color and materials) Possible Action: Adoption of new CC&R’s/Pro"
153,PlanningCommission|s|planning_commission/minutes/2021/2021-02-22/2021-02-25_planning-commission-meeting.md|1,2,,Commissioner Goodlander moved to forward a recommendation for denial to the Municipal Council for a Zone Change as outlined in PC 21-006 with the findings for denial as listed below. Commissioner Nielson seconded the motion.
154,PlanningCommission|s|planning_commission/minutes/2021/2021-02-22/2021-02-25_planning-commission-meeting.md|2,2,,"Commissioner Lucero moved to conditionally approve a Design Review Permit for PC 21-007 with the amended conditions of approval as listed below, including the change from three (3) trellises to six (6) trellis in Condition 2. Commissioner Goodlander seconded the motion."
155,PlanningCommission|s|planning_commission/minutes/2021/2021-03-08/2021-03-11_planning-commission-meeting.md|1,2,,Commissioner Nielson moved to forward a recommendation for approval to the Municipal Council for a Zone Change as outlined in PC 21-010 with the findings for approval as listed below. Commissioner Lucero seconded the motion.
156,PlanningCommission|s|planning_commission/minutes/2021/2021-03-08/2021-03-11_planning-commission-meeting.md|2,2,,Commissioner Newman moved to conditionally approve a Subdivision and Design Review Permit as outlined in PC 21-011 with the findings for denial as listed below. Commissioner Ortiz seconded the motion.
157,PlanningCommission|s|planning_commission/minutes/2021/2021-03-08/2021-03-11_planning-commission-meeting.md|3,2,,Commissioner Newman moved to conditionally approve a Subdivision and Design Review Permit as outlined in PC 21-012 with the findings for approval as listed below. Commissioner Ortiz seconded the motion.
158,PlanningCommission|s|planning_commission/minutes/2021/2021-03-08/2021-03-11_planning-commission-meeting.md|4,2,,Commissioner Newman moved to conditionally approve a Subdivision Permit as Discussed and outlined in PC 21-009 with the findings for approval as amended and listed below. Commissioner Goodlander seconded the motion.
159,PlanningCommission|s|planning_commission/minutes/2021/2021-03-22/2021-03-25_planning-commission-meeting.md|2,2,,Commissioner Newman moved to conditionally approve a Conditional Use Permit as outlined in PC 21-014 with the findings for approval as listed below. Commissioner Lucero seconded the motion.
160,PlanningCommission|s|planning_commission/minutes/2021/2021-04-19/2021-04-22_planning-commission-meeting.md|1,2,,Commissioner Goodlander moved to conditionally approve a Design Review Permit as discussed and outlined in PC 21-015 with the findings for approval as listed below. Commissioner Ortiz seconded the motion.
161,PlanningCommission|s|planning_commission/minutes/2021/2021-04-19/2021-04-22_planning-commission-meeting.md|2,2,,Commissioner Croshaw moved to conditionally approve a Design Review and Subdivision Permit as discussed and outlined in PC 21-013 with the finding for approval as amended and listed below. Commissioner Goodlander seconded the motion.
162,PlanningCommission|s|planning_commission/minutes/2021/2021-04-19/2021-04-22_planning-commission-meeting.md|3,2,,Commissioner Lucero moved to forward a recommendation for approval to the Municipal Council for a zone change as outlined in PC 21-016 with the findings for approval as listed below. Commissioner Newman seconded the motion.
163,PlanningCommission|s|planning_commission/minutes/2021/2021-04-19/2021-04-22_planning-commission-meeting.md|4,2,,Commissioner Newman moved to conditionally approve a Design Review Permit as outlined in PC 21-017 with the findings for approval as listed below. Commissioner Croshaw seconded the motion.
164,PlanningCommission|s|planning_commission/minutes/2021/2021-04-19/2021-04-22_planning-commission-meeting.md|5,2,,Commissioner Goodlander moved to deny a Conditional Use Permit as outlined in PC 21-018 with the findings for denial as listed below. Commissioner Croshaw seconded the motion.
165,PlanningCommission|s|planning_commission/minutes/2021/2021-04-19/2021-04-22_planning-commission-meeting.md|6,2,,Commissioner Lucero moved to conditionally approve a Conditional Use Permit as outlined in PC 21-019 with the findings for approval as listed below. Commissioner Goodlander seconded the motion.
166,PlanningCommission|s|planning_commission/minutes/2021/2021-05-10/2021-05-13_planning-commission-meeting.md|1,2,,Commissioner Croshaw moved to conditionally approve a design review permit as outlined in PC 21-020 with the amended findings for approval as listed below. Commissioner Goodlander seconded the motion.
167,PlanningCommission|s|planning_commission/minutes/2021/2021-05-10/2021-05-13_planning-commission-meeting.md|2,2,,Commissioner Goodlander moved to conditionally approve a design review permit as outlined in PC 21-021 with the findings for approval as listed below. Commissioner Lucero seconded the motion.
168,PlanningCommission|s|planning_commission/minutes/2021/2021-05-10/2021-05-13_planning-commission-meeting.md|3,2,,Commissioner Lucero moved to conditionally approve a design review permit as outlined in PC 21-022 with the amended findings for approval as listed below. Commissioner Guth seconded the motion.
169,PlanningCommission|s|planning_commission/minutes/2021/2021-05-10/2021-05-13_planning-commission-meeting.md|4,2,,Commissioner Guth moved to conditionally approve a Conditional Use Permit as outlined in PC 21-026 with the findings for approval as listed below. Commissioner Croshaw seconded the motion.
170,PlanningCommission|s|planning_commission/minutes/2021/2021-05-24/2021-05-27_planning-commission-meeting.md|1,2,,Commissioner Goodlander moved to conditionally approve a design review & conditional use permit as outlined in PC 21-023 with the amended conditions and findings for approval as listed below. Commissioner Croshaw seconded the motion.
171,PlanningCommission|s|planning_commission/minutes/2021/2021-05-24/2021-05-27_planning-commission-meeting.md|2,2,,Commissioner Roylan moved to conditionally approve a design review and conditional use permit as outlined in PC 21-025 with the conditions and findings for approval as listed below. Commissioner Goodlander seconded the motion.
172,PlanningCommission|s|planning_commission/minutes/2021/2021-05-24/2021-05-27_planning-commission-meeting.md|3,2,,Commissioner Goodlander moved to forward a recommendation for approval to the City Council for a code amendment as outlined in PC 21-027 with the findings for approval as listed below. Commissioner Croshaw seconded the motion.
173,PlanningCommission|s|planning_commission/minutes/2021/2021-05-24/2021-05-27_planning-commission-meeting.md|4,2,,"Commissioner Goodlander moved to forward a recommendation for denial to the City Council on a zone change as outlined in PC 21-029 with the conditions and findings for denial as listed below. The design review project will be continued to the July 22, 2021 meeting pending the City Councils' decision on the rezone request. Commissioner Croshaw seconded the motion."
174,PlanningCommission|s|planning_commission/minutes/2021/2021-06-07/2021-06-10_planning-commission-meeting.md|1,2,,Commissioner Croshaw moved to conditionally approve a conditional use permit as outlined in PC 21-030 with the amended conditions and findings listed below. Commissioner Lewis seconded the motion.
175,PlanningCommission|s|planning_commission/minutes/2021/2021-06-07/2021-06-10_planning-commission-meeting.md|3,2,,Commissioner Heare moved to conditionally approve a Conditional Use Permit as outlined in PC 21-031 with the conditions and findings for approval as listed below. Commissioner Guth seconded the motion.
176,PlanningCommission|s|planning_commission/minutes/2021/2021-06-21/2021-06-24_planning-commission-meeting.md|2,2,,"Commissioner Guth moved to conditionally approve Conditional Use Permit as outlined in PC 21-033 with amended conditions and findings as listed below. Condition number 4, the pedestrian access will be moved to the southwest side of the building, and Condition number 3, the building frontage is approved at the proposed 49.4%. Commissioner Croshaw seconded the motion."
177,PlanningCommission|s|planning_commission/minutes/2021/2021-08-09/2021-08-12_planning-commission-meeting.md|1,2,,Commissioner Goodlander moved to forward a recommendation to the City Council of approval of an amended Zone Change from NR-6 to TC-2 as outlined in PC 21-038 with the
178,PlanningCommission|s|planning_commission/minutes/2021/2021-08-09/2021-08-12_planning-commission-meeting.md|2,2,,Commissioner Lucero moved to conditionally approve a design review permit as discussed and outlined in PC 21-039 with the findings for approval as amended and listed below. Commissioner Goodlander seconded the motion.
179,PlanningCommission|s|planning_commission/minutes/2021/2021-08-09/2021-08-12_planning-commission-meeting.md|3,2,,Commissioner Heare moved to conditionally approve a Conditional Use Permit as outlined in PC 21-0 with the findings for approval as listed below. Commissioner Guth seconded the motion.
180,PlanningCommission|s|planning_commission/minutes/2021/2021-08-09/2021-08-12_planning-commission-meeting.md|4,2,,Commissioner Goodlander moved to conditionally approve a design review permit as outlined in PC 21-045 with the findings for approval as listed below. Commissioner Croshaw seconded the motion.
181,PlanningCommission|s|planning_commission/minutes/2021/2021-08-09/2021-08-12_planning-commission-meeting.md|5,2,,"Commissioner Guth moved to conditionally approve a design review permit as outlined in PC 21-046 with amended conditions as listed below, #3 to provide 45% building frontage, #5 to provide 26% street-facing fenestration. Commissioner Goodlander seconded the motion."
182,PlanningCommission|s|planning_commission/minutes/2021/2021-08-09/2021-08-12_planning-commission-meeting.md|6,2,,Commissioner Lucero moved to conditionally approve a Subdivision permit as outlined in PC 21-047 with the findings for approval as listed below. Commissioner Heare seconded the motion.
183,PlanningCommission|s|planning_commission/minutes/2021/2021-08-09/2021-08-12_planning-commission-meeting.md|7,2,,Commissioner Croshaw moved to conditionally approve a subdivision permit for PC 21-049 with the findings and conditions of approval as listed below. Commissioner Guth seconded the motion.
184,PlanningCommission|s|planning_commission/minutes/2021/2021-09-06/2021-09-09_planning-commission-meeting.md|1,2,,Commissioner Lucero moved to conditionally approve a design review permit for PC 21- 053 with the amended conditions and findings for approval as listed below. Commissioner Heare seconded the motion.
185,PlanningCommission|s|planning_commission/minutes/2021/2021-09-06/2021-09-09_planning-commission-meeting.md|3,2,,Commissioner Guth moved to Conditionally approve a design review permit for PC 21- 052 with the findings for approval as listed below. Commissioner Heare seconded the motion.
186,PlanningCommission|s|planning_commission/minutes/2021/2021-09-20/2021-09-23_planning-commission-meeting.md|1,2,,Commissioner Lucero moved to conditionally approve a design review permit for PC 21-056 with the conditions and findings for approval as listed below. Commissioner Croshaw seconded the motion.
187,PlanningCommission|s|planning_commission/minutes/2021/2021-09-20/2021-09-23_planning-commission-meeting.md|3,2,,Commissioner Croshaw moved to Conditionally approve a design review permit for PC 21-060 with the conditions and findings for approval as listed below. Commissioner Heare seconded the motion.
188,PlanningCommission|s|planning_commission/minutes/2021/2021-10-11/2021-10-14_planning-commission-meeting.md|1,2,,Commissioner Heare moved to conditionally approve a design review and conditional use permit for PC 21-050 with the conditions and findings for approval as listed below. Commissioner Croshaw seconded the motion.
189,PlanningCommission|s|planning_commission/minutes/2021/2021-10-11/2021-10-14_planning-commission-meeting.md|2,2,,Commissioner Croshaw moved to conditionally approve a design review permit for PC 21-062 with the conditions and findings for approval as listed below. Commissioner Goodlander seconded the motion.
190,PlanningCommission|s|planning_commission/minutes/2021/2021-10-11/2021-10-14_planning-commission-meeting.md|3,2,,Commissioner Goodlander moved to conditionally approve a design review permit for PC 21-063 with the amended conditions and findings for approval as listed below. Commissioner Heare seconded the motion.
191,PlanningCommission|s|planning_commission/minutes/2021/2021-11-15/2021-11-18_planning-commission-meeting.md|1,2,,Commissioner Goodlander moved to conditionally approve a design review permit for PC 21-059 with the conditions and findings for approval as listed below. Commissioner Heare seconded the motion.
192,PlanningCommission|s|planning_commission/minutes/2021/2021-11-15/2021-11-18_planning-commission-meeting.md|2,2,,Commissioner Lucero moved to conditionally approve a design review permit for PC 21-064 with the amended conditions and findings for approval as listed below. Commissioner Heare seconded the motion.
193,PlanningCommission|s|planning_commission/minutes/2021/2021-11-15/2021-11-18_planning-commission-meeting.md|3,2,,Commissioner Heare moved to conditionally approve a design review permit for PC 21-065 with the conditions and findings for approval as listed below. Commissioner Croshaw seconded the motion.
194,PlanningCommission|s|planning_commission/minutes/2021/2021-11-15/2021-11-18_planning-commission-meeting.md|4,2,,Commissioner Lucero moved to forward a recommendation of denial to the Municipal Council on a zone change for PC 21-066 with the findings for denial as listed below. Commissioner Goodlander seconded the motion.
195,PlanningCommission|s|planning_commission/minutes/2021/2021-12-06/2021-12-09_planning-commission-meeting.md|3,2,,Commissioner Goodlander moved to conditionally approve a design review permit for PC 21-067 with the conditions and findings for approval as listed below. Commissioner Croshaw seconded the motion.
196,PlanningCommission|s|planning_commission/minutes/2021/2021-12-06/2021-12-09_planning-commission-meeting.md|4,2,,Commissioner Heare moved to conditionally approve a design review permit for PC 21- 070 with the amended conditions and findings for approval as listed below. Commissioner Goodlander seconded the motion.
197,PlanningCommission|s|planning_commission/minutes/2022/2022-01-10/2022-01-13_planning-commission-meeting.md|5,2,,Commissioner Heare moved to forward a recommendation of approval to the municipal council for a zone change on PC 22-003 with the presented findings for approval. Commissioner Croshaw seconded the motion.
198,PlanningCommission|s|planning_commission/minutes/2022/2022-01-10/2022-01-13_planning-commission-meeting.md|6,2,,Commissioner Guth moved to conditionally approve a design review & conditional use permit for PC 22-004 with the amended conditions of approval and findings for approval as listed below. Commissioner Croshaw seconded the motion.
199,PlanningCommission|s|planning_commission/minutes/2022/2022-01-24/2022-01-27_planning-commission-meeting.md|4,2,,Commissioner Lucero moved to conditionally approve a design review permit for PC 22- 005 with the amended conditions of approval and the findings for approval as listed below. Commissioner Croshaw seconded the motion.
200,PlanningCommission|s|planning_commission/minutes/2022/2022-01-24/2022-01-27_planning-commission-meeting.md|5,2,,Commissioner Guth moved to conditionally approve a design review permit for PC 22- 006 with the amended conditions of approval and findings for approval as listed below. Commissioner Lucero seconded the motion.
201,PlanningCommission|s|planning_commission/minutes/2022/2022-02-07/2022-02-10_planning-commission-meeting.md|3,2,,Commissioner Goodlander moved to forward a recommendation of denial to the Municipal Council on a zone change for PC 22-001. Commissioner Lucero seconded the motion
202,PlanningCommission|s|planning_commission/minutes/2022/2022-02-07/2022-02-10_planning-commission-meeting.md|4,2,,Commissioner Croshaw moved to conditionally approve a subdivision permit for PC 22- 010 with the amended conditions of approval and findings for approval as listed below. Commissioner Goodlander seconded the motion.
203,PlanningCommission|s|planning_commission/minutes/2022/2022-02-07/2022-02-10_planning-commission-meeting.md|5,2,,Commissioner Guth moved to conditionally approve a conditional use permit for PC 22- 011 with the conditions of approval and findings for approval as listed below. Commissioner Heare seconded the motion.
204,PlanningCommission|s|planning_commission/minutes/2022/2022-02-21/2022-02-24_planning-commission-meeting.md|1,2,,Commissioner Guth moved to conditionally approve a subdivision permit for PC 21-069 with the revised conditions of approval and findings for approval as listed below. Commissioner Lewis seconded the motion.
205,PlanningCommission|s|planning_commission/minutes/2022/2022-02-21/2022-02-24_planning-commission-meeting.md|2,2,,Commissioner Croshaw moved to conditionally approve a design review & conditional use permit for PC 22-012 with the amended conditions of approval and findings for approval as listed below. Commissioner Goodlander seconded the motion.
206,PlanningCommission|s|planning_commission/minutes/2022/2022-02-21/2022-02-24_planning-commission-meeting.md|3,2,,Commissioner Goodlander moved to conditionally approve a design review permit for PC 22-013 with the amended conditions of approval and findings for approval as listed below. Commissioner Guth seconded the motion.
207,PlanningCommission|s|planning_commission/minutes/2022/2022-02-21/2022-02-24_planning-commission-meeting.md|4,2,,Commissioner Goodlander moved to forward a recommendation of approval to the Municipal Council on PC 22-014 for a code amendment. Commissioner Guth seconded the motion
208,PlanningCommission|s|planning_commission/minutes/2022/2022-03-07/2022-03-10_planning-commission-meeting.md|1,2,,Commissioner Lewis moved to conditionally approve a Subdivision Permit for PC 22- 009 with the amended conditions of approval and findings for approval as listed below. Commissioner Peterson seconded the motion.
209,PlanningCommission|s|planning_commission/minutes/2022/2022-03-07/2022-03-10_planning-commission-meeting.md|2,2,,Commissioner Doutre moved to conditionally approve a Design Review & Conditional Use Permit for PC 22-015 with the amended conditions of approval and findings for approval as listed below. Commissioner Peterson seconded the motion.
210,PlanningCommission|s|planning_commission/minutes/2022/2022-03-21/2022-03-24_planning-commission-meeting.md|1,2,,Commissioner Heare moved to conditionally approve a Design Review Permit for PC 22-016 with the conditions of approval and findings for approval as listed below. Commissioner Lewis seconded the motion.
211,PlanningCommission|s|planning_commission/minutes/2022/2022-03-21/2022-03-24_planning-commission-meeting.md|2,2,,Commissioner Croshaw moved to conditionally approve a Design Review Permit for PC 22-017 with the amended conditions of approval and findings for approval as listed below. Commissioner Doutre seconded the motion.
212,PlanningCommission|s|planning_commission/minutes/2022/2022-03-21/2022-03-24_planning-commission-meeting.md|3,2,,Commissioner Heare moved to conditionally approve a Design Review Permit for PC 22-018 with the amended conditions of approval and findings for approval as listed below. Commissioner Guth seconded the motion.
213,PlanningCommission|s|planning_commission/minutes/2022/2022-04-11/2022-04-14_planning-commission-meeting.md|2,2,,Commissioner Heare moved to forward a recommendation of approval to the Municipal Council on a Zone Change for PC 22-020 with the findings for approval as listed below. Commissioner Peterson seconded the motion.
214,PlanningCommission|s|planning_commission/minutes/2022/2022-04-11/2022-04-14_planning-commission-meeting.md|3,2,,Commissioner Croshaw moved to conditionally approve a Design Review Permit for PC 22-021 with the conditions of approval and findings for approval as listed below. Commissioner Lewis seconded the motion.
215,PlanningCommission|s|planning_commission/minutes/2022/2022-04-25/2022-04-28_planning-commission-meeting.md|2,2,,Commissioner Guth moved to conditionally approve a Design Review and Subdivision Permit for PC 22-019 with the amended conditions of approval and findings for approval as listed below. Commissioner Lewis seconded the motion.
216,PlanningCommission|s|planning_commission/minutes/2022/2022-05-09/2022-05-12_planning-commission-meeting.md|1,2,,Commissioner Peterson moved to conditionally approve a Design Review and Conditional Use Permit for PC 22-025 with the amended conditions of approval and findings for approval as listed below. Commissioner Heare seconded the motion.
217,PlanningCommission|s|planning_commission/minutes/2022/2022-05-23/2022-05-26_planning-commission-meeting.md|1,2,,Commissioner Peterson moved to forward a recommendation of approval on the draft 2022 Annexation Policy Plan to the Municipal Council for PC 22-024 with the recommended findings for approval as listed below. Commissioner Croshaw seconded the motion.
218,PlanningCommission|s|planning_commission/minutes/2022/2022-05-23/2022-05-26_planning-commission-meeting.md|2,2,,Commissioner Heare moved to forward a recommendation of approval on a Code Amendment for PC 22-023 with the findings for approval as listed below. Commissioner Guth seconded the motion.
219,PlanningCommission|s|planning_commission/minutes/2022/2022-06-06/2022-06-09_planning-commission-meeting.md|1,2,,Commissioner Heare moved to conditionally approve a Conditional Use Permit for PC 22-028 with the conditions of approval and findings for approval as listed below. Commissioner Croshaw seconded the motion.
220,PlanningCommission|s|planning_commission/minutes/2022/2022-06-06/2022-06-09_planning-commission-meeting.md|2,2,,Commissioner Heare moved to conditionally approve a Conditional Use Permit for PC 22-029 with the amended conditions of approval and findings for approval as listed below. Commissioner Lewis seconded the motion.
221,PlanningCommission|s|planning_commission/minutes/2022/2022-06-06/2022-06-09_planning-commission-meeting.md|3,2,,Commissioner Peterson moved to conditionally approve a Conditional Use Permit for PC 22-030 with the conditions of approval and findings for approval as listed below. Commissioner Lewis seconded the motion.
222,PlanningCommission|s|planning_commission/minutes/2022/2022-06-20/2022-06-23_planning-commission-meeting.md|1,2,,Commissioner Heare moved to conditionally approve a Conditional Use Permit for PC 22-032 with the conditions of approval and findings for approval as listed below. Commissioner Peterson seconded the motion.
223,PlanningCommission|s|planning_commission/minutes/2022/2022-06-20/2022-06-23_planning-commission-meeting.md|2,2,,Commissioner Croshaw moved to conditionally approve a Conditional Use Permit for PC 22-035 with the conditions of approval and findings for approval as listed below. Commissioner Doutre seconded the motion.
224,PlanningCommission|pc 22 036 to the municipal council on a zone change for pc 22 036 with the findings for approval as listed below,2,PC 22-036 to the Municipal Council on a Zone Change for PC 22-036 with the findings for approval as listed below,Commissioner Heare moved to forward a recommendation of approval for PC 22-036 to the Municipal Council on a Zone Change for PC 22-036 with the findings for approval as listed below. Commissioner Croshaw seconded the motion.
225,PlanningCommission|s|planning_commission/minutes/2022/2022-07-11/2022-07-14_planning-commission-meeting.md|1,2,,Commissioner Guth moved to conditionally approve a Conditional Use Permit for PC 22-033 with the conditions of approval and findings for approval as listed below. Commissioner Doutre seconded the motion.
226,PlanningCommission|s|planning_commission/minutes/2022/2022-07-11/2022-07-14_planning-commission-meeting.md|2,2,,Commissioner Heare moved to conditionally approve a subdivision permit for PC 22- 038 with the amended conditions of approval as listed below. Commissioner Croshaw seconded the motion.
227,PlanningCommission|s|planning_commission/minutes/2022/2022-07-11/2022-07-14_planning-commission-meeting.md|3,2,,"Commissioner Heare moved to continue PC 22-038 to the July 28, 2022 meeting to have more clarity added to the proposed code amendment. Commissioner Guth seconded the motion."
228,PlanningCommission|s|planning_commission/minutes/2022/2022-07-25/2022-07-28_planning-commission-meeting.md|1,2,,Commissioner Guth moved to conditionally approve a Design Review Permit for PC 22- 040 with the conditions of approval and findings for approval as listed below. Commissioner Doutre seconded the motion.
229,PlanningCommission|s|planning_commission/minutes/2022/2022-07-25/2022-07-28_planning-commission-meeting.md|2,2,,Commissioner Croshaw moved to conditionally approve a Design Review Permit for PC 22-041 with the amended conditions of approval and findings for approval as listed below. Commissioner Guth seconded the motion.
230,PlanningCommission|s|planning_commission/minutes/2022/2022-07-25/2022-07-28_planning-commission-meeting.md|3,2,,Commissioner Peterson moved to conditionally approve a Conditional Use Permit for PC 22-042 with the conditions of approval and findings for approval as listed below. Commissioner Croshaw seconded the motion.
231,PlanningCommission|s|planning_commission/minutes/2022/2022-07-25/2022-07-28_planning-commission-meeting.md|4,2,,Commissioner Guth moved to conditionally approve a Subdivision Permit for PC 22-043 with the conditions of approval and findings for approval as listed below. Commissioner Peterson seconded the motion.
232,PlanningCommission|s|planning_commission/minutes/2022/2022-07-25/2022-07-28_planning-commission-meeting.md|5,2,,Commissioner Doutre moved to conditionally approve a Design Review Permit for PC 22-044 with the amended conditions of approval and findings for approval as listed below. Commissioner Croshaw seconded the motion.
233,PlanningCommission|s|planning_commission/minutes/2022/2022-08-08/2022-08-11_planning-commission-meeting.md|1,2,,"Commissioner Doutre moved to conditionally approve a Design Review Permit for PC 22-046 with the amended conditions of approval, removing condition number 4 and condition number 11 and findings for approval as listed below. Commissioner Croshaw seconded the motion."
234,PlanningCommission|s|planning_commission/minutes/2022/2022-08-08/2022-08-11_planning-commission-meeting.md|2,2,,"Commissioner Guth moved to Continue PC 22-038 to the August 25, 2022 meeting to review updates to the proposed code amendment as discussed. Commissioner Doutre seconded the motion."
235,PlanningCommission|s|planning_commission/minutes/2022/2022-08-22/2022-08-25_planning-commission-meeting.md|1,2,,Commissioner Heare moved to conditionally approve a Design Review Permit for PC 22-039 with the conditions of approval and findings for approval as listed below. Commissioner Guth seconded the motion.
236,PlanningCommission|s|planning_commission/minutes/2022/2022-08-22/2022-08-25_planning-commission-meeting.md|2,2,,Commissioner Guth moved to conditionally approve a Conditional Use Permit for PC 22-048 with the conditions of approval and findings for approval as listed below. Commissioner Doutre seconded the motion.
237,PlanningCommission|s|planning_commission/minutes/2022/2022-08-22/2022-08-25_planning-commission-meeting.md|4,2,,"Commissioner Doutre moved to forward a recommendation of approval to the Municipal Council with the amendments discussed above on PC 22-038 Land Development Code Amendment- Mixed Use, Chapters 17.100 & 17.34. Commissioner Croshaw seconded the motion."
238,PlanningCommission|s|planning_commission/minutes/2022/2022-09-05/2022-09-08_planning-commission-meeting.md|1,2,,Commissioner Doutre moved to conditionally approve a Conditional Use Permit for PC 22-051 with the conditions of approval and findings for approval as listed below. Commissioner Heare seconded the motion.
239,PlanningCommission|s|planning_commission/minutes/2022/2022-09-19/2022-09-22_planning-commission-meeting.md|3,2,,Commissioner Guth moved to conditionally approve a Design Review Permit for PC 22- 049 with the amended conditions of approval and findings for approval as listed below. Commissioner Croshaw seconded the motion.
240,PlanningCommission|s|planning_commission/minutes/2022/2022-10-10/2022-10-13_planning-commission-meeting.md|1,2,,Commissioner Heare moved to conditionally approve a Conditional Use Permit for PC 22-055 with the amended conditions of approval and findings for approval as listed below. Commissioner Peterson seconded the motion.
241,PlanningCommission|s|planning_commission/minutes/2022/2022-10-24/2022-10-27_planning-commission-meeting.md|2,2,,"MOTION – Design Review: Commissioner Guth moved to Continue PC 22-058 for the Design Review Permit to the January 12, 2023 meeting pending the Municipal Council’s decision on the zone change. Commissioner Doutre seconded the motion."
242,PlanningCommission|s|planning_commission/minutes/2022/2022-10-24/2022-10-27_planning-commission-meeting.md|3,2,,"Commissioner Croshaw moved to forward a Recommendation_of_Approval to the Municipal council on a Zone Change for PC 22-064 with the recommended findings for approval as listed below, and to Conditionally Approve a Design Review and Conditional Use Permit with the"
243,PlanningCommission|s|planning_commission/minutes/2022/2022-10-24/2022-10-27_planning-commission-meeting.md|5,2,,Commissioner Peterson moved to forward a Recommendation of Approval to the Municipal Council for the annexation of PC 22-062 with the recommended findings for approval as listed below. Commissioner Doutre seconded the motion.
244,PlanningCommission|s|planning_commission/minutes/2022/2022-12-12/2022-12-15_planning-commission-meeting.md|2,2,,Commissioner Peterson moved to Conditionally Approve PC 22-064 for a Design Review Permit with the conditions of approval and findings for approval as listed below. Commissioner Croshaw seconded the motion.
245,PlanningCommission|s|planning_commission/minutes/2022/2022-12-12/2022-12-15_planning-commission-meeting.md|3,2,,Commissioner Heare moved to Conditionally Approve PC 22-065 for a Conditional Use Permit with the conditions of approval and findings for approval as listed below. Commissioner Doutre seconded the motion.
246,PlanningCommission|s|planning_commission/minutes/2022/2022-12-12/2022-12-15_planning-commission-meeting.md|4,2,,Commissioner Guth moved to Conditionally Approve PC 22-066 for a Subdivision Permit with the amended conditions as discussed and the findings for approval as listed below. Commissioner Peterson seconded the motion.
247,PlanningCommission|s|planning_commission/minutes/2022/2022-12-12/2022-12-15_planning-commission-meeting.md|5,2,,Commissioner Doutre moved to Conditionally Approve PC 22-067 for a Design Review Permit with the conditions of approval and findings for approval as listed below. Commissioner Crowshaw seconded the motion.
248,PlanningCommission|s|planning_commission/minutes/2022/2022-12-12/2022-12-15_planning-commission-meeting.md|6,2,,Commissioner Doutre moved to Conditionally Approve PC 22-069 for a Conditional Use Permit with the conditions of approval and findings for approval as listed below. Commissioner Croshaw seconded the motion.
249,PlanningCommission|s|planning_commission/minutes/2023/2023-01-09/2023-01-12_planning-commission-meeting.md|1,2,,Commissioner Peterson moved to Conditionally Approve a Conditional Use Permit for PC 23-001 with the amended conditions of approval and finding for approval as listed below. Commissioner Guth seconded the motion.
