application_id,app_key,body_id,name,rep_title
250,PlanningCommission|s|planning_commission/minutes/2023/2023-01-09/2023-01-12_planning-commission-meeting.md|2,2,,Commissioner Doutre moved to Conditionally Approve a Conditional Use Permit for PC 23-002 with the amended conditions of approval and findings for approval as listed below. Commissioner Guth seconded the motion.
251,PlanningCommission|s|planning_commission/minutes/2023/2023-01-09/2023-01-12_planning-commission-meeting.md|3,2,,Commissioner Peterson moved to Forward a Recommendation of Denial to the Municipal Council on a zone change for PC 23-003 with the findings for denial listed below. Commissioner Croshaw seconded the motion.
252,PlanningCommission|s|planning_commission/minutes/2023/2023-01-09/2023-01-12_planning-commission-meeting.md|4,2,,Commissioner Guth moved to Conditionally Approve a Design Review & Conditional Use Permit for PC 23-004 with the amended conditions of approval as discussed and findings for approval as listed below. Commissioner Peterson seconded the motion.
253,PlanningCommission|s|planning_commission/minutes/2023/2023-01-09/2023-01-12_planning-commission-meeting.md|5,2,,Commissioner Doutre moved to Conditionally Approve a Design Review & Subdivision Permit for PC 23-005 with the amended conditions as reviewed previously and findings for approval as listed below. Commissioner Croshaw seconded the motion.
254,PlanningCommission|s|planning_commission/minutes/2023/2023-01-23/2023-01-26_planning-commission-meeting.md|1,2,,Commissioner Lewis moved to Deny a Design Review Permit for PC 22-053 with the
255,PlanningCommission|s|planning_commission/minutes/2023/2023-01-23/2023-01-26_planning-commission-meeting.md|2,2,,"Commissioner Lucero moved to Continue a Subdivision Permit for PC 23-056 to the February 9"" meeting. Commissioner Peterson seconded the motion."
256,PlanningCommission|s|planning_commission/minutes/2023/2023-01-23/2023-01-26_planning-commission-meeting.md|3,2,,Commissioner Lucero moved to Conditionally Approve a Design Review Permit for PC 23-011 with the amended conditions of approval and findings for approval as listed below. Commissioner Guth seconded the motion.
257,PlanningCommission|s|planning_commission/minutes/2023/2023-01-23/2023-01-26_planning-commission-meeting.md|4,2,,Commissioner Peterson moved to Conditionally Approve a Subdivision Permit for PC 23-012 with the conditions of approval and findings for approval as listed below. Commissioner Guth seconded the motion.
258,PlanningCommission|s|planning_commission/minutes/2023/2023-02-06/2023-02-09_planning-commission-meeting.md|1,2,,Commissioner Doutre moved to Conditionally Approve a Subdivision Permit for PC 22- 053 with the amended conditions of approval. Commissioner Peterson seconded the motion. The
259,PlanningCommission|s|planning_commission/minutes/2023/2023-02-06/2023-02-09_planning-commission-meeting.md|3,2,,Commissioner Guth moved to forward a recommendation of approval to the Municipal Council on a Code Amendment for PC 23-007. Commissioner Croshaw seconded the motion.
260,PlanningCommission|s|planning_commission/minutes/2023/2023-02-06/2023-02-09_planning-commission-meeting.md|4,2,,"Commissioner Lucero made a motion to forward a recommendation of approval to the Municipal Council on a Code Amendment for PC 23-008, with the changes as discussed. Commissioner Guth seconded the motion."
261,PlanningCommission|s|planning_commission/minutes/2023/2023-02-20/2023-02-23_planning-commission-meeting.md|3,2,,Commissioner Doutre moved to forward a recommendation of approval to the Municipal Council for a code amendment on PC 23-010 with the finding for approval as listed below. Commissioner Croshaw seconded the motion.
262,PlanningCommission|s|planning_commission/minutes/2023/2023-03-06/2023-03-09_planning-commission-meeting.md|2,2,,Commissioner Peterson moved to forward a recommendation of approval to the Municipal Council on a zone change for PC 23-015 with the finding for approval as listed below. Commissioner Guth seconded the motion.
263,PlanningCommission|s|planning_commission/minutes/2023/2023-03-06/2023-03-09_planning-commission-meeting.md|3,2,,Commissioner Guth moved to Conditionally Approve a design review permit for PC 23-
264,PlanningCommission|s|planning_commission/minutes/2023/2023-03-06/2023-03-09_planning-commission-meeting.md|4,2,,Commissioner Croshaw moved to Conditionally Approve a design review permit for PC 23-016 with the amended conditions of approval as discussed and the findings for approval as listed below. Commissioner Guth seconded the motion.
265,PlanningCommission|s|planning_commission/minutes/2023/2023-03-06/2023-03-09_planning-commission-meeting.md|5,2,,Commissioner Croshaw moved to forward _a recommendation of approval to the Municipal Council on a code amendment for PC 23-006 with a change in the maximum accessory building height from 25 feet to 20 feet and according to the findings for approval as listed below. Commissioner Guth seconded the motion.
266,PlanningCommission|s|planning_commission/minutes/2023/2023-03-20/2023-03-23_planning-commission-meeting.md|1,2,,Commissioner Doutre moved to forward a recommendation of denial to the Municipal Council on a Zone Change for PC 23-063 with the recommended findings for denial listed below. Commissioner Peterson seconded the motion.
267,PlanningCommission|s|planning_commission/minutes/2023/2023-03-20/2023-03-23_planning-commission-meeting.md|3,2,,"continue a subdivision permit for PC 21-063 to the May 11, 2023 meeting"
268,PlanningCommission|s|planning_commission/minutes/2023/2023-04-10/2023-04-13_planning-commission-meeting.md|1,2,,Commissioner Lucero moved to conditionally approve a conditional use permit for PC
269,PlanningCommission|s|planning_commission/minutes/2023/2023-04-10/2023-04-13_planning-commission-meeting.md|2,2,,Commissioner Doutre moved to conditionally approve a subdivision permit for PC 23- 020 Westfield Lofts with the conditions of approval and findings for approval listed below. Commissioner Croshaw seconded the motion.
270,PlanningCommission|s|planning_commission/minutes/2023/2023-04-10/2023-04-13_planning-commission-meeting.md|3,2,,Commissioner Croshaw moved to conditionally approve a subdivision permit for PC 23-
271,PlanningCommission|s|planning_commission/minutes/2023/2023-04-10/2023-04-13_planning-commission-meeting.md|4,2,,Commissioner Lucero moved to conditionally approve a subdivision permit for PC 23- 022 West Meadows with the amended conditions of approval and findings for approval listed below. Commissioner Doutre seconded the motion.
272,PlanningCommission|logan city transportation master plan,2,Logan City Transportation Master Plan,Commissioner Doutre moved to forward a recommendation of approval on the Logan City Transportation Master Plan (PC 23-023) to the Municipal Council with the added language discussed above. Commissioner Peterson seconded the motion.
273,PlanningCommission|s|planning_commission/minutes/2023/2023-04-24/2023-04-27_planning-commission-meeting.md|3,2,,Commissioner Peterson moved to conditionally approve a conditional use permit for PC 23-025. Commissioner Lewis seconded the motion.
274,PlanningCommission|s|planning_commission/minutes/2023/2023-05-08/2023-05-11_planning-commission-meeting.md|3,2,,"Commissioner Lucero moved to Conditionally approve a design review permit for PC 23-027, Old Mann Lofts with the conditions of approval and findings for approval as listed below. Commissioner Doutre seconded the motion."
275,PlanningCommission|s|planning_commission/minutes/2023/2023-05-22/2023-05-25_planning-commission-meeting.md|2,2,,"Commissioner Lucero moved to Conditionally Approve a Subdivision and Design Review Permit for PC 23-018, Sugar Creek with the conditions of approval and findings for approval as listed below. Commissioner Doutre seconded the motion."
276,PlanningCommission|spring view estates subdivision,2,Spring View Estates Subdivision,"Commissioner Doutre moved to Conditionally Approve a Subdivision Permit for PC 23- 029, Spring View Estates Subdivision with the amended conditions of approval as stated above and"
277,PlanningCommission|s|planning_commission/minutes/2023/2023-05-22/2023-05-25_planning-commission-meeting.md|4,2,,"Commissioner Lucero moved to forward _a Recommendation of Approval to the Municipal Council on a rezone of PC 23-030 Little Wonders West Building Two from Mixed Residential Low (MR-12) to Community Commercial (CC), and to Conditionally Approve a"
278,PlanningCommission|s|planning_commission/minutes/2023/2023-05-22/2023-05-25_planning-commission-meeting.md|5,2,,Commissioner Peterson moved to forward _a Recommendation of Denial to the Municipal Council on a Zone Change for PC 23-031 with the findings for denial listed below. Commissioner Croshaw seconded the motion.
279,PlanningCommission|s|planning_commission/minutes/2023/2023-05-22/2023-05-25_planning-commission-meeting.md|6,2,,"Commissioner Croshaw moved to forward a Recommendation of Approval to the Municipal Council on a Code Amendment for PC 23-032, LDC Amendment 17.11 (District &"
280,PlanningCommission|s|planning_commission/minutes/2023/2023-06-05/2023-06-08_planning-commission-meeting.md|1,2,,Commissioner Lucero moved to Conditionally Approve a Conditional Use Permit for PC 23-036 Lundstrom Landing Short Term Rental with the conditions of approval and finding for approval as listed below. Commissioner Peterson seconded the motion.
281,PlanningCommission|s|planning_commission/minutes/2023/2023-06-05/2023-06-08_planning-commission-meeting.md|2,2,,Commissioner Lucero made a motion to Conditionally Approve a Design Review and Conditional Use Permit for PC_ 23-033 Old Ephraim Apartments 3 with the proposed amendment to the existing CUP for Campus Academy (PC 22-069) to reduce the occupancy to 30 and the parking to 17 stalls for a total parking requirement of 102 for the entire site as stated in the conditions of approval and findings for approval as listed below. Commissioner Doutre seconded the motion.
282,PlanningCommission|s|planning_commission/minutes/2023/2023-06-05/2023-06-08_planning-commission-meeting.md|3,2,,Commissioner Doutre moved to Conditionally Approve a Design Review Permit for PC 23-034 Spring Hollow Apartments with the conditions of approval and findings for approval as listed below. Commissioner Guth seconded the motion.
283,PlanningCommission|s|planning_commission/minutes/2023/2023-06-19/2023-06-22_planning-commission-meeting.md|2,2,,Commissioner Peterson made a motion to Conditionally Approve a Design Review Permit for PC_23-038 Krisp Salads and Wraps with the conditions of approval and findings for approval as listed below. Commissioner Lewis seconded the motion.
284,PlanningCommission|s|planning_commission/minutes/2023/2023-06-19/2023-06-22_planning-commission-meeting.md|3,2,,Commissioner Doutre moved to Conditionally Approve a Design Review Permit for PC 23-040 Logan Station with the amended conditions of approval and the findings for approval as listed below. Commissioner Peterson seconded the motion.
285,PlanningCommission|s|planning_commission/minutes/2023/2023-06-19/2023-06-22_planning-commission-meeting.md|4,2,,Commissioner Doutre moved to forward a Recommendation of Approval to the Municipal Council on a Code Amendment for PC 23-042 Planned Development Overlay Zone with
286,PlanningCommission|s|planning_commission/minutes/2023/2023-07-10/2023-07-13_planning-commission-meeting.md|1,2,,Commissioner Lucero made a motion to Forward a Recommendation of Approval for a Code Amendment and Zone Change for PC 23-047 Cache Valley Marketplace with the finding for approval as listed below. Commissioner Peterson seconded the motion.
287,PlanningCommission|s|planning_commission/minutes/2023/2023-07-10/2023-07-13_planning-commission-meeting.md|2,2,,Commissioner Peterson moved to Forward a Recommendation of Approval on a Zone Change for PC 23-044 Palatial Living Storage Facility with the findings for approval as listed below. Commissioner Guth seconded the motion.
288,PlanningCommission|s|planning_commission/minutes/2023/2023-07-24/2023-07-27_planning-commission-meeting.md|1,2,,Commissioner Lucero made a motion to Conditionally Approve a Conditional Use Permit for PC 23-049 Finlinson STR with the amended conditions of approval as mentioned above and the
289,PlanningCommission|s|planning_commission/minutes/2023/2023-07-24/2023-07-27_planning-commission-meeting.md|2,2,,Commissioner Doutre made a motion to Conditionally Approve a Design Review Permit for PC 23-050 Central Milling Office Building with the amended conditions as discussed above and
290,PlanningCommission|s|planning_commission/minutes/2023/2023-07-24/2023-07-27_planning-commission-meeting.md|3,2,,Commissioner Doutre made a motion to Conditionally Approve a Design Review Permit for PC 23-051 Ballard Townhomes with the amended conditions as discussed and the findings for approval as listed below. Commissioner Guth seconded the motion.
291,PlanningCommission|s|planning_commission/minutes/2023/2023-07-24/2023-07-27_planning-commission-meeting.md|4,2,,"Commissioner Lucero made a motion to Forward a Recommendation of Approval to the Municipal Council on a Zone Change for PC 23-041, Logan Crossroads with the findings for approval as listed below. Commissioner Doutre seconded the motion."
292,PlanningCommission|s|planning_commission/minutes/2023/2023-07-24/2023-07-27_planning-commission-meeting.md|5,2,,"Commissioner Guth made a motion to Forward a Recommendation of Approval to the Municipal Council on a Zone Change for PC 23-043, Latitude 41 with the findings for approval as listed below. Commissioner Croshaw seconded the motion."
293,PlanningCommission|s|planning_commission/minutes/2023/2023-07-24/2023-07-27_planning-commission-meeting.md|6,2,,Commissioner Guth made a motion to Conditionally Approve a Design Review Permit for PC 23-045 Logan Entrada with the conditions of approval and findings for approval as listed below. Commissioner Lucero seconded the motion.
294,PlanningCommission|s|planning_commission/minutes/2023/2023-08-07/2023-08-10_planning-commission-meeting.md|2,2,,"Commissioner Lucero made a motion to Continue the Moderate Income Housing/Affordable Housing Provisions Code Amendment, PC 23-048 to the September 14, 2023 meeting. Commissioner Peterson seconded the motion."
295,PlanningCommission|s|planning_commission/minutes/2023/2023-09-11/2023-09-14_planning-commission-meeting.md|2,2,,Commissioner Peterson made a motion to Conditionally Approve a Design Review
296,PlanningCommission|s|planning_commission/minutes/2023/2023-09-11/2023-09-14_planning-commission-meeting.md|3,2,,Commissioner Lucero made a motion to Forward a Recommendation of Approval to the Municipal Council for a Code Amendment on PC 23-048 LDC Amendment Moderate Income Housing/Affordable Housing With the findings for approval listed below. Commissioner Guth seconded the motion.
297,PlanningCommission|s|planning_commission/minutes/2023/2023-09-25/2023-09-28_planning-commission-meeting.md|1,2,,Commissioner Lucero made a motion to Conditionally Approve a Subdivision and Design Review Permit for PC 23-058 L59-12 Plex & Thornley Professional Office Building with the conditions of approval and findings for approval as listed below. Commissioner Peterson seconded the motion.
298,PlanningCommission|s|planning_commission/minutes/2023/2023-09-25/2023-09-28_planning-commission-meeting.md|2,2,,Commissioner Doutre made a motion to Forward a Recommendation of Denial to the Municipal Council for a Zone Change on PC 23-059 Willow Ski Lakes With the findings for denial listed below. Commissioner Lucero seconded the motion.
299,PlanningCommission|s|planning_commission/minutes/2023/2023-10-09/2023-10-12_planning-commission-meeting.md|2,2,,Commissioner Guth made a motion to Conditionally Approve a Design Review Permit for PC 23-061 K & B Apartments with the amended conditions of approval and findings for approval as listed below. Commissioner Lucero seconded the motion.
300,PlanningCommission|s|planning_commission/minutes/2023/2023-10-09/2023-10-12_planning-commission-meeting.md|3,2,,Commissioner Peterson made a motion to Conditionally Approve a Design Review Permit for PC 23-063 Thunder Mountain with the conditions of approval and findings for approval as listed below. Commissioner Guth seconded the motion.
301,PlanningCommission|s|planning_commission/minutes/2023/2023-10-09/2023-10-12_planning-commission-meeting.md|4,2,,Commissioner Lucero made a motion to Conditionally Approve a Design Review Permit for PC 23-064 Mosher Building with the amended conditions of approval and findings for approval as listed below. Commissioner Guth seconded the motion.
302,PlanningCommission|s|planning_commission/minutes/2023/2023-11-06/2023-11-09_planning-commission-meeting.md|1,2,,Commissioner Lucero made a motion to Conditionally Approve a Conditional Use Permit for PC 23-066 with the amended conditions of approval as stated above and findings for approval as listed below. Commissioner Peterson seconded the motion.
303,PlanningCommission|s|planning_commission/minutes/2023/2023-11-06/2023-11-09_planning-commission-meeting.md|2,2,,Commissioner Doutre made a motion to Conditionally Approve a Conditional Use Permit for PC 23-069 with the conditions of approval and findings for approval as listed below. Commissioner Guth seconded the motion.
304,PlanningCommission|s|planning_commission/minutes/2023/2023-11-06/2023-11-09_planning-commission-meeting.md|3,2,,Commissioner Peterson made a motion to forward a recommendation of denial to the Municipal Council on a zone change for PC 23-056 with the findings for denial as listed below. Commissioner Croshaw seconded the motion
305,PlanningCommission|s|planning_commission/minutes/2023/2023-11-06/2023-11-09_planning-commission-meeting.md|4,2,,Commissioner Croshaw made a motion to Conditionally Approve a Design Review Permit for PC_23-065 with the conditions of approval and findings for approval as listed below. Commissioner Guth seconded the motion.
306,PlanningCommission|s|planning_commission/minutes/2023/2023-11-06/2023-11-09_planning-commission-meeting.md|5,2,,Commissioner Lucero made a motion to Conditionally Approve a Design Review Permit
307,PlanningCommission|s|planning_commission/minutes/2023/2023-11-06/2023-11-09_planning-commission-meeting.md|6,2,,Commissioner Lucero made a motion to forward a recommendation of approval to the Municipal Council on a zone change for PC 23-068 Bear River Mental Health Receiving Center Commissioner Doutre seconded the motion with the findings for approval as listed below.
308,PlanningCommission|s|planning_commission/minutes/2023/2023-12-11/2023-12-14_planning-commission-meeting.md|1,2,,Commissioner Peterson made a motion to Conditionally Approve a Conditional Use
309,PlanningCommission|s|planning_commission/minutes/2023/2023-12-11/2023-12-14_planning-commission-meeting.md|2,2,,Commissioner Guth made a motion to conditionally approve a Conditional Use Permit for PC 23-072 with the conditions of approval and findings for approval as listed below. Commissioner Lucero seconded the motion.
310,PlanningCommission|s|planning_commission/minutes/2023/2023-12-11/2023-12-14_planning-commission-meeting.md|3,2,,Commissioner Lucero made a motion to conditionally approve a Conditional Use Permit
311,PlanningCommission|s|planning_commission/minutes/2023/2023-12-11/2023-12-14_planning-commission-meeting.md|4,2,,Commissioner Doutre made a motion to conditionally approve a Subdivision Permit for PC 23-070 with the conditions of approval and findings for approval as listed below. Commissioner Croshaw seconded the motion.
312,PlanningCommission|s|planning_commission/minutes/2023/2023-12-11/2023-12-14_planning-commission-meeting.md|5,2,,Commissioner Peterson made a motion to forward a recommendation of approval to the Municipal Council on a zone change for PC 23-074 with the findings for approval as listed below. Commissioner Guth seconded the motion.
313,PlanningCommission|s|planning_commission/minutes/2023/2023-12-11/2023-12-14_planning-commission-meeting.md|6,2,,"Commissioner Doutre made a motion to conditionally approve a Design Review Permit for PC 23-075 with the amended conditions of approval, removing condition number three, and"
314,PlanningCommission|s|planning_commission/minutes/2023/2023-12-11/2023-12-14_planning-commission-meeting.md|7,2,,Commissioner Peterson made a motion to conditionally approve a design review permit
315,PlanningCommission|s|planning_commission/minutes/2023/2023-12-11/2023-12-14_planning-commission-meeting.md|8,2,,(Zone Change) Commissioner Peterson made a motion to forward a recommendation
316,PlanningCommission|s|planning_commission/minutes/2023/2023-12-11/2023-12-14_planning-commission-meeting.md|9,2,,"(Design Review & Conditional Use) Commissioner Doutre made a motion to Continue the Design Review and Conditional Use Permit for PC 23-077 to the February 8"" meeting, pending the outcome of the rezone. Commissioner Lucero seconded the motion."
317,PlanningCommission|s|planning_commission/minutes/2024/2024-01-08/2024-01-11_planning-commission-meeting.md|1,2,,Commissioner Doutre made a motion to conditionally approve a Design Review Permit for PC 23-078 with the amended conditions of approval (adding pedestrian connectivity to number 7) and findings for approval as listed below. Commissioner Croshaw seconded the motion.
318,PlanningCommission|s|planning_commission/minutes/2024/2024-01-08/2024-01-11_planning-commission-meeting.md|2,2,,Commissioner Lucero made a motion to continue the Conditional Use Permit for PC 24- 001 to the January 25th meeting to see a more stealthy design and possible alternate locations as discussed. Commissioner Guth seconded the motion.
319,PlanningCommission|s|planning_commission/minutes/2024/2024-01-08/2024-01-11_planning-commission-meeting.md|3,2,,Commissioner Lucero made a motion to conditionally approve a Design Review Permit
320,PlanningCommission|robinson ranch subdivision,2,Robinson Ranch Subdivision,"approve the minutes from the December 14, 2023 meeting as submitted and to continue Robinson Ranch Subdivision, PC 24-003 to the January 25"" meeting"
321,PlanningCommission|s|planning_commission/minutes/2024/2024-01-22/2024-01-25_planning-commission-meeting.md|1,2,,Commissioner Lucero made a motion to forward a recommendation of approval to the Municipal Council with the changes discussed on code amendment PC 24-005 with the findings for approval as listed below. Commissioner Lewis seconded the motion.
322,PlanningCommission|s|planning_commission/minutes/2024/2024-02-05/2024-02-08_planning-commission-meeting.md|1,2,,Commissioner Heare made a motion to forward a recommendation of approval to the Municipal Council on a zone change and conditionally approve a conditional use permit for PC 24- 006 with the conditions of approval and the findings for approval as listed below. Commissioner Peterson seconded the motion.
323,PlanningCommission|s|planning_commission/minutes/2024/2024-02-05/2024-02-08_planning-commission-meeting.md|2,2,,Commissioner Peterson made a motion to Continue a Conditional Use Permit for PC 24- 001 to the February 22nd meeting to see the proposed tower at the alternate location disused. Commissioner Heare seconded the motion.
324,PlanningCommission|s|planning_commission/minutes/2024/2024-02-19/2024-02-22_planning-commission-meeting.md|2,2,,Commissioner Heare made a motion to conditionally approve a conditional use permit for PC 24-001 with the conditions of approval and findings for approval as listed below. Commissioner Croshaw seconded the motion.
325,PlanningCommission|s|planning_commission/minutes/2024/2024-02-19/2024-02-22_planning-commission-meeting.md|3,2,,Commissioner Doutre made a motion to forward a recommendation of approval to the Municipal Council on a Code Amendment for PC 24-008 with the findings for approval listed below. Commissioner Peterson seconded the motion.
326,PlanningCommission|s|planning_commission/minutes/2024/2024-03-11/2024-03-14_planning-commission-meeting.md|2,2,,"Commissioner Guth made a motion to conditionally approve a Subdivision Permit for PC 24-003 with the amended conditions of approval, removing condition number eight and the"
327,PlanningCommission|s|planning_commission/minutes/2024/2024-03-11/2024-03-14_planning-commission-meeting.md|3,2,,Commissioner Lucero made a motion to conditionally approve a Design Review Permit for PC 24-012 with amended conditions as discussed and the findings for approval listed below. Commissioner Heare seconded the motion.
328,PlanningCommission|s|planning_commission/minutes/2024/2024-03-25/2024-03-28_planning-commission-meeting.md|1,2,,Commissioner Heare made a motion to conditionally approve a Design Review Permit for PC_ 24-013 with the conditions of approval and the findings for approval as listed below. Commissioner Lucero seconded the motion.
329,PlanningCommission|s|planning_commission/minutes/2024/2024-03-25/2024-03-28_planning-commission-meeting.md|2,2,,Commissioner Lucero made a motion to conditionally approve a Design Review Permit for PC 24-014 with the amended conditions of approval allowing a 15% parking reduction and the
330,PlanningCommission|s|planning_commission/minutes/2024/2024-03-25/2024-03-28_planning-commission-meeting.md|3,2,,Commissioner Heare made a motion to conditionally approve a Design Review & Conditional Use Permit for PC 24-015 with the conditions of approval and the findings for approval listed below. Commissioner Croshaw seconded the motion.
331,PlanningCommission|s|planning_commission/minutes/2024/2024-04-08/2024-04-11_planning-commission-meeting.md|1,2,,Commissioner Peterson made a motion to conditionally approve a Design Review Permit for PC 24-017 with the amended conditions as discussed and the findings for approval as listed below. Commissioner Lucero seconded the motion.
332,PlanningCommission|s|planning_commission/minutes/2024/2024-05-06/2024-05-09_planning-commission-meeting.md|2,2,,Commissioner Guth made a motion to conditionally approve a Design Review Permit for PC 24-020 with the amended conditions of approval as discussed above and the findings for approval as listed below. Commissioner Peterson seconded the motion.
333,PlanningCommission|s|planning_commission/minutes/2024/2024-05-20/2024-05-23_planning-commission-meeting.md|2,2,,Commissioner Peterson made a motion to deny a conditional use permit for PC 24-021 with the findings for denial as listed below. Commissioner Croshaw seconded the motion.
334,PlanningCommission|s|planning_commission/minutes/2024/2024-08-19/2024-08-22_planning-commission-meeting.md|1,2,,Commissioner Heare made a motion to conditionally approve a design review permit for PC 24-031 Miller’s Travel Center Remodel & Addition with the findings for approval and conditions of approval listed below. Commissioner Lucero seconded the motion.
335,PlanningCommission|s|planning_commission/minutes/2024/2024-08-19/2024-08-22_planning-commission-meeting.md|2,2,,Commissioner Lucero made a motion to forward a recommendation of approval to the Municipal Council on a zone change for PC 24-032 with the findings for approval as listed below. Commissioner McNamara seconded the motion.
336,PlanningCommission|s|planning_commission/minutes/2024/2024-08-19/2024-08-22_planning-commission-meeting.md|3,2,,Commissioner Peterson made a motion to forward a recommendation of approval to the Municipal Council on the zone change for PC _ 24-033 with the findings for approval as listed below. Commissioner McNamara seconded the motion.
337,PlanningCommission|s|planning_commission/minutes/2024/2024-08-19/2024-08-22_planning-commission-meeting.md|4,2,,"Based on the changes discussed, Commissioner Lucero made a motion to forward a recommendation of approval to the Municipal Council on a code amendment for PC 24-028 with the findings for approval as listed below. Commissioner Peterson seconded the motion."
338,PlanningCommission|s|planning_commission/minutes/2024/2024-09-09/2024-09-12_planning-commission-meeting.md|1,2,,Commissioner Heare made a motion to conditionally approve a design review permit for PC 24-034 Old Station Remodel & Addition with the amended conditions of approval and findings for approval as listed below. Commissioner Lewis seconded the motion.
339,PlanningCommission|s|planning_commission/minutes/2024/2024-09-09/2024-09-12_planning-commission-meeting.md|2,2,,Commissioner Lucero made a motion to conditionally approve a design review and conditional use permit for PC 24-035 BRMH Receiving Center with the amended conditions of approval and findings for approval as listed below. Commissioner Heare seconded the motion.
340,PlanningCommission|s|planning_commission/minutes/2024/2024-09-09/2024-09-12_planning-commission-meeting.md|3,2,,"Commissioner Heare made a motion to conditionally approve a design review permit for PC 24-036 Logan Gateway Bldg #4 with the amended conditions of approval allowing a 47-foot setback from the river, and findings for approval as listed below. Commissioner McNamara seconded the motion."
341,PlanningCommission|pc 24 038 west meadows subdivision,2,PC 24-038 West Meadows Subdivision,Commissioner Heare made a motion to conditionally approve a subdivision permit for PC 24-038 West Meadows Subdivision Resubmittal with the conditions of approval and findings for approval as listed below. Commissioner McNamara seconded the motion.
342,PlanningCommission|s|planning_commission/minutes/2024/2024-10-07/2024-10-10_planning-commission-meeting.md|3,2,,Commissioner Guth made a motion to conditionally approve a design review permit for PC 24-039 Light & Power Substation 7 Addition with the amended conditions of approval and
343,PlanningCommission|s|planning_commission/minutes/2024/2024-10-07/2024-10-10_planning-commission-meeting.md|4,2,,Commissioner Heare made a motion to forward a recommendation of approval to the Municipal Council on a code amendment to amend the definition of Behavioral and Mental Health
344,PlanningCommission|s|planning_commission/minutes/2024/2024-10-21/2024-10-24_planning-commission-meeting.md|1,2,,Commissioner Lewis made a motion to conditionally approve a Conditional Use Permit for PC 24-043 Rooftop Investments STR — CUP Amendment with the amended condition that the existing CUP at 148 West 300 South will be abandoned and moved to the new structure at 154 West 300 South. Commissioner Peterson seconded the motion.
345,PlanningCommission|pc 24 041 willets rezone,2,PC 24-041 Willets Rezone,Commissioner Peterson made a motion to forward a recommendation of denial to the Municipal Council on a zone change for PC 24-041 Willets Rezone with the findings for denial as listed below. Commissioner McNamara seconded the motion.
346,PlanningCommission|s|planning_commission/minutes/2024/2024-10-21/2024-10-24_planning-commission-meeting.md|3,2,,Commissioner Lewis made a motion to conditionally approve a Design Review and Conditional Use Permit for PC 24-042 Logan Seminary Building with the conditions of approval (removing condition number 4 regarding parking) and findings for approval as listed below. Commissioner Peterson seconded the motion.
347,PlanningCommission|west airport properties annexation,2,West Airport Properties Annexation,"Commissioner Lucero made a motion to forward a recommendation of approval to the Municipal Council on the annexation for PC 24-044 10"" West Airport Properties Annexation with the recommended findings for approval as listed below. Commissioner Heare seconded the motion."
348,PlanningCommission|s|planning_commission/minutes/2025/2025-01-06/2025-01-09_planning-commission-meeting.md|1,2,,Commissioner Lucero made a motion to conditionally approve a Design Review & Subdivision Permit for PC 24-045 Latitude 41 with the amended conditions of approval and findings for approval as listed below. Commissioner McNamara seconded the motion.
349,PlanningCommission|s|planning_commission/minutes/2025/2025-01-20/2025-01-23_planning-commission-meeting.md|3,2,,Commissioner Doutre made a motion to conditionally approve a Conditional Use Permit for PC_25-004 The Bark Spot with the conditions of approval and findings for approval as listed below. Commissioner McNamara seconded the motion.
350,PlanningCommission|s|planning_commission/minutes/2025/2025-01-20/2025-01-23_planning-commission-meeting.md|4,2,,Commissioner Doutre made a motion to conditionally approve a Conditional Use Permit for PC 25-006 D’Arcy Echols & Co. INC with the conditions of approval and findings for approval as listed below. Commissioner Heare seconded the motion.
351,PlanningCommission|s|planning_commission/minutes/2025/2025-02-10/2025-02-13_planning-commission-meeting.md|1,2,,Commissioner Heare made a motion to conditionally approve a Conditional Use Permit for PC 25-007 10 MG Water Tank with the conditions of approval and findings for approval as listed below. Commissioner McNamara seconded the motion.
352,PlanningCommission|s|planning_commission/minutes/2025/2025-02-24/2025-02-27_planning-commission-meeting.md|2,2,,Commissioner Guth made a motion to conditionally approve a Design Review Permit for PC 25-001 DworQ Office Building with the conditions of approval and findings for approval as listed below. Commissioner McNamara seconded the motion.
353,PlanningCommission|s|planning_commission/minutes/2025/2025-02-24/2025-02-27_planning-commission-meeting.md|3,2,,"Commissioner Heare made a motion to conditionally approve a Subdivision Permit for PC 25-012 Hoggan Estates Subdivision, contingent on a future code amendment that may adjust the wetland setback and the conditions of approval and findings for approval as listed below. Commissioner McNamara seconded the motion. The motion was approved unanimously."
354,PlanningCommission|s|planning_commission/minutes/2025/2025-03-10/2025-03-13_planning-commission-meeting.md|2,2,,Commissioner Heare made a motion to conditionally approve a Conditional Use Permit for PC 25-015 King STR with the conditions of approval and findings for approval as listed below. Commissioner McNamara seconded the motion. The motion was approved unanimously.
355,PlanningCommission|s|planning_commission/minutes/2025/2025-03-10/2025-03-13_planning-commission-meeting.md|3,2,,"Commissioner Doutre made a motion to forward a recommendation of approval to the Municipal Council on a Code Amendment for PC 25-017 LDC Amendment, Chapters 17.21 & 17.33"
356,PlanningCommission|s|planning_commission/minutes/2025/2025-03-24/2025-03-27_planning-commission-meeting.md|2,2,,Commissioner Heare made a motion to forward a recommendation of approval to the Municipal Council on a Zone Change for PC 25-025 West Pointe Down Zone with the findings for approval as listed below. Commissioner Guth seconded the motion. The motion was approved
