dataset,source,motion_no,date,body,motion_type_native,motion_type_std,land_use_type,action_class,outcome,tally_aye,tally_nay,tally_other,vote_mode,result_raw,classify_method,classify_confidence,motion_id
meeting_minutes,meeting_minutes/minutes/2020/2020-01-06/2020-01-07_city-council-meeting.md,1,2020-01-07,Council,Procedural/Administrative,Procedural-Administrative,,procedural,pass,,,,unanimous-declared,Carried unanimously (no names),crosswalk,high,1
meeting_minutes,meeting_minutes/minutes/2020/2020-01-06/2020-01-07_city-council-meeting.md,2,2020-01-07,Council,Appointment,Appointment,,final-action,pass,,,,unanimous-declared,Carried unanimously (no names),crosswalk,high,2
meeting_minutes,meeting_minutes/minutes/2020/2020-01-06/2020-01-07_city-council-meeting.md,3,2020-01-07,Council,Appointment,Appointment,,final-action,pass,,,,unanimous-declared,Carried unanimously (no names),crosswalk,high,3
meeting_minutes,meeting_minutes/minutes/2020/2020-01-06/2020-01-07_city-council-meeting.md,4,2020-01-07,Council,Appointment,Appointment,,final-action,pass,,,,unknown,Carried (no names),crosswalk,high,4
meeting_minutes,meeting_minutes/minutes/2020/2020-01-06/2020-01-07_city-council-meeting.md,5,2020-01-07,Council,Budget Amendment,Budget,,final-action,pass,,,,unanimous-declared,Carried unanimously (no names),crosswalk,medium,5
meeting_minutes,meeting_minutes/minutes/2020/2020-01-06/2020-01-07_city-council-meeting.md,6,2020-01-07,Council,Resolution,Resolution,,final-action,pass,,,,unanimous-declared,Carried unanimously (no names),crosswalk,high,6
meeting_minutes,meeting_minutes/minutes/2020/2020-01-20/2020-01-21_city-council-meeting.md,1,2020-01-21,Council,Procedural/Administrative,Procedural-Administrative,,procedural,pass,,,,unanimous-declared,Carried unanimously (no names),crosswalk,high,7
meeting_minutes,meeting_minutes/minutes/2020/2020-01-20/2020-01-21_city-council-meeting.md,2,2020-01-21,Council,Appointment,Appointment,,final-action,pass,,,,unanimous-declared,Carried unanimously (no names),crosswalk,high,8
meeting_minutes,meeting_minutes/minutes/2020/2020-01-20/2020-01-21_city-council-meeting.md,3,2020-01-21,Council,Resolution,Resolution,,final-action,pass,,,,unanimous-declared,Carried unanimously (no names),crosswalk,high,9
meeting_minutes,meeting_minutes/minutes/2020/2020-01-20/2020-01-21_city-council-meeting.md,4,2020-01-21,Council,Ceremonial,Ceremonial,,final-action,pass,,,,unknown,Carried (no names),crosswalk,medium,10
meeting_minutes,meeting_minutes/minutes/2020/2020-02-03/2020-02-04_city-council-meeting.md,1,2020-02-04,Council,Procedural/Administrative,Procedural-Administrative,,procedural,pass,,,,unanimous-declared,Carried unanimously (no names),crosswalk,high,11
meeting_minutes,meeting_minutes/minutes/2020/2020-02-03/2020-02-04_city-council-meeting.md,2,2020-02-04,Council,Procedural/Administrative,Procedural-Administrative,,procedural,pass,,,,unknown,Carried (no names),crosswalk,high,12
meeting_minutes,meeting_minutes/minutes/2020/2020-02-03/2020-02-04_city-council-meeting.md,3,2020-02-04,Council,Ordinance,Ordinance,,final-action,pass,,,,unanimous-declared,Carried unanimously (no names),crosswalk,high,13
meeting_minutes,meeting_minutes/minutes/2020/2020-02-03/2020-02-04_city-council-meeting.md,4,2020-02-04,Council,Appointment,Appointment,,final-action,pass,,,,unknown,Carried (no names),crosswalk,high,14
meeting_minutes,meeting_minutes/minutes/2020/2020-02-03/2020-02-04_city-council-meeting.md,5,2020-02-04,Council,Budget Amendment,Budget,,final-action,pass,,,,unanimous-declared,Carried unanimously (no names),crosswalk,medium,15
meeting_minutes,meeting_minutes/minutes/2020/2020-02-17/2020-02-18_city-council-meeting.md,1,2020-02-18,Council,Procedural/Administrative,Procedural-Administrative,,procedural,pass,,,,unanimous-declared,Carried unanimously (no names),crosswalk,high,16
meeting_minutes,meeting_minutes/minutes/2020/2020-02-17/2020-02-18_city-council-meeting.md,2,2020-02-18,Council,Budget Amendment,Budget,,final-action,pass,5,0,,roll-call,5-0 Pass,crosswalk,medium,17
meeting_minutes,meeting_minutes/minutes/2020/2020-02-17/2020-02-18_city-council-meeting.md,3,2020-02-18,Council,Ordinance,Ordinance,,final-action,pass,5,0,,roll-call,5-0 Pass,crosswalk,high,18
meeting_minutes,meeting_minutes/minutes/2020/2020-02-17/2020-02-18_city-council-meeting.md,4,2020-02-18,Council,Ordinance,Ordinance,,final-action,pass,5,0,,roll-call,5-0 Pass,crosswalk,high,19
meeting_minutes,meeting_minutes/minutes/2020/2020-03-02/2020-03-03_city-council-meeting.md,1,2020-03-03,Council,Procedural/Administrative,Procedural-Administrative,,procedural,pass,,,,unanimous-declared,Carried unanimously (no names),crosswalk,high,20
meeting_minutes,meeting_minutes/minutes/2020/2020-03-02/2020-03-03_city-council-meeting.md,2,2020-03-03,Council,Appointment,Appointment,,final-action,pass,,,,unanimous-declared,Carried unanimously (no names),crosswalk,high,21
meeting_minutes,meeting_minutes/minutes/2020/2020-03-02/2020-03-03_city-council-meeting.md,3,2020-03-03,Council,Budget Amendment,Budget,,final-action,pass,,,,unanimous-declared,Carried unanimously (no names),crosswalk,medium,22
meeting_minutes,meeting_minutes/minutes/2020/2020-03-02/2020-03-03_redevelopment-agency-meeting.md,1,2020-03-03,RDA,Procedural/Administrative,Procedural-Administrative,,procedural,pass,,,,unanimous-declared,Carried unanimously (no names),crosswalk,high,23
meeting_minutes,meeting_minutes/minutes/2020/2020-04-06/2020-04-07_city-council-meeting.md,1,2020-04-07,Council,Procedural/Administrative,Procedural-Administrative,,procedural,pass,,,,unknown,Carried (no names),crosswalk,high,24
meeting_minutes,meeting_minutes/minutes/2020/2020-04-06/2020-04-07_city-council-meeting.md,2,2020-04-07,Council,Resolution,Resolution,,final-action,pass,5,0,,roll-call,5-0 Pass,crosswalk,high,25
meeting_minutes,meeting_minutes/minutes/2020/2020-04-06/2020-04-07_city-council-meeting.md,3,2020-04-07,Council,Budget Amendment,Budget,,final-action,pass,5,0,,roll-call,5-0 Pass,crosswalk,medium,26
meeting_minutes,meeting_minutes/minutes/2020/2020-04-06/2020-04-07_city-council-meeting.md,4,2020-04-07,Council,Budget Amendment,Budget,,final-action,pass,5,0,,roll-call,5-0 Pass,crosswalk,medium,27
meeting_minutes,meeting_minutes/minutes/2020/2020-04-06/2020-04-07_city-council-meeting.md,5,2020-04-07,Council,Resolution,Resolution,,final-action,pass,4,1,,roll-call,4-1 Pass,crosswalk,high,28
meeting_minutes,meeting_minutes/minutes/2020/2020-04-06/2020-04-07_city-council-meeting.md,6,2020-04-07,Council,Resolution,Resolution,,final-action,pass,4,1,,roll-call,4-1 Pass,crosswalk,high,29
meeting_minutes,meeting_minutes/minutes/2020/2020-04-06/2020-04-07_city-council-meeting.md,7,2020-04-07,Council,Land-Use/Zoning,Land-Use,Other-Land-Use,final-action,pass,5,0,,roll-call,5-0 Pass,crosswalk,medium,30
meeting_minutes,meeting_minutes/minutes/2020/2020-04-20/2020-04-21_city-council-meeting.md,1,2020-04-21,Council,Procedural/Administrative,Procedural-Administrative,,procedural,pass,,,,unknown,Carried (no names),crosswalk,high,31
meeting_minutes,meeting_minutes/minutes/2020/2020-04-20/2020-04-21_city-council-meeting.md,2,2020-04-21,Council,Resolution,Resolution,,final-action,pass,5,0,,roll-call,5-0 Pass,crosswalk,high,32
meeting_minutes,meeting_minutes/minutes/2020/2020-04-20/2020-04-21_city-council-meeting.md,3,2020-04-21,Council,Budget Amendment,Budget,,final-action,pass,5,0,,roll-call,5-0 Pass,crosswalk,medium,33
meeting_minutes,meeting_minutes/minutes/2020/2020-04-20/2020-04-21_city-council-meeting.md,4,2020-04-21,Council,Ordinance,Ordinance,,final-action,pass,3,2,,roll-call,3-2 Pass,crosswalk,high,34
meeting_minutes,meeting_minutes/minutes/2020/2020-05-04/2020-05-05_city-council-meeting.md,1,2020-05-05,Council,Procedural/Administrative,Procedural-Administrative,,procedural,pass,,,,unknown,Carried (no names),crosswalk,high,35
meeting_minutes,meeting_minutes/minutes/2020/2020-05-04/2020-05-05_city-council-meeting.md,2,2020-05-05,Council,Budget Amendment,Budget,,final-action,pass,5,0,,roll-call,5-0 Pass,crosswalk,medium,36
meeting_minutes,meeting_minutes/minutes/2020/2020-05-04/2020-05-05_city-council-meeting.md,3,2020-05-05,Council,Land-Use/Zoning,Land-Use,Other-Land-Use,final-action,pass,5,0,,roll-call,5-0 Pass,crosswalk,medium,37
meeting_minutes,meeting_minutes/minutes/2020/2020-05-04/2020-05-05_city-council-meeting.md,4,2020-05-05,Council,Ordinance,Ordinance,,final-action,pass,5,0,,roll-call,5-0 Pass,crosswalk,high,38
meeting_minutes,meeting_minutes/minutes/2020/2020-05-04/2020-05-05_city-council-meeting.md,5,2020-05-05,Council,Ordinance,Ordinance,,final-action,pass,5,0,,roll-call,5-0 Pass,crosswalk,high,39
meeting_minutes,meeting_minutes/minutes/2020/2020-05-04/2020-05-05_city-council-meeting.md,6,2020-05-05,Council,Resolution,Resolution,,final-action,pass,4,0,1,roll-call,4-0-1abs Pass,crosswalk,high,40
meeting_minutes,meeting_minutes/minutes/2020/2020-05-04/2020-05-05_city-council-meeting.md,7,2020-05-05,Council,Procedural/Administrative,Procedural-Administrative,,procedural,pass,5,0,,roll-call,5-0 Pass,crosswalk,high,41
meeting_minutes,meeting_minutes/minutes/2020/2020-05-18/2020-05-19_city-council-meeting.md,1,2020-05-19,Council,Procedural/Administrative,Procedural-Administrative,,procedural,pass,,,,unknown,Carried (no names),crosswalk,high,42
meeting_minutes,meeting_minutes/minutes/2020/2020-06-01/2020-06-02_city-council-meeting.md,1,2020-06-02,Council,Procedural/Administrative,Procedural-Administrative,,procedural,pass,,,,unanimous-declared,Carried unanimously (no names),crosswalk,high,43
meeting_minutes,meeting_minutes/minutes/2020/2020-06-01/2020-06-02_city-council-meeting.md,2,2020-06-02,Council,Appointment,Appointment,,final-action,pass,,,,unknown,Carried (no names),crosswalk,high,44
meeting_minutes,meeting_minutes/minutes/2020/2020-06-01/2020-06-02_city-council-meeting.md,3,2020-06-02,Council,Resolution,Resolution,,final-action,pass,,,,unanimous-declared,Carried unanimously (no names),crosswalk,high,45
meeting_minutes,meeting_minutes/minutes/2020/2020-06-01/2020-06-02_city-council-meeting.md,4,2020-06-02,Council,Resolution,Resolution,,final-action,pass,4,1,,tally-only,4-1 Pass (no names),crosswalk,high,46
meeting_minutes,meeting_minutes/minutes/2020/2020-06-15/2020-06-16_city-council-meeting.md,1,2020-06-16,Council,Procedural/Administrative,Procedural-Administrative,,procedural,pass,,,,unanimous-declared,Carried unanimously (no names),crosswalk,high,47
meeting_minutes,meeting_minutes/minutes/2020/2020-06-15/2020-06-16_city-council-meeting.md,2,2020-06-16,Council,Ordinance,Ordinance,,final-action,pass,,,,unanimous-declared,Carried unanimously (no names),crosswalk,high,48
meeting_minutes,meeting_minutes/minutes/2020/2020-06-15/2020-06-16_city-council-meeting.md,3,2020-06-16,Council,Ordinance,Ordinance,,final-action,fail,3,2,,tally-only,3-2 Fail (no names),crosswalk,high,49
meeting_minutes,meeting_minutes/minutes/2020/2020-06-15/2020-06-16_city-council-meeting.md,4,2020-06-16,Council,Ordinance,Ordinance,,final-action,pass,4,1,,tally-only,4-1 Pass (no names),crosswalk,high,50
meeting_minutes,meeting_minutes/minutes/2020/2020-06-15/2020-06-16_city-council-meeting.md,5,2020-06-16,Council,Budget Amendment,Budget,,final-action,pass,,,,unanimous-declared,Carried unanimously (no names),crosswalk,medium,51
meeting_minutes,meeting_minutes/minutes/2020/2020-06-15/2020-06-16_city-council-meeting.md,6,2020-06-16,Council,Resolution,Resolution,,final-action,pass,,,,unanimous-declared,Carried unanimously (no names),crosswalk,high,52
meeting_minutes,meeting_minutes/minutes/2020/2020-06-15/2020-06-16_city-council-meeting.md,7,2020-06-16,Council,Resolution,Resolution,,final-action,pass,,,,unanimous-declared,Carried unanimously (no names),crosswalk,high,53
meeting_minutes,meeting_minutes/minutes/2020/2020-06-15/2020-06-16_city-council-meeting.md,8,2020-06-16,Council,Resolution,Resolution,,final-action,pass,,,,unanimous-declared,Carried unanimously (no names),crosswalk,high,54
meeting_minutes,meeting_minutes/minutes/2020/2020-06-15/2020-06-16_city-council-meeting.md,9,2020-06-16,Council,Resolution,Resolution,,final-action,pass,,,,unanimous-declared,Carried unanimously (no names),crosswalk,high,55
meeting_minutes,meeting_minutes/minutes/2020/2020-06-15/2020-06-16_city-council-meeting.md,10,2020-06-16,Council,Resolution,Resolution,,final-action,pass,,,,unanimous-declared,Carried unanimously (no names),crosswalk,high,56
meeting_minutes,meeting_minutes/minutes/2020/2020-06-15/2020-06-16_redevelopment-agency-meeting.md,1,2020-06-16,RDA,Resolution,Resolution,,final-action,pass,,,,unknown,Carried (no names),crosswalk,high,57
meeting_minutes,meeting_minutes/minutes/2020/2020-07-06/2020-07-07_city-council-meeting.md,1,2020-07-07,Council,Procedural/Administrative,Procedural-Administrative,,procedural,pass,,,,unanimous-declared,Carried unanimously (no names),crosswalk,high,58
meeting_minutes,meeting_minutes/minutes/2020/2020-07-06/2020-07-07_city-council-meeting.md,2,2020-07-07,Council,Land-Use/Zoning,Land-Use,Other-Land-Use,final-action,pass,,,,unanimous-declared,Carried unanimously (no names),crosswalk,medium,59
meeting_minutes,meeting_minutes/minutes/2020/2020-07-06/2020-07-07_city-council-meeting.md,3,2020-07-07,Council,Resolution,Resolution,,final-action,pass,,,,unanimous-declared,Carried unanimously (no names),crosswalk,high,60
meeting_minutes,meeting_minutes/minutes/2020/2020-07-06/2020-07-07_city-council-meeting.md,4,2020-07-07,Council,Ordinance,Ordinance,,final-action,pass,,,,unanimous-declared,Carried unanimously (no names),crosswalk,high,61
meeting_minutes,meeting_minutes/minutes/2020/2020-07-06/2020-07-07_city-council-meeting.md,5,2020-07-07,Council,Resolution,Resolution,,final-action,pass,4,1,,tally-only,4-1 Pass (no names),crosswalk,high,62
meeting_minutes,meeting_minutes/minutes/2020/2020-07-20/2020-07-21_city-council-meeting.md,1,2020-07-21,Council,Procedural/Administrative,Procedural-Administrative,,procedural,pass,,,,unanimous-declared,Carried unanimously (no names),crosswalk,high,63
meeting_minutes,meeting_minutes/minutes/2020/2020-07-20/2020-07-21_city-council-meeting.md,2,2020-07-21,Council,Budget Amendment,Budget,,final-action,pass,,,,unanimous-declared,Carried unanimously (no names),crosswalk,medium,64
meeting_minutes,meeting_minutes/minutes/2020/2020-07-20/2020-07-21_city-council-meeting.md,3,2020-07-21,Council,Resolution,Resolution,,final-action,pass,,,,unanimous-declared,Carried unanimously (no names),crosswalk,high,65
meeting_minutes,meeting_minutes/minutes/2020/2020-07-20/2020-07-21_city-council-meeting.md,4,2020-07-21,Council,Ordinance,Ordinance,,final-action,pass,,,,unanimous-declared,Carried unanimously (no names),crosswalk,high,66
meeting_minutes,meeting_minutes/minutes/2020/2020-07-20/2020-07-21_city-council-meeting.md,5,2020-07-21,Council,Resolution,Resolution,,final-action,pass,,,,unanimous-declared,Carried unanimously (no names),crosswalk,high,67
meeting_minutes,meeting_minutes/minutes/2020/2020-07-20/2020-07-21_city-council-meeting.md,6,2020-07-21,Council,Land-Use/Zoning,Land-Use,Other-Land-Use,final-action,pass,3,2,,tally-only,3-2 Pass (no names),crosswalk,medium,68
meeting_minutes,meeting_minutes/minutes/2020/2020-07-20/2020-07-21_city-council-meeting.md,7,2020-07-21,Council,Land-Use/Zoning,Land-Use,Other-Land-Use,final-action,pass,,,,unanimous-declared,Carried unanimously (no names),crosswalk,medium,69
meeting_minutes,meeting_minutes/minutes/2020/2020-07-20/2020-07-21_redevelopment-agency-meeting.md,1,2020-07-21,RDA,Resolution,Resolution,,final-action,pass,3,1,,tally-only,3-1 Pass (no names),crosswalk,high,70
meeting_minutes,meeting_minutes/minutes/2020/2020-08-03/2020-08-04_city-council-meeting.md,1,2020-08-04,Council,Procedural/Administrative,Procedural-Administrative,,procedural,pass,,,,unanimous-declared,Carried unanimously (no names),crosswalk,high,71
meeting_minutes,meeting_minutes/minutes/2020/2020-08-03/2020-08-04_city-council-meeting.md,2,2020-08-04,Council,Appointment,Appointment,,final-action,pass,,,,unanimous-declared,Carried unanimously (no names),crosswalk,high,72
meeting_minutes,meeting_minutes/minutes/2020/2020-08-03/2020-08-04_city-council-meeting.md,3,2020-08-04,Council,Budget Amendment,Budget,,final-action,pass,,,,unanimous-declared,Carried unanimously (no names),crosswalk,medium,73
meeting_minutes,meeting_minutes/minutes/2020/2020-08-03/2020-08-04_city-council-meeting.md,4,2020-08-04,Council,Ordinance,Ordinance,,final-action,pass,,,,unanimous-declared,Carried unanimously (no names),crosswalk,high,74
meeting_minutes,meeting_minutes/minutes/2020/2020-08-03/2020-08-04_city-council-meeting.md,5,2020-08-04,Council,Land-Use/Zoning,Land-Use,Other-Land-Use,final-action,pass,,,,unanimous-declared,Carried unanimously (no names),crosswalk,medium,75
meeting_minutes,meeting_minutes/minutes/2020/2020-08-03/2020-08-04_city-council-meeting.md,6,2020-08-04,Council,Ordinance,Ordinance,,final-action,pass,,,,unanimous-declared,Carried unanimously (no names),crosswalk,high,76
meeting_minutes,meeting_minutes/minutes/2020/2020-08-03/2020-08-04_city-council-meeting.md,7,2020-08-04,Council,Land-Use/Zoning,Land-Use,Other-Land-Use,final-action,pass,,,,unanimous-declared,Carried unanimously (no names),crosswalk,medium,77
meeting_minutes,meeting_minutes/minutes/2020/2020-08-03/2020-08-04_city-council-meeting.md,8,2020-08-04,Council,Ordinance,Ordinance,,final-action,pass,,,,unanimous-declared,Carried unanimously (no names),crosswalk,high,78
meeting_minutes,meeting_minutes/minutes/2020/2020-08-03/2020-08-04_city-council-meeting.md,9,2020-08-04,Council,Ordinance,Ordinance,,final-action,pass,,,,unanimous-declared,Carried unanimously (no names),crosswalk,high,79
meeting_minutes,meeting_minutes/minutes/2020/2020-08-03/2020-08-04_city-council-meeting.md,10,2020-08-04,Council,Land-Use/Zoning,Land-Use,Other-Land-Use,final-action,pass,,,,unanimous-declared,Carried unanimously (no names),crosswalk,medium,80
meeting_minutes,meeting_minutes/minutes/2020/2020-08-03/2020-08-04_redevelopment-agency-meeting.md,1,2020-08-04,RDA,Resolution,Resolution,,final-action,pass,,,,unknown,Carried (no names),crosswalk,high,81
meeting_minutes,meeting_minutes/minutes/2020/2020-08-17/2020-08-18_city-council-meeting.md,1,2020-08-18,Council,Procedural/Administrative,Procedural-Administrative,,procedural,pass,,,,unanimous-declared,Carried unanimously (no names),crosswalk,high,82
meeting_minutes,meeting_minutes/minutes/2020/2020-08-17/2020-08-18_city-council-meeting.md,2,2020-08-18,Council,Resolution,Resolution,,final-action,pass,4,1,,roll-call,4-1 Pass (no names),crosswalk,high,83
meeting_minutes,meeting_minutes/minutes/2020/2020-08-17/2020-08-18_city-council-meeting.md,3,2020-08-18,Council,Budget Amendment,Budget,,final-action,pass,,,,unanimous-declared,Carried unanimously (no names),crosswalk,medium,84
meeting_minutes,meeting_minutes/minutes/2020/2020-08-17/2020-08-18_city-council-meeting.md,4,2020-08-18,Council,Resolution,Resolution,,final-action,died,,,,unknown,Failed (no second),crosswalk,high,85
meeting_minutes,meeting_minutes/minutes/2020/2020-08-17/2020-08-18_city-council-meeting.md,5,2020-08-18,Council,Resolution,Resolution,,final-action,pass,4,1,,tally-only,4-1 Pass (no names),crosswalk,high,86
meeting_minutes,meeting_minutes/minutes/2020/2020-08-31/2020-09-01_city-council-meeting.md,1,2020-09-01,Council,Procedural/Administrative,Procedural-Administrative,,procedural,pass,,,,unanimous-declared,Carried unanimously (no names),crosswalk,high,87
meeting_minutes,meeting_minutes/minutes/2020/2020-08-31/2020-09-01_city-council-meeting.md,2,2020-09-01,Council,Resolution,Resolution,,final-action,pass,,,,unanimous-declared,Carried unanimously (no names),crosswalk,high,88
meeting_minutes,meeting_minutes/minutes/2020/2020-08-31/2020-09-01_city-council-meeting.md,3,2020-09-01,Council,Budget Amendment,Budget,,final-action,pass,,,,unanimous-declared,Carried unanimously (no names),crosswalk,medium,89
meeting_minutes,meeting_minutes/minutes/2020/2020-08-31/2020-09-01_city-council-meeting.md,4,2020-09-01,Council,Resolution,Resolution,,final-action,pass,,,,unanimous-declared,Carried unanimously (no names),crosswalk,high,90
meeting_minutes,meeting_minutes/minutes/2020/2020-08-31/2020-09-01_redevelopment-agency-meeting.md,1,2020-09-01,RDA,Resolution,Resolution,,final-action,pass,,,,unanimous-declared,Carried unanimously (no names),crosswalk,high,91
meeting_minutes,meeting_minutes/minutes/2020/2020-09-14/2020-09-15_city-council-meeting.md,1,2020-09-15,Council,Procedural/Administrative,Procedural-Administrative,,procedural,pass,,,,unanimous-declared,Carried unanimously (no names),crosswalk,high,92
meeting_minutes,meeting_minutes/minutes/2020/2020-09-14/2020-09-15_city-council-meeting.md,2,2020-09-15,Council,Appointment,Appointment,,final-action,pass,,,,unanimous-declared,Carried unanimously (no names),crosswalk,high,93
meeting_minutes,meeting_minutes/minutes/2020/2020-09-14/2020-09-15_city-council-meeting.md,3,2020-09-15,Council,Budget Amendment,Budget,,final-action,pass,,,,unanimous-declared,Carried unanimously (no names),crosswalk,medium,94
meeting_minutes,meeting_minutes/minutes/2020/2020-09-14/2020-09-15_city-council-meeting.md,4,2020-09-15,Council,Ordinance,Ordinance,,final-action,pass,,,,unanimous-declared,Carried unanimously (no names),crosswalk,high,95
meeting_minutes,meeting_minutes/minutes/2020/2020-09-14/2020-09-15_city-council-meeting.md,5,2020-09-15,Council,Procedural/Administrative,Procedural-Administrative,,procedural,pass,,,,unanimous-declared,Carried unanimously (no names),crosswalk,medium,96
meeting_minutes,meeting_minutes/minutes/2020/2020-09-14/2020-09-15_redevelopment-agency-meeting.md,1,2020-09-15,RDA,Resolution,Resolution,,final-action,pass,,,,unknown,Carried (no names),crosswalk,high,97
meeting_minutes,meeting_minutes/minutes/2020/2020-09-14/2020-09-15_redevelopment-agency-meeting.md,2,2020-09-15,RDA,Resolution,Resolution,,final-action,pass,,,,unknown,Carried (no names),crosswalk,high,98
meeting_minutes,meeting_minutes/minutes/2020/2020-10-05/2020-10-06_city-council-meeting.md,1,2020-10-06,Council,Procedural/Administrative,Procedural-Administrative,,procedural,pass,,,,unanimous-declared,Carried unanimously (no names),crosswalk,high,99
meeting_minutes,meeting_minutes/minutes/2020/2020-10-05/2020-10-06_city-council-meeting.md,2,2020-10-06,Council,Resolution,Resolution,,final-action,pass,,,,unanimous-declared,Carried unanimously (no names),crosswalk,high,100
meeting_minutes,meeting_minutes/minutes/2020/2020-10-05/2020-10-06_city-council-meeting.md,3,2020-10-06,Council,Land-Use/Zoning,Land-Use,Other-Land-Use,final-action,pass,,,,unanimous-declared,Carried unanimously (no names),crosswalk,medium,101
meeting_minutes,meeting_minutes/minutes/2020/2020-10-05/2020-10-06_city-council-meeting.md,4,2020-10-06,Council,Resolution,Resolution,,final-action,pass,,,,unanimous-declared,Carried unanimously (no names),crosswalk,high,102
meeting_minutes,meeting_minutes/minutes/2020/2020-10-05/2020-10-06_city-council-meeting.md,5,2020-10-06,Council,Resolution,Resolution,,final-action,pass,,,,unanimous-declared,Carried unanimously (no names),crosswalk,high,103
meeting_minutes,meeting_minutes/minutes/2020/2020-10-05/2020-10-06_city-council-meeting.md,6,2020-10-06,Council,Ordinance,Ordinance,,final-action,pass,,,,unanimous-declared,Carried unanimously (no names),crosswalk,high,104
meeting_minutes,meeting_minutes/minutes/2020/2020-10-19/2020-10-20_city-council-meeting.md,1,2020-10-20,Council,Procedural/Administrative,Procedural-Administrative,,procedural,pass,,,,unanimous-declared,Carried unanimously (no names),crosswalk,high,105
meeting_minutes,meeting_minutes/minutes/2020/2020-10-19/2020-10-20_city-council-meeting.md,2,2020-10-20,Council,Resolution,Resolution,,final-action,pass,,,,unanimous-declared,Carried unanimously (no names),crosswalk,high,106
meeting_minutes,meeting_minutes/minutes/2020/2020-11-02/2020-11-03_city-council-meeting.md,1,2020-11-03,Council,Procedural/Administrative,Procedural-Administrative,,procedural,pass,,,,unanimous-declared,Carried unanimously (no names),crosswalk,high,107
meeting_minutes,meeting_minutes/minutes/2020/2020-11-02/2020-11-03_city-council-meeting.md,2,2020-11-03,Council,Budget Amendment,Budget,,final-action,pass,,,,unanimous-declared,Carried unanimously (no names),crosswalk,medium,108
meeting_minutes,meeting_minutes/minutes/2020/2020-11-02/2020-11-03_city-council-meeting.md,3,2020-11-03,Council,Ordinance,Ordinance,,final-action,pass,,,,unanimous-declared,Carried unanimously (no names),crosswalk,high,109
meeting_minutes,meeting_minutes/minutes/2020/2020-11-16/2020-11-17_city-council-meeting.md,1,2020-11-17,Council,Procedural/Administrative,Procedural-Administrative,,procedural,pass,,,,unanimous-declared,Carried unanimously (no names),crosswalk,high,110
meeting_minutes,meeting_minutes/minutes/2020/2020-11-16/2020-11-17_city-council-meeting.md,2,2020-11-17,Council,Resolution,Resolution,,final-action,pass,,,,unanimous-declared,Carried unanimously (no names),crosswalk,high,111
meeting_minutes,meeting_minutes/minutes/2020/2020-11-16/2020-11-17_city-council-meeting.md,3,2020-11-17,Council,Ordinance,Ordinance,,final-action,pass,,,,unanimous-declared,Carried unanimously (no names),crosswalk,high,112
meeting_minutes,meeting_minutes/minutes/2020/2020-11-16/2020-11-17_city-council-meeting.md,4,2020-11-17,Council,Procedural/Administrative,Procedural-Administrative,,procedural,pass,,,,unanimous-declared,Carried unanimously (no names),crosswalk,medium,113
meeting_minutes,meeting_minutes/minutes/2020/2020-11-30/2020-12-01_city-council-meeting.md,1,2020-12-01,Council,Procedural/Administrative,Procedural-Administrative,,procedural,pass,,,,unanimous-declared,Carried unanimously (no names),crosswalk,high,114
meeting_minutes,meeting_minutes/minutes/2020/2020-11-30/2020-12-01_city-council-meeting.md,2,2020-12-01,Council,Appointment,Appointment,,final-action,pass,,,,unanimous-declared,Carried unanimously (no names),crosswalk,high,115
meeting_minutes,meeting_minutes/minutes/2020/2020-11-30/2020-12-01_city-council-meeting.md,3,2020-12-01,Council,Appointment,Appointment,,final-action,pass,,,,unanimous-declared,Carried unanimously (no names),crosswalk,high,116
meeting_minutes,meeting_minutes/minutes/2020/2020-11-30/2020-12-01_city-council-meeting.md,4,2020-12-01,Council,Appointment,Appointment,,final-action,pass,,,,unanimous-declared,Carried unanimously (no names),crosswalk,high,117
meeting_minutes,meeting_minutes/minutes/2020/2020-11-30/2020-12-01_city-council-meeting.md,5,2020-12-01,Council,Resolution,Resolution,,final-action,pass,,,,unanimous-declared,Carried unanimously (no names),crosswalk,high,118
meeting_minutes,meeting_minutes/minutes/2020/2020-11-30/2020-12-01_city-council-meeting.md,6,2020-12-01,Council,Procedural/Administrative,Procedural-Administrative,,procedural,pass,,,,unanimous-declared,Carried unanimously (no names),crosswalk,medium,119
meeting_minutes,meeting_minutes/minutes/2020/2020-11-30/2020-12-01_city-council-meeting.md,7,2020-12-01,Council,Ordinance,Ordinance,,final-action,pass,,,,unanimous-declared,Carried unanimously (no names),crosswalk,high,120
meeting_minutes,meeting_minutes/minutes/2021/2021-01-04/2021-01-05_city-council-meeting.md,1,2021-01-05,Council,Procedural/Administrative,Procedural-Administrative,,procedural,pass,,,,unanimous-declared,Carried unanimously (no names),crosswalk,high,121
meeting_minutes,meeting_minutes/minutes/2021/2021-01-04/2021-01-05_city-council-meeting.md,2,2021-01-05,Council,Appointment,Appointment,,final-action,pass,,,,unanimous-declared,Carried unanimously (no names),crosswalk,high,122
meeting_minutes,meeting_minutes/minutes/2021/2021-01-04/2021-01-05_city-council-meeting.md,3,2021-01-05,Council,Resolution,Resolution,,final-action,pass,,,,unanimous-declared,Carried unanimously (no names),crosswalk,high,123
meeting_minutes,meeting_minutes/minutes/2021/2021-01-18/2021-01-19_city-council-meeting.md,1,2021-01-19,Council,Procedural/Administrative,Procedural-Administrative,,procedural,pass,,,,unanimous-declared,Carried unanimously (no names),crosswalk,high,124
