date,year,title,body,motion_no,motion,motion_type,result,mover,seconder,member,vote,source,provenance
2020-08-12,2020,City Council Meeting - Regular Agenda,Council,5,"APPROVE RESOLUTION 2020-14 TO ENTER INTO AN INTERLOCAL AGREEMENT WITH SALEM CITY, AS PRESENTED TONIGHT IN CITY COUNCIL MEETING, FOR THE PURPOSE OF PROVIDING BUILDING INSPECTION SERVICES",Interlocal,Carried unanimously,Judd,Earnest,Earnest,Aye,meeting_minutes/minutes/2020/2020-08-10/2020-08-12_city-council-meeting-regular.md,minutes
2020-08-12,2020,City Council Meeting - Regular Agenda,Council,5,"APPROVE RESOLUTION 2020-14 TO ENTER INTO AN INTERLOCAL AGREEMENT WITH SALEM CITY, AS PRESENTED TONIGHT IN CITY COUNCIL MEETING, FOR THE PURPOSE OF PROVIDING BUILDING INSPECTION SERVICES",Interlocal,Carried unanimously,Judd,Earnest,Flake,Aye,meeting_minutes/minutes/2020/2020-08-10/2020-08-12_city-council-meeting-regular.md,minutes
2020-08-12,2020,City Council Meeting - Regular Agenda,Council,5,"APPROVE RESOLUTION 2020-14 TO ENTER INTO AN INTERLOCAL AGREEMENT WITH SALEM CITY, AS PRESENTED TONIGHT IN CITY COUNCIL MEETING, FOR THE PURPOSE OF PROVIDING BUILDING INSPECTION SERVICES",Interlocal,Carried unanimously,Judd,Earnest,Fullmer,Aye,meeting_minutes/minutes/2020/2020-08-10/2020-08-12_city-council-meeting-regular.md,minutes
2020-08-12,2020,City Council Meeting - Regular Agenda,Council,5,"APPROVE RESOLUTION 2020-14 TO ENTER INTO AN INTERLOCAL AGREEMENT WITH SALEM CITY, AS PRESENTED TONIGHT IN CITY COUNCIL MEETING, FOR THE PURPOSE OF PROVIDING BUILDING INSPECTION SERVICES",Interlocal,Carried unanimously,Judd,Earnest,Judd,Aye,meeting_minutes/minutes/2020/2020-08-10/2020-08-12_city-council-meeting-regular.md,minutes
2020-08-12,2020,City Council Meeting - Regular Agenda,Council,5,"APPROVE RESOLUTION 2020-14 TO ENTER INTO AN INTERLOCAL AGREEMENT WITH SALEM CITY, AS PRESENTED TONIGHT IN CITY COUNCIL MEETING, FOR THE PURPOSE OF PROVIDING BUILDING INSPECTION SERVICES",Interlocal,Carried unanimously,Judd,Earnest,Welsh,Aye,meeting_minutes/minutes/2020/2020-08-10/2020-08-12_city-council-meeting-regular.md,minutes
2020-08-12,2020,City Council Meeting - Regular Agenda,Council,6,ADJOURN THE MEETING AT 6:37 PM,Procedural/Administrative,Carried unanimously,Flake,Welsh,Earnest,Aye,meeting_minutes/minutes/2020/2020-08-10/2020-08-12_city-council-meeting-regular.md,minutes
2020-08-12,2020,City Council Meeting - Regular Agenda,Council,6,ADJOURN THE MEETING AT 6:37 PM,Procedural/Administrative,Carried unanimously,Flake,Welsh,Flake,Aye,meeting_minutes/minutes/2020/2020-08-10/2020-08-12_city-council-meeting-regular.md,minutes
2020-08-12,2020,City Council Meeting - Regular Agenda,Council,6,ADJOURN THE MEETING AT 6:37 PM,Procedural/Administrative,Carried unanimously,Flake,Welsh,Fullmer,Aye,meeting_minutes/minutes/2020/2020-08-10/2020-08-12_city-council-meeting-regular.md,minutes
2020-08-12,2020,City Council Meeting - Regular Agenda,Council,6,ADJOURN THE MEETING AT 6:37 PM,Procedural/Administrative,Carried unanimously,Flake,Welsh,Judd,Aye,meeting_minutes/minutes/2020/2020-08-10/2020-08-12_city-council-meeting-regular.md,minutes
2020-08-12,2020,City Council Meeting - Regular Agenda,Council,6,ADJOURN THE MEETING AT 6:37 PM,Procedural/Administrative,Carried unanimously,Flake,Welsh,Welsh,Aye,meeting_minutes/minutes/2020/2020-08-10/2020-08-12_city-council-meeting-regular.md,minutes
