source,motion_no,date,body,motion_type_native,motion_type_std,land_use_type,action_class,outcome,tally_aye,tally_nay,tally_other,vote_mode,result_raw,classify_method,classify_confidence
planning_commission/minutes/2020/2020-02-24/2020-02-27_planning-commission-meeting.md,2,2020-02-27,PlanningCommission,Land-Use/Zoning,Land-Use,Conditional-Use,final-action,pass,6,0,,roll-call,6:0 Approved (Final Action),rule:lu-cup,high
planning_commission/minutes/2020/2020-02-24/2020-02-27_planning-commission-meeting.md,3,2020-02-27,PlanningCommission,Procedural/Administrative,Procedural-Administrative,,procedural,pass,6,0,,roll-call,6:0 Pass,crosswalk,high
planning_commission/minutes/2020/2020-02-24/2020-02-27_planning-commission-meeting.md,4,2020-02-27,PlanningCommission,Land-Use/Zoning,Land-Use,Rezone,recommendation,pass,5,1,,roll-call,Negative recommendation 5:1,rule:lu-rezone,high
planning_commission/minutes/2020/2020-02-24/2020-02-27_planning-commission-meeting.md,5,2020-02-27,PlanningCommission,Procedural/Administrative,Land-Use,Rezone,recommendation,pass,6,0,,roll-call,6:0 Pass,rule:lu-rezone,high
planning_commission/minutes/2020/2020-02-24/2020-02-27_planning-commission-meeting.md,6,2020-02-27,PlanningCommission,Land-Use/Zoning,Land-Use,Rezone,recommendation,pass,6,0,,roll-call,Positive recommendation 6:0,rule:lu-rezone,high
planning_commission/minutes/2020/2020-02-24/2020-02-27_planning-commission-meeting.md,7,2020-02-27,PlanningCommission,Land-Use/Zoning,Land-Use,Site-Plan-Design-Review,final-action,pass,5,1,,roll-call,5:1 Approved (Final Action),rule:lu-site,high
planning_commission/minutes/2020/2020-02-24/2020-02-27_planning-commission-meeting.md,8,2020-02-27,PlanningCommission,Land-Use/Zoning,Land-Use,Site-Plan-Design-Review,final-action,pass,5,1,,roll-call,5:1 Approved (Final Action),rule:lu-site,high
planning_commission/minutes/2020/2020-02-24/2020-02-27_planning-commission-meeting.md,9,2020-02-27,PlanningCommission,Procedural/Administrative,Procedural-Administrative,,procedural,pass,,,,unanimous-declared,Pass (unanimous),crosswalk,high
planning_commission/minutes/2020/2020-03-09/2020-03-12_planning-commission-meeting.md,1,2020-03-12,PlanningCommission,Land-Use/Zoning,Land-Use,Rezone,recommendation,fail,2,4,,roll-call,Negative recommendation 2:4,rule:lu-rezone,high
planning_commission/minutes/2020/2020-03-09/2020-03-12_planning-commission-meeting.md,2,2020-03-12,PlanningCommission,Land-Use/Zoning,Land-Use,Rezone,recommendation,pass,4,2,,roll-call,Negative recommendation 4:2,rule:lu-rezone,high
planning_commission/minutes/2020/2020-03-09/2020-03-12_planning-commission-meeting.md,3,2020-03-12,PlanningCommission,Land-Use/Zoning,Land-Use,Site-Plan-Design-Review,final-action,pass,6,0,,roll-call,6:0 Approved (Final Action),rule:lu-site,high
planning_commission/minutes/2020/2020-03-09/2020-03-12_planning-commission-meeting.md,4,2020-03-12,PlanningCommission,Land-Use/Zoning,Land-Use,Site-Plan-Design-Review,final-action,pass,6,0,,roll-call,6:0 Approved (Final Action),rule:lu-site,high
planning_commission/minutes/2020/2020-03-09/2020-03-12_planning-commission-meeting.md,5,2020-03-12,PlanningCommission,Procedural/Administrative,Procedural-Administrative,,procedural,pass,6,0,,roll-call,6:0 Pass,crosswalk,high
planning_commission/minutes/2020/2020-03-09/2020-03-12_planning-commission-meeting.md,6,2020-03-12,PlanningCommission,Land-Use/Zoning,Land-Use,Subdivision-Plat,final-action,pass,6,0,,roll-call,6:0 Approved (Final Action),rule:lu-subdiv,high
planning_commission/minutes/2020/2020-03-09/2020-03-12_planning-commission-meeting.md,7,2020-03-12,PlanningCommission,Procedural/Administrative,Procedural-Administrative,,procedural,pass,,,,unanimous-declared,Pass (unanimous),crosswalk,high
planning_commission/minutes/2020/2020-04-06/2020-04-09_planning-commission-meeting.md,1,2020-04-09,PlanningCommission,Resolution,Resolution,,final-action,pass,7,0,,roll-call,7:0 Pass,crosswalk,high
planning_commission/minutes/2020/2020-04-06/2020-04-09_planning-commission-meeting.md,2,2020-04-09,PlanningCommission,Land-Use/Zoning,Land-Use,Subdivision-Plat,final-action,pass,7,0,,roll-call,7:0 Approved (Final Action),rule:lu-subdiv,high
planning_commission/minutes/2020/2020-04-06/2020-04-09_planning-commission-meeting.md,3,2020-04-09,PlanningCommission,Procedural/Administrative,Procedural-Administrative,,procedural,pass,7,0,,roll-call,7:0 Pass,crosswalk,high
