year,election_type,source_file,sheet,contest,vote_for,precinct,candidate,votes,suppressed,vote_method,times_cast,registered_voters
2020,primary,cache-2020-primary-official-precinct.pdf,p1,REP U.S. HOUSE DIST 1,1,AMA,KATIE WITT,27,False,Total,128,196
2020,primary,cache-2020-primary-official-precinct.pdf,p1,REP U.S. HOUSE DIST 1,1,AMA,BOB STEVENSON,23,False,Total,128,196
2020,primary,cache-2020-primary-official-precinct.pdf,p1,REP U.S. HOUSE DIST 1,1,AMA,BLAKE DAVID MOORE,25,False,Total,128,196
2020,primary,cache-2020-primary-official-precinct.pdf,p1,REP U.S. HOUSE DIST 1,1,AMA,KERRY W. GIBSON,37,False,Total,128,196
2020,primary,cache-2020-primary-official-precinct.pdf,p1,REP FOR GOVERNOR AND LT GOVERNOR,1,AMA,"THOMAS E. WRIGHT, ROB BISHOP",10,False,Total,128,196
2020,primary,cache-2020-primary-official-precinct.pdf,p1,REP FOR GOVERNOR AND LT GOVERNOR,1,AMA,"SPENCER J. COX, DEIDRE M. HENDERSON",43,False,Total,128,196
2020,primary,cache-2020-primary-official-precinct.pdf,p1,REP FOR GOVERNOR AND LT GOVERNOR,1,AMA,"JON HUNTSMAN JR., MICHELLE KAUFUSI",25,False,Total,128,196
2020,primary,cache-2020-primary-official-precinct.pdf,p1,REP FOR GOVERNOR AND LT GOVERNOR,1,AMA,"GREG HUGHES, VICTOR IVERSON",43,False,Total,128,196
2020,primary,cache-2020-primary-official-precinct.pdf,p1,REP ATTORNEY GENERAL,1,AMA,SEAN D. REYES,64,False,Total,128,196
2020,primary,cache-2020-primary-official-precinct.pdf,p1,REP ATTORNEY GENERAL,1,AMA,DAVID O. LEAVITT,57,False,Total,128,196
2020,primary,cache-2020-primary-official-precinct.pdf,p1,REP STATE SENATE DIST 25,1,AMA,CHRIS H WILSON,81,False,Total,128,196
2020,primary,cache-2020-primary-official-precinct.pdf,p1,REP STATE SENATE DIST 25,1,AMA,LYLE W. HILLYARD,39,False,Total,128,196
2020,primary,cache-2020-primary-official-precinct.pdf,p1,REP HOUSE DIST 3,1,AMA,MIKE PETERSEN,82,False,Total,128,196
2020,primary,cache-2020-primary-official-precinct.pdf,p1,REP HOUSE DIST 3,1,AMA,VAL K. POTTER,37,False,Total,128,196
2020,primary,cache-2020-primary-official-precinct.pdf,p1,DEM U.S. HOUSE DIST 1,1,AMA,DARREN PARRY,5,False,Total,128,196
2020,primary,cache-2020-primary-official-precinct.pdf,p1,DEM U.S. HOUSE DIST 1,1,AMA,JAMIE CHEEK,1,False,Total,128,196
2020,primary,cache-2020-primary-official-precinct.pdf,p2,REP U.S. HOUSE DIST 1,1,BEN,KATIE WITT,27,False,Total,197,296
2020,primary,cache-2020-primary-official-precinct.pdf,p2,REP U.S. HOUSE DIST 1,1,BEN,BOB STEVENSON,38,False,Total,197,296
2020,primary,cache-2020-primary-official-precinct.pdf,p2,REP U.S. HOUSE DIST 1,1,BEN,BLAKE DAVID MOORE,38,False,Total,197,296
2020,primary,cache-2020-primary-official-precinct.pdf,p2,REP U.S. HOUSE DIST 1,1,BEN,KERRY W. GIBSON,67,False,Total,197,296
2020,primary,cache-2020-primary-official-precinct.pdf,p2,REP FOR GOVERNOR AND LT GOVERNOR,1,BEN,"THOMAS E. WRIGHT, ROB BISHOP",21,False,Total,197,296
2020,primary,cache-2020-primary-official-precinct.pdf,p2,REP FOR GOVERNOR AND LT GOVERNOR,1,BEN,"SPENCER J. COX, DEIDRE M. HENDERSON",54,False,Total,197,296
2020,primary,cache-2020-primary-official-precinct.pdf,p2,REP FOR GOVERNOR AND LT GOVERNOR,1,BEN,"JON HUNTSMAN JR., MICHELLE KAUFUSI",46,False,Total,197,296
2020,primary,cache-2020-primary-official-precinct.pdf,p2,REP FOR GOVERNOR AND LT GOVERNOR,1,BEN,"GREG HUGHES, VICTOR IVERSON",53,False,Total,197,296
2020,primary,cache-2020-primary-official-precinct.pdf,p2,REP ATTORNEY GENERAL,1,BEN,SEAN D. REYES,89,False,Total,197,296
2020,primary,cache-2020-primary-official-precinct.pdf,p2,REP ATTORNEY GENERAL,1,BEN,DAVID O. LEAVITT,81,False,Total,197,296
2020,primary,cache-2020-primary-official-precinct.pdf,p2,REP STATE SENATE DIST 25,1,BEN,CHRIS H WILSON,123,False,Total,197,296
2020,primary,cache-2020-primary-official-precinct.pdf,p2,REP STATE SENATE DIST 25,1,BEN,LYLE W. HILLYARD,48,False,Total,197,296
2020,primary,cache-2020-primary-official-precinct.pdf,p2,REP HOUSE DIST 3,1,BEN,MIKE PETERSEN,109,False,Total,197,296
2020,primary,cache-2020-primary-official-precinct.pdf,p2,REP HOUSE DIST 3,1,BEN,VAL K. POTTER,63,False,Total,197,296
2020,primary,cache-2020-primary-official-precinct.pdf,p2,DEM U.S. HOUSE DIST 1,1,BEN,DARREN PARRY,14,False,Total,197,296
2020,primary,cache-2020-primary-official-precinct.pdf,p2,DEM U.S. HOUSE DIST 1,1,BEN,JAMIE CHEEK,9,False,Total,197,296
2020,primary,cache-2020-primary-official-precinct.pdf,p3,REP U.S. HOUSE DIST 1,1,CLK,KATIE WITT,43,False,Total,207,309
2020,primary,cache-2020-primary-official-precinct.pdf,p3,REP U.S. HOUSE DIST 1,1,CLK,BOB STEVENSON,26,False,Total,207,309
2020,primary,cache-2020-primary-official-precinct.pdf,p3,REP U.S. HOUSE DIST 1,1,CLK,BLAKE DAVID MOORE,44,False,Total,207,309
2020,primary,cache-2020-primary-official-precinct.pdf,p3,REP U.S. HOUSE DIST 1,1,CLK,KERRY W. GIBSON,66,False,Total,207,309
2020,primary,cache-2020-primary-official-precinct.pdf,p3,REP FOR GOVERNOR AND LT GOVERNOR,1,CLK,"THOMAS E. WRIGHT, ROB BISHOP",17,False,Total,207,309
2020,primary,cache-2020-primary-official-precinct.pdf,p3,REP FOR GOVERNOR AND LT GOVERNOR,1,CLK,"SPENCER J. COX, DEIDRE M. HENDERSON",82,False,Total,207,309
2020,primary,cache-2020-primary-official-precinct.pdf,p3,REP FOR GOVERNOR AND LT GOVERNOR,1,CLK,"JON HUNTSMAN JR., MICHELLE KAUFUSI",52,False,Total,207,309
2020,primary,cache-2020-primary-official-precinct.pdf,p3,REP FOR GOVERNOR AND LT GOVERNOR,1,CLK,"GREG HUGHES, VICTOR IVERSON",36,False,Total,207,309
2020,primary,cache-2020-primary-official-precinct.pdf,p3,REP ATTORNEY GENERAL,1,CLK,SEAN D. REYES,100,False,Total,207,309
2020,primary,cache-2020-primary-official-precinct.pdf,p3,REP ATTORNEY GENERAL,1,CLK,DAVID O. LEAVITT,82,False,Total,207,309
2020,primary,cache-2020-primary-official-precinct.pdf,p3,REP STATE SENATE DIST 25,1,CLK,CHRIS H WILSON,112,False,Total,207,309
2020,primary,cache-2020-primary-official-precinct.pdf,p3,REP STATE SENATE DIST 25,1,CLK,LYLE W. HILLYARD,73,False,Total,207,309
2020,primary,cache-2020-primary-official-precinct.pdf,p3,DEM U.S. HOUSE DIST 1,1,CLK,DARREN PARRY,11,False,Total,207,309
2020,primary,cache-2020-primary-official-precinct.pdf,p3,DEM U.S. HOUSE DIST 1,1,CLK,JAMIE CHEEK,8,False,Total,207,309
2020,primary,cache-2020-primary-official-precinct.pdf,p4,REP U.S. HOUSE DIST 1,1,COR,KATIE WITT,21,False,Total,87,119
2020,primary,cache-2020-primary-official-precinct.pdf,p4,REP U.S. HOUSE DIST 1,1,COR,BOB STEVENSON,20,False,Total,87,119
2020,primary,cache-2020-primary-official-precinct.pdf,p4,REP U.S. HOUSE DIST 1,1,COR,BLAKE DAVID MOORE,9,False,Total,87,119
2020,primary,cache-2020-primary-official-precinct.pdf,p4,REP U.S. HOUSE DIST 1,1,COR,KERRY W. GIBSON,36,False,Total,87,119
2020,primary,cache-2020-primary-official-precinct.pdf,p4,REP FOR GOVERNOR AND LT GOVERNOR,1,COR,"THOMAS E. WRIGHT, ROB BISHOP",8,False,Total,87,119
2020,primary,cache-2020-primary-official-precinct.pdf,p4,REP FOR GOVERNOR AND LT GOVERNOR,1,COR,"SPENCER J. COX, DEIDRE M. HENDERSON",36,False,Total,87,119
2020,primary,cache-2020-primary-official-precinct.pdf,p4,REP FOR GOVERNOR AND LT GOVERNOR,1,COR,"JON HUNTSMAN JR., MICHELLE KAUFUSI",26,False,Total,87,119
2020,primary,cache-2020-primary-official-precinct.pdf,p4,REP FOR GOVERNOR AND LT GOVERNOR,1,COR,"GREG HUGHES, VICTOR IVERSON",17,False,Total,87,119
2020,primary,cache-2020-primary-official-precinct.pdf,p4,REP ATTORNEY GENERAL,1,COR,SEAN D. REYES,42,False,Total,87,119
2020,primary,cache-2020-primary-official-precinct.pdf,p4,REP ATTORNEY GENERAL,1,COR,DAVID O. LEAVITT,45,False,Total,87,119
2020,primary,cache-2020-primary-official-precinct.pdf,p4,REP STATE SENATE DIST 25,1,COR,CHRIS H WILSON,47,False,Total,87,119
2020,primary,cache-2020-primary-official-precinct.pdf,p4,REP STATE SENATE DIST 25,1,COR,LYLE W. HILLYARD,40,False,Total,87,119
2020,primary,cache-2020-primary-official-precinct.pdf,p4,DEM U.S. HOUSE DIST 1,1,COR,DARREN PARRY,0,False,Total,87,119
2020,primary,cache-2020-primary-official-precinct.pdf,p4,DEM U.S. HOUSE DIST 1,1,COR,JAMIE CHEEK,0,False,Total,87,119
2020,primary,cache-2020-primary-official-precinct.pdf,p5,REP U.S. HOUSE DIST 1,1,COV,KATIE WITT,32,False,Total,198,254
2020,primary,cache-2020-primary-official-precinct.pdf,p5,REP U.S. HOUSE DIST 1,1,COV,BOB STEVENSON,41,False,Total,198,254
2020,primary,cache-2020-primary-official-precinct.pdf,p5,REP U.S. HOUSE DIST 1,1,COV,BLAKE DAVID MOORE,37,False,Total,198,254
2020,primary,cache-2020-primary-official-precinct.pdf,p5,REP U.S. HOUSE DIST 1,1,COV,KERRY W. GIBSON,61,False,Total,198,254
2020,primary,cache-2020-primary-official-precinct.pdf,p5,REP FOR GOVERNOR AND LT GOVERNOR,1,COV,"THOMAS E. WRIGHT, ROB BISHOP",21,False,Total,198,254
2020,primary,cache-2020-primary-official-precinct.pdf,p5,REP FOR GOVERNOR AND LT GOVERNOR,1,COV,"SPENCER J. COX, DEIDRE M. HENDERSON",79,False,Total,198,254
2020,primary,cache-2020-primary-official-precinct.pdf,p5,REP FOR GOVERNOR AND LT GOVERNOR,1,COV,"JON HUNTSMAN JR., MICHELLE KAUFUSI",42,False,Total,198,254
2020,primary,cache-2020-primary-official-precinct.pdf,p5,REP FOR GOVERNOR AND LT GOVERNOR,1,COV,"GREG HUGHES, VICTOR IVERSON",40,False,Total,198,254
2020,primary,cache-2020-primary-official-precinct.pdf,p5,REP ATTORNEY GENERAL,1,COV,SEAN D. REYES,89,False,Total,198,254
2020,primary,cache-2020-primary-official-precinct.pdf,p5,REP ATTORNEY GENERAL,1,COV,DAVID O. LEAVITT,86,False,Total,198,254
2020,primary,cache-2020-primary-official-precinct.pdf,p5,REP STATE SENATE DIST 25,1,COV,CHRIS H WILSON,133,False,Total,198,254
2020,primary,cache-2020-primary-official-precinct.pdf,p5,REP STATE SENATE DIST 25,1,COV,LYLE W. HILLYARD,44,False,Total,198,254
2020,primary,cache-2020-primary-official-precinct.pdf,p5,REP HOUSE DIST 3,1,COV,MIKE PETERSEN,104,False,Total,198,254
2020,primary,cache-2020-primary-official-precinct.pdf,p5,REP HOUSE DIST 3,1,COV,VAL K. POTTER,72,False,Total,198,254
2020,primary,cache-2020-primary-official-precinct.pdf,p5,DEM U.S. HOUSE DIST 1,1,COV,DARREN PARRY,11,False,Total,198,254
2020,primary,cache-2020-primary-official-precinct.pdf,p5,DEM U.S. HOUSE DIST 1,1,COV,JAMIE CHEEK,5,False,Total,198,254
2020,primary,cache-2020-primary-official-precinct.pdf,p6,REP U.S. HOUSE DIST 1,1,CY,KATIE WITT,35,False,Total,292,375
2020,primary,cache-2020-primary-official-precinct.pdf,p6,REP U.S. HOUSE DIST 1,1,CY,BOB STEVENSON,61,False,Total,292,375
2020,primary,cache-2020-primary-official-precinct.pdf,p6,REP U.S. HOUSE DIST 1,1,CY,BLAKE DAVID MOORE,67,False,Total,292,375
2020,primary,cache-2020-primary-official-precinct.pdf,p6,REP U.S. HOUSE DIST 1,1,CY,KERRY W. GIBSON,89,False,Total,292,375
2020,primary,cache-2020-primary-official-precinct.pdf,p6,REP FOR GOVERNOR AND LT GOVERNOR,1,CY,"THOMAS E. WRIGHT, ROB BISHOP",33,False,Total,292,375
2020,primary,cache-2020-primary-official-precinct.pdf,p6,REP FOR GOVERNOR AND LT GOVERNOR,1,CY,"SPENCER J. COX, DEIDRE M. HENDERSON",120,False,Total,292,375
2020,primary,cache-2020-primary-official-precinct.pdf,p6,REP FOR GOVERNOR AND LT GOVERNOR,1,CY,"JON HUNTSMAN JR., MICHELLE KAUFUSI",52,False,Total,292,375
2020,primary,cache-2020-primary-official-precinct.pdf,p6,REP FOR GOVERNOR AND LT GOVERNOR,1,CY,"GREG HUGHES, VICTOR IVERSON",63,False,Total,292,375
2020,primary,cache-2020-primary-official-precinct.pdf,p6,REP ATTORNEY GENERAL,1,CY,SEAN D. REYES,167,False,Total,292,375
2020,primary,cache-2020-primary-official-precinct.pdf,p6,REP ATTORNEY GENERAL,1,CY,DAVID O. LEAVITT,96,False,Total,292,375
2020,primary,cache-2020-primary-official-precinct.pdf,p6,REP STATE SENATE DIST 25,1,CY,CHRIS H WILSON,158,False,Total,292,375
2020,primary,cache-2020-primary-official-precinct.pdf,p6,REP STATE SENATE DIST 25,1,CY,LYLE W. HILLYARD,100,False,Total,292,375
2020,primary,cache-2020-primary-official-precinct.pdf,p6,DEM U.S. HOUSE DIST 1,1,CY,DARREN PARRY,16,False,Total,292,375
2020,primary,cache-2020-primary-official-precinct.pdf,p6,DEM U.S. HOUSE DIST 1,1,CY,JAMIE CHEEK,8,False,Total,292,375
2020,primary,cache-2020-primary-official-precinct.pdf,p7,REP U.S. HOUSE DIST 1,1,HYD1,KATIE WITT,96,False,Total,821,1144
2020,primary,cache-2020-primary-official-precinct.pdf,p7,REP U.S. HOUSE DIST 1,1,HYD1,BOB STEVENSON,204,False,Total,821,1144
2020,primary,cache-2020-primary-official-precinct.pdf,p7,REP U.S. HOUSE DIST 1,1,HYD1,BLAKE DAVID MOORE,233,False,Total,821,1144
2020,primary,cache-2020-primary-official-precinct.pdf,p7,REP U.S. HOUSE DIST 1,1,HYD1,KERRY W. GIBSON,152,False,Total,821,1144
2020,primary,cache-2020-primary-official-precinct.pdf,p7,REP FOR GOVERNOR AND LT GOVERNOR,1,HYD1,"THOMAS E. WRIGHT, ROB BISHOP",76,False,Total,821,1144
2020,primary,cache-2020-primary-official-precinct.pdf,p7,REP FOR GOVERNOR AND LT GOVERNOR,1,HYD1,"SPENCER J. COX, DEIDRE M. HENDERSON",349,False,Total,821,1144
2020,primary,cache-2020-primary-official-precinct.pdf,p7,REP FOR GOVERNOR AND LT GOVERNOR,1,HYD1,"JON HUNTSMAN JR., MICHELLE KAUFUSI",214,False,Total,821,1144
2020,primary,cache-2020-primary-official-precinct.pdf,p7,REP FOR GOVERNOR AND LT GOVERNOR,1,HYD1,"GREG HUGHES, VICTOR IVERSON",102,False,Total,821,1144
2020,primary,cache-2020-primary-official-precinct.pdf,p7,REP ATTORNEY GENERAL,1,HYD1,SEAN D. REYES,410,False,Total,821,1144
2020,primary,cache-2020-primary-official-precinct.pdf,p7,REP ATTORNEY GENERAL,1,HYD1,DAVID O. LEAVITT,308,False,Total,821,1144
2020,primary,cache-2020-primary-official-precinct.pdf,p7,REP STATE SENATE DIST 25,1,HYD1,CHRIS H WILSON,465,False,Total,821,1144
2020,primary,cache-2020-primary-official-precinct.pdf,p7,REP STATE SENATE DIST 25,1,HYD1,LYLE W. HILLYARD,267,False,Total,821,1144
2020,primary,cache-2020-primary-official-precinct.pdf,p7,REP HOUSE DIST 3,1,HYD1,MIKE PETERSEN,383,False,Total,821,1144
2020,primary,cache-2020-primary-official-precinct.pdf,p7,REP HOUSE DIST 3,1,HYD1,VAL K. POTTER,343,False,Total,821,1144
2020,primary,cache-2020-primary-official-precinct.pdf,p7,DEM U.S. HOUSE DIST 1,1,HYD1,DARREN PARRY,53,False,Total,821,1144
2020,primary,cache-2020-primary-official-precinct.pdf,p7,DEM U.S. HOUSE DIST 1,1,HYD1,JAMIE CHEEK,25,False,Total,821,1144
2020,primary,cache-2020-primary-official-precinct.pdf,p8,REP U.S. HOUSE DIST 1,1,HYD2,KATIE WITT,100,False,Total,657,946
2020,primary,cache-2020-primary-official-precinct.pdf,p8,REP U.S. HOUSE DIST 1,1,HYD2,BOB STEVENSON,156,False,Total,657,946
2020,primary,cache-2020-primary-official-precinct.pdf,p8,REP U.S. HOUSE DIST 1,1,HYD2,BLAKE DAVID MOORE,178,False,Total,657,946
2020,primary,cache-2020-primary-official-precinct.pdf,p8,REP U.S. HOUSE DIST 1,1,HYD2,KERRY W. GIBSON,125,False,Total,657,946
2020,primary,cache-2020-primary-official-precinct.pdf,p8,REP FOR GOVERNOR AND LT GOVERNOR,1,HYD2,"THOMAS E. WRIGHT, ROB BISHOP",54,False,Total,657,946
2020,primary,cache-2020-primary-official-precinct.pdf,p8,REP FOR GOVERNOR AND LT GOVERNOR,1,HYD2,"SPENCER J. COX, DEIDRE M. HENDERSON",283,False,Total,657,946
2020,primary,cache-2020-primary-official-precinct.pdf,p8,REP FOR GOVERNOR AND LT GOVERNOR,1,HYD2,"JON HUNTSMAN JR., MICHELLE KAUFUSI",166,False,Total,657,946
2020,primary,cache-2020-primary-official-precinct.pdf,p8,REP FOR GOVERNOR AND LT GOVERNOR,1,HYD2,"GREG HUGHES, VICTOR IVERSON",89,False,Total,657,946
2020,primary,cache-2020-primary-official-precinct.pdf,p8,REP ATTORNEY GENERAL,1,HYD2,SEAN D. REYES,314,False,Total,657,946
2020,primary,cache-2020-primary-official-precinct.pdf,p8,REP ATTORNEY GENERAL,1,HYD2,DAVID O. LEAVITT,259,False,Total,657,946
2020,primary,cache-2020-primary-official-precinct.pdf,p8,REP STATE SENATE DIST 25,1,HYD2,CHRIS H WILSON,368,False,Total,657,946
2020,primary,cache-2020-primary-official-precinct.pdf,p8,REP STATE SENATE DIST 25,1,HYD2,LYLE W. HILLYARD,218,False,Total,657,946
2020,primary,cache-2020-primary-official-precinct.pdf,p8,REP HOUSE DIST 3,1,HYD2,MIKE PETERSEN,285,False,Total,657,946
2020,primary,cache-2020-primary-official-precinct.pdf,p8,REP HOUSE DIST 3,1,HYD2,VAL K. POTTER,292,False,Total,657,946
2020,primary,cache-2020-primary-official-precinct.pdf,p8,DEM U.S. HOUSE DIST 1,1,HYD2,DARREN PARRY,51,False,Total,657,946
2020,primary,cache-2020-primary-official-precinct.pdf,p8,DEM U.S. HOUSE DIST 1,1,HYD2,JAMIE CHEEK,11,False,Total,657,946
2020,primary,cache-2020-primary-official-precinct.pdf,p9,REP U.S. HOUSE DIST 1,1,HYR1,KATIE WITT,74,False,Total,401,527
2020,primary,cache-2020-primary-official-precinct.pdf,p9,REP U.S. HOUSE DIST 1,1,HYR1,BOB STEVENSON,65,False,Total,401,527
2020,primary,cache-2020-primary-official-precinct.pdf,p9,REP U.S. HOUSE DIST 1,1,HYR1,BLAKE DAVID MOORE,101,False,Total,401,527
2020,primary,cache-2020-primary-official-precinct.pdf,p9,REP U.S. HOUSE DIST 1,1,HYR1,KERRY W. GIBSON,79,False,Total,401,527
2020,primary,cache-2020-primary-official-precinct.pdf,p9,REP FOR GOVERNOR AND LT GOVERNOR,1,HYR1,"THOMAS E. WRIGHT, ROB BISHOP",30,False,Total,401,527
2020,primary,cache-2020-primary-official-precinct.pdf,p9,REP FOR GOVERNOR AND LT GOVERNOR,1,HYR1,"SPENCER J. COX, DEIDRE M. HENDERSON",118,False,Total,401,527
2020,primary,cache-2020-primary-official-precinct.pdf,p9,REP FOR GOVERNOR AND LT GOVERNOR,1,HYR1,"JON HUNTSMAN JR., MICHELLE KAUFUSI",90,False,Total,401,527
2020,primary,cache-2020-primary-official-precinct.pdf,p9,REP FOR GOVERNOR AND LT GOVERNOR,1,HYR1,"GREG HUGHES, VICTOR IVERSON",93,False,Total,401,527
2020,primary,cache-2020-primary-official-precinct.pdf,p9,REP ATTORNEY GENERAL,1,HYR1,SEAN D. REYES,198,False,Total,401,527
2020,primary,cache-2020-primary-official-precinct.pdf,p9,REP ATTORNEY GENERAL,1,HYR1,DAVID O. LEAVITT,126,False,Total,401,527
2020,primary,cache-2020-primary-official-precinct.pdf,p9,REP COUNTY COUNCIL SOUTH,1,HYR1,MARC K. ENSIGN,121,False,Total,401,527
2020,primary,cache-2020-primary-official-precinct.pdf,p9,REP COUNTY COUNCIL SOUTH,1,HYR1,NOLAN P. GUNNELL,206,False,Total,401,527
2020,primary,cache-2020-primary-official-precinct.pdf,p9,DEM U.S. HOUSE DIST 1,1,HYR1,DARREN PARRY,45,False,Total,401,527
2020,primary,cache-2020-primary-official-precinct.pdf,p9,DEM U.S. HOUSE DIST 1,1,HYR1,JAMIE CHEEK,22,False,Total,401,527
2020,primary,cache-2020-primary-official-precinct.pdf,p10,REP U.S. HOUSE DIST 1,1,HYR2,KATIE WITT,39,False,Total,185,276
2020,primary,cache-2020-primary-official-precinct.pdf,p10,REP U.S. HOUSE DIST 1,1,HYR2,BOB STEVENSON,38,False,Total,185,276
2020,primary,cache-2020-primary-official-precinct.pdf,p10,REP U.S. HOUSE DIST 1,1,HYR2,BLAKE DAVID MOORE,48,False,Total,185,276
2020,primary,cache-2020-primary-official-precinct.pdf,p10,REP U.S. HOUSE DIST 1,1,HYR2,KERRY W. GIBSON,38,False,Total,185,276
2020,primary,cache-2020-primary-official-precinct.pdf,p10,REP FOR GOVERNOR AND LT GOVERNOR,1,HYR2,"THOMAS E. WRIGHT, ROB BISHOP",14,False,Total,185,276
2020,primary,cache-2020-primary-official-precinct.pdf,p10,REP FOR GOVERNOR AND LT GOVERNOR,1,HYR2,"SPENCER J. COX, DEIDRE M. HENDERSON",51,False,Total,185,276
2020,primary,cache-2020-primary-official-precinct.pdf,p10,REP FOR GOVERNOR AND LT GOVERNOR,1,HYR2,"JON HUNTSMAN JR., MICHELLE KAUFUSI",41,False,Total,185,276
2020,primary,cache-2020-primary-official-precinct.pdf,p10,REP FOR GOVERNOR AND LT GOVERNOR,1,HYR2,"GREG HUGHES, VICTOR IVERSON",59,False,Total,185,276
2020,primary,cache-2020-primary-official-precinct.pdf,p10,REP ATTORNEY GENERAL,1,HYR2,SEAN D. REYES,105,False,Total,185,276
2020,primary,cache-2020-primary-official-precinct.pdf,p10,REP ATTORNEY GENERAL,1,HYR2,DAVID O. LEAVITT,58,False,Total,185,276
2020,primary,cache-2020-primary-official-precinct.pdf,p10,REP COUNTY COUNCIL SOUTH,1,HYR2,MARC K. ENSIGN,72,False,Total,185,276
2020,primary,cache-2020-primary-official-precinct.pdf,p10,REP COUNTY COUNCIL SOUTH,1,HYR2,NOLAN P. GUNNELL,90,False,Total,185,276
2020,primary,cache-2020-primary-official-precinct.pdf,p10,DEM U.S. HOUSE DIST 1,1,HYR2,DARREN PARRY,12,False,Total,185,276
2020,primary,cache-2020-primary-official-precinct.pdf,p10,DEM U.S. HOUSE DIST 1,1,HYR2,JAMIE CHEEK,8,False,Total,185,276
2020,primary,cache-2020-primary-official-precinct.pdf,p11,REP U.S. HOUSE DIST 1,1,HYR3,KATIE WITT,79,False,Total,445,659
2020,primary,cache-2020-primary-official-precinct.pdf,p11,REP U.S. HOUSE DIST 1,1,HYR3,BOB STEVENSON,95,False,Total,445,659
2020,primary,cache-2020-primary-official-precinct.pdf,p11,REP U.S. HOUSE DIST 1,1,HYR3,BLAKE DAVID MOORE,109,False,Total,445,659
2020,primary,cache-2020-primary-official-precinct.pdf,p11,REP U.S. HOUSE DIST 1,1,HYR3,KERRY W. GIBSON,92,False,Total,445,659
2020,primary,cache-2020-primary-official-precinct.pdf,p11,REP FOR GOVERNOR AND LT GOVERNOR,1,HYR3,"THOMAS E. WRIGHT, ROB BISHOP",29,False,Total,445,659
2020,primary,cache-2020-primary-official-precinct.pdf,p11,REP FOR GOVERNOR AND LT GOVERNOR,1,HYR3,"SPENCER J. COX, DEIDRE M. HENDERSON",163,False,Total,445,659
2020,primary,cache-2020-primary-official-precinct.pdf,p11,REP FOR GOVERNOR AND LT GOVERNOR,1,HYR3,"JON HUNTSMAN JR., MICHELLE KAUFUSI",108,False,Total,445,659
2020,primary,cache-2020-primary-official-precinct.pdf,p11,REP FOR GOVERNOR AND LT GOVERNOR,1,HYR3,"GREG HUGHES, VICTOR IVERSON",94,False,Total,445,659
2020,primary,cache-2020-primary-official-precinct.pdf,p11,REP ATTORNEY GENERAL,1,HYR3,SEAN D. REYES,222,False,Total,445,659
2020,primary,cache-2020-primary-official-precinct.pdf,p11,REP ATTORNEY GENERAL,1,HYR3,DAVID O. LEAVITT,162,False,Total,445,659
2020,primary,cache-2020-primary-official-precinct.pdf,p11,REP COUNTY COUNCIL SOUTH,1,HYR3,MARC K. ENSIGN,172,False,Total,445,659
2020,primary,cache-2020-primary-official-precinct.pdf,p11,REP COUNTY COUNCIL SOUTH,1,HYR3,NOLAN P. GUNNELL,211,False,Total,445,659
2020,primary,cache-2020-primary-official-precinct.pdf,p11,DEM U.S. HOUSE DIST 1,1,HYR3,DARREN PARRY,20,False,Total,445,659
2020,primary,cache-2020-primary-official-precinct.pdf,p11,DEM U.S. HOUSE DIST 1,1,HYR3,JAMIE CHEEK,27,False,Total,445,659
2020,primary,cache-2020-primary-official-precinct.pdf,p12,REP U.S. HOUSE DIST 1,1,HYR4,KATIE WITT,109,False,Total,546,770
2020,primary,cache-2020-primary-official-precinct.pdf,p12,REP U.S. HOUSE DIST 1,1,HYR4,BOB STEVENSON,135,False,Total,546,770
2020,primary,cache-2020-primary-official-precinct.pdf,p12,REP U.S. HOUSE DIST 1,1,HYR4,BLAKE DAVID MOORE,117,False,Total,546,770
2020,primary,cache-2020-primary-official-precinct.pdf,p12,REP U.S. HOUSE DIST 1,1,HYR4,KERRY W. GIBSON,126,False,Total,546,770
2020,primary,cache-2020-primary-official-precinct.pdf,p12,REP FOR GOVERNOR AND LT GOVERNOR,1,HYR4,"THOMAS E. WRIGHT, ROB BISHOP",68,False,Total,546,770
2020,primary,cache-2020-primary-official-precinct.pdf,p12,REP FOR GOVERNOR AND LT GOVERNOR,1,HYR4,"SPENCER J. COX, DEIDRE M. HENDERSON",159,False,Total,546,770
2020,primary,cache-2020-primary-official-precinct.pdf,p12,REP FOR GOVERNOR AND LT GOVERNOR,1,HYR4,"JON HUNTSMAN JR., MICHELLE KAUFUSI",143,False,Total,546,770
2020,primary,cache-2020-primary-official-precinct.pdf,p12,REP FOR GOVERNOR AND LT GOVERNOR,1,HYR4,"GREG HUGHES, VICTOR IVERSON",127,False,Total,546,770
2020,primary,cache-2020-primary-official-precinct.pdf,p12,REP ATTORNEY GENERAL,1,HYR4,SEAN D. REYES,261,False,Total,546,770
2020,primary,cache-2020-primary-official-precinct.pdf,p12,REP ATTORNEY GENERAL,1,HYR4,DAVID O. LEAVITT,227,False,Total,546,770
2020,primary,cache-2020-primary-official-precinct.pdf,p12,REP COUNTY COUNCIL SOUTH,1,HYR4,MARC K. ENSIGN,238,False,Total,546,770
2020,primary,cache-2020-primary-official-precinct.pdf,p12,REP COUNTY COUNCIL SOUTH,1,HYR4,NOLAN P. GUNNELL,244,False,Total,546,770
2020,primary,cache-2020-primary-official-precinct.pdf,p12,DEM U.S. HOUSE DIST 1,1,HYR4,DARREN PARRY,29,False,Total,546,770
