year,election_type,contest,jurisdiction_slug,office,district,seats,candidate,party,votes,rank_in_contest,n_precincts,suppressed,source_file
2025,municipal general,Nibley City Council,nibley,Council,At-Large,2,TROY RIBAO,,400,4,5,false,ev/general11042025__01000000-e857-63d6-872a-08de10178bfe.json
2025,municipal general,North Logan City Council,north_logan,Council,At-Large,2,EMILY SCHMIDT,,1316,1,6,false,ev/general11042025__01000000-e857-63d6-8940-08de10178bfe.json
2025,municipal general,North Logan City Council,north_logan,Council,At-Large,2,LARRY N HEPWORTH,,1059,2,6,false,ev/general11042025__01000000-e857-63d6-8940-08de10178bfe.json
2025,municipal general,North Logan City Council,north_logan,Council,At-Large,2,KIRK K. LARSEN,,800,3,6,false,ev/general11042025__01000000-e857-63d6-8940-08de10178bfe.json
2025,municipal general,North Logan City Council,north_logan,Council,At-Large,2,TIM MCCABE,,533,4,6,false,ev/general11042025__01000000-e857-63d6-8940-08de10178bfe.json
2025,municipal general,North Logan Mayor,north_logan,Mayor,,1,LYNDSAY LEA PETERSON,,1641,1,6,false,ev/general11042025__01000000-e857-63d6-88c3-08de10178bfe.json
2025,municipal general,Providence City Council,providence,Council,At-Large,2,SCOT W. CAMPBELL,,1126,1,9,false,ev/general11042025__01000000-e857-63d6-8b3f-08de10178bfe.json
2025,municipal general,Providence City Council,providence,Council,At-Large,2,JEANELL SEALY,,1045,2,9,false,ev/general11042025__01000000-e857-63d6-8b3f-08de10178bfe.json
2025,municipal general,Providence City Council,providence,Council,At-Large,2,NATE WORTHEN,,848,3,9,false,ev/general11042025__01000000-e857-63d6-8b3f-08de10178bfe.json
2025,municipal general,Providence City Council,providence,Council,At-Large,2,LADD T. KENNINGTON,,518,4,9,false,ev/general11042025__01000000-e857-63d6-8b3f-08de10178bfe.json
2025,municipal general,Richmond City Council - 4 Year,richmond,Council,At-Large,2,LYLE R BAIR,,574,1,3,false,ev/general11042025__01000000-e857-63d6-8e30-08de10178bfe.json
2025,municipal general,Richmond City Council - 4 Year,richmond,Council,At-Large,2,DARYL BLACK,,563,2,3,false,ev/general11042025__01000000-e857-63d6-8e30-08de10178bfe.json
2025,municipal general,Richmond City Council - 4 Year,richmond,Council,At-Large,2,CRAIG HARRIS,,228,3,3,false,ev/general11042025__01000000-e857-63d6-8e30-08de10178bfe.json
2025,municipal general,Richmond City Council - 4 Year,richmond,Council,At-Large,2,SHARIK L PECK II,,213,4,3,false,ev/general11042025__01000000-e857-63d6-8e30-08de10178bfe.json
2025,municipal general,Richmond City Council - 2 Year,richmond,Council,At-Large (2-year),1,FRAN SCHUMANN,,519,1,3,false,ev/general11042025__01000000-e857-63d6-8f0c-08de10178bfe.json
2025,municipal general,Richmond City Council - 2 Year,richmond,Council,At-Large (2-year),1,KAYLEEN BELL,,318,2,3,false,ev/general11042025__01000000-e857-63d6-8f0c-08de10178bfe.json
2025,municipal general,Richmond Mayor,richmond,Mayor,,1,JEFF YOUNG,,476,1,3,false,ev/general11042025__01000000-e857-63d6-8cf9-08de10178bfe.json
2025,municipal general,Richmond Mayor,richmond,Mayor,,1,AMBER ERVIN,,367,2,3,false,ev/general11042025__01000000-e857-63d6-8cf9-08de10178bfe.json
2025,municipal general,Smithfield City Council,smithfield,Council,At-Large,2,JAY D. DOWNS,,1837,1,8,false,ev/general11042025__01000000-e857-63d6-9112-08de10178bfe.json
2025,municipal general,Smithfield City Council,smithfield,Council,At-Large,2,CHRIS OLSEN,,1802,2,8,false,ev/general11042025__01000000-e857-63d6-9112-08de10178bfe.json
2025,municipal general,Smithfield City Council,smithfield,Council,At-Large,2,SUE HYER,,1542,3,8,false,ev/general11042025__01000000-e857-63d6-9112-08de10178bfe.json
2025,municipal general,Smithfield City Council,smithfield,Council,At-Large,2,LIZETTE VILLEGAS,,776,4,8,false,ev/general11042025__01000000-e857-63d6-9112-08de10178bfe.json
2025,municipal general,Smithfield Mayor,smithfield,Mayor,,1,AARON RUDIE,,1649,1,8,false,ev/general11042025__01000000-e857-63d6-9009-08de10178bfe.json
2025,municipal general,Smithfield Mayor,smithfield,Mayor,,1,KRIS MONSON,,1572,2,8,false,ev/general11042025__01000000-e857-63d6-9009-08de10178bfe.json
2025,municipal general,Trenton City Council - 4 Year,trenton,Council,At-Large,2,KYLE KINGSTON,,142,1,1,false,ev/general11042025__01000000-e857-63d6-93c5-08de10178bfe.json
2025,municipal general,Trenton City Council - 4 Year,trenton,Council,At-Large,2,JOHN NELSON,,116,2,1,false,ev/general11042025__01000000-e857-63d6-93c5-08de10178bfe.json
2025,municipal general,Trenton City Council - 4 Year,trenton,Council,At-Large,2,Write-In: Ted Merlin Andrew,,87,3,1,false,ev/general11042025__01000000-e857-63d6-93c5-08de10178bfe.json
2025,municipal general,Trenton City Council - 2 Year,trenton,Council,At-Large (2-year),1,Write-In: Stacey Wangsgard,,115,1,1,false,ev/general11042025__01000000-e857-63d6-94d9-08de10178bfe.json
2025,municipal general,Trenton City Council - 2 Year,trenton,Council,At-Large (2-year),1,Write-In: David John,,58,2,1,false,ev/general11042025__01000000-e857-63d6-94d9-08de10178bfe.json
2025,municipal general,Trenton Mayor,trenton,Mayor,,1,ERICK SIMMONDS,,111,1,1,false,ev/general11042025__01000000-e857-63d6-9332-08de10178bfe.json
2025,municipal general,Trenton Mayor,trenton,Mayor,,1,Write-In: Mark Neil Adams,,82,2,1,false,ev/general11042025__01000000-e857-63d6-9332-08de10178bfe.json
2025,municipal general,Wellsville Mayor,wellsville,Mayor,,1,CHAD BANKHEAD LINDLEY,,640,1,3,false,ev/general11042025__01000000-e857-63d6-9543-08de10178bfe.json
2025,municipal general,Wellsville Mayor,wellsville,Mayor,,1,CARL P. LEATHAM,,580,2,3,false,ev/general11042025__01000000-e857-63d6-9543-08de10178bfe.json
2025,municipal primary,Hyrum City Council,hyrum,Council,At-Large,2,REBECCA FOULGER,,1154,1,5,false,ev/primary08122025__01000000-6679-1a42-9411-08ddcba668d8.json
2025,municipal primary,Hyrum City Council,hyrum,Council,At-Large,2,NALYN NELSON,,979,2,5,false,ev/primary08122025__01000000-6679-1a42-9411-08ddcba668d8.json
2025,municipal primary,Hyrum City Council,hyrum,Council,At-Large,2,PAUL JAMES,,557,3,5,false,ev/primary08122025__01000000-6679-1a42-9411-08ddcba668d8.json
2025,municipal primary,Hyrum City Council,hyrum,Council,At-Large,2,JARED CLAWSON,,551,4,5,false,ev/primary08122025__01000000-6679-1a42-9411-08ddcba668d8.json
2025,municipal primary,Hyrum City Council,hyrum,Council,At-Large,2,KEVIN J. PETERSEN,,415,5,5,false,ev/primary08122025__01000000-6679-1a42-9411-08ddcba668d8.json
2025,municipal primary,Hyrum City Council,hyrum,Council,At-Large,2,JOSHUA KYLE CANNON,,175,6,5,false,ev/primary08122025__01000000-6679-1a42-9411-08ddcba668d8.json
2025,municipal primary,Hyrum Mayor,hyrum,Mayor,,1,STEVE J. MILLER,,1296,1,5,false,ev/primary08122025__01000000-6679-1a42-c776-08ddcba668d7.json
2025,municipal primary,Hyrum Mayor,hyrum,Mayor,,1,STEPHANIE MILLER,,621,2,5,false,ev/primary08122025__01000000-6679-1a42-c776-08ddcba668d7.json
2025,municipal primary,Hyrum Mayor,hyrum,Mayor,,1,SHARA TOONE,,85,3,5,false,ev/primary08122025__01000000-6679-1a42-c776-08ddcba668d7.json
2025,municipal primary,Logan City Council,logan,Council,At-Large,2,ERNESTO LOPEZ,,2500,1,36,false,ev/primary08122025__01000000-6679-1a42-9cc3-08ddcba668d8.json
2025,municipal primary,Logan City Council,logan,Council,At-Large,2,KATIE LEE-KOVEN,,2115,2,36,false,ev/primary08122025__01000000-6679-1a42-9cc3-08ddcba668d8.json
2025,municipal primary,Logan City Council,logan,Council,At-Large,2,MELISSA DAHLE,,2075,3,36,false,ev/primary08122025__01000000-6679-1a42-9cc3-08ddcba668d8.json
2025,municipal primary,Logan City Council,logan,Council,At-Large,2,BRIAN SEAMONS,,1341,4,36,false,ev/primary08122025__01000000-6679-1a42-9cc3-08ddcba668d8.json
2025,municipal primary,Logan City Council,logan,Council,At-Large,2,GAIL B. YOST,,713,5,36,false,ev/primary08122025__01000000-6679-1a42-9cc3-08ddcba668d8.json
2025,municipal primary,Logan City Council,logan,Council,At-Large,2,KRISTI FATUESI,,329,6,36,false,ev/primary08122025__01000000-6679-1a42-9cc3-08ddcba668d8.json
2025,municipal primary,Logan City Council,logan,Council,At-Large,2,JOSHUA MICHAEL MOLITOR,,311,7,36,false,ev/primary08122025__01000000-6679-1a42-9cc3-08ddcba668d8.json
2025,municipal primary,Logan City Council,logan,Council,At-Large,2,REILLY SAMUEL FATUESI,,92,8,36,false,ev/primary08122025__01000000-6679-1a42-9cc3-08ddcba668d8.json
2025,municipal primary,Logan Mayor,logan,Mayor,,1,MARK A. ANDERSON,,3283,1,36,false,ev/primary08122025__01000000-6679-1a42-97e9-08ddcba668d8.json
2025,municipal primary,Logan Mayor,logan,Mayor,,1,ALANNA NAFZIGER,,1550,2,36,false,ev/primary08122025__01000000-6679-1a42-97e9-08ddcba668d8.json
2025,municipal primary,Logan Mayor,logan,Mayor,,1,LEWIS ROESBERRY,,208,3,36,false,ev/primary08122025__01000000-6679-1a42-97e9-08ddcba668d8.json
2025,municipal primary,Logan Mayor,logan,Mayor,,1,JERRITT T. BODRERO,,150,4,36,false,ev/primary08122025__01000000-6679-1a42-97e9-08ddcba668d8.json
2025,municipal primary,Logan Mayor,logan,Mayor,,1,MATTHEW PAUL FATUESI,,51,5,36,false,ev/primary08122025__01000000-6679-1a42-97e9-08ddcba668d8.json
2025,municipal primary,North Logan City Council,north_logan,Council,At-Large,2,EMILY SCHMIDT,,878,1,6,false,ev/primary08122025__01000000-6679-1a42-a1f5-08ddcba668d8.json
2025,municipal primary,North Logan City Council,north_logan,Council,At-Large,2,LARRY N HEPWORTH,,582,2,6,false,ev/primary08122025__01000000-6679-1a42-a1f5-08ddcba668d8.json
2025,municipal primary,North Logan City Council,north_logan,Council,At-Large,2,TIM MCCABE,,451,3,6,false,ev/primary08122025__01000000-6679-1a42-a1f5-08ddcba668d8.json
2025,municipal primary,North Logan City Council,north_logan,Council,At-Large,2,KIRK K. LARSEN,,427,4,6,false,ev/primary08122025__01000000-6679-1a42-a1f5-08ddcba668d8.json
2025,municipal primary,North Logan City Council,north_logan,Council,At-Large,2,HOLLY A GUNTHER,,324,5,6,false,ev/primary08122025__01000000-6679-1a42-a1f5-08ddcba668d8.json
2025,municipal primary,Richmond City Council - 2yr,richmond,Council,At-Large (2-year),1,FRAN SCHUMANN,,201,1,3,false,ev/primary08122025__01000000-6679-1a42-a4c5-08ddcba668d8.json
2025,municipal primary,Richmond City Council - 2yr,richmond,Council,At-Large (2-year),1,KAYLEEN BELL,,162,2,3,false,ev/primary08122025__01000000-6679-1a42-a4c5-08ddcba668d8.json
2025,municipal primary,Richmond City Council - 2yr,richmond,Council,At-Large (2-year),1,CHASE WESTWOOD,,133,3,3,false,ev/primary08122025__01000000-6679-1a42-a4c5-08ddcba668d8.json
2025,municipal primary,Smithfield City Council,smithfield,Council,At-Large,2,CHRIS OLSEN,,1020,1,8,false,ev/primary08122025__01000000-6679-1a42-a560-08ddcba668d8.json
2025,municipal primary,Smithfield City Council,smithfield,Council,At-Large,2,JAY D. DOWNS,,958,2,8,false,ev/primary08122025__01000000-6679-1a42-a560-08ddcba668d8.json
2025,municipal primary,Smithfield City Council,smithfield,Council,At-Large,2,SUE HYER,,936,3,8,false,ev/primary08122025__01000000-6679-1a42-a560-08ddcba668d8.json
2025,municipal primary,Smithfield City Council,smithfield,Council,At-Large,2,LIZETTE VILLEGAS,,411,4,8,false,ev/primary08122025__01000000-6679-1a42-a560-08ddcba668d8.json
2025,municipal primary,Smithfield City Council,smithfield,Council,At-Large,2,BLAINE RICHARD NUTTALL,,149,5,8,false,ev/primary08122025__01000000-6679-1a42-a560-08ddcba668d8.json
2025,municipal primary,Wellsville Mayor,wellsville,Mayor,,1,CARL P. LEATHAM,,337,1,3,false,ev/primary08122025__01000000-6679-1a42-a6c1-08ddcba668d8.json
2025,municipal primary,Wellsville Mayor,wellsville,Mayor,,1,CHAD BANKHEAD LINDLEY,,239,2,3,false,ev/primary08122025__01000000-6679-1a42-a6c1-08ddcba668d8.json
2025,municipal primary,Wellsville Mayor,wellsville,Mayor,,1,KAYLENE AMES,,200,3,3,false,ev/primary08122025__01000000-6679-1a42-a6c1-08ddcba668d8.json
2025,municipal primary,Wellsville Mayor,wellsville,Mayor,,1,PERRY N. MAUGHAN,,172,4,3,false,ev/primary08122025__01000000-6679-1a42-a6c1-08ddcba668d8.json
