date,year,title,body,motion_no,motion,motion_type,result,mover,seconder,member,vote,source,provenance
2015-01-05,2015,Cache County Council Council Meeting,Council,1,approve the agenda as written,,"The vote was unanimous, 6-0",Potter,Yeates,,,legislative/minutes/2015/2015-01-05_council.md,citysite_ocr
2015-01-05,2015,Cache County Council Council Meeting,Council,2,appoint David L,,"The vote was unanimous, 6-0",Merrill,,,,legislative/minutes/2015/2015-01-05_council.md,citysite_ocr
2015-01-05,2015,Cache County Council Council Meeting,Council,3,adjourn from the special session of the,,"The vote was unanimous, 7-0",Yeates,Zilles,,,legislative/minutes/2015/2015-01-05_council.md,citysite_ocr
2015-01-13,2015,Cache County Council Council Meeting,Council,1,approve the agenda as written,,"The vote was unanimous, 6-0",Yeates,Zilles,,,legislative/minutes/2015/2015-01-13_council.md,citysite_ocr
2015-01-13,2015,Cache County Council Council Meeting,Council,2,approve the minutes of the December 09,,"The vote was unanimous, 6-0",Yeates,Zilles,,,legislative/minutes/2015/2015-01-13_council.md,citysite_ocr
2015-01-13,2015,Cache County Council Council Meeting,Council,3,approve the recommended appointments,,"The vote was unanimous, 6-0",Yeates,Erickson,,,legislative/minutes/2015/2015-01-13_council.md,citysite_ocr
2015-01-13,2015,Cache County Council Council Meeting,Council,4,accept the Bear River Mental Health,,"The vote was unanimous,
6-0",Yeates,White,,,legislative/minutes/2015/2015-01-13_council.md,citysite_ocr
2015-01-13,2015,Cache County Council Council Meeting,Council,5,"set a Public Hearing-January 27, 2015 at",,"The vote was
unanimous, 6-0",White,Yeates,,,legislative/minutes/2015/2015-01-13_council.md,citysite_ocr
2015-01-13,2015,Cache County Council Council Meeting,Council,6,waive the rules and approve Ordinance,,"The vote was unanimous, 6-0",Yeates,White,,,legislative/minutes/2015/2015-01-13_council.md,citysite_ocr
2015-01-13,2015,Cache County Council Council Meeting,Council,7,waive the rules and approve Resolution,,"The vote was
unanimous, 6-0",Yeates,White,,,legislative/minutes/2015/2015-01-13_council.md,citysite_ocr
2015-01-13,2015,Cache County Council Council Meeting,Council,8,approve the Property Tax Military,,"The vote was unanimous, 6-0",Yeates,Erickson,,,legislative/minutes/2015/2015-01-13_council.md,citysite_ocr
2015-01-13,2015,Cache County Council Council Meeting,Council,9,approve the Fox Hollow Subdivision-Duane,,"The vote was unanimous, 6-0",Zilles,Merrill,,,legislative/minutes/2015/2015-01-13_council.md,citysite_ocr
2015-01-27,2015,Cache County Council Council Meeting,Council,1,approve the agenda as written,,"The vote was unanimous, 5-0",Yeates,Zilles,,,legislative/minutes/2015/2015-01-27_council.md,citysite_ocr
2015-01-27,2015,Cache County Council Council Meeting,Council,2,approve the minutes of the January 13,,"The vote was unanimous,
5-0",Yeates,Zilles,,,legislative/minutes/2015/2015-01-27_council.md,citysite_ocr
2015-01-27,2015,Cache County Council Council Meeting,Council,3,approve the Consent Agenda Item-Ronald,,"The vote was unanimous, 6-0",Potter,Yeates,,,legislative/minutes/2015/2015-01-27_council.md,citysite_ocr
2015-01-27,2015,Cache County Council Council Meeting,Council,4,close the Public Hearing,,"The vote was unanimous, 7-0",Yeates,Potter,,,legislative/minutes/2015/2015-01-27_council.md,citysite_ocr
2015-01-27,2015,Cache County Council Council Meeting,Council,5,close the Public Hearing,,"The vote was unanimous, 6-0",Zilles,,,,legislative/minutes/2015/2015-01-27_council.md,citysite_ocr
2015-01-27,2015,Cache County Council Council Meeting,Council,6,waive the rules and approve Resolution,,"The vote was
unanimous, 6-0",White,Zilles,,,legislative/minutes/2015/2015-01-27_council.md,citysite_ocr
2015-01-27,2015,Cache County Council Council Meeting,Council,7,approve the three property tax deferral,,"The vote was unanimous, 6-0",Erickson,Potter,,,legislative/minutes/2015/2015-01-27_council.md,citysite_ocr
2015-01-27,2015,Cache County Council Council Meeting,Council,8,approve the Widow Abatement request,,"The vote was unanimous, 6-0",Potter,White,,,legislative/minutes/2015/2015-01-27_council.md,citysite_ocr
2015-02-10,2015,Cache County Council Council Meeting,Council,1,approve the agenda as amended,,"The vote was unanimous, 7-0",Yeates,Erickson,,,legislative/minutes/2015/2015-02-10_council.md,citysite_ocr
2015-02-10,2015,Cache County Council Council Meeting,Council,2,approve the minutes of the January 27,,"The vote was unanimous,
7-0",Yeates,Zilles,,,legislative/minutes/2015/2015-02-10_council.md,citysite_ocr
2015-02-10,2015,Cache County Council Council Meeting,Council,3,"set a Public Hearing — February 24, 2015",,"The vote was unanimous,
7-0",Yeates,Erickson,,,legislative/minutes/2015/2015-02-10_council.md,citysite_ocr
2015-02-10,2015,Cache County Council Council Meeting,Council,4,approve the 2014 Parcels with Abatements,,"The vote was unanimous, 7-0",Zilles,White,,,legislative/minutes/2015/2015-02-10_council.md,citysite_ocr
2015-02-10,2015,Cache County Council Council Meeting,Council,5,waive the rules and approve Ordinance,,"The vote was unanimous, 7-0",Yeates,,,,legislative/minutes/2015/2015-02-10_council.md,citysite_ocr
2015-02-10,2015,Cache County Council Council Meeting,Council,6,approve the property tax deferral request,,"The vote was
unanimous, 7-0",Yeates,Potter,,,legislative/minutes/2015/2015-02-10_council.md,citysite_ocr
2015-02-10,2015,Cache County Council Council Meeting,Council,7,approve the Active Military Duty Property,,"The vote was unanimous, 7-0",White,Yeates,,,legislative/minutes/2015/2015-02-10_council.md,citysite_ocr
2015-02-10,2015,Cache County Council Council Meeting,Council,8,deny the Erik Merkley-Armor Storage,,,White,,,,legislative/minutes/2015/2015-02-10_council.md,citysite_ocr
2015-03-10,2015,Cache County Council Council Meeting,Council,1,approve the amended agenda,,"The vote was unanimous, 6-0",Potter,Zilles,,,legislative/minutes/2015/2015-03-10_council.md,citysite_ocr
2015-03-10,2015,Cache County Council Council Meeting,Council,2,approve the minutes of the February 24,,"The vote was

unanimous, 6-0",Zilles,Erickson,,,legislative/minutes/2015/2015-03-10_council.md,citysite_ocr
2015-03-10,2015,Cache County Council Council Meeting,Council,3,decline the URS Benefit Protection,,,Zilles,White,,,legislative/minutes/2015/2015-03-10_council.md,citysite_ocr
2015-03-10,2015,Cache County Council Council Meeting,Council,4,accept the Proclamation — Child Abuse,,"The vote was unanimous,
7-0",Erickson,Yeates,,,legislative/minutes/2015/2015-03-10_council.md,citysite_ocr
2015-03-10,2015,Cache County Council Council Meeting,Council,5,"close the Public Hearing-March 10, 2015",,"The vote was unanimous, 7-0",Yeates,White,,,legislative/minutes/2015/2015-03-10_council.md,citysite_ocr
2015-03-10,2015,Cache County Council Council Meeting,Council,6,accept the 2015 Capital Improvement,,"The vote was unanimous, 7-0",White,Yeates,,,legislative/minutes/2015/2015-03-10_council.md,citysite_ocr
2015-03-10,2015,Cache County Council Council Meeting,Council,7,convene as a Board of Equalization,,"The vote was unanimous, 7-0",Yeates,White,,,legislative/minutes/2015/2015-03-10_council.md,citysite_ocr
2015-03-10,2015,Cache County Council Council Meeting,Council,8,remove the Planned Parenthood,,"The vote was unanimous, 7-0",Yeates,Zilles,,,legislative/minutes/2015/2015-03-10_council.md,citysite_ocr
2015-03-10,2015,Cache County Council Council Meeting,Council,9,approve the Planned Parenthood Property,,,White,Potter,,,legislative/minutes/2015/2015-03-10_council.md,citysite_ocr
2015-03-10,2015,Cache County Council Council Meeting,Council,10,adjourn from Board of Equalization,,"The vote was unanimous, 7-0",Yeates,Potter,,,legislative/minutes/2015/2015-03-10_council.md,citysite_ocr
2015-03-10,2015,Cache County Council Council Meeting,Council,11,waive the rules and approve Resolution,,"The vote was unanimous, 7-0",Yeates,Erickson,,,legislative/minutes/2015/2015-03-10_council.md,citysite_ocr
2015-03-10,2015,Cache County Council Council Meeting,Council,12,waive the rules and approve Resolution,,"The vote was unanimous, 7-0",Yeates,Potter,,,legislative/minutes/2015/2015-03-10_council.md,citysite_ocr
2015-03-24,2015,Cache County Council Council Meeting,Council,1,approve the agenda as written,,"The vote was unanimous, 6-0",Zilles,Yeates,,,legislative/minutes/2015/2015-03-24_council.md,citysite_ocr
2015-03-24,2015,Cache County Council Council Meeting,Council,2,approve the minutes of the March 10,,"The vote was
unanimous, 6-0",Yeates,Erickson,,,legislative/minutes/2015/2015-03-24_council.md,citysite_ocr
2015-03-24,2015,Cache County Council Council Meeting,Council,3,approve the recommended appointments,,"The vote was unanimous, 6-0",Yeates,Merrill,,,legislative/minutes/2015/2015-03-24_council.md,citysite_ocr
2015-03-24,2015,Cache County Council Council Meeting,Council,4,convene as a Board of Equalization,,"The vote was unanimous, 6-0",Yeates,White,,,legislative/minutes/2015/2015-03-24_council.md,citysite_ocr
2015-03-24,2015,Cache County Council Council Meeting,Council,5,approve a 70% property tax exemption for,,"The vote was unanimous,
6-0",White,Zilles,,,legislative/minutes/2015/2015-03-24_council.md,citysite_ocr
2015-03-24,2015,Cache County Council Council Meeting,Council,6,adjourn from Board of Equalization,,"The vote was unanimous, 6-0",Yeates,Zilles,,,legislative/minutes/2015/2015-03-24_council.md,citysite_ocr
2015-03-24,2015,Cache County Council Council Meeting,Council,7,waive the rules and approve Ordinance,,"The vote was unanimous, 6-0",Erickson,,,,legislative/minutes/2015/2015-03-24_council.md,citysite_ocr
2015-03-24,2015,Cache County Council Council Meeting,Council,8,waive the rules and approved Ordinance,,"The vote
was unanimous, 6-0",Yeates,White,,,legislative/minutes/2015/2015-03-24_council.md,citysite_ocr
2015-03-24,2015,Cache County Council Council Meeting,Council,9,waive the rules and approve Ordinance,,"The vote was unanimous, 6-0",Yeates,,,,legislative/minutes/2015/2015-03-24_council.md,citysite_ocr
2015-03-24,2015,Cache County Council Council Meeting,Council,10,waive the rules and approve Ordinance,,"The vote was unanimous,
6-0",Yeates,Zilles,,,legislative/minutes/2015/2015-03-24_council.md,citysite_ocr
2015-04-14,2015,Cache County Council Council Meeting,Council,1,approve the agenda as written,,"The vote was unanimous, 6-0",Yeates,Potter,,,legislative/minutes/2015/2015-04-14_council.md,citysite_ocr
2015-04-14,2015,Cache County Council Council Meeting,Council,2,approve the minutes of the March 24,,"The vote was unanimous,
6-0",Yeates,Zilles,,,legislative/minutes/2015/2015-04-14_council.md,citysite_ocr
2015-04-14,2015,Cache County Council Council Meeting,Council,3,approve the recommended appointment,,"The vote was unanimous, 6-0",Yeates,Erickson,,,legislative/minutes/2015/2015-04-14_council.md,citysite_ocr
2015-04-14,2015,Cache County Council Council Meeting,Council,4,approve the recommended appointment,,"The vote was unanimous, 6-0",Yeates,Zilles,,,legislative/minutes/2015/2015-04-14_council.md,citysite_ocr
2015-04-14,2015,Cache County Council Council Meeting,Council,5,convene as a Board of Equalization,,"The vote was unanimous, 6-0",Yeates,Zilles,,,legislative/minutes/2015/2015-04-14_council.md,citysite_ocr
2015-04-14,2015,Cache County Council Council Meeting,Council,6,approve the Findings of Fact for the,,"The vote was unanimous, 6-0",Yeates,Zilles,,,legislative/minutes/2015/2015-04-14_council.md,citysite_ocr
2015-04-14,2015,Cache County Council Council Meeting,Council,7,adjourn from Board of Equalization,,"The vote was unanimous, 6-0",Yeates,Erickson,,,legislative/minutes/2015/2015-04-14_council.md,citysite_ocr
2015-04-14,2015,Cache County Council Council Meeting,Council,8,"set a Public Hearing-April 28, 2015",,"The vote was unanimous,
6-0",Yeates,White,,,legislative/minutes/2015/2015-04-14_council.md,citysite_ocr
2015-04-14,2015,Cache County Council Council Meeting,Council,9,waive the rules and approve Resolution,,"The vote was unanimous, 6-0",Potter,Yeates,,,legislative/minutes/2015/2015-04-14_council.md,citysite_ocr
2015-04-14,2015,Cache County Council Council Meeting,Council,10,approve an 18-month deferral payment,,"The vote was unanimous, 6-0",Yeates,Potter,,,legislative/minutes/2015/2015-04-14_council.md,citysite_ocr
2015-04-14,2015,Cache County Council Council Meeting,Council,11,approve the deferral plan of payment of,,"The vote was
unanimous, 6-0",Zilles,Potter,,,legislative/minutes/2015/2015-04-14_council.md,citysite_ocr
2015-04-14,2015,Cache County Council Council Meeting,Council,12,approve a 8-month deferral payment plan,,"The vote was unanimous, 6-0",Yeates,Potter,,,legislative/minutes/2015/2015-04-14_council.md,citysite_ocr
2015-04-14,2015,Cache County Council Council Meeting,Council,13,offer a 12-month deferral payment plan,,"The vote was unanimous, 6-0",Potter,Erickson,,,legislative/minutes/2015/2015-04-14_council.md,citysite_ocr
2015-04-14,2015,Cache County Council Council Meeting,Council,14,"approve using the proposed $38,000.00",,"The vote was unanimous, 6-0",Erickson,White,,,legislative/minutes/2015/2015-04-14_council.md,citysite_ocr
2015-04-14,2015,Cache County Council Council Meeting,Council,15,approve an 18-month deferral payment,,"The vote was unanimous, 6-0",Yeates,Potter,,,legislative/minutes/2015/2015-04-14_council.md,citysite_ocr
2015-04-28,2015,Cache County Council Council Meeting,Council,1,approve the agenda as written,,"The vote was unanimous, 7-0",Yeates,Erickson,,,legislative/minutes/2015/2015-04-28_council.md,citysite_ocr
2015-04-28,2015,Cache County Council Council Meeting,Council,2,"approve the minutes of the April 14, 2015",,"The vote was unanimous, 7-0",Yeates,White,,,legislative/minutes/2015/2015-04-28_council.md,citysite_ocr
2015-04-28,2015,Cache County Council Council Meeting,Council,3,approve the recommended appointment,,"The vote was unanimous, 7-0",Yeates,White,,,legislative/minutes/2015/2015-04-28_council.md,citysite_ocr
2015-04-28,2015,Cache County Council Council Meeting,Council,4,approve the Consent Agenda-Funk,,"The vote was unanimous, 7-0",Potter,Yeates,,,legislative/minutes/2015/2015-04-28_council.md,citysite_ocr
2015-04-28,2015,Cache County Council Council Meeting,Council,5,"set a Public Hearing-May 12, 2015-5:30",,"The vote was
unanimous, 7-0",Yeates,Zilles,,,legislative/minutes/2015/2015-04-28_council.md,citysite_ocr
2015-04-28,2015,Cache County Council Council Meeting,Council,6,waive the rules and approve Resolution,,,Potter,,,,legislative/minutes/2015/2015-04-28_council.md,citysite_ocr
2015-04-28,2015,Cache County Council Council Meeting,Council,7,approve the Paradise Horizon,,"The vote was unanimous, 7-0",Yeates,Potter,,,legislative/minutes/2015/2015-04-28_council.md,citysite_ocr
2015-04-28,2015,Cache County Council Council Meeting,Council,8,"close the Public Hearing-April 28, 2015",,"The vote was unanimous, 7-0",Yeates,White,,,legislative/minutes/2015/2015-04-28_council.md,citysite_ocr
2015-04-28,2015,Cache County Council Council Meeting,Council,9,waive the rules and approve Resolution,,"The vote was
unanimous, 7-0",Yeates,Potter,,,legislative/minutes/2015/2015-04-28_council.md,citysite_ocr
2015-04-28,2015,Cache County Council Council Meeting,Council,10,deny the property tax deferral request for,,"The vote was unanimous, 7-0",Zilles,Erickson,,,legislative/minutes/2015/2015-04-28_council.md,citysite_ocr
2015-04-28,2015,Cache County Council Council Meeting,Council,11,approve the 24-month property tax,,"The vote was unanimous, 7-0",Potter,Yeates,,,legislative/minutes/2015/2015-04-28_council.md,citysite_ocr
2015-05-12,2015,Cache County Council Council Meeting,Council,1,approve the agenda with item 12d — Property,,"The vote was unanimous, 6-0",Potter,Yeates,,,legislative/minutes/2015/2015-05-12_council.md,citysite_ocr
2015-05-12,2015,Cache County Council Council Meeting,Council,2,"approve the minutes of the April 28, 2015",,"The vote was unanimous, 6-0",Yeates,Zilles,,,legislative/minutes/2015/2015-05-12_council.md,citysite_ocr
2015-05-12,2015,Cache County Council Council Meeting,Council,3,thank Dolling for his presentation with no,,"The vote was
unanimous, 7-0",White,Yeates,,,legislative/minutes/2015/2015-05-12_council.md,citysite_ocr
2015-05-12,2015,Cache County Council Council Meeting,Council,4,close the CDBG Second Public Hearing,,"The vote was unanimous, 7-0",Zilles,Erickson,,,legislative/minutes/2015/2015-05-12_council.md,citysite_ocr
2015-05-12,2015,Cache County Council Council Meeting,Council,5,adopt the Proclamation designating,,"The vote was unanimous, 7-0",Erickson,White,,,legislative/minutes/2015/2015-05-12_council.md,citysite_ocr
2015-05-12,2015,Cache County Council Council Meeting,Council,6,convene as a Board of Equalization,,"The vote was unanimous, 7-0",White,Yeates,,,legislative/minutes/2015/2015-05-12_council.md,citysite_ocr
2015-05-12,2015,Cache County Council Council Meeting,Council,7,approve the Findings of Fact for IHC,,"The vote was unanimous, 7-0",White,Yeates,,,legislative/minutes/2015/2015-05-12_council.md,citysite_ocr
2015-05-12,2015,Cache County Council Council Meeting,Council,8,adjourn from Board of Equalization,,"The vote was unanimous, 7-0",Yeates,Robison,,,legislative/minutes/2015/2015-05-12_council.md,citysite_ocr
2015-05-12,2015,Cache County Council Council Meeting,Council,9,"set a Public Hearing-May 26, 2015-6:30 p.m",,"The vote was unanimous, 7-0",Yeates,White,,,legislative/minutes/2015/2015-05-12_council.md,citysite_ocr
2015-05-12,2015,Cache County Council Council Meeting,Council,10,"close the Public Hearing-May 12, 2015",,"The vote was unanimous, 7-0",Yeates,White,,,legislative/minutes/2015/2015-05-12_council.md,citysite_ocr
2015-05-12,2015,Cache County Council Council Meeting,Council,11,"close the Public Hearing-May 12, 2015",,"The vote was
unanimous, 7-0",Zilles,Yeates,,,legislative/minutes/2015/2015-05-12_council.md,citysite_ocr
2015-05-12,2015,Cache County Council Council Meeting,Council,12,waive the interest and penalties as,,,Yeates,White,,,legislative/minutes/2015/2015-05-12_council.md,citysite_ocr
2015-05-26,2015,Cache County Council Council Meeting,Council,1,approve the amended agenda as,,"The vote was unanimous, 5-0",Erickson,Merrill,,,legislative/minutes/2015/2015-05-26_council.md,citysite_ocr
2015-05-26,2015,Cache County Council Council Meeting,Council,2,"approve the minutes of the May 12, 2015",,"The vote was unanimous,
5-0",Zilles,Erickson,,,legislative/minutes/2015/2015-05-26_council.md,citysite_ocr
2015-05-26,2015,Cache County Council Council Meeting,Council,3,approve the Consent Agenda-North Pine,,"The vote was unanimous, 5-0",Potter,,,,legislative/minutes/2015/2015-05-26_council.md,citysite_ocr
2015-05-26,2015,Cache County Council Council Meeting,Council,4,waive the rules and approve Resolution,,"The vote was unanimous, 5-0",Potter,,,,legislative/minutes/2015/2015-05-26_council.md,citysite_ocr
2015-05-26,2015,Cache County Council Council Meeting,Council,5,waive the rules and approve Resolution,,"The vote was
unanimous, 5-0",Zilles,Potter,,,legislative/minutes/2015/2015-05-26_council.md,citysite_ocr
2015-05-26,2015,Cache County Council Council Meeting,Council,6,waive the rules and approve Resolution,,"The vote was unanimous, 6-0",Potter,Erickson,,,legislative/minutes/2015/2015-05-26_council.md,citysite_ocr
2015-05-26,2015,Cache County Council Council Meeting,Council,7,approve the property tax deferral request,,"The vote was unanimous, 6-0",Potter,Merrill,,,legislative/minutes/2015/2015-05-26_council.md,citysite_ocr
2015-05-26,2015,Cache County Council Council Meeting,Council,8,approve the current recommended,,,Zilles,White,,,legislative/minutes/2015/2015-05-26_council.md,citysite_ocr
2015-05-26,2015,Cache County Council Council Meeting,Council,9,"close the Public Hearing-May 26, 2015",,"The vote was unanimous, 6-0",Erickson,Zilles,,,legislative/minutes/2015/2015-05-26_council.md,citysite_ocr
2015-05-26,2015,Cache County Council Council Meeting,Council,10,waive the rules and approve Resolution,,"The vote was
unanimous, 6-0",Potter,Zilles,,,legislative/minutes/2015/2015-05-26_council.md,citysite_ocr
2015-05-26,2015,Cache County Council Council Meeting,Council,11,approve the Paradise Horizon Subdivision,,"The vote was unanimous, 6-0",White,,,,legislative/minutes/2015/2015-05-26_council.md,citysite_ocr
2015-06-09,2015,Cache County Council Council Meeting,Council,1,approve the agenda with Item 12b,,"The vote
was unanimous, 7-0",Yeates,Potter,,,legislative/minutes/2015/2015-06-09_council.md,citysite_ocr
2015-06-09,2015,Cache County Council Council Meeting,Council,2,"approve the minutes of the May 26, 2015",,"The vote was unanimous,
7-0",Yeates,Erickson,,,legislative/minutes/2015/2015-06-09_council.md,citysite_ocr
2015-06-09,2015,Cache County Council Council Meeting,Council,3,approve the appointment,,"The vote was unanimous, 7-0",Potter,Yeates,,,legislative/minutes/2015/2015-06-09_council.md,citysite_ocr
2015-06-09,2015,Cache County Council Council Meeting,Council,4,"set a Public Hearing June 23, 2015 at 6:00",,"The vote was unanimous, 7-0",Yeates,White,,,legislative/minutes/2015/2015-06-09_council.md,citysite_ocr
2015-06-09,2015,Cache County Council Council Meeting,Council,5,change the allocation to North Logan City,,"The vote was unanimous, 7-0",Potter,Yeates,,,legislative/minutes/2015/2015-06-09_council.md,citysite_ocr
2015-06-23,2015,Cache County Council Council Meeting,Council,1,approve the agenda as written,,"The vote was unanimous, 7-0",Yeates,Potter,,,legislative/minutes/2015/2015-06-23_council.md,citysite_ocr
2015-06-23,2015,Cache County Council Council Meeting,Council,2,"approve the minutes of the June 09, 2015",,"The vote was unanimous, 7-0",Yeates,Zilles,,,legislative/minutes/2015/2015-06-23_council.md,citysite_ocr
2015-06-23,2015,Cache County Council Council Meeting,Council,3,"approve funding of $5,000.00 to the",,"The vote was unanimous, 7-0",Zilles,Erickson,,,legislative/minutes/2015/2015-06-23_council.md,citysite_ocr
2015-06-23,2015,Cache County Council Council Meeting,Council,4,convene as a Board of Equalization,,"The vote was unanimous, 7-0",Yeates,Merrill,,,legislative/minutes/2015/2015-06-23_council.md,citysite_ocr
2015-06-23,2015,Cache County Council Council Meeting,Council,5,approve the Property Tax Settlement Request,,"The vote was unanimous, 7-0",Merrill,Erickson,,,legislative/minutes/2015/2015-06-23_council.md,citysite_ocr
2015-06-23,2015,Cache County Council Council Meeting,Council,6,approve the Property Tax Exemption,,"The vote was unanimous, 7-0",White,,,,legislative/minutes/2015/2015-06-23_council.md,citysite_ocr
2015-06-23,2015,Cache County Council Council Meeting,Council,7,adjourn from the Board of Equalization,,"The vote was unanimous, 7-0",Potter,Merrill,,,legislative/minutes/2015/2015-06-23_council.md,citysite_ocr
2015-06-23,2015,Cache County Council Council Meeting,Council,8,"set the Public Hearings — July 14, 2015",,"The vote was
unanimous, 7-0",Yeates,Potter,,,legislative/minutes/2015/2015-06-23_council.md,citysite_ocr
2015-06-23,2015,Cache County Council Council Meeting,Council,9,approve the appointments to the Sheriff's,,"The vote was unanimous, 7-0",Yeates,Potter,,,legislative/minutes/2015/2015-06-23_council.md,citysite_ocr
2015-06-23,2015,Cache County Council Council Meeting,Council,10,waive the rules and approve Ordinance,,"The vote was unanimous, 7-0",Erickson,White,,,legislative/minutes/2015/2015-06-23_council.md,citysite_ocr
2015-06-23,2015,Cache County Council Council Meeting,Council,11,"close the Public Hearing-June 23, 2015",,"The vote was unanimous,
7-0",Yeates,Erickson,,,legislative/minutes/2015/2015-06-23_council.md,citysite_ocr
2015-06-23,2015,Cache County Council Council Meeting,Council,12,waive the rules and approve Resolution,,"The vote was unanimous, 7-0",Yeates,,,,legislative/minutes/2015/2015-06-23_council.md,citysite_ocr
2015-07-14,2015,Cache County Council Council Meeting,Council,1,approve the agenda as written,,"The vote was unanimous, 7-0",Yeates,Erickson,,,legislative/minutes/2015/2015-07-14_council.md,citysite_ocr
2015-07-14,2015,Cache County Council Council Meeting,Council,2,"approve the minutes of the June 23, 2015",,"The vote was unanimous, 7-0",Yeates,Merrill,,,legislative/minutes/2015/2015-07-14_council.md,citysite_ocr
2015-07-14,2015,Cache County Council Council Meeting,Council,3,approve the recommended appointments,,"The vote was unanimous, 7-0",Yeates,Erickson,,,legislative/minutes/2015/2015-07-14_council.md,citysite_ocr
2015-07-14,2015,Cache County Council Council Meeting,Council,4,"set a Public Hearing July 28, 2015 at 6:00",,"The vote was unanimous, 7-0",Yeates,Erickson,,,legislative/minutes/2015/2015-07-14_council.md,citysite_ocr
2015-07-14,2015,Cache County Council Council Meeting,Council,5,"close the Public Hearing — July 14, 2015",,"The vote was unanimous, 7-0",Yeates,White,,,legislative/minutes/2015/2015-07-14_council.md,citysite_ocr
2015-07-14,2015,Cache County Council Council Meeting,Council,6,close the Public Hearing-Ordinance No,,"The vote was
unanimous, 7-0",Potter,Zilles,,,legislative/minutes/2015/2015-07-14_council.md,citysite_ocr
2015-07-14,2015,Cache County Council Council Meeting,Council,7,"close the Public Hearing-July 14, 2015",,"The vote was unanimous, 7-0",Yeates,,,,legislative/minutes/2015/2015-07-14_council.md,citysite_ocr
2015-07-14,2015,Cache County Council Council Meeting,Council,8,accept the audit report,,"The vote was unanimous, 6-0",Yeates,Erickson,,,legislative/minutes/2015/2015-07-14_council.md,citysite_ocr
2015-07-14,2015,Cache County Council Council Meeting,Council,9,waive the rules and accept Resolution,,"The vote
was unanimous, 7-0",White,Yeates,,,legislative/minutes/2015/2015-07-14_council.md,citysite_ocr
2015-07-28,2015,Cache County Council Council Meeting,Council,1,approve the agenda as written,,"The vote was unanimous, 7-0",Yeates,Erickson,,,legislative/minutes/2015/2015-07-28_council.md,citysite_ocr
2015-07-28,2015,Cache County Council Council Meeting,Council,2,"approve the minutes of the July 14, 2015",,"The vote was unanimous,
7-0",Yeates,Erickson,,,legislative/minutes/2015/2015-07-28_council.md,citysite_ocr
2015-07-28,2015,Cache County Council Council Meeting,Council,3,approve the Consent Agenda-Marcus,,"The vote was unanimous, 7-0",Potter,Yeates,,,legislative/minutes/2015/2015-07-28_council.md,citysite_ocr
2015-07-28,2015,Cache County Council Council Meeting,Council,4,"close the Public Hearing-July 28, 2015-6:00",,"The vote was unanimous, 7-0",Yeates,White,,,legislative/minutes/2015/2015-07-28_council.md,citysite_ocr
2015-07-28,2015,Cache County Council Council Meeting,Council,5,"set a Public Hearing-August 11, 2015-5:30",,"The vote was unanimous, 7-0",Yeates,Potter,,,legislative/minutes/2015/2015-07-28_council.md,citysite_ocr
2015-07-28,2015,Cache County Council Council Meeting,Council,6,waive the rules and approve Resolution,,"The vote was
unanimous, 7-0",Potter,Erickson,,,legislative/minutes/2015/2015-07-28_council.md,citysite_ocr
2015-07-28,2015,Cache County Council Council Meeting,Council,7,waive the rules and approve the Fuhriman,,"The vote was unanimous, 7-0",White,Zilles,,,legislative/minutes/2015/2015-07-28_council.md,citysite_ocr
2015-07-28,2015,Cache County Council Council Meeting,Council,8,waive the rules and approve Ordinance,,"The vote was unanimous, 7-0",Yeates,,,,legislative/minutes/2015/2015-07-28_council.md,citysite_ocr
2015-07-28,2015,Cache County Council Council Meeting,Council,9,waive the rules and approve Ordinance,,"The
vote was unanimous, 7-0",White,Merrill,,,legislative/minutes/2015/2015-07-28_council.md,citysite_ocr
2015-08-11,2015,Cache County Council Council Meeting,Council,1,approve the agenda as written,,"The vote was unanimous, 6-0",Yeates,Erickson,,,legislative/minutes/2015/2015-08-11_council.md,citysite_ocr
2015-08-11,2015,Cache County Council Council Meeting,Council,2,"approve the minutes of the July 28, 2015",,"The vote was unanimous,
6-0",Yeates,Merrill,,,legislative/minutes/2015/2015-08-11_council.md,citysite_ocr
2015-08-11,2015,Cache County Council Council Meeting,Council,3,convene as a Board of Equalization,,"The vote was unanimous, 6-0",Yeates,Zilles,,,legislative/minutes/2015/2015-08-11_council.md,citysite_ocr
2015-08-11,2015,Cache County Council Council Meeting,Council,4,set the hearing dates as proposed,,"The vote was unanimous, 6-0",Merrill,Zilles,,,legislative/minutes/2015/2015-08-11_council.md,citysite_ocr
2015-08-11,2015,Cache County Council Council Meeting,Council,5,adjourn from the Board of Equalization,,"The vote was unanimous, 6-0",Yeates,Erickson,,,legislative/minutes/2015/2015-08-11_council.md,citysite_ocr
2015-08-11,2015,Cache County Council Council Meeting,Council,6,"set a Public Hearing — August 25, 2015",,"The vote was unanimous,
6-0",Yeates,Erickson,,,legislative/minutes/2015/2015-08-11_council.md,citysite_ocr
2015-08-11,2015,Cache County Council Council Meeting,Council,7,approve Resolution No,,,Potter,Merrill,,,legislative/minutes/2015/2015-08-11_council.md,citysite_ocr
2015-08-11,2015,Cache County Council Council Meeting,Council,8,approve the two property tax relief,,"The vote was unanimous, 6-0",Yeates,Potter,,,legislative/minutes/2015/2015-08-11_council.md,citysite_ocr
2015-08-11,2015,Cache County Council Council Meeting,Council,9,close the Public Hearing-Ordinance No,,"The vote was unanimous, 6-0",Yeates,,,,legislative/minutes/2015/2015-08-11_council.md,citysite_ocr
