year,election_date,election_type,source_file,sheet,family,contest,county_office,district,kind,n_candidates,n_precincts,n_rows,total_votes,retained
2012,2012-11-06,general,2012-11-06-general-sovc.xlsx,STATE SENATOR DIST #23,A,STATE SENATOR DIST #23,,,,3,7,84,3321,no
2012,2012-11-06,general,2012-11-06-general-sovc.xlsx,STATE SENATOR DIST #6,A,STATE SENATOR DIST #6,,,,3,62,744,33058,no
2012,2012-11-06,general,2012-11-06-general-sovc.xlsx,STATE SENATOR DIST #8,A,STATE SENATOR DIST #8,,,,3,83,996,39056,no
2012,2012-11-06,general,2012-11-06-general-sovc.xlsx,STATE TREASURER,A,STATE TREASURER,,,,5,724,14480,364852,no
2012,2012-11-06,general,2012-11-06-general-sovc.xlsx,STRAIGHT PARTY,A,STRAIGHT PARTY,,,,6,724,17376,141713,no
2012,2012-11-06,general,2012-11-06-general-sovc.xlsx,U.S. REP DIST #2,A,U.S. REPRESENTATIVE DIST #2,,,,6,167,4008,84117,no
2012,2012-11-06,general,2012-11-06-general-sovc.xlsx,U.S. REP DIST #3,A,U.S. REPRESENTATIVE DIST #3,,,,3,163,1956,83450,no
2012,2012-11-06,general,2012-11-06-general-sovc.xlsx,U.S. REP DIST #4,A,U.S. REPRESENTATIVE DIST #4,,,,4,394,6304,209756,no
2012,2012-11-06,general,2012-11-06-general-sovc.xlsx,U.S. SENATE,A,U.S. SENATE,,,,7,724,20272,379316,no
2012,2012-11-06,general,2012-11-06-general-sovc.xlsx,COUNTY PROPOSITION #1,A,COUNTY PROPOSITION #1,Ballot Measure,,measure,2,724,5792,351821,yes
2012,2012-11-06,general,2012-11-06-general-sovc.xlsx,COUNTY COUNCIL DIST #2,A,COUNTY COUNCIL DIST #2,Council,2,office,3,104,1248,48866,yes
2012,2012-11-06,general,2012-11-06-general-sovc.xlsx,COUNTY COUNCIL DIST #4,A,COUNTY COUNCIL DIST #4,Council,4,office,3,149,1788,81068,yes
2012,2012-11-06,general,2012-11-06-general-sovc.xlsx,COUNTY COUNCIL DIST #6,A,COUNTY COUNCIL DIST #6,Council,6,office,3,147,1764,71597,yes
2012,2012-11-06,general,2012-11-06-general-sovc.xlsx,COUNTY COUNCIL AT LARGE C,A,COUNTY COUNCIL AT LARGE C,Council,At-Large C,office,3,724,8688,363987,yes
2012,2012-11-06,general,2012-11-06-general-sovc.xlsx,COUNTY MAYOR,A,COUNTY MAYOR,Mayor,,office,3,724,8688,372977,yes
2014,2014-06-24,primary,2014-06-24-primary-sovc.xlsx,CANYONS SCHOOL DISTRICT #2,A,CANYONS SCHOOL DISTRICT #2,,,,3,33,396,2456,no
2014,2014-06-24,primary,2014-06-24-primary-sovc.xlsx,CANYONS SCHOOL DISTRICT #4,A,CANYONS SCHOOL DISTRICT #4,,,,3,27,324,1614,no
2014,2014-06-24,primary,2014-06-24-primary-sovc.xlsx,JORDAN SCHOOL DISTRICT #2,A,JORDAN SCHOOL DISTRICT #2,,,,3,25,300,1469,no
2014,2014-06-24,primary,2014-06-24-primary-sovc.xlsx,JORDAN SCHOOL DISTRICT #3,A,JORDAN SCHOOL DISTRICT #3,,,,4,28,448,2157,no
2014,2014-06-24,primary,2014-06-24-primary-sovc.xlsx,JORDAN SCHOOL DISTRICT #7,A,JORDAN SCHOOL DISTRICT #7,,,,3,22,264,1242,no
2014,2014-06-24,primary,2014-06-24-primary-sovc.xlsx,MURRAY SCHOOL DISTRICT #2,A,MURRAY SCHOOL DISTRICT #2,,,,3,11,132,461,no
2014,2014-06-24,primary,2014-06-24-primary-sovc.xlsx,SALT LAKE CITY SCHOOL DIST #6,A,SALT LAKE CITY SCHOOL DIST #6,,,,5,23,460,2472,no
2014,2014-06-24,primary,2014-06-24-primary-sovc.xlsx,STATE REPRESENTATIVE #38 (D),A,STATE REPRESENTATIVE #38 (D),,,,2,24,192,260,no
2014,2014-06-24,primary,2014-06-24-primary-sovc.xlsx,STATE SENATOR DISTRICT #2 (R),A,STATE SENATOR DISTRICT #2 (R),,,,2,65,520,1678,no
2014,2014-06-24,primary,2014-06-24-primary-sovc.xlsx,ASSESSOR (R),A,ASSESSOR (R),Assessor,,office,2,784,6272,27185,yes
2014,2014-06-24,primary,2014-06-24-primary-sovc.xlsx,AUDITOR (D),A,AUDITOR (D),Auditor,,office,2,784,6272,12876,yes
2014,2014-11-04,general,2014-11-04-general-sovc.xlsx,ANDREW H. STONE,A,ANDREW H. STONE,,,,2,783,6264,189053,no
2014,2014-11-04,general,2014-11-04-general-sovc.xlsx,AUGUSTUS G. CHIN,A,AUGUSTUS G. CHIN,,,,2,58,464,15698,no
2014,2014-11-04,general,2014-11-04-general-sovc.xlsx,CANYONS SCHOOL DIST #2,A,CANYONS SCHOOL DIST #2,,,,2,33,264,7658,no
2014,2014-11-04,general,2014-11-04-general-sovc.xlsx,CANYONS SCHOOL DIST #4,A,CANYONS SCHOOL DIST #4,,,,2,27,216,5671,no
2014,2014-11-04,general,2014-11-04-general-sovc.xlsx,CANYONS SCHOOL DIST #5,A,CANYONS SCHOOL DIST #5,,,,2,28,224,5922,no
2014,2014-11-04,general,2014-11-04-general-sovc.xlsx,CANYONS SCHOOL DIST #6,A,CANYONS SCHOOL DIST #6,,,,2,24,192,6255,no
2014,2014-11-04,general,2014-11-04-general-sovc.xlsx,CATHERINE E. ROBERTS,A,CATHERINE E. ROBERTS,,,,2,124,992,32297,no
2014,2014-11-04,general,2014-11-04-general-sovc.xlsx,CHARLENE BARLOW,A,CHARLENE BARLOW,,,,2,783,6264,189850,no
2014,2014-11-04,general,2014-11-04-general-sovc.xlsx,CHRISTINE M. DURHAM,A,CHRISTINE M. DURHAM,,,,2,783,6264,195495,no
2014,2014-11-04,general,2014-11-04-general-sovc.xlsx,CHRISTINE S. DECKER,A,CHRISTINE S. DECKER,,,,2,783,6264,190607,no
2014,2014-11-04,general,2014-11-04-general-sovc.xlsx,CONSTANDINOS DENO HIMONAS,A,CONSTANDINOS DENO HIMONAS,,,,2,783,6264,189850,no
2014,2014-11-04,general,2014-11-04-general-sovc.xlsx,CONSTITUTIONAL AMENDMENT A,A,CONSTITUTIONAL AMENDMENT A,,,,2,783,6264,205484,no
2014,2014-11-04,general,2014-11-04-general-sovc.xlsx,CONSTITUTIONAL AMENDMENT B,A,CONSTITUTIONAL AMENDMENT B,,,,2,783,6264,207512,no
2014,2014-11-04,general,2014-11-04-general-sovc.xlsx,CONSTITUTIONAL AMENDMENT C,A,CONSTITUTIONAL AMENDMENT C,,,,2,783,6264,207379,no
2014,2014-11-04,general,2014-11-04-general-sovc.xlsx,ELIZABETH A. HRUBY-MILLS,A,ELIZABETH A. HRUBY-MILLS,,,,2,783,6264,189895,no
2014,2014-11-04,general,2014-11-04-general-sovc.xlsx,GRANITE SCHOOL DIST #3,A,GRANITE SCHOOL DIST #3,,,,1,31,124,5163,no
2014,2014-11-04,general,2014-11-04-general-sovc.xlsx,GRANITE SCHOOL DIST #5,A,GRANITE SCHOOL DIST #5,,,,1,35,140,5350,no
2014,2014-11-04,general,2014-11-04-general-sovc.xlsx,GRANITE SCHOOL DIST #6,A,GRANITE SCHOOL DIST #6,,,,2,30,240,7935,no
2014,2014-11-04,general,2014-11-04-general-sovc.xlsx,GRANITE SCHOOL DIST #7,A,GRANITE SCHOOL DIST #7,,,,1,37,148,5940,no
2014,2014-11-04,general,2014-11-04-general-sovc.xlsx,GREGORY K. ORME,A,GREGORY K. ORME,,,,2,783,6264,192036,no
2014,2014-11-04,general,2014-11-04-general-sovc.xlsx,"J. FREDERIC VOROS, JR.",A,"J. FREDERIC VOROS, JR.",,,,2,783,6264,191228,no
2014,2014-11-04,general,2014-11-04-general-sovc.xlsx,JAMES Z. DAVIS,A,JAMES Z. DAVIS,,,,2,783,6264,191134,no
2014,2014-11-04,general,2014-11-04-general-sovc.xlsx,JORDAN SCHOOL DIST #2,A,JORDAN SCHOOL DIST #2,,,,2,25,200,6524,no
2014,2014-11-04,general,2014-11-04-general-sovc.xlsx,JORDAN SCHOOL DIST #3,A,JORDAN SCHOOL DIST #3,,,,2,28,224,7715,no
2014,2014-11-04,general,2014-11-04-general-sovc.xlsx,JORDAN SCHOOL DIST #7,A,JORDAN SCHOOL DIST #7,,,,2,22,176,5421,no
2014,2014-11-04,general,2014-11-04-general-sovc.xlsx,JULIE V. LUND,A,JULIE V. LUND,,,,2,783,6264,192158,no
2014,2014-11-04,general,2014-11-04-general-sovc.xlsx,KATIE BERNARDS-GOODMAN,A,KATIE BERNARDS-GOODMAN,,,,2,783,6264,190492,no
2014,2014-11-04,general,2014-11-04-general-sovc.xlsx,KEITH A. KELLY,A,KEITH A. KELLY,,,,2,783,6264,190313,no
2014,2014-11-04,general,2014-11-04-general-sovc.xlsx,MATTHEW B. DURRANT,A,MATTHEW B. DURRANT,,,,2,783,6264,193247,no
2014,2014-11-04,general,2014-11-04-general-sovc.xlsx,MICHELE M. CHRISTIANSEN,A,MICHELE M. CHRISTIANSEN,,,,2,783,6264,192541,no
2014,2014-11-04,general,2014-11-04-general-sovc.xlsx,MURRAY CTY SCHOOL DIST TAX LEVY,A,MURRAY CTY SCHOOL DIST TAX LEVY,,,,2,41,328,9253,no
2014,2014-11-04,general,2014-11-04-general-sovc.xlsx,MURRAY SCHOOL DIST #2,A,MURRAY SCHOOL DIST #2,,,,2,11,88,1956,no
2014,2014-11-04,general,2014-11-04-general-sovc.xlsx,MURRAY SCHOOL DIST #3,A,MURRAY SCHOOL DIST #3,,,,2,10,80,1606,no
2014,2014-11-04,general,2014-11-04-general-sovc.xlsx,MURRAY SCHOOL DIST #4,A,MURRAY SCHOOL DIST #4,,,,2,7,56,1498,no
2014,2014-11-04,general,2014-11-04-general-sovc.xlsx,PAUL C. FARR,A,PAUL C. FARR,,,,2,21,168,4177,no
2014,2014-11-04,general,2014-11-04-general-sovc.xlsx,PAUL G. MAUGHAN,A,PAUL G. MAUGHAN,,,,2,783,6264,189226,no
2014,2014-11-04,general,2014-11-04-general-sovc.xlsx,ROBERT W. ADKINS,A,ROBERT W. ADKINS,,,,2,783,6264,188994,no
2014,2014-11-04,general,2014-11-04-general-sovc.xlsx,RYAN M. HARRIS,A,RYAN M. HARRIS,,,,2,783,6264,189988,no
2014,2014-11-04,general,2014-11-04-general-sovc.xlsx,SALT LAKE CITY SCHOOL DIST #3,A,SALT LAKE CITY SCHOOL DIST #3,,,,2,22,176,6200,no
2014,2014-11-04,general,2014-11-04-general-sovc.xlsx,SALT LAKE CITY SCHOOL DIST #4,A,SALT LAKE CITY SCHOOL DIST #4,,,,2,16,128,3566,no
2014,2014-11-04,general,2014-11-04-general-sovc.xlsx,SALT LAKE CITY SCHOOL DIST #6,A,SALT LAKE CITY SCHOOL DIST #6,,,,2,23,184,7492,no
2014,2014-11-04,general,2014-11-04-general-sovc.xlsx,STATE ATTORNEY GENERAL,A,STATE ATTORNEY GENERAL,,,,5,783,15660,224696,no
2014,2014-11-04,general,2014-11-04-general-sovc.xlsx,STATE BOARD OF EDUCATION #3,A,STATE BOARD OF EDUCATION #3,,,,2,71,568,12975,no
2014,2014-11-04,general,2014-11-04-general-sovc.xlsx,STATE BOARD OF EDUCATION #5,A,STATE BOARD OF EDUCATION #5,,,,2,12,96,2007,no
2014,2014-11-04,general,2014-11-04-general-sovc.xlsx,STATE BOARD OF EDUCATION #6,A,STATE BOARD OF EDUCATION #6,,,,3,121,1452,26888,no
2014,2014-11-04,general,2014-11-04-general-sovc.xlsx,STATE REP DIST #22,A,STATE REPRESENTATIVE DIST #22,,,,3,24,288,5248,no
2014,2014-11-04,general,2014-11-04-general-sovc.xlsx,STATE REP DIST #23,A,STATE REPRESENTATIVE DIST #23,,,,3,17,204,4001,no
2014,2014-11-04,general,2014-11-04-general-sovc.xlsx,STATE REP DIST #24,A,STATE REPRESENTATIVE DIST #24,,,,3,27,324,8050,no
2014,2014-11-04,general,2014-11-04-general-sovc.xlsx,STATE REP DIST #25,A,STATE REPRESENTATIVE DIST #25,,,,2,27,216,8402,no
2014,2014-11-04,general,2014-11-04-general-sovc.xlsx,STATE REP DIST #26,A,STATE REPRESENTATIVE DIST #26,,,,2,21,168,4089,no
2014,2014-11-04,general,2014-11-04-general-sovc.xlsx,STATE REP DIST #28,A,STATE REPRESENTATIVE DIST #28,,,,1,31,124,9393,no
2014,2014-11-04,general,2014-11-04-general-sovc.xlsx,STATE REP DIST #30,A,STATE REPRESENTATIVE DIST #30,,,,2,22,176,6105,no
2014,2014-11-04,general,2014-11-04-general-sovc.xlsx,STATE REP DIST #31,A,STATE REPRESENTATIVE DIST #31,,,,2,20,160,4237,no
2014,2014-11-04,general,2014-11-04-general-sovc.xlsx,STATE REP DIST #32,A,STATE REPRESENTATIVE DIST #32,,,,2,31,248,9255,no
2014,2014-11-04,general,2014-11-04-general-sovc.xlsx,STATE REP DIST #33,A,STATE REPRESENTATIVE DIST #33,,,,2,20,160,4743,no
2014,2014-11-04,general,2014-11-04-general-sovc.xlsx,STATE REP DIST #34,A,STATE REPRESENTATIVE DIST #34,,,,2,32,256,7309,no
2014,2014-11-04,general,2014-11-04-general-sovc.xlsx,STATE REP DIST #35,A,STATE REPRESENTATIVE DIST #35,,,,3,24,288,5028,no
2014,2014-11-04,general,2014-11-04-general-sovc.xlsx,STATE REP DIST #36,A,STATE REPRESENTATIVE DIST #36,,,,2,37,296,14361,no
2014,2014-11-04,general,2014-11-04-general-sovc.xlsx,STATE REP DIST #37,A,STATE REPRESENTATIVE DIST #37,,,,2,38,304,11261,no
2014,2014-11-04,general,2014-11-04-general-sovc.xlsx,STATE REP DIST #38,A,STATE REPRESENTATIVE DIST #38,,,,2,24,192,4785,no
2014,2014-11-04,general,2014-11-04-general-sovc.xlsx,STATE REP DIST #39,A,STATE REPRESENTATIVE DIST #39,,,,1,24,96,5683,no
2014,2014-11-04,general,2014-11-04-general-sovc.xlsx,STATE REP DIST #40,A,STATE REPRESENTATIVE DIST #40,,,,3,27,324,8987,no
2014,2014-11-04,general,2014-11-04-general-sovc.xlsx,STATE REP DIST #41,A,STATE REPRESENTATIVE DIST #41,,,,2,29,232,9482,no
2014,2014-11-04,general,2014-11-04-general-sovc.xlsx,STATE REP DIST #42,A,STATE REPRESENTATIVE DIST #42,,,,2,23,184,6911,no
2014,2014-11-04,general,2014-11-04-general-sovc.xlsx,STATE REP DIST #43,A,STATE REPRESENTATIVE DIST #43,,,,2,23,184,6898,no
2014,2014-11-04,general,2014-11-04-general-sovc.xlsx,STATE REP DIST #44,A,STATE REPRESENTATIVE DIST #44,,,,3,34,408,8674,no
2014,2014-11-04,general,2014-11-04-general-sovc.xlsx,STATE REP DIST #45,A,STATE REPRESENTATIVE DIST #45,,,,2,36,288,8439,no
2014,2014-11-04,general,2014-11-04-general-sovc.xlsx,STATE REP DIST #46,A,STATE REPRESENTATIVE DIST #46,,,,3,39,468,11558,no
2014,2014-11-04,general,2014-11-04-general-sovc.xlsx,STATE REP DIST #47,A,STATE REPRESENTATIVE DIST #47,,,,2,29,232,7047,no
2014,2014-11-04,general,2014-11-04-general-sovc.xlsx,STATE REP DIST #49,A,STATE REPRESENTATIVE DIST #49,,,,2,40,320,11560,no
2014,2014-11-04,general,2014-11-04-general-sovc.xlsx,STATE REP DIST #50,A,STATE REPRESENTATIVE DIST #50,,,,2,34,272,11022,no
2014,2014-11-04,general,2014-11-04-general-sovc.xlsx,STATE REP DIST #51,A,STATE REPRESENTATIVE DIST #51,,,,2,20,160,7249,no
2014,2014-11-04,general,2014-11-04-general-sovc.xlsx,STATE REP DIST #52,A,STATE REPRESENTATIVE DIST #52,,,,2,30,240,7920,no
2014,2014-11-04,general,2014-11-04-general-sovc.xlsx,STATE SENATOR DIST #11,A,STATE SENATOR DIST #11,,,,2,61,488,19962,no
2014,2014-11-04,general,2014-11-04-general-sovc.xlsx,STATE SENATOR DIST #12,A,STATE SENATOR DIST #12,,,,2,38,304,8694,no
2014,2014-11-04,general,2014-11-04-general-sovc.xlsx,STATE SENATOR DIST #2,A,STATE SENATOR DIST #2,,,,2,65,520,22170,no
2014,2014-11-04,general,2014-11-04-general-sovc.xlsx,STATE SENATOR DIST #3,A,STATE SENATOR DIST #3,,,,1,69,276,12961,no
2014,2014-11-04,general,2014-11-04-general-sovc.xlsx,STATE SENATOR DIST #4,A,STATE SENATOR DIST #4,,,,2,85,680,32686,no
2014,2014-11-04,general,2014-11-04-general-sovc.xlsx,STATE SENATOR DIST #5,A,STATE SENATOR DIST #5,,,,1,56,224,10225,no
2014,2014-11-04,general,2014-11-04-general-sovc.xlsx,STATE SENATOR DIST #9,A,STATE SENATOR DIST #9,,,,2,99,792,25765,no
2014,2014-11-04,general,2014-11-04-general-sovc.xlsx,STEPHEN L. ROTH,A,STEPHEN L. ROTH,,,,2,783,6264,191474,no
2014,2014-11-04,general,2014-11-04-general-sovc.xlsx,STRAIGHT PARTY,A,STRAIGHT PARTY,,,,5,783,15660,84655,no
2014,2014-11-04,general,2014-11-04-general-sovc.xlsx,THOMAS R. LEE,A,THOMAS R. LEE,,,,2,783,6264,192837,no
2014,2014-11-04,general,2014-11-04-general-sovc.xlsx,TODD M. SHAUGHNESSY,A,TODD M. SHAUGHNESSY,,,,2,783,6264,189223,no
2014,2014-11-04,general,2014-11-04-general-sovc.xlsx,U.S. REP DIST #2,A,U.S. REPRESENTATIVE DIST #2,,,,7,174,4872,49800,no
2014,2014-11-04,general,2014-11-04-general-sovc.xlsx,U.S. REP DIST #3,A,U.S. REPRESENTATIVE DIST #3,,,,7,172,4816,49231,no
2014,2014-11-04,general,2014-11-04-general-sovc.xlsx,U.S. REP DIST #4,A,U.S. REPRESENTATIVE DIST #4,,,,5,437,8740,126826,no
2014,2014-11-04,general,2014-11-04-general-sovc.xlsx,ASSESSOR,A,ASSESSOR,Assessor,,office,2,783,6264,219360,yes
2014,2014-11-04,general,2014-11-04-general-sovc.xlsx,AUDITOR,A,AUDITOR,Auditor,,office,2,783,6264,219894,yes
2014,2014-11-04,general,2014-11-04-general-sovc.xlsx,COUNTY PROPOSAL NO. 1,A,COUNTY PROPOSAL NO. 1,Ballot Measure,,measure,2,783,6264,221284,yes
2014,2014-11-04,general,2014-11-04-general-sovc.xlsx,CLERK,A,CLERK,Clerk,,office,2,783,6264,222801,yes
2014,2014-11-04,general,2014-11-04-general-sovc.xlsx,COUNTY COUNCIL DIST #1,A,COUNTY COUNCIL DIST #1,Council,1,office,2,106,848,28747,yes
2014,2014-11-04,general,2014-11-04-general-sovc.xlsx,COUNTY COUNCIL DIST #3,A,COUNTY COUNCIL DIST #3,Council,3,office,2,128,1024,33273,yes
2014,2014-11-04,general,2014-11-04-general-sovc.xlsx,COUNTY COUNCIL DIST #5,A,COUNTY COUNCIL DIST #5,Council,5,office,1,127,508,30333,yes
2014,2014-11-04,general,2014-11-04-general-sovc.xlsx,COUNTY COUNCIL AT LARGE A,A,COUNTY COUNCIL AT LARGE A,Council,At-Large A,office,2,783,6264,222472,yes
2014,2014-11-04,general,2014-11-04-general-sovc.xlsx,DIST ATTORNEY,A,DISTRICT ATTORNEY,District Attorney,,office,2,783,6264,224571,yes
2014,2014-11-04,general,2014-11-04-general-sovc.xlsx,RECORDER,A,RECORDER,Recorder,,office,2,783,6264,219593,yes
2014,2014-11-04,general,2014-11-04-general-sovc.xlsx,SHERIFF,A,SHERIFF,Sheriff,,office,2,783,6264,224487,yes
2014,2014-11-04,general,2014-11-04-general-sovc.xlsx,SURVEYOR,A,SURVEYOR,Surveyor,,office,1,783,3132,161154,yes
2014,2014-11-04,general,2014-11-04-general-sovc.xlsx,TREASURER,A,TREASURER,Treasurer,,office,2,783,6264,218408,yes
2016,2016-06-28,primary,2016-06-28-primary-sovc.xlsx,GOVERNOR - LIEUTENANT GOV (REP),A,GOVERNOR - LIEUTENANT GOV (REP),,,,2,834,8340,76881,no
2016,2016-06-28,primary,2016-06-28-primary-sovc.xlsx,JORDAN SCHOOL DISTRICT 5,A,JORDAN SCHOOL DISTRICT 5,,,,3,23,345,3336,no
2016,2016-06-28,primary,2016-06-28-primary-sovc.xlsx,KEARNS METRO TOWNSHIP COUNCIL 3,A,KEARNS METRO TOWNSHIP COUNCIL 3,,,,6,7,210,478,no
2016,2016-06-28,primary,2016-06-28-primary-sovc.xlsx,MAGNA METRO TOWNSHIP COUNCIL 1,A,MAGNA METRO TOWNSHIP COUNCIL 1,,,,4,4,80,561,no
2016,2016-06-28,primary,2016-06-28-primary-sovc.xlsx,MAGNA METRO TOWNSHIP COUNCIL 2,A,MAGNA METRO TOWNSHIP COUNCIL 2,,,,6,3,90,507,no
2016,2016-06-28,primary,2016-06-28-primary-sovc.xlsx,MAGNA METRO TOWNSHIP COUNCIL 3,A,MAGNA METRO TOWNSHIP COUNCIL 3,,,,4,3,60,565,no
2016,2016-06-28,primary,2016-06-28-primary-sovc.xlsx,MAGNA METRO TOWNSHIP COUNCIL 4,A,MAGNA METRO TOWNSHIP COUNCIL 4,,,,5,2,50,411,no
2016,2016-06-28,primary,2016-06-28-primary-sovc.xlsx,MILLCREEK CITY COUNCIL DIST 1,A,MILLCREEK CITY COUNCIL DIST 1,,,,5,9,225,1426,no
2016,2016-06-28,primary,2016-06-28-primary-sovc.xlsx,MILLCREEK CITY COUNCIL DIST 2,A,MILLCREEK CITY COUNCIL DIST 2,,,,4,9,180,1890,no
2016,2016-06-28,primary,2016-06-28-primary-sovc.xlsx,MILLCREEK CITY COUNCIL DIST 3,A,MILLCREEK CITY COUNCIL DIST 3,,,,7,13,455,3537,no
2016,2016-06-28,primary,2016-06-28-primary-sovc.xlsx,MILLCREEK CITY COUNCIL DIST 4,A,MILLCREEK CITY COUNCIL DIST 4,,,,8,14,560,4577,no
2016,2016-06-28,primary,2016-06-28-primary-sovc.xlsx,MILLCREEK CITY MAYOR,A,MILLCREEK CITY MAYOR,,,,9,45,2025,12121,no
2016,2016-06-28,primary,2016-06-28-primary-sovc.xlsx,SALT LAKE CITY SCHOOL DIST 1,A,SALT LAKE CITY SCHOOL DIST 1,,,,3,13,195,1716,no
2016,2016-06-28,primary,2016-06-28-primary-sovc.xlsx,SALT LAKE CITY SCHOOL DIST 5,A,SALT LAKE CITY SCHOOL DIST 5,,,,4,19,380,2558,no
2016,2016-06-28,primary,2016-06-28-primary-sovc.xlsx,STATE BOARD OF EDUCATION 10,A,STATE BOARD OF EDUCATION 10,,,,3,215,3225,24473,no
2016,2016-06-28,primary,2016-06-28-primary-sovc.xlsx,STATE BOARD OF EDUCATION 11,A,STATE BOARD OF EDUCATION 11,,,,3,148,2220,21012,no
2016,2016-06-28,primary,2016-06-28-primary-sovc.xlsx,STATE BOARD OF EDUCATION 7,A,STATE BOARD OF EDUCATION 7,,,,7,110,3850,15578,no
2016,2016-06-28,primary,2016-06-28-primary-sovc.xlsx,STATE BOARD OF EDUCATION 8,A,STATE BOARD OF EDUCATION 8,,,,4,155,3100,26166,no
2016,2016-06-28,primary,2016-06-28-primary-sovc.xlsx,STATE REPRESENTATIVE 34 (REP),A,STATE REPRESENTATIVE 34 (REP),,,,2,32,320,2188,no
2016,2016-06-28,primary,2016-06-28-primary-sovc.xlsx,STATE SENATOR DISTRICT 10 (REP),A,STATE SENATOR DISTRICT 10 (REP),,,,2,83,830,9963,no
2016,2016-06-28,primary,2016-06-28-primary-sovc.xlsx,U.S. SENATE (DEM),A,U.S. SENATE (DEM),,,,2,834,8340,31151,no
2016,2016-06-28,primary,2016-06-28-primary-sovc.xlsx,U.S.REPRESENTATIVE DIST 3 (REP),A,U.S.REPRESENTATIVE DIST 3 (REP),,,,2,212,2120,19454,no
2016,2016-11-08,general,2016-11-08-general-election-statement-of-votes-cast.zip,BARRY G. LAWRENCE,A,BARRY G. LAWRENCE,,,,2,829,8290,303668,no
2016,2016-11-08,general,2016-11-08-general-election-statement-of-votes-cast.zip,BRENDAN P. MCCULLAGH,A,BRENDAN P. MCCULLAGH,,,,2,76,760,26280,no
2016,2016-11-08,general,2016-11-08-general-election-statement-of-votes-cast.zip,BRUCE C. LUBECK,A,BRUCE C. LUBECK,,,,2,829,8290,306885,no
2016,2016-11-08,general,2016-11-08-general-election-statement-of-votes-cast.zip,CANYONS SCHOOL BOARD DIST #1,A,CANYONS SCHOOL BOARD DIST #1,,,,1,27,135,7142,no
2016,2016-11-08,general,2016-11-08-general-election-statement-of-votes-cast.zip,CANYONS SCHOOL BOARD DIST #3,A,CANYONS SCHOOL BOARD DIST #3,,,,1,59,295,11139,no
2016,2016-11-08,general,2016-11-08-general-election-statement-of-votes-cast.zip,CANYONS SCHOOL BOARD DIST #7,A,CANYONS SCHOOL BOARD DIST #7,,,,2,16,160,9217,no
2016,2016-11-08,general,2016-11-08-general-election-statement-of-votes-cast.zip,CLINTEPIOUS T. GILMORE,A,CLINTEPIOUS T. GILMORE,,,,2,76,760,26363,no
2016,2016-11-08,general,2016-11-08-general-election-statement-of-votes-cast.zip,CLINTON E. BALMFORTH,A,CLINTON E. BALMFORTH,,,,2,829,8290,301251,no
2016,2016-11-08,general,2016-11-08-general-election-statement-of-votes-cast.zip,CONSTITUTIONAL AMENDMENT A,A,CONSTITUTIONAL AMENDMENT A,,,,2,829,8290,349737,no
2016,2016-11-08,general,2016-11-08-general-election-statement-of-votes-cast.zip,CONSTITUTIONAL AMENDMENT B,A,CONSTITUTIONAL AMENDMENT B,,,,2,829,8290,348198,no
2016,2016-11-08,general,2016-11-08-general-election-statement-of-votes-cast.zip,CONSTITUTIONAL AMENDMENT C,A,CONSTITUTIONAL AMENDMENT C,,,,2,829,8290,355526,no
2016,2016-11-08,general,2016-11-08-general-election-statement-of-votes-cast.zip,COPPERTON M T COUNCIL @ LARGE,A,COPPERTON M T COUNCIL @ LARGE,,,,8,1,40,1177,no
2016,2016-11-08,general,2016-11-08-general-election-statement-of-votes-cast.zip,DANIEL F. BERTCH,A,DANIEL F. BERTCH,,,,2,23,230,12635,no
2016,2016-11-08,general,2016-11-08-general-election-statement-of-votes-cast.zip,EMIGRATION CYN M T CNCL @ LARGE,A,EMIGRATION CYN M T CNCL @ LARGE,,,,8,1,40,3014,no
2016,2016-11-08,general,2016-11-08-general-election-statement-of-votes-cast.zip,GOVERNOR,A,GOVERNOR,,,,6,829,24870,417647,no
2016,2016-11-08,general,2016-11-08-general-election-statement-of-votes-cast.zip,GRANITE SCHOOL BOARD DIST #1,A,GRANITE SCHOOL BOARD DIST #1,,,,1,57,285,20965,no
2016,2016-11-08,general,2016-11-08-general-election-statement-of-votes-cast.zip,GRANITE SCHOOL BOARD DIST #2,A,GRANITE SCHOOL BOARD DIST #2,,,,1,39,195,14451,no
2016,2016-11-08,general,2016-11-08-general-election-statement-of-votes-cast.zip,GRANITE SCHOOL BOARD DIST #4,A,GRANITE SCHOOL BOARD DIST #4,,,,1,42,210,13165,no
2016,2016-11-08,general,2016-11-08-general-election-statement-of-votes-cast.zip,GREGORY L. BOWN,A,GREGORY L. BOWN,,,,2,30,300,13525,no
2016,2016-11-08,general,2016-11-08-general-election-statement-of-votes-cast.zip,"JAMES R. MICHIE, JR.",A,"JAMES R. MICHIE, JR.",,,,2,829,8290,309667,no
2016,2016-11-08,general,2016-11-08-general-election-statement-of-votes-cast.zip,JAMES T. BLANCH,A,JAMES T. BLANCH,,,,2,829,8290,309985,no
2016,2016-11-08,general,2016-11-08-general-election-statement-of-votes-cast.zip,JEANNE M. ROBISON,A,JEANNE M. ROBISON,,,,2,124,1240,50008,no
2016,2016-11-08,general,2016-11-08-general-election-statement-of-votes-cast.zip,JOHN L. BAXTER,A,JOHN L. BAXTER,,,,2,124,1240,50487,no
