year,election_date,election_type,source_file,sheet,family,contest,county_office,district,kind,n_candidates,n_precincts,n_rows,total_votes,retained
2016,2016-11-08,general,2016-11-08-general-election-statement-of-votes-cast.zip,JORDAN SCHOOL BOARD DIST #1,A,JORDAN SCHOOL BOARD DIST #1,,,,2,33,330,12730,no
2016,2016-11-08,general,2016-11-08-general-election-statement-of-votes-cast.zip,JORDAN SCHOOL BOARD DIST #4,A,JORDAN SCHOOL BOARD DIST #4,,,,2,29,290,11961,no
2016,2016-11-08,general,2016-11-08-general-election-statement-of-votes-cast.zip,JORDAN SCHOOL BOARD DIST #5,A,JORDAN SCHOOL BOARD DIST #5,,,,2,23,230,10525,no
2016,2016-11-08,general,2016-11-08-general-election-statement-of-votes-cast.zip,JORDAN SCHOOL BOARD DIST #6,A,JORDAN SCHOOL BOARD DIST #6,,,,1,24,120,8431,no
2016,2016-11-08,general,2016-11-08-general-election-statement-of-votes-cast.zip,JORDAN SCHOOL DIST BOND ELECT,A,JORDAN SCHOOL DIST BOND ELECT,,,,2,179,1790,91166,no
2016,2016-11-08,general,2016-11-08-general-election-statement-of-votes-cast.zip,KEARNS METRO TOWNSHIP CNCL #1,A,KEARNS METRO TOWNSHIP CNCL #1,,,,2,3,30,1254,no
2016,2016-11-08,general,2016-11-08-general-election-statement-of-votes-cast.zip,KEARNS METRO TOWNSHIP CNCL #2,A,KEARNS METRO TOWNSHIP CNCL #2,,,,1,4,20,1311,no
2016,2016-11-08,general,2016-11-08-general-election-statement-of-votes-cast.zip,KEARNS METRO TOWNSHIP CNCL #3,A,KEARNS METRO TOWNSHIP CNCL #3,,,,2,7,70,1551,no
2016,2016-11-08,general,2016-11-08-general-election-statement-of-votes-cast.zip,KEARNS METRO TOWNSHIP CNCL #4,A,KEARNS METRO TOWNSHIP CNCL #4,,,,1,3,15,1343,no
2016,2016-11-08,general,2016-11-08-general-election-statement-of-votes-cast.zip,KEARNS METRO TOWNSHIP CNCL #5,A,KEARNS METRO TOWNSHIP CNCL #5,,,,2,4,40,1500,no
2016,2016-11-08,general,2016-11-08-general-election-statement-of-votes-cast.zip,KIMBERLY KAY HORNAK,A,KIMBERLY KAY HORNAK,,,,2,829,8290,314413,no
2016,2016-11-08,general,2016-11-08-general-election-statement-of-votes-cast.zip,KING BENJAMIN SSD TAX LEVY,A,KING BENJAMIN SSD TAX LEVY,,,,2,1,10,122,no
2016,2016-11-08,general,2016-11-08-general-election-statement-of-votes-cast.zip,L. G. CUTLER,A,L. G. CUTLER,,,,2,124,1240,49516,no
2016,2016-11-08,general,2016-11-08-general-election-statement-of-votes-cast.zip,MAGNA METRO TOWNSHIP CNCL #1,A,MAGNA METRO TOWNSHIP CNCL #1,,,,2,4,40,1433,no
2016,2016-11-08,general,2016-11-08-general-election-statement-of-votes-cast.zip,MAGNA METRO TOWNSHIP CNCL #2,A,MAGNA METRO TOWNSHIP CNCL #2,,,,2,3,30,1251,no
2016,2016-11-08,general,2016-11-08-general-election-statement-of-votes-cast.zip,MAGNA METRO TOWNSHIP CNCL #3,A,MAGNA METRO TOWNSHIP CNCL #3,,,,2,3,30,1475,no
2016,2016-11-08,general,2016-11-08-general-election-statement-of-votes-cast.zip,MAGNA METRO TOWNSHIP CNCL #4,A,MAGNA METRO TOWNSHIP CNCL #4,,,,2,2,20,1127,no
2016,2016-11-08,general,2016-11-08-general-election-statement-of-votes-cast.zip,MAGNA METRO TOWNSHIP CNCL #5,A,MAGNA METRO TOWNSHIP CNCL #5,,,,2,3,30,1135,no
2016,2016-11-08,general,2016-11-08-general-election-statement-of-votes-cast.zip,MAGNA WATER SPECIAL BOND ELECT,A,MAGNA WATER SPECIAL BOND ELECT,,,,2,17,170,7187,no
2016,2016-11-08,general,2016-11-08-general-election-statement-of-votes-cast.zip,MARK S. KOURIS,A,MARK S. KOURIS,,,,2,829,8290,310203,no
2016,2016-11-08,general,2016-11-08-general-election-statement-of-votes-cast.zip,MARK W. MAY,A,MARK W. MAY,,,,2,829,8290,308498,no
2016,2016-11-08,general,2016-11-08-general-election-statement-of-votes-cast.zip,MARSHA C. THOMAS,A,MARSHA C. THOMAS,,,,2,42,420,16373,no
2016,2016-11-08,general,2016-11-08-general-election-statement-of-votes-cast.zip,MICHAEL W. KWAN,A,MICHAEL W. KWAN,,,,2,42,420,16624,no
2016,2016-11-08,general,2016-11-08-general-election-statement-of-votes-cast.zip,MILLCREEK CITY COUNCIL DIST #1,A,MILLCREEK CITY COUNCIL DIST #1,,,,2,9,90,3455,no
2016,2016-11-08,general,2016-11-08-general-election-statement-of-votes-cast.zip,MILLCREEK CITY COUNCIL DIST #2,A,MILLCREEK CITY COUNCIL DIST #2,,,,2,9,90,4720,no
2016,2016-11-08,general,2016-11-08-general-election-statement-of-votes-cast.zip,MILLCREEK CITY COUNCIL DIST #3,A,MILLCREEK CITY COUNCIL DIST #3,,,,2,13,130,6954,no
2016,2016-11-08,general,2016-11-08-general-election-statement-of-votes-cast.zip,MILLCREEK CITY COUNCIL DIST #4,A,MILLCREEK CITY COUNCIL DIST #4,,,,2,14,140,7864,no
2016,2016-11-08,general,2016-11-08-general-election-statement-of-votes-cast.zip,MILLCREEK CITY MAYOR,A,MILLCREEK CITY MAYOR,,,,1,45,225,21288,no
2016,2016-11-08,general,2016-11-08-general-election-statement-of-votes-cast.zip,MURRAY SCHOOL BOARD DIST #1,A,MURRAY SCHOOL BOARD DIST #1,,,,2,8,80,2554,no
2016,2016-11-08,general,2016-11-08-general-election-statement-of-votes-cast.zip,MURRAY SCHOOL BOARD DIST #5,A,MURRAY SCHOOL BOARD DIST #5,,,,1,7,35,2639,no
2016,2016-11-08,general,2016-11-08-general-election-statement-of-votes-cast.zip,PAUL BOYD PARKER,A,PAUL BOYD PARKER,,,,2,829,8290,312804,no
2016,2016-11-08,general,2016-11-08-general-election-statement-of-votes-cast.zip,PAUL C. FARR,A,PAUL C. FARR,,,,2,79,790,31574,no
2016,2016-11-08,general,2016-11-08-general-election-statement-of-votes-cast.zip,PRESIDENT OF THE UNITED STATES,A,PRESIDENT OF THE UNITED STATES,,,,26,829,107770,423743,no
2016,2016-11-08,general,2016-11-08-general-election-statement-of-votes-cast.zip,RANDALL N. SKANCHY,A,RANDALL N. SKANCHY,,,,2,829,8290,312334,no
2016,2016-11-08,general,2016-11-08-general-election-statement-of-votes-cast.zip,RENEE M. JIMENEZ,A,RENEE M. JIMENEZ,,,,2,829,8290,312074,no
2016,2016-11-08,general,2016-11-08-general-election-statement-of-votes-cast.zip,ROBERT P. FAUST,A,ROBERT P. FAUST,,,,2,829,8290,310616,no
2016,2016-11-08,general,2016-11-08-general-election-statement-of-votes-cast.zip,RONALD E. KUNZ,A,RONALD E. KUNZ,,,,2,68,680,29195,no
2016,2016-11-08,general,2016-11-08-general-election-statement-of-votes-cast.zip,SALT LAKE CITY SCHOOL BOARD #1,A,SALT LAKE CITY SCHOOL BOARD #1,,,,2,13,130,5135,no
2016,2016-11-08,general,2016-11-08-general-election-statement-of-votes-cast.zip,SALT LAKE CITY SCHOOL BOARD #2,A,SALT LAKE CITY SCHOOL BOARD #2,,,,2,9,90,3525,no
2016,2016-11-08,general,2016-11-08-general-election-statement-of-votes-cast.zip,SALT LAKE CITY SCHOOL BOARD #5,A,SALT LAKE CITY SCHOOL BOARD #5,,,,2,19,190,8221,no
2016,2016-11-08,general,2016-11-08-general-election-statement-of-votes-cast.zip,SALT LAKE CITY SCHOOL BOARD #7,A,SALT LAKE CITY SCHOOL BOARD #7,,,,2,23,230,9739,no
2016,2016-11-08,general,2016-11-08-general-election-statement-of-votes-cast.zip,SCOTT J MICKELSEN,A,SCOTT J MICKELSEN,,,,2,829,8290,299857,no
2016,2016-11-08,general,2016-11-08-general-election-statement-of-votes-cast.zip,SHAUNA GRAVES-ROBERTSON,A,SHAUNA GRAVES-ROBERTSON,,,,2,829,8290,304868,no
2016,2016-11-08,general,2016-11-08-general-election-statement-of-votes-cast.zip,STATE ATTORNEY GENERAL,A,STATE ATTORNEY GENERAL,,,,4,829,16580,404964,no
2016,2016-11-08,general,2016-11-08-general-election-statement-of-votes-cast.zip,STATE AUDITOR,A,STATE AUDITOR,,,,3,829,12435,393600,no
2016,2016-11-08,general,2016-11-08-general-election-statement-of-votes-cast.zip,STATE BOARD OF EDUCATION #10,A,STATE BOARD OF EDUCATION #10,,,,2,210,2100,66922,no
2016,2016-11-08,general,2016-11-08-general-election-statement-of-votes-cast.zip,STATE BOARD OF EDUCATION #11,A,STATE BOARD OF EDUCATION #11,,,,2,148,1480,65004,no
2016,2016-11-08,general,2016-11-08-general-election-statement-of-votes-cast.zip,STATE BOARD OF EDUCATION #7,A,STATE BOARD OF EDUCATION #7,,,,2,110,1100,45930,no
2016,2016-11-08,general,2016-11-08-general-election-statement-of-votes-cast.zip,STATE BOARD OF EDUCATION #8,A,STATE BOARD OF EDUCATION #8,,,,2,155,1550,62708,no
2016,2016-11-08,general,2016-11-08-general-election-statement-of-votes-cast.zip,STATE REPRESENTATIVE DIST #22,A,STATE REPRESENTATIVE DIST #22,,,,2,23,230,10413,no
2016,2016-11-08,general,2016-11-08-general-election-statement-of-votes-cast.zip,STATE REPRESENTATIVE DIST #23,A,STATE REPRESENTATIVE DIST #23,,,,2,17,170,7922,no
2016,2016-11-08,general,2016-11-08-general-election-statement-of-votes-cast.zip,STATE REPRESENTATIVE DIST #24,A,STATE REPRESENTATIVE DIST #24,,,,1,27,135,14064,no
2016,2016-11-08,general,2016-11-08-general-election-statement-of-votes-cast.zip,STATE REPRESENTATIVE DIST #25,A,STATE REPRESENTATIVE DIST #25,,,,1,27,135,14216,no
2016,2016-11-08,general,2016-11-08-general-election-statement-of-votes-cast.zip,STATE REPRESENTATIVE DIST #26,A,STATE REPRESENTATIVE DIST #26,,,,1,21,105,7282,no
2016,2016-11-08,general,2016-11-08-general-election-statement-of-votes-cast.zip,STATE REPRESENTATIVE DIST #28,A,STATE REPRESENTATIVE DIST #28,,,,1,31,155,15102,no
2016,2016-11-08,general,2016-11-08-general-election-statement-of-votes-cast.zip,STATE REPRESENTATIVE DIST #30,A,STATE REPRESENTATIVE DIST #30,,,,2,22,220,10747,no
2016,2016-11-08,general,2016-11-08-general-election-statement-of-votes-cast.zip,STATE REPRESENTATIVE DIST #31,A,STATE REPRESENTATIVE DIST #31,,,,2,20,200,8228,no
2016,2016-11-08,general,2016-11-08-general-election-statement-of-votes-cast.zip,STATE REPRESENTATIVE DIST #32,A,STATE REPRESENTATIVE DIST #32,,,,2,39,390,17071,no
2016,2016-11-08,general,2016-11-08-general-election-statement-of-votes-cast.zip,STATE REPRESENTATIVE DIST #33,A,STATE REPRESENTATIVE DIST #33,,,,2,20,200,8439,no
2016,2016-11-08,general,2016-11-08-general-election-statement-of-votes-cast.zip,STATE REPRESENTATIVE DIST #34,A,STATE REPRESENTATIVE DIST #34,,,,2,32,320,12043,no
2016,2016-11-08,general,2016-11-08-general-election-statement-of-votes-cast.zip,STATE REPRESENTATIVE DIST #35,A,STATE REPRESENTATIVE DIST #35,,,,3,24,360,9968,no
2016,2016-11-08,general,2016-11-08-general-election-statement-of-votes-cast.zip,STATE REPRESENTATIVE DIST #36,A,STATE REPRESENTATIVE DIST #36,,,,1,37,185,16210,no
2016,2016-11-08,general,2016-11-08-general-election-statement-of-votes-cast.zip,STATE REPRESENTATIVE DIST #37,A,STATE REPRESENTATIVE DIST #37,,,,2,38,380,17823,no
2016,2016-11-08,general,2016-11-08-general-election-statement-of-votes-cast.zip,STATE REPRESENTATIVE DIST #38,A,STATE REPRESENTATIVE DIST #38,,,,2,25,250,9020,no
2016,2016-11-08,general,2016-11-08-general-election-statement-of-votes-cast.zip,STATE REPRESENTATIVE DIST #39,A,STATE REPRESENTATIVE DIST #39,,,,2,25,250,12423,no
2016,2016-11-08,general,2016-11-08-general-election-statement-of-votes-cast.zip,STATE REPRESENTATIVE DIST #40,A,STATE REPRESENTATIVE DIST #40,,,,2,27,270,15462,no
2016,2016-11-08,general,2016-11-08-general-election-statement-of-votes-cast.zip,STATE REPRESENTATIVE DIST #41,A,STATE REPRESENTATIVE DIST #41,,,,2,30,300,17218,no
2016,2016-11-08,general,2016-11-08-general-election-statement-of-votes-cast.zip,STATE REPRESENTATIVE DIST #42,A,STATE REPRESENTATIVE DIST #42,,,,1,26,130,11670,no
2016,2016-11-08,general,2016-11-08-general-election-statement-of-votes-cast.zip,STATE REPRESENTATIVE DIST #43,A,STATE REPRESENTATIVE DIST #43,,,,2,23,230,12185,no
2016,2016-11-08,general,2016-11-08-general-election-statement-of-votes-cast.zip,STATE REPRESENTATIVE DIST #44,A,STATE REPRESENTATIVE DIST #44,,,,2,35,350,14811,no
2016,2016-11-08,general,2016-11-08-general-election-statement-of-votes-cast.zip,STATE REPRESENTATIVE DIST #45,A,STATE REPRESENTATIVE DIST #45,,,,2,43,430,15232,no
2016,2016-11-08,general,2016-11-08-general-election-statement-of-votes-cast.zip,STATE REPRESENTATIVE DIST #46,A,STATE REPRESENTATIVE DIST #46,,,,2,40,400,16479,no
2016,2016-11-08,general,2016-11-08-general-election-statement-of-votes-cast.zip,STATE REPRESENTATIVE DIST #47,A,STATE REPRESENTATIVE DIST #47,,,,2,30,300,12608,no
2016,2016-11-08,general,2016-11-08-general-election-statement-of-votes-cast.zip,STATE REPRESENTATIVE DIST #49,A,STATE REPRESENTATIVE DIST #49,,,,2,60,600,19035,no
2016,2016-11-08,general,2016-11-08-general-election-statement-of-votes-cast.zip,STATE REPRESENTATIVE DIST #50,A,STATE REPRESENTATIVE DIST #50,,,,2,34,340,20659,no
2016,2016-11-08,general,2016-11-08-general-election-statement-of-votes-cast.zip,STATE REPRESENTATIVE DIST #51,A,STATE REPRESENTATIVE DIST #51,,,,4,20,400,15222,no
2016,2016-11-08,general,2016-11-08-general-election-statement-of-votes-cast.zip,STATE REPRESENTATIVE DIST #52,A,STATE REPRESENTATIVE DIST #52,,,,2,33,330,17437,no
2016,2016-11-08,general,2016-11-08-general-election-statement-of-votes-cast.zip,STATE SENATOR DIST #1,A,STATE SENATOR DIST #1,,,,2,52,520,20329,no
2016,2016-11-08,general,2016-11-08-general-election-statement-of-votes-cast.zip,STATE SENATOR DIST #10,A,STATE SENATOR DIST #10,,,,2,83,830,45204,no
2016,2016-11-08,general,2016-11-08-general-election-statement-of-votes-cast.zip,STATE SENATOR DIST #13,A,STATE SENATOR DIST #13,,,,3,8,120,4188,no
2016,2016-11-08,general,2016-11-08-general-election-statement-of-votes-cast.zip,STATE SENATOR DIST #23,A,STATE SENATOR DIST #23,,,,2,8,80,3612,no
2016,2016-11-08,general,2016-11-08-general-election-statement-of-votes-cast.zip,STATE SENATOR DIST #6,A,STATE SENATOR DIST #6,,,,3,70,1050,34273,no
2016,2016-11-08,general,2016-11-08-general-election-statement-of-votes-cast.zip,STATE SENATOR DIST #8,A,STATE SENATOR DIST #8,,,,2,99,990,41110,no
2016,2016-11-08,general,2016-11-08-general-election-statement-of-votes-cast.zip,STATE TREASURER,A,STATE TREASURER,,,,3,829,12435,388170,no
2016,2016-11-08,general,2016-11-08-general-election-statement-of-votes-cast.zip,STRAIGHT PARTY,A,STRAIGHT PARTY,,,,5,829,20725,118495,no
2016,2016-11-08,general,2016-11-08-general-election-statement-of-votes-cast.zip,SU J. CHON,A,SU J. CHON,,,,2,829,8290,316311,no
2016,2016-11-08,general,2016-11-08-general-election-statement-of-votes-cast.zip,SYDNEY MAGID,A,SYDNEY MAGID,,,,2,124,1240,49714,no
2016,2016-11-08,general,2016-11-08-general-election-statement-of-votes-cast.zip,U.S. REPRESENTATIVE DIST #2,A,U.S. REPRESENTATIVE DIST #2,,,,3,173,2595,92680,no
2016,2016-11-08,general,2016-11-08-general-election-statement-of-votes-cast.zip,U.S. REPRESENTATIVE DIST #3,A,U.S. REPRESENTATIVE DIST #3,,,,2,208,2080,87919,no
2016,2016-11-08,general,2016-11-08-general-election-statement-of-votes-cast.zip,U.S. REPRESENTATIVE DIST #4,A,U.S. REPRESENTATIVE DIST #4,,,,3,448,6720,230770,no
2016,2016-11-08,general,2016-11-08-general-election-statement-of-votes-cast.zip,U.S. SENATE,A,U.S. SENATE,,,,4,829,16580,411338,no
2016,2016-11-08,general,2016-11-08-general-election-statement-of-votes-cast.zip,VERNICE S. TREASE,A,VERNICE S. TREASE,,,,2,829,8290,309346,no
2016,2016-11-08,general,2016-11-08-general-election-statement-of-votes-cast.zip,W. PAUL THOMPSON,A,W. PAUL THOMPSON,,,,2,52,520,16420,no
2016,2016-11-08,general,2016-11-08-general-election-statement-of-votes-cast.zip,WHITE CITY M T CNCL @ LARGE,A,WHITE CITY M T CNCL @ LARGE,,,,8,6,240,7271,no
2016,2016-11-08,general,2016-11-08-general-election-statement-of-votes-cast.zip,COUNTY PROPOSITION A,A,COUNTY PROPOSITION A,Ballot Measure,,measure,2,829,8290,364772,yes
2016,2016-11-08,general,2016-11-08-general-election-statement-of-votes-cast.zip,COUNTY COUNCIL DIST #2,A,COUNTY COUNCIL DIST #2,Council,2,office,3,116,1740,44137,yes
2016,2016-11-08,general,2016-11-08-general-election-statement-of-votes-cast.zip,COUNTY COUNCIL DIST #4,A,COUNTY COUNCIL DIST #4,Council,4,office,1,151,755,66819,yes
2016,2016-11-08,general,2016-11-08-general-election-statement-of-votes-cast.zip,COUNTY COUNCIL DIST #6,A,COUNTY COUNCIL DIST #6,Council,6,office,2,197,1970,75708,yes
2016,2016-11-08,general,2016-11-08-general-election-statement-of-votes-cast.zip,COUNTY COUNCIL AT LARGE B,A,COUNTY COUNCIL AT LARGE B,Council,At-Large B,office,2,829,8290,392300,yes
2016,2016-11-08,general,2016-11-08-general-election-statement-of-votes-cast.zip,COUNTY MAYOR,A,COUNTY MAYOR,Mayor,,office,2,829,8290,402485,yes
2016,2016-12-06,recount,2016-12-06-house-32-recount-statement-of-votes-cast.zip,STATE REPRESENTATIVE DIST #32,A,STATE REPRESENTATIVE DIST #32,,,,2,39,390,17077,no
2018,2018-06-26,primary,2018--06-26-primary-election-statement-of-votes-cast.zip,JORDAN SCHOOL BOARD DISTRICT #3,A,JORDAN SCHOOL BOARD DISTRICT #3,,,,3,28,252,6239,no
2018,2018-06-26,primary,2018--06-26-primary-election-statement-of-votes-cast.zip,STATE REPRESENTATIVE #24 (DEM),A,STATE REPRESENTATIVE #24 (DEM),,,,4,27,324,4878,no
2018,2018-06-26,primary,2018--06-26-primary-election-statement-of-votes-cast.zip,STATE SENATE DISTRICT #2_x0009_(DEM),A,STATE SENATE DISTRICT #2 (DEM),,,,2,65,390,10436,no
2018,2018-06-26,primary,2018--06-26-primary-election-statement-of-votes-cast.zip,STATE SENATE DISTRICT #3 (REP),A,STATE SENATE DISTRICT #3 (REP),,,,2,68,408,4291,no
2018,2018-06-26,primary,2018--06-26-primary-election-statement-of-votes-cast.zip,STATE SENATE DISTRICT #8 (REP),A,STATE SENATE DISTRICT #8 (REP),,,,2,93,558,9686,no
2018,2018-06-26,primary,2018--06-26-primary-election-statement-of-votes-cast.zip,U.S. REPRESENTATIVE #3 (REP),A,U.S. REPRESENTATIVE #3 (REP),,,,2,172,1032,24143,no
2018,2018-06-26,primary,2018--06-26-primary-election-statement-of-votes-cast.zip,U.S. SENATE (REP),A,U.S. SENATE (REP),,,,2,782,4692,97866,no
2018,2018-11-06,general,2018-11-06-general-election-sovc.xlsx,94,D,BRIGHTON INCORPORATION,,,,2,1,2,235,no
2018,2018-11-06,general,2018-11-06-general-election-sovc.xlsx,56,D,CANYONS SCHOOL BOARD DISTRICT #2,,,,2,33,66,10414,no
2018,2018-11-06,general,2018-11-06-general-election-sovc.xlsx,57,D,CANYONS SCHOOL BOARD DISTRICT #4,,,,1,26,26,8502,no
2018,2018-11-06,general,2018-11-06-general-election-sovc.xlsx,58,D,CANYONS SCHOOL BOARD DISTRICT #5,,,,1,29,29,8801,no
2018,2018-11-06,general,2018-11-06-general-election-sovc.xlsx,59,D,CANYONS SCHOOL BOARD DISTRICT #6,,,,2,24,48,11519,no
2018,2018-11-06,general,2018-11-06-general-election-sovc.xlsx,74,D,CONSTANDINOS (DENO) HIMONAS,,,,2,782,1564,330605,no
2018,2018-11-06,general,2018-11-06-general-election-sovc.xlsx,87,D,CONSTITUTIONAL AMENDMENT A,,,,2,782,1564,391341,no
2018,2018-11-06,general,2018-11-06-general-election-sovc.xlsx,88,D,CONSTITUTIONAL AMENDMENT B,,,,2,782,1564,391869,no
2018,2018-11-06,general,2018-11-06-general-election-sovc.xlsx,89,D,CONSTITUTIONAL AMENDMENT C,,,,2,782,1564,386396,no
2018,2018-11-06,general,2018-11-06-general-election-sovc.xlsx,84,D,ELIZABETH A. LINDSLEY,,,,2,782,1564,324514,no
2018,2018-11-06,general,2018-11-06-general-election-sovc.xlsx,86,D,ELIZABETH M. KNIGHT,,,,2,782,1564,323844,no
2018,2018-11-06,general,2018-11-06-general-election-sovc.xlsx,60,D,GRANITE SCHOOL BOARD DISTRICT #3,,,,2,31,62,11273,no
2018,2018-11-06,general,2018-11-06-general-election-sovc.xlsx,61,D,GRANITE SCHOOL BOARD DISTRICT #4,,,,2,40,80,13891,no
2018,2018-11-06,general,2018-11-06-general-election-sovc.xlsx,62,D,GRANITE SCHOOL BOARD DISTRICT #5,,,,2,34,68,10554,no
2018,2018-11-06,general,2018-11-06-general-election-sovc.xlsx,63,D,GRANITE SCHOOL BOARD DISTRICT #6,,,,2,32,64,12523,no
2018,2018-11-06,general,2018-11-06-general-election-sovc.xlsx,64,D,GRANITE SCHOOL BOARD DISTRICT #7,,,,1,36,36,10711,no
2018,2018-11-06,general,2018-11-06-general-election-sovc.xlsx,76,D,HEATHER BRERETON,,,,2,782,1564,326475,no
2018,2018-11-06,general,2018-11-06-general-election-sovc.xlsx,95,D,HOLLADAY PROPOSITION #14,,,,2,31,62,16671,no
2018,2018-11-06,general,2018-11-06-general-election-sovc.xlsx,81,D,JAMES D. GARDNER,,,,2,782,1564,324301,no
2018,2018-11-06,general,2018-11-06-general-election-sovc.xlsx,65,D,JORDAN SCHOOL BOARD DISTRICT #2,,,,1,26,26,11158,no
2018,2018-11-06,general,2018-11-06-general-election-sovc.xlsx,66,D,JORDAN SCHOOL BOARD DISTRICT #3,,,,2,28,56,13564,no
2018,2018-11-06,general,2018-11-06-general-election-sovc.xlsx,67,D,JORDAN SCHOOL BOARD DISTRICT #7,,,,1,18,18,7989,no
2018,2018-11-06,general,2018-11-06-general-election-sovc.xlsx,83,D,KARA L. PETTIT,,,,2,782,1564,324271,no
2018,2018-11-06,general,2018-11-06-general-election-sovc.xlsx,79,D,L. DOUGLAS HOGAN,,,,2,782,1564,324219,no
2018,2018-11-06,general,2018-11-06-general-election-sovc.xlsx,77,D,LAURA S. SCOTT,,,,2,782,1564,326854,no
2018,2018-11-06,general,2018-11-06-general-election-sovc.xlsx,75,D,MARY KATE A. TOOMEY,,,,2,782,1564,328759,no
2018,2018-11-06,general,2018-11-06-general-election-sovc.xlsx,68,D,MURRAY SCHOOL BOARD DISTRICT #2,,,,2,13,26,2872,no
2018,2018-11-06,general,2018-11-06-general-election-sovc.xlsx,69,D,MURRAY SCHOOL BOARD DISTRICT #3,,,,1,9,9,2116,no
2018,2018-11-06,general,2018-11-06-general-election-sovc.xlsx,70,D,MURRAY SCHOOL BOARD DISTRICT #4,,,,2,7,14,2368,no
2018,2018-11-06,general,2018-11-06-general-election-sovc.xlsx,90,D,NONBINDING OPINION QUESTION #1,,,,2,782,1564,410656,no
2018,2018-11-06,general,2018-11-06-general-election-sovc.xlsx,91,D,PROPOSITION NUMBER 2,,,,2,782,1564,417472,no
2018,2018-11-06,general,2018-11-06-general-election-sovc.xlsx,92,D,PROPOSITION NUMBER 3,,,,2,782,1564,409621,no
2018,2018-11-06,general,2018-11-06-general-election-sovc.xlsx,93,D,PROPOSITION NUMBER 4,,,,2,782,1564,398398,no
2018,2018-11-06,general,2018-11-06-general-election-sovc.xlsx,78,D,RICHARD D. MCKELVIE,,,,2,782,1564,324442,no
2018,2018-11-06,general,2018-11-06-general-election-sovc.xlsx,80,D,ROYAL I. HANSEN,,,,2,782,1564,325370,no
2018,2018-11-06,general,2018-11-06-general-election-sovc.xlsx,71,D,SALT LAKE CITY SCHOOL BOARD DISTRICT #3,,,,2,22,44,10673,no
2018,2018-11-06,general,2018-11-06-general-election-sovc.xlsx,72,D,SALT LAKE CITY SCHOOL BOARD DISTRICT #4,,,,2,16,32,8219,no
2018,2018-11-06,general,2018-11-06-general-election-sovc.xlsx,73,D,SALT LAKE CITY SCHOOL BOARD DISTRICT #6,,,,1,23,23,9959,no
2018,2018-11-06,general,2018-11-06-general-election-sovc.xlsx,96,D,SALT LAKE CITY STREETS RECONSTRUCTION BOND,,,,2,123,246,71386,no
2018,2018-11-06,general,2018-11-06-general-election-sovc.xlsx,43,D,STATE BOARD OF EDUCATION DISTRICT #3,,,,2,68,136,22320,no
2018,2018-11-06,general,2018-11-06-general-election-sovc.xlsx,44,D,STATE BOARD OF EDUCATION DISTRICT #5,,,,2,12,24,4352,no
2018,2018-11-06,general,2018-11-06-general-election-sovc.xlsx,45,D,STATE BOARD OF EDUCATION DISTRICT #6,,,,1,121,121,39316,no
2018,2018-11-06,general,2018-11-06-general-election-sovc.xlsx,15,D,STATE REPRESENTATIVE DISTRICT #22,,,,4,23,92,10339,no
2018,2018-11-06,general,2018-11-06-general-election-sovc.xlsx,16,D,STATE REPRESENTATIVE DISTRICT #23,,,,2,17,34,8040,no
2018,2018-11-06,general,2018-11-06-general-election-sovc.xlsx,17,D,STATE REPRESENTATIVE DISTRICT #24,,,,2,27,54,18275,no
2018,2018-11-06,general,2018-11-06-general-election-sovc.xlsx,18,D,STATE REPRESENTATIVE DISTRICT #25,,,,2,27,54,16434,no
2018,2018-11-06,general,2018-11-06-general-election-sovc.xlsx,19,D,STATE REPRESENTATIVE DISTRICT #26,,,,3,20,60,9398,no
2018,2018-11-06,general,2018-11-06-general-election-sovc.xlsx,20,D,STATE REPRESENTATIVE DISTRICT #28,,,,1,31,31,15320,no
2018,2018-11-06,general,2018-11-06-general-election-sovc.xlsx,21,D,STATE REPRESENTATIVE DISTRICT #30,,,,2,22,44,10352,no
2018,2018-11-06,general,2018-11-06-general-election-sovc.xlsx,22,D,STATE REPRESENTATIVE DISTRICT #31,,,,3,19,57,8076,no
2018,2018-11-06,general,2018-11-06-general-election-sovc.xlsx,23,D,STATE REPRESENTATIVE DISTRICT #32,,,,3,30,90,16824,no
2018,2018-11-06,general,2018-11-06-general-election-sovc.xlsx,24,D,STATE REPRESENTATIVE DISTRICT #33,,,,2,19,38,8036,no
2018,2018-11-06,general,2018-11-06-general-election-sovc.xlsx,25,D,STATE REPRESENTATIVE DISTRICT #34,,,,2,30,60,11744,no
2018,2018-11-06,general,2018-11-06-general-election-sovc.xlsx,26,D,STATE REPRESENTATIVE DISTRICT #35,,,,3,24,72,10699,no
2018,2018-11-06,general,2018-11-06-general-election-sovc.xlsx,27,D,STATE REPRESENTATIVE DISTRICT #36,,,,2,37,74,21320,no
2018,2018-11-06,general,2018-11-06-general-election-sovc.xlsx,28,D,STATE REPRESENTATIVE DISTRICT #37,,,,2,37,74,18253,no
2018,2018-11-06,general,2018-11-06-general-election-sovc.xlsx,29,D,STATE REPRESENTATIVE DISTRICT #38,,,,2,25,50,8610,no
2018,2018-11-06,general,2018-11-06-general-election-sovc.xlsx,30,D,STATE REPRESENTATIVE DISTRICT #39,,,,2,24,48,12140,no
2018,2018-11-06,general,2018-11-06-general-election-sovc.xlsx,31,D,STATE REPRESENTATIVE DISTRICT #40,,,,3,27,81,16180,no
