rollcall_id,session,bill_no,legislator_verbatim,chamber,district,party,vote_value
REC_2025GS_H_175,2025GS,SB0023,"Abbott, N.",House,,,Yea
REC_2025GS_H_175,2025GS,SB0023,"Acton, C.K.",House,,,Yea
REC_2025GS_H_175,2025GS,SB0023,"Albrecht, C.",House,,,Yea
REC_2025GS_H_175,2025GS,SB0023,"Auxier, T.",House,,,Yea
REC_2025GS_H_175,2025GS,SB0023,"Ballard, M.G.",House,,,Yea
REC_2025GS_H_175,2025GS,SB0023,"Barlow, S.",House,,,Yea
REC_2025GS_H_175,2025GS,SB0023,"Bennion, G.",House,,,Yea
REC_2025GS_H_175,2025GS,SB0023,"Bolinder, B.",House,,,Yea
REC_2025GS_H_175,2025GS,SB0023,"Brooks, W.",House,,,Yea
REC_2025GS_H_175,2025GS,SB0023,"Burton, J.",House,,,Yea
REC_2025GS_H_175,2025GS,SB0023,"Chew, S.",House,,,Yea
REC_2025GS_H_175,2025GS,SB0023,"Christofferson, K.",House,,,Yea
REC_2025GS_H_175,2025GS,SB0023,"Clancy, T.",House,,,Yea
REC_2025GS_H_175,2025GS,SB0023,"Cutler, P.",House,,,Yea
REC_2025GS_H_175,2025GS,SB0023,"Dailey-Provost, J.",House,,,Yea
REC_2025GS_H_175,2025GS,SB0023,"Defay, A.",House,,,Yea
REC_2025GS_H_175,2025GS,SB0023,"Dominguez, R.",House,,,Yea
REC_2025GS_H_175,2025GS,SB0023,"Dunnigan, J.",House,,,Yea
REC_2025GS_H_175,2025GS,SB0023,"Eliason, S.",House,,,Yea
REC_2025GS_H_175,2025GS,SB0023,"Elison, J.",House,,,Yea
REC_2025GS_H_175,2025GS,SB0023,"Fiefia, D.",House,,,Yea
REC_2025GS_H_175,2025GS,SB0023,"Fitisemanu, J.",House,,,Yea
REC_2025GS_H_175,2025GS,SB0023,"Gricius, S.",House,,,Yea
REC_2025GS_H_175,2025GS,SB0023,"Gwynn, M.",House,,,Yea
REC_2025GS_H_175,2025GS,SB0023,"Hall, K.",House,,,Yea
REC_2025GS_H_175,2025GS,SB0023,"Hayes, S.",House,,,Yea
REC_2025GS_H_175,2025GS,SB0023,"Hollins, S.",House,,,Yea
REC_2025GS_H_175,2025GS,SB0023,"Ivory, K.",House,,,Yea
REC_2025GS_H_175,2025GS,SB0023,"Jack, C.",House,,,Yea
REC_2025GS_H_175,2025GS,SB0023,"Koford, J.",House,,,Yea
REC_2025GS_H_175,2025GS,SB0023,"Kohler, M.",House,,,Yea
REC_2025GS_H_175,2025GS,SB0023,"Loubet, A.",House,,,Yea
REC_2025GS_H_175,2025GS,SB0023,"MacPherson, M.",House,,,Yea
REC_2025GS_H_175,2025GS,SB0023,"Maloy, A. Cory",House,,,Yea
REC_2025GS_H_175,2025GS,SB0023,"Matthews, A.",House,,,Yea
REC_2025GS_H_175,2025GS,SB0023,"Mauga, V.",House,,,Yea
REC_2025GS_H_175,2025GS,SB0023,"Miller, G.",House,,,Yea
REC_2025GS_H_175,2025GS,SB0023,"Miller, T.",House,,,Yea
REC_2025GS_H_175,2025GS,SB0023,"Monson, L.",House,,,Yea
REC_2025GS_H_175,2025GS,SB0023,"Moss, C.",House,,,Yea
REC_2025GS_H_175,2025GS,SB0023,"Nguyen, H.",House,,,Yea
REC_2025GS_H_175,2025GS,SB0023,"Okerlund, C.",House,,,Yea
REC_2025GS_H_175,2025GS,SB0023,"Owens, D.",House,,,Yea
REC_2025GS_H_175,2025GS,SB0023,"Peck, N.",House,,,Yea
REC_2025GS_H_175,2025GS,SB0023,"Petersen, M.",House,,,Yea
REC_2025GS_H_175,2025GS,SB0023,"Peterson, K.",House,,,Yea
REC_2025GS_H_175,2025GS,SB0023,"Peterson, T.",House,,,Yea
REC_2025GS_H_175,2025GS,SB0023,"Peterson, V.",House,,,Yea
REC_2025GS_H_175,2025GS,SB0023,"Pierucci, C.",House,,,Yea
REC_2025GS_H_175,2025GS,SB0023,"Roberts, C.",House,,,Yea
REC_2025GS_H_175,2025GS,SB0023,"Romero, A.",House,,,Yea
REC_2025GS_H_175,2025GS,SB0023,"Sawyer, J.",House,,,Yea
REC_2025GS_H_175,2025GS,SB0023,"Shallenberger, D.",House,,,Yea
REC_2025GS_H_175,2025GS,SB0023,"Shelley, T.",House,,,Yea
REC_2025GS_H_175,2025GS,SB0023,"Shepherd, L.",House,,,Yea
REC_2025GS_H_175,2025GS,SB0023,"Shipp, R.P.",House,,,Yea
REC_2025GS_H_175,2025GS,SB0023,"Snider, C.",House,,,Yea
REC_2025GS_H_175,2025GS,SB0023,"Stoddard, A.",House,,,Yea
REC_2025GS_H_175,2025GS,SB0023,"Strong, M.A.",House,,,Yea
REC_2025GS_H_175,2025GS,SB0023,"Teuscher, J.",House,,,Yea
REC_2025GS_H_175,2025GS,SB0023,"Thompson, J.",House,,,Yea
REC_2025GS_H_175,2025GS,SB0023,"Thurston, N.",House,,,Yea
REC_2025GS_H_175,2025GS,SB0023,"Walter, N.",House,,,Yea
REC_2025GS_H_175,2025GS,SB0023,"Ward, R.",House,,,Yea
REC_2025GS_H_175,2025GS,SB0023,"Watkins, C.",House,,,Yea
REC_2025GS_H_175,2025GS,SB0023,"Welton, D.",House,,,Yea
REC_2025GS_H_175,2025GS,SB0023,"Whyte, S.",House,,,Yea
REC_2025GS_H_175,2025GS,SB0023,"Wilcox, R.",House,,,Yea
REC_2025GS_H_175,2025GS,SB0023,"Chevrier, K.",House,,,Absent
REC_2025GS_H_175,2025GS,SB0023,"Hawkins, J.",House,,,Absent
REC_2025GS_H_175,2025GS,SB0023,"Kyle, J.",House,,,Absent
REC_2025GS_H_175,2025GS,SB0023,"Lee, T.",House,,,Absent
REC_2025GS_H_175,2025GS,SB0023,"Lisonbee, K.",House,,,Absent
REC_2025GS_H_175,2025GS,SB0023,"Moss, J.",House,,,Absent
REC_2025GS_H_175,2025GS,SB0023,"Schultz, M.",House,,,Absent
REC_2025GS_H_277,2025GS,HB0256,"Acton, C.K.",House,,,Yea
REC_2025GS_H_277,2025GS,HB0256,"Albrecht, C.",House,,,Yea
REC_2025GS_H_277,2025GS,HB0256,"Ballard, M.G.",House,,,Yea
REC_2025GS_H_277,2025GS,HB0256,"Barlow, S.",House,,,Yea
REC_2025GS_H_277,2025GS,HB0256,"Bolinder, B.",House,,,Yea
REC_2025GS_H_277,2025GS,HB0256,"Burton, J.",House,,,Yea
REC_2025GS_H_277,2025GS,HB0256,"Chew, S.",House,,,Yea
REC_2025GS_H_277,2025GS,HB0256,"Christofferson, K.",House,,,Yea
REC_2025GS_H_277,2025GS,HB0256,"Clancy, T.",House,,,Yea
REC_2025GS_H_277,2025GS,HB0256,"Cutler, P.",House,,,Yea
REC_2025GS_H_277,2025GS,HB0256,"Dailey-Provost, J.",House,,,Yea
REC_2025GS_H_277,2025GS,HB0256,"Defay, A.",House,,,Yea
REC_2025GS_H_277,2025GS,HB0256,"Dominguez, R.",House,,,Yea
REC_2025GS_H_277,2025GS,HB0256,"Dunnigan, J.",House,,,Yea
REC_2025GS_H_277,2025GS,HB0256,"Elison, J.",House,,,Yea
REC_2025GS_H_277,2025GS,HB0256,"Fitisemanu, J.",House,,,Yea
REC_2025GS_H_277,2025GS,HB0256,"Gricius, S.",House,,,Yea
REC_2025GS_H_277,2025GS,HB0256,"Hawkins, J.",House,,,Yea
REC_2025GS_H_277,2025GS,HB0256,"Hayes, S.",House,,,Yea
REC_2025GS_H_277,2025GS,HB0256,"Hollins, S.",House,,,Yea
REC_2025GS_H_277,2025GS,HB0256,"Jack, C.",House,,,Yea
REC_2025GS_H_277,2025GS,HB0256,"Lisonbee, K.",House,,,Yea
REC_2025GS_H_277,2025GS,HB0256,"Loubet, A.",House,,,Yea
REC_2025GS_H_277,2025GS,HB0256,"Maloy, A. Cory",House,,,Yea
REC_2025GS_H_277,2025GS,HB0256,"Matthews, A.",House,,,Yea
REC_2025GS_H_277,2025GS,HB0256,"Miller, T.",House,,,Yea
REC_2025GS_H_277,2025GS,HB0256,"Moss, C.",House,,,Yea
REC_2025GS_H_277,2025GS,HB0256,"Moss, J.",House,,,Yea
REC_2025GS_H_277,2025GS,HB0256,"Nguyen, H.",House,,,Yea
REC_2025GS_H_277,2025GS,HB0256,"Owens, D.",House,,,Yea
REC_2025GS_H_277,2025GS,HB0256,"Peterson, K.",House,,,Yea
REC_2025GS_H_277,2025GS,HB0256,"Peterson, T.",House,,,Yea
REC_2025GS_H_277,2025GS,HB0256,"Peterson, V.",House,,,Yea
REC_2025GS_H_277,2025GS,HB0256,"Roberts, C.",House,,,Yea
REC_2025GS_H_277,2025GS,HB0256,"Romero, A.",House,,,Yea
REC_2025GS_H_277,2025GS,HB0256,"Schultz, M.",House,,,Yea
REC_2025GS_H_277,2025GS,HB0256,"Shelley, T.",House,,,Yea
REC_2025GS_H_277,2025GS,HB0256,"Shepherd, L.",House,,,Yea
REC_2025GS_H_277,2025GS,HB0256,"Shipp, R.P.",House,,,Yea
REC_2025GS_H_277,2025GS,HB0256,"Snider, C.",House,,,Yea
REC_2025GS_H_277,2025GS,HB0256,"Stoddard, A.",House,,,Yea
REC_2025GS_H_277,2025GS,HB0256,"Strong, M.A.",House,,,Yea
REC_2025GS_H_277,2025GS,HB0256,"Thurston, N.",House,,,Yea
REC_2025GS_H_277,2025GS,HB0256,"Walter, N.",House,,,Yea
REC_2025GS_H_277,2025GS,HB0256,"Ward, R.",House,,,Yea
REC_2025GS_H_277,2025GS,HB0256,"Watkins, C.",House,,,Yea
REC_2025GS_H_277,2025GS,HB0256,"Welton, D.",House,,,Yea
REC_2025GS_H_277,2025GS,HB0256,"Whyte, S.",House,,,Yea
REC_2025GS_H_277,2025GS,HB0256,"Auxier, T.",House,,,Nay
REC_2025GS_H_277,2025GS,HB0256,"Bennion, G.",House,,,Nay
REC_2025GS_H_277,2025GS,HB0256,"Chevrier, K.",House,,,Nay
REC_2025GS_H_277,2025GS,HB0256,"Eliason, S.",House,,,Nay
REC_2025GS_H_277,2025GS,HB0256,"Fiefia, D.",House,,,Nay
REC_2025GS_H_277,2025GS,HB0256,"Hall, K.",House,,,Nay
REC_2025GS_H_277,2025GS,HB0256,"Ivory, K.",House,,,Nay
REC_2025GS_H_277,2025GS,HB0256,"Koford, J.",House,,,Nay
REC_2025GS_H_277,2025GS,HB0256,"Kohler, M.",House,,,Nay
REC_2025GS_H_277,2025GS,HB0256,"Lee, T.",House,,,Nay
REC_2025GS_H_277,2025GS,HB0256,"MacPherson, M.",House,,,Nay
REC_2025GS_H_277,2025GS,HB0256,"Mauga, V.",House,,,Nay
REC_2025GS_H_277,2025GS,HB0256,"Miller, G.",House,,,Nay
REC_2025GS_H_277,2025GS,HB0256,"Monson, L.",House,,,Nay
REC_2025GS_H_277,2025GS,HB0256,"Okerlund, C.",House,,,Nay
REC_2025GS_H_277,2025GS,HB0256,"Peck, N.",House,,,Nay
REC_2025GS_H_277,2025GS,HB0256,"Petersen, M.",House,,,Nay
REC_2025GS_H_277,2025GS,HB0256,"Pierucci, C.",House,,,Nay
REC_2025GS_H_277,2025GS,HB0256,"Sawyer, J.",House,,,Nay
REC_2025GS_H_277,2025GS,HB0256,"Shallenberger, D.",House,,,Nay
REC_2025GS_H_277,2025GS,HB0256,"Teuscher, J.",House,,,Nay
REC_2025GS_H_277,2025GS,HB0256,"Thompson, J.",House,,,Nay
REC_2025GS_H_277,2025GS,HB0256,"Wilcox, R.",House,,,Nay
REC_2025GS_H_277,2025GS,HB0256,"Abbott, N.",House,,,Absent
REC_2025GS_H_277,2025GS,HB0256,"Brooks, W.",House,,,Absent
REC_2025GS_H_277,2025GS,HB0256,"Gwynn, M.",House,,,Absent
REC_2025GS_H_277,2025GS,HB0256,"Kyle, J.",House,,,Absent
REC_2025GS_H_293,2025GS,HB0175,"Abbott, N.",House,,,Yea
REC_2025GS_H_293,2025GS,HB0175,"Acton, C.K.",House,,,Yea
REC_2025GS_H_293,2025GS,HB0175,"Albrecht, C.",House,,,Yea
REC_2025GS_H_293,2025GS,HB0175,"Auxier, T.",House,,,Yea
REC_2025GS_H_293,2025GS,HB0175,"Ballard, M.G.",House,,,Yea
REC_2025GS_H_293,2025GS,HB0175,"Barlow, S.",House,,,Yea
REC_2025GS_H_293,2025GS,HB0175,"Bennion, G.",House,,,Yea
REC_2025GS_H_293,2025GS,HB0175,"Bolinder, B.",House,,,Yea
REC_2025GS_H_293,2025GS,HB0175,"Brooks, W.",House,,,Yea
REC_2025GS_H_293,2025GS,HB0175,"Burton, J.",House,,,Yea
REC_2025GS_H_293,2025GS,HB0175,"Chevrier, K.",House,,,Yea
REC_2025GS_H_293,2025GS,HB0175,"Chew, S.",House,,,Yea
REC_2025GS_H_293,2025GS,HB0175,"Christofferson, K.",House,,,Yea
REC_2025GS_H_293,2025GS,HB0175,"Clancy, T.",House,,,Yea
REC_2025GS_H_293,2025GS,HB0175,"Cutler, P.",House,,,Yea
REC_2025GS_H_293,2025GS,HB0175,"Dailey-Provost, J.",House,,,Yea
REC_2025GS_H_293,2025GS,HB0175,"Dominguez, R.",House,,,Yea
REC_2025GS_H_293,2025GS,HB0175,"Dunnigan, J.",House,,,Yea
REC_2025GS_H_293,2025GS,HB0175,"Eliason, S.",House,,,Yea
REC_2025GS_H_293,2025GS,HB0175,"Elison, J.",House,,,Yea
REC_2025GS_H_293,2025GS,HB0175,"Fiefia, D.",House,,,Yea
REC_2025GS_H_293,2025GS,HB0175,"Fitisemanu, J.",House,,,Yea
REC_2025GS_H_293,2025GS,HB0175,"Gricius, S.",House,,,Yea
REC_2025GS_H_293,2025GS,HB0175,"Gwynn, M.",House,,,Yea
REC_2025GS_H_293,2025GS,HB0175,"Hall, K.",House,,,Yea
REC_2025GS_H_293,2025GS,HB0175,"Hawkins, J.",House,,,Yea
REC_2025GS_H_293,2025GS,HB0175,"Hayes, S.",House,,,Yea
REC_2025GS_H_293,2025GS,HB0175,"Hollins, S.",House,,,Yea
REC_2025GS_H_293,2025GS,HB0175,"Ivory, K.",House,,,Yea
REC_2025GS_H_293,2025GS,HB0175,"Jack, C.",House,,,Yea
REC_2025GS_H_293,2025GS,HB0175,"Koford, J.",House,,,Yea
REC_2025GS_H_293,2025GS,HB0175,"Kohler, M.",House,,,Yea
REC_2025GS_H_293,2025GS,HB0175,"Kyle, J.",House,,,Yea
REC_2025GS_H_293,2025GS,HB0175,"Lee, T.",House,,,Yea
REC_2025GS_H_293,2025GS,HB0175,"Lisonbee, K.",House,,,Yea
REC_2025GS_H_293,2025GS,HB0175,"MacPherson, M.",House,,,Yea
REC_2025GS_H_293,2025GS,HB0175,"Maloy, A. Cory",House,,,Yea
REC_2025GS_H_293,2025GS,HB0175,"Matthews, A.",House,,,Yea
REC_2025GS_H_293,2025GS,HB0175,"Mauga, V.",House,,,Yea
REC_2025GS_H_293,2025GS,HB0175,"Miller, G.",House,,,Yea
REC_2025GS_H_293,2025GS,HB0175,"Miller, T.",House,,,Yea
REC_2025GS_H_293,2025GS,HB0175,"Monson, L.",House,,,Yea
REC_2025GS_H_293,2025GS,HB0175,"Moss, C.",House,,,Yea
REC_2025GS_H_293,2025GS,HB0175,"Moss, J.",House,,,Yea
REC_2025GS_H_293,2025GS,HB0175,"Nguyen, H.",House,,,Yea
REC_2025GS_H_293,2025GS,HB0175,"Okerlund, C.",House,,,Yea
REC_2025GS_H_293,2025GS,HB0175,"Owens, D.",House,,,Yea
REC_2025GS_H_293,2025GS,HB0175,"Peck, N.",House,,,Yea
REC_2025GS_H_293,2025GS,HB0175,"Petersen, M.",House,,,Yea
REC_2025GS_H_293,2025GS,HB0175,"Peterson, K.",House,,,Yea
REC_2025GS_H_293,2025GS,HB0175,"Peterson, T.",House,,,Yea
REC_2025GS_H_293,2025GS,HB0175,"Peterson, V.",House,,,Yea
REC_2025GS_H_293,2025GS,HB0175,"Pierucci, C.",House,,,Yea
REC_2025GS_H_293,2025GS,HB0175,"Roberts, C.",House,,,Yea
REC_2025GS_H_293,2025GS,HB0175,"Romero, A.",House,,,Yea
REC_2025GS_H_293,2025GS,HB0175,"Schultz, M.",House,,,Yea
REC_2025GS_H_293,2025GS,HB0175,"Shallenberger, D.",House,,,Yea
REC_2025GS_H_293,2025GS,HB0175,"Shelley, T.",House,,,Yea
REC_2025GS_H_293,2025GS,HB0175,"Shepherd, L.",House,,,Yea
REC_2025GS_H_293,2025GS,HB0175,"Shipp, R.P.",House,,,Yea
REC_2025GS_H_293,2025GS,HB0175,"Snider, C.",House,,,Yea
REC_2025GS_H_293,2025GS,HB0175,"Strong, M.A.",House,,,Yea
REC_2025GS_H_293,2025GS,HB0175,"Teuscher, J.",House,,,Yea
REC_2025GS_H_293,2025GS,HB0175,"Thompson, J.",House,,,Yea
REC_2025GS_H_293,2025GS,HB0175,"Thurston, N.",House,,,Yea
REC_2025GS_H_293,2025GS,HB0175,"Walter, N.",House,,,Yea
REC_2025GS_H_293,2025GS,HB0175,"Ward, R.",House,,,Yea
REC_2025GS_H_293,2025GS,HB0175,"Watkins, C.",House,,,Yea
REC_2025GS_H_293,2025GS,HB0175,"Welton, D.",House,,,Yea
REC_2025GS_H_293,2025GS,HB0175,"Whyte, S.",House,,,Yea
REC_2025GS_H_293,2025GS,HB0175,"Wilcox, R.",House,,,Yea
REC_2025GS_H_293,2025GS,HB0175,"Sawyer, J.",House,,,Nay
REC_2025GS_H_293,2025GS,HB0175,"Defay, A.",House,,,Absent
REC_2025GS_H_293,2025GS,HB0175,"Loubet, A.",House,,,Absent
REC_2025GS_H_293,2025GS,HB0175,"Stoddard, A.",House,,,Absent
REC_2025GS_H_298,2025GS,HB0266,"Abbott, N.",House,,,Yea
REC_2025GS_H_298,2025GS,HB0266,"Acton, C.K.",House,,,Yea
REC_2025GS_H_298,2025GS,HB0266,"Albrecht, C.",House,,,Yea
REC_2025GS_H_298,2025GS,HB0266,"Auxier, T.",House,,,Yea
REC_2025GS_H_298,2025GS,HB0266,"Ballard, M.G.",House,,,Yea
REC_2025GS_H_298,2025GS,HB0266,"Barlow, S.",House,,,Yea
REC_2025GS_H_298,2025GS,HB0266,"Bennion, G.",House,,,Yea
REC_2025GS_H_298,2025GS,HB0266,"Bolinder, B.",House,,,Yea
REC_2025GS_H_298,2025GS,HB0266,"Brooks, W.",House,,,Yea
REC_2025GS_H_298,2025GS,HB0266,"Burton, J.",House,,,Yea
REC_2025GS_H_298,2025GS,HB0266,"Chevrier, K.",House,,,Yea
REC_2025GS_H_298,2025GS,HB0266,"Chew, S.",House,,,Yea
REC_2025GS_H_298,2025GS,HB0266,"Christofferson, K.",House,,,Yea
REC_2025GS_H_298,2025GS,HB0266,"Clancy, T.",House,,,Yea
REC_2025GS_H_298,2025GS,HB0266,"Cutler, P.",House,,,Yea
REC_2025GS_H_298,2025GS,HB0266,"Dailey-Provost, J.",House,,,Yea
REC_2025GS_H_298,2025GS,HB0266,"Defay, A.",House,,,Yea
REC_2025GS_H_298,2025GS,HB0266,"Dominguez, R.",House,,,Yea
REC_2025GS_H_298,2025GS,HB0266,"Dunnigan, J.",House,,,Yea
REC_2025GS_H_298,2025GS,HB0266,"Eliason, S.",House,,,Yea
REC_2025GS_H_298,2025GS,HB0266,"Elison, J.",House,,,Yea
REC_2025GS_H_298,2025GS,HB0266,"Fiefia, D.",House,,,Yea
REC_2025GS_H_298,2025GS,HB0266,"Fitisemanu, J.",House,,,Yea
REC_2025GS_H_298,2025GS,HB0266,"Gricius, S.",House,,,Yea
REC_2025GS_H_298,2025GS,HB0266,"Gwynn, M.",House,,,Yea
REC_2025GS_H_298,2025GS,HB0266,"Hall, K.",House,,,Yea
REC_2025GS_H_298,2025GS,HB0266,"Hawkins, J.",House,,,Yea
REC_2025GS_H_298,2025GS,HB0266,"Hayes, S.",House,,,Yea
REC_2025GS_H_298,2025GS,HB0266,"Hollins, S.",House,,,Yea
REC_2025GS_H_298,2025GS,HB0266,"Ivory, K.",House,,,Yea
REC_2025GS_H_298,2025GS,HB0266,"Jack, C.",House,,,Yea
REC_2025GS_H_298,2025GS,HB0266,"Koford, J.",House,,,Yea
REC_2025GS_H_298,2025GS,HB0266,"Kohler, M.",House,,,Yea
REC_2025GS_H_298,2025GS,HB0266,"Kyle, J.",House,,,Yea
REC_2025GS_H_298,2025GS,HB0266,"Lee, T.",House,,,Yea
REC_2025GS_H_298,2025GS,HB0266,"Lisonbee, K.",House,,,Yea
REC_2025GS_H_298,2025GS,HB0266,"Loubet, A.",House,,,Yea
REC_2025GS_H_298,2025GS,HB0266,"MacPherson, M.",House,,,Yea
REC_2025GS_H_298,2025GS,HB0266,"Maloy, A. Cory",House,,,Yea
REC_2025GS_H_298,2025GS,HB0266,"Matthews, A.",House,,,Yea
REC_2025GS_H_298,2025GS,HB0266,"Mauga, V.",House,,,Yea
REC_2025GS_H_298,2025GS,HB0266,"Miller, G.",House,,,Yea
REC_2025GS_H_298,2025GS,HB0266,"Miller, T.",House,,,Yea
REC_2025GS_H_298,2025GS,HB0266,"Monson, L.",House,,,Yea
REC_2025GS_H_298,2025GS,HB0266,"Moss, C.",House,,,Yea
REC_2025GS_H_298,2025GS,HB0266,"Moss, J.",House,,,Yea
REC_2025GS_H_298,2025GS,HB0266,"Nguyen, H.",House,,,Yea
REC_2025GS_H_298,2025GS,HB0266,"Okerlund, C.",House,,,Yea
REC_2025GS_H_298,2025GS,HB0266,"Owens, D.",House,,,Yea
REC_2025GS_H_298,2025GS,HB0266,"Peck, N.",House,,,Yea
REC_2025GS_H_298,2025GS,HB0266,"Petersen, M.",House,,,Yea
REC_2025GS_H_298,2025GS,HB0266,"Peterson, K.",House,,,Yea
REC_2025GS_H_298,2025GS,HB0266,"Peterson, T.",House,,,Yea
REC_2025GS_H_298,2025GS,HB0266,"Pierucci, C.",House,,,Yea
REC_2025GS_H_298,2025GS,HB0266,"Roberts, C.",House,,,Yea
REC_2025GS_H_298,2025GS,HB0266,"Romero, A.",House,,,Yea
REC_2025GS_H_298,2025GS,HB0266,"Sawyer, J.",House,,,Yea
REC_2025GS_H_298,2025GS,HB0266,"Schultz, M.",House,,,Yea
REC_2025GS_H_298,2025GS,HB0266,"Shallenberger, D.",House,,,Yea
REC_2025GS_H_298,2025GS,HB0266,"Shelley, T.",House,,,Yea
REC_2025GS_H_298,2025GS,HB0266,"Shepherd, L.",House,,,Yea
REC_2025GS_H_298,2025GS,HB0266,"Shipp, R.P.",House,,,Yea
REC_2025GS_H_298,2025GS,HB0266,"Snider, C.",House,,,Yea
REC_2025GS_H_298,2025GS,HB0266,"Stoddard, A.",House,,,Yea
REC_2025GS_H_298,2025GS,HB0266,"Strong, M.A.",House,,,Yea
REC_2025GS_H_298,2025GS,HB0266,"Teuscher, J.",House,,,Yea
REC_2025GS_H_298,2025GS,HB0266,"Thompson, J.",House,,,Yea
REC_2025GS_H_298,2025GS,HB0266,"Thurston, N.",House,,,Yea
REC_2025GS_H_298,2025GS,HB0266,"Walter, N.",House,,,Yea
REC_2025GS_H_298,2025GS,HB0266,"Ward, R.",House,,,Yea
REC_2025GS_H_298,2025GS,HB0266,"Watkins, C.",House,,,Yea
REC_2025GS_H_298,2025GS,HB0266,"Welton, D.",House,,,Yea
REC_2025GS_H_298,2025GS,HB0266,"Whyte, S.",House,,,Yea
REC_2025GS_H_298,2025GS,HB0266,"Wilcox, R.",House,,,Yea
REC_2025GS_H_298,2025GS,HB0266,"Peterson, V.",House,,,Absent
REC_2025GS_H_343,2025GS,HB0255,"Abbott, N.",House,,,Yea
REC_2025GS_H_343,2025GS,HB0255,"Acton, C.K.",House,,,Yea
REC_2025GS_H_343,2025GS,HB0255,"Albrecht, C.",House,,,Yea
REC_2025GS_H_343,2025GS,HB0255,"Auxier, T.",House,,,Yea
REC_2025GS_H_343,2025GS,HB0255,"Ballard, M.G.",House,,,Yea
REC_2025GS_H_343,2025GS,HB0255,"Barlow, S.",House,,,Yea
REC_2025GS_H_343,2025GS,HB0255,"Bennion, G.",House,,,Yea
REC_2025GS_H_343,2025GS,HB0255,"Brooks, W.",House,,,Yea
REC_2025GS_H_343,2025GS,HB0255,"Burton, J.",House,,,Yea
REC_2025GS_H_343,2025GS,HB0255,"Chevrier, K.",House,,,Yea
REC_2025GS_H_343,2025GS,HB0255,"Chew, S.",House,,,Yea
REC_2025GS_H_343,2025GS,HB0255,"Christofferson, K.",House,,,Yea
REC_2025GS_H_343,2025GS,HB0255,"Clancy, T.",House,,,Yea
REC_2025GS_H_343,2025GS,HB0255,"Cutler, P.",House,,,Yea
REC_2025GS_H_343,2025GS,HB0255,"Dailey-Provost, J.",House,,,Yea
REC_2025GS_H_343,2025GS,HB0255,"Defay, A.",House,,,Yea
REC_2025GS_H_343,2025GS,HB0255,"Dominguez, R.",House,,,Yea
REC_2025GS_H_343,2025GS,HB0255,"Dunnigan, J.",House,,,Yea
REC_2025GS_H_343,2025GS,HB0255,"Eliason, S.",House,,,Yea
REC_2025GS_H_343,2025GS,HB0255,"Elison, J.",House,,,Yea
REC_2025GS_H_343,2025GS,HB0255,"Fiefia, D.",House,,,Yea
REC_2025GS_H_343,2025GS,HB0255,"Fitisemanu, J.",House,,,Yea
REC_2025GS_H_343,2025GS,HB0255,"Gricius, S.",House,,,Yea
REC_2025GS_H_343,2025GS,HB0255,"Gwynn, M.",House,,,Yea
REC_2025GS_H_343,2025GS,HB0255,"Hall, K.",House,,,Yea
REC_2025GS_H_343,2025GS,HB0255,"Hayes, S.",House,,,Yea
REC_2025GS_H_343,2025GS,HB0255,"Hollins, S.",House,,,Yea
REC_2025GS_H_343,2025GS,HB0255,"Ivory, K.",House,,,Yea
REC_2025GS_H_343,2025GS,HB0255,"Jack, C.",House,,,Yea
REC_2025GS_H_343,2025GS,HB0255,"Koford, J.",House,,,Yea
REC_2025GS_H_343,2025GS,HB0255,"Kohler, M.",House,,,Yea
REC_2025GS_H_343,2025GS,HB0255,"Kyle, J.",House,,,Yea
REC_2025GS_H_343,2025GS,HB0255,"Lee, T.",House,,,Yea
REC_2025GS_H_343,2025GS,HB0255,"Lisonbee, K.",House,,,Yea
REC_2025GS_H_343,2025GS,HB0255,"Loubet, A.",House,,,Yea
REC_2025GS_H_343,2025GS,HB0255,"MacPherson, M.",House,,,Yea
REC_2025GS_H_343,2025GS,HB0255,"Maloy, A. Cory",House,,,Yea
REC_2025GS_H_343,2025GS,HB0255,"Matthews, A.",House,,,Yea
REC_2025GS_H_343,2025GS,HB0255,"Mauga, V.",House,,,Yea
REC_2025GS_H_343,2025GS,HB0255,"Miller, G.",House,,,Yea
REC_2025GS_H_343,2025GS,HB0255,"Miller, T.",House,,,Yea
REC_2025GS_H_343,2025GS,HB0255,"Monson, L.",House,,,Yea
REC_2025GS_H_343,2025GS,HB0255,"Moss, C.",House,,,Yea
REC_2025GS_H_343,2025GS,HB0255,"Moss, J.",House,,,Yea
REC_2025GS_H_343,2025GS,HB0255,"Nguyen, H.",House,,,Yea
REC_2025GS_H_343,2025GS,HB0255,"Okerlund, C.",House,,,Yea
REC_2025GS_H_343,2025GS,HB0255,"Owens, D.",House,,,Yea
REC_2025GS_H_343,2025GS,HB0255,"Peck, N.",House,,,Yea
REC_2025GS_H_343,2025GS,HB0255,"Petersen, M.",House,,,Yea
REC_2025GS_H_343,2025GS,HB0255,"Peterson, K.",House,,,Yea
REC_2025GS_H_343,2025GS,HB0255,"Peterson, T.",House,,,Yea
REC_2025GS_H_343,2025GS,HB0255,"Peterson, V.",House,,,Yea
REC_2025GS_H_343,2025GS,HB0255,"Pierucci, C.",House,,,Yea
REC_2025GS_H_343,2025GS,HB0255,"Roberts, C.",House,,,Yea
REC_2025GS_H_343,2025GS,HB0255,"Romero, A.",House,,,Yea
