application_id,app_key,body_id,name,rep_title
71,PlanningCommission|weyburn retreat subdivision,3,Weyburn Retreat Subdivision,"approve the preliminary plat for the Weyburn Retreat Subdivision with the changes shown on the most recent rendering to include the following: 1. The 15-foot radius turn radius around the utility box 2. The widening shall be shown on the plat. 3. Location of a sidewalk on the west side of Tobermory to connect the Weyburn and Tobermory projects. Conditions: 1. The sidewalk shall be constructed on the west side of Tobermory Way. 2. A Shared Maintenance Agreement shall be entered into between the HOAs of both projects. 3. All exterior lighting shall be downlit and night sky compliant. 4. The Salt Lake City water provider issue a will serve letter. 5. Professional designers shall be employed for architecture and landscaping. 6. The new drawings presented at this meeting shall be adopted. City of Holladay Planning Commission Meeting - 05/19/2020 8 7. There shall be a 15-foot radius cut around the box. 8. Ensure that the preliminary plat dovetails with the conditional use approval and conditions. TRC Findings: 1. The use is consistent with the city’s general plan and the zone in which it is located. 2. The use is compatible with the land use character in the immediate area. 3. Provides a more affordable housing alternative to single-family development in a time of dramatic housing shortages locally and regionally. 4. Enhances property values in the area as it replaces underutilized institutional use, contrasts with older development to the east, and dovetails with existing similarly zoned recent development immediately to the south. 5. Will result in minimal traffic impact on (no through traffic) on adjacent residential neighborhoods. 6. Will have minimal impact on adjacent public streets, 1300 E and Spring Lane. 7. The PUD as proposed complies with the allowance for this amount and type of development in the R-M zone. No more than 16 total dwellings; 8 twin-homes will be allowed. 8. The height of the dwellings complies with the R-M zone. Height will not exceed 30 feet as defined by City ordinance. 9. The buildings are no more than two stories abutting Tobermory. 10. Buildings meet or exceed the minimum 20-foot setback for development on corner properties from both Spring Lane and 1300 East. 11. Improves pedestrian access. 12. Preserves vegetation and open space and minimizes impact on the slopes and will add new tree canopy to the community. 13. Vehicular access to the site (ingress/egress plan) is appropriate regarding capacity and safety including: a. Tobermory Lane as proposed by the applicant will be widened by 2 feet for each travel lane; (see attached graphic). This will provide a total of City of Holladay Planning Commission Meeting - 05/19/2020 9 22 feet of right-of-way width with 20 feet drivable instead of 16 feet currently. (See attached graphic). b. Adding a stripe to the middle of Tobermory lane as recommended by Dr. Perrin - the City’s professional transportation consultant. c. Installation of a four-foot-wide sidewalk from Weyburn Lane to Spring Lane for use of all residents of both Tobermory Ridge and Weyburn with the applicant granting access across private property for the general public to use and enjoy. (See attached graphic). 14. The architecture (See attached color graphics) is attractive and in character with other PUD’s in Holladay"
72,PlanningCommission|s|minutes/2020/2020-05-18/2020-05-19_planning-commission_wayback.md|4,3,,"grant subdivision concept approval for property located at 5867 Tolcate Lane contingent upon: 1. The removal of commercial equipment not currently being used on the lot. 2. The applicants shall resolve Code violations that have been noticed by June 9, 2020. The above conditions were to be resolved within two weeks"
73,PlanningCommission|s|minutes/2020/2020-06-01/2020-06-02_planning-commission_wayback.md|1,3,,approve the conceptual subdivision plan for Steve Hopkins for property located at 5420 South Cottonwood Lane based on the following: Finding: 1. The submittal complies with City requirements for conceptual subdivision
74,PlanningCommission|s|minutes/2020/2020-06-01/2020-06-02_planning-commission_wayback.md|3,3,,"approve the Special Exception to the Waterway Protection Standards for the Runnebohm Attached Garden Shed located at 2802 East Valley View Avenue subject to the following: u: 1. Applicants/project shall comply with Property setback requirements and buildable area restrictions associated with City R-1-10 zoning in addition to providing such offset from Upper Canal as required by the Commission. 2. Applicants shall protect the Upper Canal from debris infiltration during the construction/emplacement of their shed by emplacing plywood sheets, arranged side to side/abutting all the length of the Upper Canal where it abuts their Property adjacent to the area being proposed for the shed. 3. Applicants shall sign a Certification of Protection (of existing irrigation and storm drain facilities) form prior to installing the shed. 4. The four proposed footings for the shed pad be placed at least 30” (inches) below the adjacent ground surface (for protection against frost, etc.). 5. The shed shall be built in conformance to the narrative provided to the City Engineer. 6. The City’s Building Inspector shall be required at the time of completion to make sure that the building meets all City standards, as discussed. Findings: City of Holladay Planning Commission Meeting - 06/02/2020 3 1. The proposed use and development will be in harmony with the general and specific purposes for which this title was enacted and for which the regulations of the district were established. 2. The proposed use and development will not substantially diminish or impair the value of the property within the neighborhood in which it is located. 3. The proposed use and development will not have a material adverse effect upon the character of the area or the public health, safety, and general welfare. 4. The proposed special exception will be constructed, arranged, and operated so as to be compatible with the use and development of neighboring property in accordance with the applicable district regulations. 5. The proposed use and development will not result in the destruction, loss, or damage of natural, scenic, or historic features of significant importance. 6. The proposed use and development will not cause material air, water, soil, or noise pollution or other types of pollution. 7. The proposed use and development complies with all additional standards imposed on it pursuant to Section 13.08.150 of this chapter"
75,PlanningCommission|s|minutes/2020/2020-07-20/2020-07-21_planning-commission_wayback.md|2,3,,close the public hearing on the General Plan Amendment
76,PlanningCommission|s|minutes/2020/2020-07-20/2020-07-21_planning-commission_wayback.md|3,3,,forward a positive recommendation to the City Council on the General Plan Amendment-Future Land Use Map 2.3 as proposed by Clark and Holly Richards who represent a large portion of the area residents
77,PlanningCommission|butternut estates residential subdivision,3,Butternut Estates Residential Subdivision,"approve the Conceptual and Preliminary Subdivision Plan and Plat for the Butternut Estates Residential Subdivision located at 4411 South Butternut Road subject to the following: Findings: 1. Are in accordance with the intent, standards, and criteria specified in the Holladay City general plan, title 13 of the Holladay zoning, and all applicable ordinances; 2. Conform to City Council requirement of lot 3 having driveway access from 4470 South; 3. Create no financial hardship to the City; and 4. Create no environmental consequence that will adversely impact adjacent properties and the health, safety, or welfare of the inhabitants of the City. City of Holladay Planning Commission Meeting - 07/21/2020 4 Approval of the final plat should be deferred to the Technical Review Committee (“TRC”) for approval"
78,PlanningCommission|s|minutes/2020/2020-07-20/2020-07-21_planning-commission_wayback.md|7,3,,approve the Conditional Use Permit for the“5420 South Cottonwood Lane” Subdivision subject to the summary and Technical Review Committee analysis and the requirement that the rear yard setback of Lot 1 maintain the existing westside minimum setback of 41 feet
79,PlanningCommission|s|minutes/2020/2020-07-20/2020-07-21_planning-commission_wayback.md|9,3,,"approve the conceptual preliminary plan for the Terry Acres residential subdivision located at 1758 Holladay Boulevard subject to the following: Findings: 1. The proposal meets; land use, density and lot dimension requirements of a single- family residential development within a/the R-1-10 Zone; 2. Development construction details have been review by the TRC and found compliant with minimum site improvement standards; 3. Utilities for a newly added residence can be adequately served from existing infrastructure in Holladay Blvd.; 4. That City Engineering has reviewed the plat and provided requirements to correct/revise plat drawings prior to/as part of preliminary plat submittal; and 5. The City is aware of, and has communicated to, the Applicant’s engineer the need to assure that a/the preexisting easement being made associated with the subdivision that lies on to its east on a property owned by Stalbsberb is able to accommodate shared access/use by lots in the plat as well as the properties already entitled to use the same. Also, Staff recommends that a shared maintenance agreement be orchestrated between all parties intending to use the shared drive protected and established by the easement. Conditions: 1. The applicant’s engineer shall make any and all corrections/revisions to the concept plat [labeled as a preliminary] as demarcated by the TRC via notes on Plat drawings dated Dec. 19, 2019, submitted to and on file with the City; 2. The applicant’s engineer shall make any and all extant plan corrections (and imbed the same in preliminary plat drawings) as required by the City Engineer, including: City of Holladay Planning Commission Meeting - 07/21/2020 9 a. The applicant shall remove the connection to the existing storm drain catch basin; b. The applicant’s engineer shall design a/the 100-year flow route in overland form to Holladay Boulevard; c. The applicant’s engineer shall provide other corrections/revisions/clarifications as demarcated [4/14/2020 “redlines”] on submitted plans by the City’s engineer; 3. The applicant/developer shall [re]convene a neighborhood meetings with property owners within 500’ (H.C.C. §13.03.020.B.) by August 30, 2020, to review the project’s nature and scope with attendees. Provide to City Staff a copy of the resultant meeting agenda, roster, and minutes. Applicant work with Holladay TRC Staff members to pursue and record a final plat to return to the PC within one year of this approval; and 4. Provide a copy of the access easement instrument currently recorded on/against Parcel 2204207061 [owner of record: Stalbsberb Properties LLC] to City Staff for review prior to, or in conjunction with, submittal of a preliminary plat application. (May or may not be needed.)"
80,PlanningCommission|s|minutes/2020/2020-07-20/2020-07-21_planning-commission_wayback.md|11,3,,"approve the conceptual and preliminary subdivision plat for property located at 5867 Tolcate Lane with final plat approval deferred to the TRC. Approval was subject to the following: Findings: 1. Are in accordance with the intent, standards, and criteria specified in the Holladay City general plan, Title 13 of the Holladay zoning, and all applicable ordinances; City of Holladay Planning Commission Meeting - 07/21/2020 10 2. The plans comply with conceptual approvals; 3. Create no financial hardship to the City; 4. Create no environmental consequence that will adversely impact adjacent properties and the health, safety, or welfare of the inhabitants of the City; and 5. The additional building lot provides housing opportunities while protecting natural features of the property. Condition: 1. Prior to Final plat submittal: full septic and drain field design approval(s) are provided the City from the Salt Lake County Health Department. The motion was"
81,PlanningCommission|concept site plan,3,Concept Site Plan,"approve the Concept Site Plan for the IDI Real Estate Office located at 1990 East 5290 South, Kasey Kershaw, Applicant. Approval was subject to the following: City of Holladay Planning Commission Meeting - 08/04/2020 3 Findings: 1. The site has been rezoned to Neighborhood Commercial, especially to facilitate an office use as proposed by the Applicant of/for the project made the subject of this report; 2. The concept site improvement/layout plan and associated landscape plan elements thereon substantially complies with relevant zoning standards that appertain to the same or, will comply contingent upon actions being taken by the developer (see conditions below) as conditioned by the Commission; 3. The queuing and circulation plan provide customary ingress/egress with flow through the Property [again - shifting of the site’s approach preferred]; 4. The proposed use will not add an undue burden to public infrastructure nor introduce nuisance or hazardous conditions to the Property, its surrounds, or the public; 5. Utility and emergency services are available to the Property; and 6. The conceptual site plan provides buffering to/for the residential property(ies) east of the Property and the Publicly zoned land to its south. Conditions: 1. Depict a solid six-foot (6’) decorative wall on the plan between the Property and a/the abutting parcel of land to the east of the Property addressed as 1994 East 5290 South. The wall shall not be any closer than twenty-feet (20’) to the Property’s northern line/right-of-way line of/for 5290 South; 2. Street trees depicted as lining both Highland Drive and 5290 South shall be shown as fully on private Property (not in the City’s right-of-way) and spacing of trees along Highland Drive as shown on the concept plan shall be increased to reasonable levels (e.g., 30 feet between trunks); 3. The width of the garage bays’ vehicle overhead doors shall be called out on the preliminary plan; 4. Architectural elevation drawings shall be provided for both the office and the accessory garage building [note: the accessory garage building may not have a blank wall façade facing the residential property to the east of the Property that is longer than 75 feet; 5. A grading/drainage plan shall be submitted to the City in conjunction with any application for Preliminary Site Plan Approval applied for through the City; 6. The position/alignment of future curb, gutter and sidewalk along Highland Drive shall be depicted on any application plan pages associated with any Preliminary City of Holladay Planning Commission Meeting - 08/04/2020 4 Site Plan approval applied for through the City. Relatedly, re-define the scope of the landscape strip proposed along Highland Drive to be only five feet (5’) in width/depth post improvements emplacement; 7. Dedicate, if not already so executed to the City, land confined within the triangle- shaped area at the southwest corner of the Property. The right triangle is roughly 10’ long by 4’ wide at the base; 8. Depict the short sidewalk section in front of the proposed office as extending to intersect, perpendicularly, the sidewalk (or any future realigned sidewalk) along Highland Drive. Cause that said extension is built to an allowable Americans with Disabilities Act (ADA) slope for the traversing of wheelchairs thereon; 9. Depict the landscape scheme intended to occupy the five-foot (5’) landscape buffers that line the east and south sides of the Property; 10. Shift the location (centerline) of the proposed Property approach fifteen-feet (15’) to the north along Highland [note: this may necessitate losing one parking space and narrowing the end-cap landscape planter depicted adjacent to the current northern side of the approach; 11. The garages shall not be used as storage facilities and only for vehicle parking for tenants while working; 12. The five-foot landscape buffer shall be removed between the garages and the fence line and the garages shall be allowed to be placed at the property line; and 13. At the property line, the wall and any landscaping needed shall be planted next to the building Engineering Conditions: 1. Construct a 30-inch wide barrier curb 26.5 feet from road centerline to lip of gutter (abutting edge of pavement); 2. Widen asphalt pavement structure with 7-inch hot-mix asphalt over 6-inch untreated base course over 12-inch granular borrow; 3. Construct a four-foot-wide park strip; and 4. Construct a five-foot-wide concrete sidewalk. Commissioner Lloyd made a friendly amendment to modify condition number one to specify that condition number 12 supersedes anything in item number one that is not congruent. Commissioner Holbrook noted that there is no need for a solid six-foot decorative wall abutting the back of the garages to the east of the property. The backside of the garages will serve as the decorative wall. On both ends and the north end of the property it still needs to be addressed. City of Holladay Planning Commission Meeting - 08/04/2020 5 Commissioner Bradshaw was in favor of condition number two remaining unchanged since it will be addressed at the preliminary approval stage. Commissioner Layton pointed out that the garages built on the property line will have to be consistent with all building codes"
82,PlanningCommission|holladay hotel,3,Holladay Hotel,"continue the preliminary site plan approval for the Holladay Hotel, LLC to allow the Planning Commission to receive additional information from UDOT to better understand the approval and have the developer understand that he is abiding by the ORD zone with the sidewalk and safety and present one plan. Chair Ricks commented that tabling the matter will allow time to gather more information and study the proposal. The Commission Members should do their homework individually and have Mr. Lovell specify what each resident feels. The neighbors were invited to prepare a statement to help the Commission make a decision. Commissioner Layton contended that the neighbors’ opinions do not matter at this stage. The matter is before them and they have already had a public hearing. Mr. Blakesley warned that it was his opinion that the Commission is on shaky legal ground to make this type of decision and state that it is based on the opinion of nearby residents or whether there is lawful access to the site under Plan B. He stated that Plan B is the only option currently before the Planning Commission. His understanding was that the Commission is obliged to review the proposal before them and accept or deny it based on compliance with the zoning ordinance. He did not think it was permissible to consider things that are beyond the scope of the zoning ordinance. Commissioner Bradshaw stated that the current request does not comply with the ordinance as there is no sidewalk. Mr. Allred stated that the Commission routinely approves projects based on resolving issues that may not meet Code. They can include a condition that a sidewalk be installed. City of Holladay Planning Commission Meeting - 08/04/2020 10 The offset is not a Code problem as it can be offset in the wrong direction. It is not dangerous and can be resolved. Commissioner Bradshaw felt that the Commission was being forced to make a decision on something that a decision should not be made on. Mr. Allred stated that UDOT has approved the permit and granted approval. Mr. Blakesley did not consider it unlawful for the Commission to discuss with UDOT but cautioned them to be careful about the scope of the conversation and ensure that it does not interfere with something that is wholly within UDOT’s purview. Commissioner Bradshaw was seeking a better understanding. She felt that the plan was lacking access to Highland Drive from the private lane. She also was concerned about the lack of a sidewalk. She wanted to understand what is being requested. Mr. Allred explained that the UDOT approval cannot be used as a basis for denial. The City Attorney also cautioned the Commission against continuing the matter based on that. Mr. Blakesley reiterated his opinion that it would be unlawful for the Commission to make a decision based on whether they agree or disagree with the UDOT permit. Access to and from Highland Drive would not be a consideration the Commission can use. Commissioner Bradshaw did not disagree but wanted to better understand the proposal before making a decision. Mr. Allred stated that an outstanding plan has been submitted with every issue having been addressed. He was not sure the applicant is required to construct a sidewalk from the neighborhood to Highland Drive, however, the applicant has agreed to do it. Commissioner Lloyd also questioned whether information presented outside of a public hearing can be presented. Chair Ricks thought that delaying approval for further study was a reasonable request. Procedural issues were discussed. Mr. Blakesley was concerned that the motion to continue was based on an unlawful consideration that is beyond the scope of the decision before the Planning Commission. If the motion to continue is based on an unresolved issue that is properly within the scope of the decision being considered by the Planning Commission, it would not be a problem. He stated that it would be appropriate to ask the applicant about the impact of the continuance on their application before considering the motion. Mr. Lovell stated that they do not have time to pursue Plan A should the one resident give consent. Their intent is to move forward with Plan B in order to protect their interests. Commissioner Bradshaw was frustrated that the developer has been wishy-washy, which makes her uncertain how to vote. Commissioner Layton disagreed and felt the developer has been very clear that Plan B is being proposed. Mr. Lovell confirmed that they are moving forward with Plan B. Tabling the matter would impact their deadlines, which have already been significantly delayed. He noted that there are City and Marriott requirements to be met and they are currently behind schedule. Over the last nine months, they have done everything in their power to move forward. Commissioner Bradshaw withdrew her motion. The Commission took a short break. City of Holladay Planning Commission Meeting - 08/04/2020 11"
83,PlanningCommission|preliminary site plan,3,Preliminary Site Plan,"approve the preliminary site plan for the Holladay Hotel, LLC Agent on property located at 6433 South Highland Drive subject to the following: Findings for Approval: • The use complies with the General Plan and the ORD zone. • The hotel complies with Development Agreement requirements as per City Council for setback and building height and for the ORD zone. • The TRC finds very good overall compliance with requirements for Preliminary Site Plan. • UDOT has previously approved ingress/egress at existing ingress/egress location instead of relocating it to align with 6400 South as previously planned due to opposition to its relocation by property owners on the private lane. • The Site Plan proposes: o 30% landscaping with an abundance of new trees that will eventually provide a lush vegetative ambience for both the hotel and the nearby residents. No building, parking stall or lighting fixture will be located right against the property line next to neighbors. (See attached site plan). o A building with maximum height of building at 53’ for a small portion of the building and the rest at no more than 49 feet. The split of maximum height to the remainder of the roof line is 40% at 53’ and 60% at 49’. o An estimated number of rooms at 106 with corresponding parking stalls to comply with Code. o Minimal setbacks from Highland Drive and maximum distance of the building to abutting residential property to the east. (126 feet to nearest residential property line) The building has been placed on the site to minimize its visual and other impacts on the residential properties to the east and north. o Keeping the ingress/egress for the site at the present location and incorporating the hotel site plan around it. o The applicants have obtained a permit from UDOT to retain and improve the present location of the vehicular access. o The lighting plan complies with requirements to operate in a way that minimizes impact on abutting residential property by shutting off lights and dimming lights per code. (See overall light plan). o The previous plan to move the access to the north to align with 6400 South could be implemented if unanimous support from the easement holders is eventually obtained and UDOT approves the change in location. (An amended site plan would need to be evaluated by the Commission). o The building materials are high quality. (Please see attached building elevations/materials). o More complex items such as grading, utilities and drainage, landscaping and lighting have been amply addressed by the TRC and with a few clarifications and corrections are acceptable. o Staff will raise a few issues at the meeting for Commission discussion and for the applicant to respond to as listed below. City of Holladay Planning Commission Meeting - 08/04/2020 12 Conditions of Approval: 1. A walkway shall be provided from the neighborhood through the landscaped area on the northeast corner of the site to Highland Drive in cooperation with staff. 2. The height of the wall on the east side that abuts the neighboring properties can be up to eight feet in height at the neighbors’ discretion. 3. The lights on the east side of the site next to the homes should be no greater than 23 feet. 4. The City Engineer has requested that the developer dedicate a 15-foot wide easement for the City’s drainage facility on their site. Items for Consideration: 1. Speed bumps. 2. Parking stalls that back into the main road. 3. Continue to work with neighbors toward an agreement regarding the easement. Commissioner Bradshaw made a friendly amendment to ask the developer to look at the eight parking stalls to see if there is a possibility of moving them out of the roadway. Commissioner Holbrook made a friendly amendment to address the access road and the width of the opening for the street at Highland Drive. Mr. Allred explained that currently there is a 23½ wide right-of-way but there was some uncertainty as to whether the pavement is that wide and if it is wide enough based on the speed of the road to give motorists ample turning space in and out and ensure adequate safety. Mr. Lovell stated that the plans were designed by Benchmark Engineering and involve the same plans that were approved by UDOT. Mr. Allred suggested that speed humps be installed in front of the eight parking stalls in either direction to help slow traffic. Mr. Lovell questioned his legal authority to place a speed bump in the easement. Mr. Allred recommended that the light poles be lowered and that the 15-foot wide drainage easement that runs diagonally across the northwest corner of the site be dedicated to the Big Cottonwood Tanner Ditch. Commissioner Layton commented that the discussion had gone beyond what was included in his motion. Mr. Allred reported that it was also necessary to ensure compliance with the City Engineer’s requirements for storm drainage as well as the drainage easement across the City’s canal. The intent was also to lower the light poles to 23 feet on the east side. Mr. Allred recommended that they go to 23 feet for the light fixtures immediately abutting the two neighbors directly to the east of the hotel. City of Holladay Planning Commission Meeting - 08/04/2020 13 Wall height issues were discussed. Mr. Allred stated that the Code allows the City to require the wall to be eight feet in height but the disposition of the neighbors was unknown. Commissioner Layton wanted to ensure that there is continuity in terms of height rather than increase the height of the wall in one location. Mr. Allred clarified that he was suggesting that only the perimeter walls that are against the neighbors to the east be eight feet in height. Commissioner Layton accepted the friendly amendments"
84,PlanningCommission|schreyer residential site plan,3,Schreyer Residential Site Plan,"approve the Schreyer Residential Site Plan Extension at 2806 East Kentucky in the R-1-10 zone for one year with the expiration to be July 16, 2021"
85,PlanningCommission|brookeshire place subdivision,3,Brookeshire Place Subdivision,"approve the Conceptual Plan for the Brookeshire Place Subdivision located at 5840 South Highland Drive subject to the following: Conditions: 1. Any preliminary plat application and/or plan [set] provided to the City for the Project shall incorporate the following corrections/revisions/comments or considerations [in no particular order] [as] made to/on the conceptual plat application and plan(s) by the Commission or Staff prior to and in conjunction with submitting to the City a subsequent application for preliminary plat review and approval. a. Revise reported lot areas to reflect actual square feet vs. representing they are 6,250+; and, b. Revise great circle diameters on each lot to 50’ vs 65’ shown; and, c. Verify that the net buildable area reported in the tabulation table on the plat face subtracts land to be dedicated, the portion of the private lane that crosses Lot 1, and the fire department turnaround leg that (and arc areas) that traverses over building Lots 2 and 3. That is, only the straight, 20- foot wide, lane section that traverses Lots 2 & 3 must be subtracted from Project gross buildable area (After also discounting any dedicated land) and their respective, reported sizes. 2. Any other conditions as may be imposed by the Commission. 3. Will Serve Letters shall be provided from applicable utilities"
86,PlanningCommission|fairfield hotel project come back to the planning commission,3,Fairfield Hotel Project come back to the Planning Commission,final site plan approval for the Fairfield Hotel Project come back to the Planning Commission
87,PlanningCommission|s|minutes/2020/2020-08-31/2020-09-01_planning-commission_wayback.md|2,3,,forward a negative recommendation to the City Council on the zone map amendment from R-1-21 to R-1-10 at 4813 South Viewmont Street based on the following: Findings: 1. The request does not align with the General Plan and does not match what exists in the neighborhood. 2. The proposal will affect the abutting properties and the overall character of the neighborhood. 3. The proposal is not harmonious with the overall character within the vicinity of the project
88,PlanningCommission|final site plan,3,Final Site Plan,"APPROVE the Concept and Preliminary Commercial Site Development Plan for “Royal Holladay Hills, Block C,” in the R-M/U Zone, located at 4833 South Sunset Boulevard Lane, with Final Site Plan and Plat approvals to be delegated to Staff, with the following Findings and Conditions of Approval: Findings: 1. Proposed land use of financial institutions is an allowed permitted use. City of Holladay Planning Commission Meeting - 05/21/2024 5 2. Access, site details, and construction elements and details are found to be acceptable by divisions of the Technical Review Committee. 3. All development details and all related components comply with the R-M/U Zone and SDMP as a Master Planned project. Conditions for Final Approval - to be submitted to and verified/approved by the Community and Economic Development Director with a recommendation by the Technical Review Committee: 1. Work with City Engineering on any clarifications to the submitted Storm Water Drainage Report. 2. The applicant shall work with Staff on all needful clarifications, if any, made by the Commission during this meeting"
89,PlanningCommission|hope ranch subdivision,3,Hope Ranch Subdivision,"the Planning Commission approve the conceptual subdivision plan for the Hope Ranch Subdivision at 4411 South Wander Lane as recommended in the staff report subject to the following: Findings: 1. The plans are in accordance with the intent, standards, and criteria specified in the Holladay City General Plan, Title 13 of the Holladay zoning ordinance, and all applicable ordinances; 2. The subdivision as proposed creates no financial hardship to the City; and 3. It creates no environmental consequence that will adversely impact the health, safety, or welfare of residents. Conditions: 1. Prior to returning to the Planning Commission for Preliminary Plan Review, submit to the TRC the following: i. All utility connection service letters; ii. A detailed Grading Plan of the drive access, i.e. retaining wall, overall emergency access clearances, and the concern with the overhang of the existing house as the driveway to the rear lot must also have a minimum height clearance of 13.5 feet; and iii. Any property line disputes would need to be resolved at that stage"
90,PlanningCommission|s|minutes/2020/2020-09-14/2020-09-15_planning-commission_wayback.md|3,3,,"approve the Preliminary Subdivision Plat for the 5420 South Cottonwood Lane PUD as recommended in the staff report subject to the following: Findings: 1. The use is consistent with the City’s General Plan and the zone in which it is located. 2. The use is compatible with the land use character in the immediate area. 3. Provides new single-family development opportunities within the estates area. 4. Compatible with existing neighborhood character custom homes on large, wooded lots. 5. Will result in very minimal traffic impact on Cottonwood Lane. 6. The PUD as proposed complies with the allowance for this amount and type of development in the R-1-43 zone. 7. Proposed grouping (setback flexibility) of structures in order to preserve wooded area result in the sharing of amenities and open space areas are characteristic elements of a PUD. Conditions: 1. The westernmost setback for Lot #1 shall be not less than 40 feet from the western property line. 2. Tree canopy protection as indicated on the approved site plan. 3. All other building pads and lot line required as indicated on the approved site plan. 4. Delegate final plat approval to the TRC. 5. The resolution of minor corrections and revisions per TRC to the applicant"
91,PlanningCommission|s|minutes/2021/2021-01-04/2021-01-05_planning-commission_wayback.md|2,3,,"approve the Conditional Use Permit for the McQuinn Accessory Building located at 2163 East Pheasant Way subject to the following: Conditions: 1. The use of the structure is residential and shall follow Holladay’s land use regulations. Specifically, it may not support a commercial business, long-term or short-term rental, commercial storage, or leasing activities. 2. The accumulative total of accessory buildings may not exceed a footprint of 2,000 square feet or an overall height of 35 vertical feet. 3. Architectural treatments are required as the permit submitted drawings. 4. The conditional use shall run with the land and not the applicant. 5. The conditional use is subject to inspection upon complaint of non-compliance with the permit. 6. The applicant shall apply for and obtain an approved Building Permit for both structures"
92,PlanningCommission|s|minutes/2021/2021-02-22/2021-02-23_planning-commission_wayback.md|2,3,,"forward a positive recommendation to the City Council that the Zone Map Amendment for 4813 South Viewmont Street be changed from R-1-21 to R-1-15 as it is compatible with the findings contained in the General Plan with regard to continuity of the neighborhood, compatible lot size, and traffic will be nominal and appropriate"
93,PlanningCommission|s|minutes/2021/2021-02-22/2021-02-23_planning-commission_wayback.md|4,3,,the Planning Commission continue the discussion on the application for Carol Cannon for a Home Occupation Conditional Use Permit at 4105 East Morningstar to a time in the future when the applicant is available to discuss the matter and answer questions
94,PlanningCommission|s|minutes/2021/2021-03-01/2021-03-02_planning-commission_wayback.md|3,3,,"deny the request for a Zone Map Amendment from R-1-10 to R- 2-8 at 4425 South thru 4449 South 2300 East and 2327 East thru 2359 East 4500 South, based on the following findings: 1. The request is not consistent with the goals and objectives of the General Plan, specifically the District Map. 2. The proposed amendment is not in harmony with the overall character of the existing neighborhood"
95,PlanningCommission|s|minutes/2021/2021-03-01/2021-03-02_planning-commission_wayback.md|4,3,,close the public hearing on the Zone Amendment - Holladay Crossroads Zone Landscaping Standards (13.77.050 and 060)
96,PlanningCommission|s|minutes/2021/2021-03-15/2021-03-16_planning-commission_wayback.md|2,3,,"recommend approval of the conditional use regarding All the Raige Dog Salon submitted by Trevin Moore, located at 4000 South 2700 East subject to the following: Conditions: 1. Submittal of a remodel permit and approved to verify space sanitation and monitoring/observation efforts described in the narrative. 2. Submittal to the City of any required licenses from outside agencies (health, sanitation, etc.) in conjunction with obtaining a Holladay business license. 3. No drop off/deliveries before 6:00am or after10:00pm. 4. Maximum of 10 overnight boarding 5. The use approval is subject to review, revocation, or modification upon noncompliance with maintaining a low impact operation as outlined in the application narrative, and/or non-compliance with Section 13.08.040. 6. Soundproofing shall be adequate to mitigate adjacent noise to adjacent tenants. 7. A no-fee courtesy permit shall be required with soundproofing to be verified by the Building Department. City of Holladay Planning Commission Meeting -03/16/2021 4"
97,PlanningCommission|s|minutes/2021/2021-03-15/2021-03-16_planning-commission_wayback.md|3,3,,approve the preliminary site plan for the IDI Real Estate Law Office at 5305 Highland Drive in the Neighborhood Commercial (“NC”) Zone subject to the following: Conditions: 1. 5290 South has been verified as a private road and there will be no dedication required. The dedication of Highland Drive will require the relocation of a sidewalk. 2. Final site plan approval will come back to the Planning Commission with the design board materials and renderings
98,PlanningCommission|s|minutes/2021/2021-03-15/2021-03-16_planning-commission_wayback.md|4,3,,"approve the Preliminary Plat for Royal Holladay Hills Phase 2 at 4835 South Highland Drive subject to the following: Findings: 1. Finalized block layout and road network comply in size and dimensions as per original conceptual approvals. 2. Protection area for Big Cottonwood creek complies with original 2006 stream setback exception approval. 3. The City TRC finds that the preliminary plat requirements are sufficiently and substantially met and comply with the submission requirements for a subdivision within the SDMP and the RM-U Zone. Conditions: 1. Make appropriate formatting, grammatical, and addressing changes to the final plats as per the TRC review. These changes include items such as inclusion of labeling, and corrections to some civil storm drainage and road design comments as per subsequent discussions with the developer team; a. All improvements are private. b. Road cross-section width from the face of curb to face of curb at 36 feet. The design approved in the SDMP is 38 feet. City Planning to confirm 36-foot wide road is acceptable. c. Road crown is in a travel lane, not centered between opposing traffic lanes. d. Sheet C100: Add phase line between 1 and 2 and label. e. Sheet C322: Minimum roadway slope allowed is 0.50%. City of Holladay Planning Commission Meeting -03/16/2021 8 f. Sheet U325: Storm drain cover looks too shallow when compared to curb elevation (not crown). g. Sheet U325: Storm drain ends. Will this be extended? Call out cap for the temporary condition? h. Fire Marshall to review hydrant spacing. i. On sheets that refer to drawings in Phase 1, add ‘’PHASE 1”. 2. Final approval shall be delegated to staff"
99,PlanningCommission|s|minutes/2021/2021-04-05/2021-04-06_planning-commission_wayback.md|3,3,,"forward a recommendation to the City Council on final consideration to approve the zone map amendment for File #21-4-05 based on the following: Findings: 1. The request is consistent with the goals, objectives, and policies in the General Plan. 2. The request is harmonious with the overall character of existing built-out development. 3. The request will not materially adversely affect the abutting properties. 4. The facilities and services intended to serve the subject property are adequate"
