stem,bytes,chars,status
858323_FY22_Year-End_Budget_Notes,156705,2441,extracted
858325_2022-R-12_Proposed_Budget_FY23_w_Exhibit_A,254254,49597,extracted
858327_FY23_Proposed_Budget_Notes,149134,975,extracted
858329_2022-R-13_Resolution_ASSD_budget_and_CTR,13695,862,extracted
858331_2022-R-14_Resolution_Water_Rates,99761,7446,extracted
858333_2022-R-15_Resolution_Sewer_Rates,117088,4755,extracted
858335_2022-R-16_Repeal_Replace_Fee_Schedule_w_Exhibit_A,374901,20384,extracted
858343_Baldy_ATF_approval,668584,11973,extracted
858345_Foundation_Instructions_EN_002,2972963,50656,extracted
858347_Letter_to_TOA,1430509,12850,extracted
858349_RACS_CUP_approval_june_2022,159261,3090,extracted
860947_2022-R-11_Year-End_Budgets_FY22,198499,88046,extracted
860949_2022-R-12_Approved_Budget_FY23,239092,52845,extracted
860951_2022-R-13_Resolution_ASSD_Budget_and_CTR,30102,913,extracted
860953_2022-R-14_Resolution_Water_Rates,109003,7452,extracted
860955_2022-R-15_Resolution_Sewer_Rates,126235,4762,extracted
860957_2022-R-16_Repeal_Replace_Fee_Schedule,357632,20349,extracted
867813_2022-7-13_Town_Council_Agenda,269276,4005,extracted
867815_22-7-13_Consent_Agenda,2015675,230895,extracted
867817_22-7-5_Noise_Ordinance_Briefing_Memo,110148,4498,extracted
867819_2022-7-CapitalProjectsStaffReport,648885,19029,extracted
867821_2022-O-5_Noise_Enacting_Ordinance_Exhibit_1,203921,6568,extracted
868215_2022-7-5_Determination_Letter_Location_SIGNED,164436,2029,extracted
869991_2022-7-13_Written_Public_Comment_-_revised,1624176,19001,extracted
869993_2021-7-13-Town-Council-ACVB-Presi-FINAL,1569167,4174,extracted
877327_2022-8-10_Town_Council_Agenda_Amended,269241,4560,extracted
878895_2022-8-10_Consent_Agenda,2319188,216996,extracted
877335_2022-8-2_Peruvian_Estates_West_Line_Memo,80933,2619,extracted
877337_2022-8-2_Peruvian_Estates_West_Line_Memo,80933,2619,extracted
877329_2022-O-5_Noise_Enacting_Ordinance_Exhibit_1,203921,6568,extracted
877333_2022-R-17_Amending_water_budget_for_2022-2023_w_exhibit_A,163674,11203,extracted
878297_Rocky_Mountain_Power_august_2022,265845,1123,extracted
878299_2022-8-10_Public_Comments,1912904,28282,extracted
888277_2022-9-14_Consent_Agenda,3433625,272480,extracted
888311_2022-9-14_Town_Council_Agenda,272029,4615,extracted
888281_2022-09-07_Noise_Ord_Staff_Report,111705,4137,extracted
888279_2022-9-1_Determination_Letter_Location_SIGNED,164418,2052,extracted
888283_2022-O-5_Noise_enacting_ordinance_9-7-22_w_Exhibit_1,128157,7378,extracted
888285_2022-9-CapitalProjectsStaffReport,196176,5440,extracted
898613_2022-10-12_Town_Council_Agenda,253987,4614,extracted
898615_2022-10-12_Consent_Agenda,2631837,256626,extracted
898625_2022-10_C-REP_Memo_with_Draft_Ordinance,248723,45070,extracted
898617_Recommended_Changes_to_Alta_Budget_Process_9-30-22,4760199,7722,extracted
898619_2022-O-5_Noise_enacting_Ordinance_w_Ex_A,163697,8636,extracted
898621_2022.10.05_Noise_Ord_redline_changes_from_9.14,81779,8101,extracted
898623_2022-R-18_Repeal_Replace_Fee_Schedule_w_Exhibit_A,426596,20990,extracted
898627_2022-10-CapitalProjectsStaffReport,182850,3404,extracted
899369_Affordable_housing_intro_Davis,122647,3717,extracted
909053_2022-11-9_Consent_Agenda,1900584,137754,extracted
910333_2022-11-9_Town_Council_Agenda_-_AMENDED,232404,4708,extracted
909055_2022-O-6_Staff_Report_Ord_Exhibit_1,190472,18738,extracted
910547_Alta_Town_Council_CWC_Presentation_11.9.22,4322865,6005,extracted
909057_2022-R-19_Alta_Rules_of_Procedure_Resolution,182965,6697,extracted
909645_2022.11.07_Exhibit_1_Vehicles_Parking_and_Traffic_v2,175661,14780,extracted
919429_2022-12-14_Town_Council_Agenda,248266,5994,extracted
920313_2022-12-14_Consent_Agenda,2153973,131308,extracted
920319_2022-12-Capital_Projects_Staff_Report,318355,13864,extracted
921086_Alta_-_FY2022_Audit_Report_ISSUED_12-8-2022,813487,164911,extracted
921333_2022.12.09_Plng._Comm._Amend._Staff_Rpt,73403,7423,extracted
919425_2022-12-2_Determination_Letter_Location_SIGNED,164434,2052,extracted
920315_2022-R-21_Electronic_Meeting_Policy_2,101173,3876,extracted
921335_2022-O-7_Plng._Comm._Amendment_2,169456,4804,extracted
922271_Clerks_Budget_Amendment_Narrative_2,310172,6886,extracted
922273_2022-R-20_Amending_budgets_for_2022-2023_w_Exh_A_2,223097,91222,extracted
922275_Clerks_Budget_Amendment_Narrative_2,310172,6886,extracted
922277_2022-R-20_Amending_budgets_for_2022-2023_w_Exh_A_2,223097,91222,extracted
923053_2022-R-20_Amending_budgets_for_2022-2023,238744,91228,extracted
928151_2023-1-11_Town_Council_Agenda,234275,4324,extracted
928155_2023-1-11_Consent_Agenda,1863991,134930,extracted
928827_2023-1-11_Town_Council_Agenda_-_Amended,237349,5019,extracted
928153_2023-R-1_ILA_Service_Area_3,261706,2351,extracted
928829_2022-12_ASL_Roadside_Parking_Replacement_002,743053,6409,extracted
939395_2023-2-8_Town_Council_Agenda,242440,4968,extracted
940645_2023-2-8_Amended_Consent_Agenda,2146554,140014,extracted
945711_2023-2-23_Town_Council_Agenda,223013,3078,extracted
946645_2023-2-22_Town_Manager_Staff_Rpt,141118,5418,extracted
947185_2023-2-22_Town_Manager_Staff_Rpt_V2,147422,5681,extracted
946643_2023-2-22_revised_Town_Manager_Code,24908,9483,extracted
950649_2023-3-8_Town_Council_Agenda,235369,5076,extracted
950651_2023-3-8_Consent_Agenda,2281594,147651,extracted
950661_2023.03.02_Town_Manager_Staff_Rpt,67870,2916,extracted
950665_2023-3-ShuttleProgram-StaffReport,192023,2831,extracted
950653_2023-R-2_Planning_Comm_Appts,74156,1399,extracted
950655_2023-O-1_Dog_Ordinance_Amendment_draft,152153,10725,extracted
950657_2023-R-3_Dog_Resolution_draft,81236,3685,extracted
950659_2023-R-4_Repeal_Replace_Fee_Schedule_Exh_A_draft,386204,21025,extracted
950663_ILA_Municipal_Election_SLCo,2338060,7,image_only
951609_2023-O-2_Town_Manager_Enacting_Ordinance_Exh_1-2,963307,90239,extracted
952925_Public_Comment_Exhibit_A_FINAL,1418383,8419,extracted
962903_2023-4-12_Consent_Agenda,2768706,147135,extracted
962975_2023-4-12_Town_Council_Agenda,242107,5297,extracted
964011_2023-4-12_Town_Council_Agenda_-_Amended,243108,5645,extracted
962913_2023-04-05_Town_Manager_Staff_Rpt,96982,2361,extracted
964013_20-008_APM_Alta_Town_Council_Presentation_11x17_20230412_Low_Res,8056799,29691,extracted
962905_FY24_Budget_draft_4-5-23,543520,69507,extracted
962907_2023-R-5_Honoring_Public_Safety,111394,3808,extracted
962909_Planning_Commission_Bios_2023,239166,0,image_only
962911_2023-R-6_Planning_Comm_Appts,98700,1596,extracted
962917_2023-O-3_Delegating_Auth_to_Town_Manager_4-5-23,104345,3996,extracted
962919_2023-4-4-ACVB_Presi_Final,151263,3407,extracted
962921_1._town_of_alta_-_Water_Fund_Budget_tool_-_021323,845136,61730,extracted
962977_1._town_of_alta_-_Water_Fund_Budget_tool_-_021323,845136,61730,extracted
962979_FY24_Budget_draft_4-5-23,543520,69507,extracted
964015_Recreation_Resort_Overlay_Ordinance_4811-6584-7806_3_002,110450,17408,extracted
964571_2023-O-2_CreatingTown_Manager_4-11-23,279295,84974,extracted
965725_Proposed_Salaries_for_2023_ToA_final,697041,12128,extracted
965727_2023-4-10_Public_Comments_Exhibit_A,831725,7487,extracted
965747_Proposed_Salaries_for_2023_ToA_final,697041,12128,extracted
974453_2023-5-10_Town_Council_Agenda,239032,4801,extracted
974485_2023-5-10_Town_Council_Agenda,239032,4801,extracted
974487_2023-5_Consent_Agenda,2654222,144464,extracted
974457_2023-5-ProjectsTrackingDocument.w.Report,361586,22581,extracted
974491_2023-5-ProjectsTrackingDocument.w.Report,361586,22581,extracted
974455_FY24_Tentative_Budget,456650,99097,extracted
974459_2023-5-4_Annual_Vendor_Comp,179331,11262,extracted
974489_FY24_Tentative_Budget,456650,99097,extracted
974493_23-5-3_Shuttle_Proposal,146531,4102,extracted
974495_2023-5-4_Annual_Vendor_Comp,179331,11262,extracted
974497_2023-R-7_Alta_Fireworks_Resolution_draft_w_exh,1041746,64649,extracted
974499_2023-24_Town_Council_Meeting_Schedule,209239,1597,extracted
974501_2023_Officials_Ethical_Pledge_draft_trk_changes,139509,1761,extracted
974503_2023_TOA_Conflict_of_Interest_Disclosure_Form_draft_trk_changes_Exhibit_A,85764,4459,extracted
974505_2020-12-28_TOA_Conflict_of_Interest_policy_ADOPTED,163992,5829,extracted
976967_May_Budget_Committee_-_revised_5-11-23,433127,11067,extracted
976973_May_Budget_Committee_-_revised_5-11-23,433127,11067,extracted
985337_2023-6-7_Budget_Committee_Agenda_1,213855,3115,extracted
985735_FY24_Tentative_Budget_Packet,313767,110392,extracted
985739_2023-6-5_Tax_Summary_Memo,242767,8572,extracted
985741_2023-6-ShuttleProgram-StaffReport,231110,2114,extracted
985737_2023-6-ProjectsPlanReport,231535,4456,extracted
989287_2023-6-21_Town_Council_Agenda,253174,8466,extracted
989295_2023-6-21_Consent_Agenda,4111059,200272,extracted
989301_2023-6-21_Consent_Agenda,4111059,200272,extracted
981537_2023-5-23_Determination_Letter_Location_SIGNED,164499,2109,extracted
983049_2023-6-21_Public_Hearing_Notice,224404,3759,extracted
989289_2023-R-8_Year-End_Budgets_FY23_w_Exh_A,301528,65113,extracted
989291_2023-R-9_Tentative_Budget_FY24_w_Exh_A,595688,58355,extracted
989293_2023-R-10_Resolution_ASSD_budget_and_CTR,10013,915,extracted
989297_2023-5-23_Determination_Letter_Location_SIGNED,164499,2109,extracted
989303_2023-R-8_Year-End_Budgets_FY23_w_Exh_A,301528,65113,extracted
989305_2023-O-4_0.1_Resort_Tax,70617,2815,extracted
989307_2023-O-5_Transient_Room_Tax,71092,2914,extracted
989309_2023-R-9_Tentative_Budget_FY24_w_Exh_A,595688,58355,extracted
989311_2023-R-10_Resolution_ASSD_budget_and_CTR,10013,915,extracted
989313_2023-R-11_Resolution_FY24_Projects_Plan_Exh_A,198676,15107,extracted
989317_2023-R-13_Resolution_Sewer_Rates,101121,4483,extracted
989319_2023-R-14_Repeal_Replace_Fee_Schedule_w_Exh_A,343426,20246,extracted
989321_2023-R-15_Ethical_Behavior_and_Conflict_of_Interest_w_Exb_1_A_B,305177,23316,extracted
989323_2023-R-16_ILA_for_CDBG_and_HUD_w_ILA,323741,49180,extracted
990539_2023-6-15_Account_Balance_Summary,111476,1062,extracted
992713_2023-6-21_Public_Comments,1358549,995,extracted
992777_Alta_Insurance_Renewal_2023,4270864,2516,extracted
1005777_2023-R-12_Resolution_Water_Rates,123939,7016,extracted
997151_2023-7-12_Town_Council_Agenda,228903,4462,extracted
997153_2023-7-12_Consent_Agenda,3409346,127697,extracted
997155_2023-06-29_Alta_Community_Center_Study.compressed,5204917,69540,extracted
1000241_23-7-18-APC-Agenda,143046,1853,extracted
998843_2023-7-Conex-CUP-Materials,1566945,9087,extracted
998845_2023-7-RACS-CUP-Materials,2077776,47765,extracted
1003453_2023-8-9_Public_Hearing_Agenda_Notice,232361,3874,extracted
1006853_2023-8-9_Town_Council_Agenda,235252,4813,extracted
1006855_2023-8-9_Consent_Agenda,3858166,155328,extracted
1006863_2023-8-Appeal_Authority-Slope-Variance-Staff_Report,272863,7386,extracted
1008299_UFA_Report_August_2023,269863,4486,extracted
1003455_2023-8-9_TNT_Public_Hearing_Notice,46118,889,extracted
1003457_2023-R-17_Tax_Rate_Form_PT-800_prepared,39477,1595,extracted
1003461_2023-7-25_Proposed_Property_Tax_Increase_Summary,221754,6806,extracted
1003881_2023-R-18_Budgets_FY24_w_Exhibit_A_revised,362731,58248,extracted
1006857_2023-O-6_Interlodge_Amending_Ordinance,157617,5738,extracted
1006859_Davis_Community_Housing_Discussion_Preparation,131310,747,extracted
1006861_2023-R-19_Resolution_Amending_FY24_Projects_Plan_w_Exhibit_A,214872,12039,extracted
1006865_2023-8-RACS-Slope-Variance-Application-Letter,1919250,44657,extracted
1007033_2023-O-6_Clean_Text_-_Interlodge_Amending_Ordinance,83713,3522,extracted
1020105_2023-9-13_Consent_Agenda-revised,2073239,200417,extracted
1020107_2023-9-13_Town_Council_Agenda,230711,4743,extracted
1018611_2023-09-07_Staff_Rpt_Civil_Code_Enf,189009,5087,extracted
1018581_2023-R-20_ILA_for_CDBG_and_HUD_V2_clean,321195,48657,extracted
1018583_2023-R-20_ILA_for_CDBG_and_HUD_V2_Redlined,307005,50338,extracted
1018585_Final_2023_Urban_County_Notice_FINAL,791101,116961,extracted
1018587_Resolution_of_the_Salt_Lake_Conference_of_Mayors_080223_revised_wm,211540,2505,extracted
1030495_2023-10-11_Town_Council_Agenda,229248,4416,extracted
1030501_2023-10-11_Consent_Agenda,2421311,179988,extracted
1030497_2023-10-5-SugarplumMeadows-Staff-Report,206726,5013,extracted
1032957_UFSA_Proposed_Tax_Increase_Presentation,2700268,15349,extracted
1030499_Complete_Sugarplum_Meadows_Binder_for_Lot_110_compressed,9034685,168,image_only
1030503_2023-R-21_LCC_EIS_Resolution,126338,4333,extracted
1042339_2023-11-8_Town_Council_Agenda,238942,5409,extracted
1042347_2023-11-8_Consent_Agenda,2067167,166860,extracted
1042341_Alta_Town_Council_CWC_Presentation_11.8.23,2359497,6592,extracted
1042349_2023-9-30_Staff_Rpt_on_Classifying_Ord_Enf,96135,1852,extracted
1042353_2023-URC-Utility_Agreement_Slides,801307,10983,extracted
1042357_2023-11-1_Staff_Report_Water_Fund_Debt,374043,8732,extracted
1042359_Water_Debt_Memo_Rowley_10-31-2023,96085,2815,extracted
1042845_Alta_-_FY2023_Report,779537,163904,extracted
1043759_Alta_-_FY2023_Audit_Report_ISSUED_11-2-2023,820304,164322,extracted
1042343_2023-R-21_LCC_EIS_V2,166170,5865,extracted
1042345_2023-R-21_LCC_EIS_V2_Redlined,178613,6036,extracted
1042351_2023-9-30_Proposed_Civil_Code_Enf_Language,175032,63077,extracted
1042355_Utility_Agreement_-_URC_Signature_10-02-2023,1267393,102312,extracted
1045355_20231107_TOA_RACS,1781070,301,extracted
1051051_23-11-28-APC-Agenda,139552,1666,extracted
1051065_2023-11-29_Budget_Committee_Agenda,208186,2429,extracted
1051069_2023-11-21_draft_-_FY24_Budget_-_Dec_Amendment,326176,76342,extracted
1051071_2023-11-21_Monthly_Project_Tracking,169999,14935,extracted
1051073_Town_of_Alta_Audit_Committee_V2,4278159,2635,extracted
1051075_2023-11-21_Audit_Committee_Charter_draft,181655,9247,extracted
1051077_2023-R-X_Establishing_Audit_Committee,20916,1699,extracted
1051079_2023-12-6_Town_Council_Agenda_,215085,2979,extracted
1056461_2023_Alta_Election_Certification,72006,0,image_only
1053339_2023-12-13_Public_Hearing_Agenda_Notice,229388,3242,extracted
1057347_2023-12-13_Town_Council_Agenda,238010,5520,extracted
1057349_2023-12-13_Consent_Agenda,2506477,174071,extracted
1057353_2023-12-EIS_Resolution_and_Survey_Report,196429,2915,extracted
1053341_2023-11-30_Proposed_FY24_December_Budget_Amendment,187522,77471,extracted
1057355_2024_Capital_Projects_Plan,776557,16306,extracted
1057357_2023-R-23_Amending_FY_2024_Budgets,425235,67148,extracted
1057359_2023-R-25_Recertification_of_the_Alta_Justice_Court,34674,1943,extracted
1057361_2023-R-23_Budget_Amendment_and_Summary,586509,69377,extracted
1057363_2023-12-13_AJC_Recertification_Materials,698402,12740,extracted
1065491_2024-1-10_Public_Hearing_Agenda_Notice,226965,3226,extracted
1066403_2024-1-10_Town_Council_Agenda_,298426,5886,extracted
1066405_2024-1-10_Consent_Agenda,2667529,166463,extracted
1065493_2024-O-1_Elective_and_Statutory_Officials_Salary_Ordinance,75350,2107,extracted
1066407_2022-R-19_Alta_Rules_of_Procedure_Resolution,202084,6683,extracted
1066409_2024-R-1_Confirming_Appointment_Town_Marshal,75010,1672,extracted
1066411_2024-R-2_Confirming_Appointment_Town_Clerk,75045,2028,extracted
1066413_2024-R-3_Confirming_Appointment_Town_Treasurer,75208,1760,extracted
1066415_2024-O-1_Elective_and_Statutory_Officials_Salary_Ordinance,75350,2107,extracted
1066417_2024-O-2_Bond_and_crime_requirement_redline,141097,4147,extracted
1068915_2024-1-11_Town_Council_Agenda_-_Amended,251581,3414,extracted
1067265_Alta_Pre-Retreat_Package_1.5.24,382615,41005,extracted
1083217_2024-2-14_Town_Council_Agenda,231116,5180,extracted
1083223_2024-2-14_Consent_Agenda,7774805,240847,extracted
1084845_2024-2-14_Consent_Agenda_UPDATED,6621309,240319,extracted
1083219_Common_Sense_Coalition_Presentation_to_Town_of_Alta_Feb_7_2024,10592781,12512,extracted
1083225_2024-2-8_Meeting_Rules_and_Procedures_Staff_Report,194977,1766,extracted
1083233_2024-1-Civil_Code_Enforcement_Staff_Report,259462,4438,extracted
1083237_2024-2-Budget_Committee_Decision_Staff_Report,261856,6000,extracted
1083221_Laura_Briefer_to_Town_of_Alta,108930,1844,extracted
1083227_2024-O-3_Repealing_Meeting_Procedure_and_Conduct,79895,3200,extracted
1083229_2024-R-4_Alta_Rules_of_Procedure_Resolution,137771,7931,extracted
1083231_2023-24_Town_Council_Meeting_Schedule_-_Amended_draft,209444,1757,extracted
1083235_2024-O-4_Civil_Code_Enforcement_Enacting_Ordinance_w_Exh_AB,297890,66989,extracted
1083239_2024-R-5_Establishing_Budget_Committee,15871,1533,extracted
1083241_2024-2-7_Town_Council_Retreat_Followup,553217,2757,extracted
1083243_2024-2-8_Budget_Committee_Charter,186411,5699,extracted
1089277_24-2-27-APC-Agenda,139517,1856,extracted
1089279_2024_Alta_Planning_Commission_Meeting_Shedule,186656,1344,extracted
1089281_Alta_Code_10-4_Planning_Commission,78148,7382,extracted
1092065_2023-3-5_Town_Council_Agenda,216591,3456,extracted
1092067_2024-2-29_UDOT_EIS_Response_Staff_Report,236871,4395,extracted
1092069_DRAFT_2024-R-5_LCC_EIS_V5,159284,5086,extracted
1094809_2024-3-13_Town_Council_Agenda,231309,4967,extracted
1094813_2024_March_Consent_Agenda,2910301,159670,extracted
1094815_2024-3-4_Budget_Committee_Decision_Staff_Report,196976,2289,extracted
1094811_Cahill_Proclamation_V1,65756,1433,extracted
1094817_2024-R-6_Establishing_Budget_Committee,15861,1530,extracted
1094819_2024-R-7_Appointing_Budget_Committee_Members,20262,1698,extracted
1094821_2024-R-8_Dog_Resolution_draft,81554,4001,extracted
1094823_2024-R-5_LCC_EIS_V7,180335,5655,extracted
1094825_2024-R-9_Repeal_Replace_Fee_Schedule_w_Exh_A,403863,21537,extracted
1103793_2024_John_Cahill_Proclamation,126946,0,image_only
1101577_24-3-27-APC-Agenda,192040,1588,extracted
1101581_2024-3-27_Subdivision_Ord_Update,277166,4804,extracted
1103283_2024-3-29_Budget_Committee_Agenda,245391,2457,extracted
1104151_March_Budget_Presentation,497238,19881,extracted
1104161_2024-4-10_Public_Hearing_Agenda_Notice,223767,3178,extracted
1106005_2024-4-10_Town_Council_Agenda,237671,5411,extracted
1106007_2024-4-10_Consent_Agenda,2611457,163002,extracted
1104163_FY24_Budget_Proposed_April_Amendment,158267,66798,extracted
1106009_Budget_Amendment_Summary,210962,2374,extracted
1106011_2024-R-10_Amending_FY_2024_Budgets_w_Exhibit_A,815490,69553,extracted
1106013_2024-R-11_Resolution_Amending_FY24_Projects_Plan_w_Exh_A,779921,18093,extracted
1106015_2024-R-12_Planning_Comm_Appts,119286,1593,extracted
1106017_2024-R-13_Alta_Fireworks_Resolution_w_attachments,1465540,65022,extracted
1106019_Hwy_210_Community_Letter_to_UDOT,227363,20070,extracted
1110015_2024-4-16_Budget_Committee_Agenda,245130,2221,extracted
1109455_FY25_Budget_Draft,177580,55444,extracted
1109457_2024-4-11_Capital_Projects_Plan_for_FY25_Draft,161881,9394,extracted
1112811_24-4-24-APC-Agenda,194943,1662,extracted
1112817_Shallow_Shaft_Presentation_Town_of_Alta_Presentation,9267621,5556,extracted
1115979_Shallow_Shaft_Presentation_Planning_Commission_Presentation_4.24.24_1,3303101,15409,extracted
1112813_2024-4-ShallowShaftReport,291160,17418,extracted
1117843_2024-5-8_Town_Council_Agenda,227234,4249,extracted
1117845_2024-5-8_Consent_Agenda,2766181,157822,extracted
1117849_2024-5-8_Budget_Presentation,1017486,41166,extracted
1117847_2024-25_Town_Council_Meeting_Schedule_-_DRAFT,206658,1696,extracted
1117851_FY_2025_Tentative_Budgets,177631,56387,extracted
1117853_FY_25_Capital_Projects_Plan_5-1-24,224858,12262,extracted
1117855_2023-2-6_Town_Manager_Job_Posting_FINAL,179603,6786,extracted
1120131_2024-5-8_Sworn_Statement_Closed_Meeting,13391,0,image_only
1124531_24-5-22-APC-Agenda,192690,1661,extracted
1124535_Memorandum_Re_Proposed_Subdivision_Ordinance,291632,0,image_only
1124537_24-5-SubdivisionOrdinanceRedline,111236,29467,extracted
1124539_24-5-22-GP-Shaft,819660,8191,extracted
1124541_Email_Shallow_Shaft_APC_Meeting_5_22,1017287,3124,extracted
1132413_2024-6-20_Town_Council_Agenda,249886,7420,extracted
1132415_2024-6-20_Consent_Agenda,2777571,143555,extracted
1132419_2024-O-5_Liquor_License_Amendments_Draft_and_Staff_Report,312267,17965,extracted
1132439_2024-6-20_Budget_Presentation,1018565,41405,extracted
1132417_2024_MWPP_Survey_Questions_for_town_council,254048,17642,extracted
1132421_2024-O-6_Elective_and_Statutory_Officials_Salary_Ordinance,129749,2823,extracted
1132423_2024-R-14_Year-End_Budgets_FY24,586478,56653,extracted
1132425_2024-R-15_Budgets_FY25,291388,55000,extracted
1132427_2024-R-16_Resolution_ASSD_budget_and_CTR,10521,1135,extracted
1132429_2024-R-17_Resolution_FY25_Projects_Plan,769833,16058,extracted
1132431_2024-R-18_Resolution_Water_Rates,98185,7257,extracted
1132433_2024-R-19_Resolution_Sewer_Rates,114045,4643,extracted
1132435_2024-R-20_Repeal_Replace_Fee_Schedule,429029,21616,extracted
1132437_FY25_Proposed_Budget_Change_Summary,442030,6050,extracted
1139229_24-6-26-APC-Agenda,173391,1801,extracted
1139231_2024-6-26_APC_Public_Hearing_Notice,217939,2760,extracted
1139233_26-6_Subd_Ordinance_Redline_DRAFT,114469,30252,extracted
1142523_2024-7-10_Town_Council_Agenda,226000,4677,extracted
1144065_2024-7-10_Consent_Agenda,2027369,135062,extracted
1145306_2024-7-10_Snowbird_Presentation,340930,0,image_only
1145308_20240710_Superiorupdate.pptx,8363963,642,extracted
1154775_2024-8-14_Town_Council_Agenda_,225322,4454,extracted
1154783_2024-8-14_Consent_Agenda,1964014,172804,extracted
1154777_2024-6-28_Central_Wasatch_VUS_Revisons_Memo,87754,9338,extracted
1154779_CWC_Updated_Visitor_Use_Study_Press_Release,141984,4063,extracted
1154781_Outdoor_Recreation_Use_of_Public_Lands_in_the_Central_Wsatch_2024,33573531,33329,extracted
1154785_2024-O-7_Town_Council_Meeting_Schedule_draft,148599,2896,extracted
1161439_24-8-28-APC-Agenda,227915,1892,extracted
1161441_26-6-Subd-Ordinance-Redline-DRAFT,114469,30252,extracted
1161443_24-8_APC_Presi_Mastser_Plans,1238526,3659,extracted
1161447_2024-8-28_APC_Public_Hearing_Notice,215764,2731,extracted
1166585_2024-9-11_Town_Council_Agenda,226573,4491,extracted
1166591_Consent_Agenda_9-11-2024,2234355,181297,extracted
1166587_2024-9-Subdivision_Ordinance_Staff_Report,178684,5166,extracted
1168809_24-8_Fire_Flows_and_Water_System_Slides,893664,3101,extracted
1166589_Town_of_Alta_Subdivision_Ordinance_Redline_9.4.24,118308,30496,extracted
1168807_2024-9-11_Public_Comments,883986,33736,extracted
1178735_2024-10-9_Consent_Agenda,2780361,231619,extracted
1180111_2024-10-9_Town_Council_Agenda_Amended,238571,5562,extracted
1178737_24-10_Mission_and_Retreat_Slides,936851,2649,extracted
1178739_Budget_Amendment_Memo,150418,3097,extracted
1178741_2024-R-21_Amending_FY_2025_Budgets,230280,73660,extracted
1178743_2024-R-22_Resolution_Updating_Capital_Projects_Plan,182694,15918,extracted
1178745_2024-R-23_Resolution_Water_Rates,98852,7307,extracted
1178747_2024-R-24_Resolution_Sewer_Rates,120263,4767,extracted
1178749_2024-O-8_Liquor_License_Amendment_draft,201613,4219,extracted
1193399_2024-11-13_Town_Council_Agenda,246226,5978,extracted
1193401_2024-11-13_Town_Council_Meeting_Packet,8238435,443286,extracted
1193749_FFKR_Packet_v2,7988327,143933,extracted
1205269_2024-12-11_Town_Council_Agenda,236286,4807,extracted
1205271_2024-12-11_Town_Council_Meeting_Packet,13897163,313886,extracted
1209967_24-12-18_Alta_Planning_Commission_Packet,10706635,245628,extracted
1215145_2025-1-8_Town_Council_Agenda,227966,4325,extracted
1215147_2025-1-8_Alta_Council_Meeting_Packet,30209513,163638,extracted
1215165_2025-1-9_Town_Council_RETREAT_Agenda,247491,3586,extracted
1215167_2025-1-9_Town_Council_RETREAT_Packet,7131779,129718,extracted
1221999_2025-1-22_Planning_Commission_Agenda,188661,4755,extracted
1222001_25-1-22_Planning_Commission_Meeting_Packet,10572418,87464,extracted
1223337_25-1-22_Planning_Commission_Meeting_Packet,15003523,96658,extracted
1229647_2025-2-12_Town_Council_Meeting_Packet,9497371,302308,extracted
1233163_2025-2-14_Town_Council_Agenda,210988,2803,extracted
1236987_2025-2-26_Planning_Commission_Agenda,179846,3408,extracted
1236989_2025-2-26_PC_Meeting_Packet,558930,21180,extracted
1239667_2025-3-4_Town_Council_Agenda,211842,2798,extracted
1242621_2025-3-12_Town_Council_Agenda,233989,5070,extracted
1242623_2025-3-12_Town_Council_Meeting_Packet,8853288,307913,extracted
1249215_2025-3-26_Planning_Commission_Agenda,178446,3283,extracted
1249217_2025-3-26_APC_Meeting_Packet_Full,5941369,69077,extracted
1252873_2025-4-2_Town_Council_Agenda_,217333,3264,extracted
1252875_2025-4-2_Special_Meeting_Packet,6793176,96248,extracted
1255003_2025-4-9_Town_Council_Agenda,230674,4340,extracted
1255569_2025-4-9_Town_Council_Agenda_Amended,232034,4571,extracted
1255005_2025-4-9_Town_Council_Meeting_Packet,4945362,245302,extracted
1255571_2025-4-9_Town_Council_Meeting_Packet_-_Supplemental_Packet,1995349,80618,extracted
1257983_2025-4-15_Town_Council_Agenda,250891,3201,extracted
1257987_2025-4-7_Staff_Report_OLS,188074,8306,extracted
1257985_2025-4-11_Letter_to_the_Community,106631,2579,extracted
1262265_2025-4-24_Town_Council_Agenda,222048,3675,extracted
1269765_2025-5-14_Town_Council_Agenda,231999,4797,extracted
1269767_2025-5-14_Town_Council_Meeting_Packet,14283118,394047,extracted
1272413_2025-5-14_Budget_Presentation_V2,822816,44909,extracted
1270537_25-2_Water-Sewer_Plan_Update_and_W_Grizzly_Sewer_Opportunity,1034919,3085,extracted
1278461_2025-6-4_Town_Council_Agenda,162471,3393,extracted
1278463_2025-6-4_Town_Council_Meeting_Packet,998268,22900,extracted
1280701_Budget_OLS_draft,65332,2660,extracted
1285941_2025-6-18_Town_Council_Agenda,286984,6720,extracted
1285943_2025-6-18_Town_Council_Meeting_Packet,6113723,402288,extracted
1294197_2025-7-9_Town_Council_Agenda,276587,4838,extracted
1296719_2025-7-9_Town_Council_Meeting_Packet_-_Revised,26054100,1592872,extracted
1297733_2025-7-15_Planning_Commission_Agenda,198223,3462,extracted
1297735_2025-7-15_Planning_Commission_Packet,20451336,236111,extracted
1309987_2025-8-13_Town_Council_Agenda,116202,4563,extracted
1306483_2025-8-13_Town_Council_Meeting_Packet,4491903,293477,extracted
1306485_2025-8-13_Town_Council_Meeting_Packet,4491903,293477,extracted
